county,Num Eligible,Num Ineligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible,Percentage Eligible,rural
29207,6085,4988,459,26,824,22,5458,248,509,2667,2998,54.95,1
29209,6092,5956,305,111,308,0,5773,524,823,3215,2436,50.56,1
29211,998,1317,22,3,25,0,968,65,88,426,358,43.11,1
29213,10993,10748,551,200,555,0,10417,945,1486,5801,4395,50.56,1
29215,5477,4112,505,30,19,0,5359,98,1037,2354,2763,57.12,1
29217,4207,3987,313,15,17,0,4137,222,570,1742,1833,51.34,1
29219,4963,8369,119,103,214,75,4823,157,769,2355,2144,37.23,1
29221,4424,4487,284,122,137,0,4336,181,538,1749,2365,49.65,1
29223,2276,1871,96,13,147,0,2191,45,320,1089,1292,54.88,1
29225,5363,9488,266,270,207,0,5214,248,923,2780,2040,36.11,1
29227,328,433,7,1,8,0,318,21,29,140,118,43.1,1
29229,4069,3055,375,22,14,0,3982,73,770,1749,2053,57.12,1
29510,67039,73681,1497,2564,39030,0,28364,2929,5592,26182,27999,47.64,0
30001,1611,2400,182,35,40,0,1538,122,324,764,705,40.16,1
30003,1990,3101,482,24,10,0,1656,139,255,975,837,39.09,1
30005,1167,1700,156,33,15,0,1058,73,186,478,395,40.7,1
30007,1122,1634,150,32,14,0,1017,70,179,459,380,40.71,1
30009,1735,2528,231,49,22,0,1574,109,277,711,588,40.7,1
30011,214,333,52,3,1,0,178,15,27,105,90,39.12,1
30013,14414,20072,2102,377,247,0,13063,966,2860,6401,5866,41.8,0
30015,977,1423,130,28,12,0,886,61,156,400,331,40.71,1
30017,1799,2803,435,22,9,0,1497,126,230,881,756,39.09,1
30019,252,393,61,3,1,0,210,18,32,123,106,39.07,1
30021,1355,2112,328,17,7,0,1128,95,173,664,570,39.08,1
30023,1619,2412,183,35,40,0,1546,123,326,768,708,40.16,1
30025,462,719,112,6,2,0,384,32,59,226,194,39.12,1
30027,1895,2761,253,54,24,0,1719,119,302,776,642,40.7,1
30029,17622,24941,2499,67,160,75,15966,452,2533,8587,5828,41.4,0
30031,18044,32373,802,645,295,0,17754,1107,1739,6715,4258,35.79,0
30033,178,277,43,2,1,0,148,12,23,87,75,39.12,1
30035,2327,3294,330,9,21,10,2109,60,334,1134,770,41.4,1
30037,136,198,18,4,2,0,123,9,22,56,46,40.72,1
30039,569,848,64,12,14,0,543,43,115,270,249,40.16,1
30041,2701,3936,360,77,34,0,2450,170,431,1106,915,40.7,1
30043,2001,2916,267,57,25,0,1815,126,319,819,678,40.7,1
30045,335,488,45,10,4,0,304,21,53,137,114,40.7,1
30047,5689,7657,735,86,88,0,5294,422,942,2472,2138,42.63,1
30049,12119,16876,1767,317,208,0,10983,812,2405,5382,4932,41.8,0
30051,324,472,43,9,4,0,294,20,52,133,110,40.7,1
30053,3323,4704,471,13,30,14,3011,85,478,1619,1099,41.4,1
30055,261,407,63,3,1,0,217,18,33,128,110,39.07,1
30057,1482,2208,168,32,37,0,1415,112,298,703,649,40.16,1
30059,320,466,43,9,4,0,290,20,51,131,108,40.71,1
30061,828,1114,107,13,13,0,770,61,137,360,311,42.64,1
30063,21544,28995,2783,326,332,0,20047,1597,3568,9362,8094,42.63,0
30065,716,1115,173,9,3,0,596,50,92,351,301,39.1,1
30067,2848,4150,380,81,36,0,2583,179,454,1166,965,40.7,1
30069,82,120,11,2,1,0,74,5,13,34,28,40.59,1
30071,698,1017,93,20,9,0,633,44,111,286,237,40.7,1
30073,977,1423,130,28,12,0,886,61,156,400,331,40.71,1
30075,257,400,62,3,1,0,214,18,33,126,108,39.12,1
30077,1194,1779,135,26,30,0,1140,90,240,566,523,40.16,1
30079,164,256,40,2,1,0,137,12,21,80,69,39.05,1
30081,7593,11312,858,164,188,0,7250,575,1529,3601,3323,40.16,1
30083,1743,2715,422,21,8,0,1450,122,223,853,732,39.1,1
30085,1637,2550,396,20,8,0,1362,115,209,802,688,39.1,1
30087,1263,1968,306,15,6,0,1051,88,162,619,531,39.09,1
30089,2265,3049,293,34,35,0,2108,168,375,984,851,42.62,1
30091,536,835,130,7,3,0,446,38,69,262,225,39.1,1
30093,6039,8996,683,131,149,0,5766,457,1216,2864,2643,40.17,0
30095,1485,2163,198,42,19,0,1347,93,237,608,503,40.71,1
30097,609,888,81,17,8,0,553,38,97,250,207,40.68,1
30099,1031,1502,137,29,13,0,935,65,164,422,349,40.7,1
30101,823,1200,110,23,10,0,747,52,131,337,279,40.68,1
30103,115,179,28,1,1,0,96,8,15,56,48,39.12,1
30105,1148,1789,278,14,6,0,955,80,147,562,483,39.09,1
30107,344,501,46,10,4,0,312,22,55,141,116,40.71,1
30109,142,221,34,2,1,0,118,10,18,69,60,39.12,1
30111,28680,39428,4408,1137,544,0,25745,2999,4656,11659,10943,42.11,0
31001,4439,8160,57,55,189,0,4222,433,352,2136,1732,35.23,0
31003,875,1550,65,10,49,0,754,178,82,472,388,36.08,1
31005,71,107,3,3,3,0,66,10,7,40,27,39.89,1
31007,124,151,12,1,1,0,120,23,10,57,44,45.09,1
31009,64,108,1,1,4,0,54,15,6,29,20,37.21,1
31011,747,1323,55,9,42,0,644,152,70,403,331,36.09,1
31013,1996,2421,188,16,8,0,1930,372,163,908,709,45.19,1
31015,332,403,31,3,1,0,321,62,27,151,118,45.17,1
31017,534,648,50,4,2,0,517,100,44,243,190,45.18,1
31019,7123,13095,92,88,303,0,6775,694,564,3428,2779,35.23,0
31021,934,1654,69,11,53,0,805,190,88,504,414,36.09,1
31023,1212,2211,36,11,30,9,1169,105,162,568,474,35.41,1
31025,3575,6876,184,83,107,0,3427,469,603,1510,1251,34.21,0
31027,1162,2059,86,14,66,0,1002,236,109,627,516,36.08,1
31029,649,966,24,24,31,4,595,91,65,360,249,40.19,1
31031,1005,1219,94,8,4,0,972,187,82,457,357,45.19,1
31033,1743,2114,164,14,7,0,1686,325,143,793,620,45.19,1
31035,868,1596,11,11,37,0,826,85,69,418,339,35.23,1
31037,1468,2600,109,17,83,0,1265,298,138,792,651,36.09,1
31039,1252,2218,93,15,71,0,1080,255,118,676,555,36.08,1
31041,1587,2647,28,35,97,0,1341,361,150,709,500,37.48,1
31043,2997,5309,222,35,169,0,2584,609,281,1617,1329,36.08,0
31045,1510,1832,142,12,6,0,1460,282,124,687,537,45.18,1
31047,4012,5979,146,148,192,24,3680,561,403,2226,1541,40.16,1
31049,338,410,32,3,1,0,327,63,28,154,120,45.19,1
31051,777,1377,58,9,44,0,670,158,73,420,345,36.07,1
31053,4995,9609,257,116,150,0,4789,655,842,2110,1749,34.2,0
31055,86686,149441,3570,5271,19762,301,63928,14436,7066,31096,31906,36.71,0
31057,276,411,10,10,13,2,253,39,28,153,106,40.17,1
31059,805,1468,24,7,20,6,776,69,108,377,314,35.42,1
31061,411,755,5,5,17,0,391,40,33,198,160,35.25,1
31063,419,624,15,15,20,3,384,59,42,232,161,40.17,1
31065,771,1149,28,29,37,5,707,108,77,428,296,40.16,1
31067,3145,5736,92,27,78,23,3034,271,421,1474,1229,35.41,1
31069,346,420,33,3,1,0,335,65,28,157,123,45.17,1
31071,273,455,5,6,17,0,230,62,26,122,86,37.5,1
31073,315,469,11,12,15,2,289,44,32,175,121,40.18,1
31075,102,152,4,4,5,1,94,14,10,57,39,40.16,1
31077,329,549,6,7,20,0,278,75,31,147,104,37.47,1
31079,9465,15789,168,206,579,0,7998,2155,897,4230,2982,37.48,0
31081,1418,2366,25,31,87,0,1198,323,134,634,447,37.47,1
31083,437,804,6,5,19,0,416,43,35,210,171,35.21,1
31085,143,213,5,5,7,1,131,20,14,79,55,40.17,1
31087,436,649,16,16,21,3,400,61,44,242,167,40.18,1
31089,1864,2261,175,15,8,0,1803,348,152,848,662,45.19,1
31091,119,178,4,4,6,1,109,17,12,66,46,40.07,1
31093,974,1624,17,21,60,0,823,222,92,435,307,37.49,1
31095,1048,1912,31,9,26,8,1011,90,140,491,410,35.41,1
31097,767,1398,23,7,19,6,740,66,103,359,300,35.43,1
31099,951,1748,12,12,40,0,905,93,75,458,371,35.24,1
31101,1387,2067,51,51,66,8,1273,194,139,770,533,40.16,1
31103,142,172,13,1,1,0,137,26,12,65,50,45.22,1
31105,632,766,59,5,3,0,611,118,52,287,224,45.21,1
31107,1165,2064,86,14,66,0,1004,237,109,629,517,36.08,1
31109,47467,83950,1538,4672,5449,0,43175,4775,3692,14353,18345,36.12,0
31111,5770,8599,211,214,276,35,5293,807,579,3202,2216,40.16,0
31113,119,178,4,4,6,1,109,17,12,66,46,40.07,1
31115,91,152,2,2,6,0,77,21,9,41,29,37.45,1
31117,66,99,2,2,3,0,61,9,7,37,25,40.0,1
31119,4939,8750,366,58,279,0,4259,1004,464,2665,2191,36.08,0
31121,1154,1925,21,25,71,0,975,263,109,516,363,37.48,0
31123,840,1018,79,7,3,0,812,157,69,382,298,45.21,1
31125,470,832,35,5,26,0,405,95,44,253,208,36.1,1
31127,1024,1868,30,9,26,8,988,88,137,480,400,35.41,1
31129,582,1069,7,7,25,0,553,57,46,280,227,35.25,1
31131,2305,4203,68,20,57,17,2223,199,308,1080,900,35.42,1
31133,369,674,11,3,9,3,356,32,49,173,144,35.38,1
31135,475,708,17,18,23,3,436,66,48,264,182,40.15,1
31137,1276,2345,16,16,54,0,1214,124,101,614,498,35.24,1
31139,1016,1800,75,12,57,0,876,207,95,548,451,36.08,1
31141,4760,8432,352,55,268,0,4104,968,447,2568,2111,36.08,0
31143,755,1377,22,7,19,6,728,65,101,354,295,35.41,1
31145,1781,2653,65,66,85,11,1633,249,179,988,684,40.17,1
31147,1140,2079,33,10,28,9,1100,98,152,534,446,35.41,1
31149,233,283,22,2,1,0,226,44,19,106,83,45.16,1
31151,2071,3776,61,18,52,15,1998,179,277,971,809,35.42,1
31153,17684,54723,826,568,1409,0,15258,3008,3217,5607,7850,24.42,0
31155,2994,5760,154,69,90,0,2871,393,505,1265,1048,34.2,1
31157,6643,8057,624,54,27,0,6424,1239,543,3022,2361,45.19,1
31159,2552,4654,75,22,64,19,2462,220,341,1196,997,35.41,1
31161,944,1146,89,8,4,0,913,176,77,430,336,45.17,1
31163,445,742,8,10,27,0,376,101,42,199,140,37.49,1
31165,210,255,20,2,1,0,203,39,17,95,75,45.16,1
31167,811,1436,60,9,46,0,699,165,76,438,360,36.09,1
31169,729,1329,21,6,18,5,703,63,97,342,285,35.42,1
31171,111,165,4,4,5,1,101,15,11,61,42,40.22,1
31173,939,1664,70,11,53,0,810,191,88,507,417,36.07,1
31175,612,1020,11,13,37,0,517,139,58,273,193,37.5,1
31177,2804,5395,144,65,84,0,2689,368,473,1184,982,34.2,1
31179,1347,2386,100,16,76,0,1162,274,126,727,598,36.08,1
31181,482,886,6,6,21,0,459,47,38,232,188,35.23,1
31183,116,193,2,3,7,0,98,26,11,52,36,37.54,1
31185,2047,3733,60,18,51,15,1975,177,274,959,800,35.42,1
32001,4237,5615,584,176,166,3,3678,1131,1002,2216,1931,43.01,1
32003,397475,456815,18843,58735,93181,4039,237858,140966,46260,157470,129299,46.53,0
32005,8250,11693,553,331,283,0,7733,1310,1531,4983,3171,41.37,0
32007,8920,11820,1229,370,350,6,7742,2380,2109,4665,4066,43.01,0
32009,120,160,17,5,5,0,104,32,28,63,55,42.86,1
32011,307,407,42,13,12,0,266,82,73,161,140,43.0,1
32013,2871,3804,395,119,113,2,2492,766,679,1502,1309,43.01,1
32015,951,1260,131,39,37,1,825,254,225,497,433,43.01,1
32017,746,989,103,31,29,1,648,199,176,390,340,43.0,1
32019,9876,13999,662,397,339,0,9257,1568,1833,5965,3796,41.37,0
32021,755,1001,104,31,30,1,656,202,179,395,344,43.0,1
32023,8568,11354,1180,356,336,6,7436,2286,2026,4481,3906,43.01,0
32027,1104,1464,152,46,43,1,959,295,261,578,503,42.99,1
32029,683,968,46,27,23,0,640,108,127,413,263,41.37,1
32031,75174,122837,4084,7521,5072,489,57155,22380,9822,33648,23749,37.96,0
32033,1508,1998,208,63,59,1,1309,402,357,789,687,43.01,1
32510,9776,13857,656,393,336,0,9164,1552,1814,5905,3757,41.37,0
33001,9781,16643,355,261,270,0,9662,362,1708,4680,4971,37.02,1
33003,7695,13093,279,205,212,0,7601,285,1343,3682,3910,37.02,1
33005,10139,18615,179,330,389,14,9913,308,1689,5131,3592,35.26,0
33007,4592,7767,161,40,98,2,4532,79,656,2436,1638,37.16,1
33009,13380,22631,469,118,284,6,13205,229,1911,7099,4774,37.16,1
33011,49710,118319,1020,2622,3269,6,45309,6972,6164,23727,19404,29.58,0
33013,21598,38146,1277,1430,1008,0,20612,1534,2940,10503,10015,36.15,0
33015,31023,95523,916,1270,748,0,29855,2113,4972,16432,11114,24.52,0
33017,15512,36830,917,589,517,0,15199,363,2018,7843,5659,29.64,0
33019,6324,10697,222,56,134,3,6242,108,904,3355,2257,37.15,1
34001,46914,65300,2050,6012,12130,0,29197,12499,4186,24111,20071,41.81,0
34003,102671,249397,2267,17852,12001,70,66677,34383,5314,52682,29376,29.16,0
34005,51314,124478,1627,3799,13489,97,34947,6880,6530,25614,19990,29.19,0
34007,84769,116600,2224,5612,24614,63,45905,24243,6393,38202,34877,42.1,0
34009,16477,32471,406,158,1872,0,14258,2626,1475,7635,6642,33.66,1
34011,28615,26392,1350,713,8004,0,19648,10556,3208,11519,11984,52.02,0
34013,154161,167415,3247,6691,80889,0,44519,49285,7537,61197,56088,47.94,0
34015,37853,74472,813,1943,7720,0,29196,5076,3834,19021,17516,33.7,0
34017,129509,162438,3422,15106,28627,0,71619,71220,4042,52740,32999,44.36,0
34019,9958,41120,310,567,932,0,8698,1104,782,7058,3808,19.5,0
34021,53294,90723,1132,4903,18347,0,28028,15534,3252,25237,18686,37.01,0
34023,108164,200386,3147,21007,17554,0,57905,34694,6056,51309,36371,35.06,0
34025,70037,180068,2353,4248,10769,0,55192,11836,5719,38371,25795,28.0,0
34027,43789,149107,617,4788,3090,0,34552,10007,4677,25956,12091,22.7,0
34029,88948,151857,1292,3005,5295,60,79943,11066,10041,44785,33204,36.94,0
34031,91417,86478,1982,5856,18808,577,51643,50678,3872,38559,25240,51.39,0
34033,11064,12757,391,228,2809,0,7499,3515,520,4232,4591,46.45,0
34035,28896,102272,835,4150,4679,0,17189,7300,2014,15369,9966,22.03,0
34037,15573,43141,596,269,580,0,14914,2553,1237,7866,6150,26.52,0
34039,78534,122905,2089,3111,21808,0,34333,37188,2971,34883,25486,38.99,0
34041,16480,29730,933,173,3113,0,14513,3977,1573,7456,6347,35.66,0
35001,140103,144149,16071,7044,8591,538,109428,87919,16245,56503,52278,49.29,0
35003,808,517,71,9,36,0,702,450,137,387,370,60.98,1
35005,15909,9681,1455,122,976,0,13183,8602,3197,6185,7874,62.17,0
35006,6214,2055,5145,52,105,0,1400,1244,687,2534,2593,75.15,1
35007,3026,1841,277,23,186,0,2507,1636,608,1176,1498,62.17,1
35009,11825,7196,1082,91,726,0,9799,6394,2376,4597,5853,62.17,0
35011,414,252,38,3,25,0,343,224,83,161,205,62.16,1
35013,51275,33747,3415,2389,3172,62,31677,39792,6233,16795,16914,60.31,0
35015,11403,10708,435,400,559,0,8912,7296,598,3955,4094,51.57,0
35017,6376,4078,559,71,286,0,5539,3550,1082,3053,2925,60.99,1
35019,1086,661,99,8,67,0,900,587,218,422,538,62.16,1
35021,161,98,15,1,10,0,133,87,32,63,80,62.16,1
35023,944,604,83,10,42,0,820,526,160,452,433,60.98,1
35025,13626,12794,520,477,669,0,10649,8717,714,4725,4893,51.57,0
35027,4584,2932,402,51,205,0,3982,2553,778,2195,2103,60.99,1
35028,4023,4080,494,70,91,0,2498,2484,541,2329,1573,49.65,1
35029,5749,3678,504,64,257,0,4995,3201,976,2753,2637,60.98,1
35031,16672,5515,13803,138,280,0,3756,3338,1843,6799,6956,75.14,0
35033,867,879,107,15,20,0,538,535,117,502,339,49.66,1
35035,15344,9814,1346,170,687,0,13329,8543,2603,7347,7039,60.99,0
35037,2136,1300,195,16,131,0,1770,1155,429,831,1057,62.17,1
35039,8363,8483,1028,146,190,0,5193,5165,1124,4841,3271,49.64,1
35041,4687,2853,429,36,288,0,3884,2535,942,1822,2320,62.16,1
35043,24464,32061,5950,1039,2637,0,18332,13174,3881,9999,10153,43.28,0
35045,25138,15670,10311,400,192,0,12700,7852,2373,9559,10156,61.6,0
35047,5637,5718,693,98,128,0,3500,3481,758,3263,2205,49.64,1
35049,28074,41094,2945,868,1090,0,21824,16765,3093,13046,9066,40.59,0
35051,2620,1676,230,29,117,0,2276,1459,444,1254,1202,60.99,1
35053,3753,2400,329,42,168,0,3260,2089,637,1797,1721,60.99,1
35055,7147,7250,878,125,163,0,4438,4414,960,4138,2795,49.64,1
35057,3102,2867,465,52,131,0,2593,1835,491,1585,1417,51.97,1
35059,998,607,91,8,61,0,827,540,201,388,494,62.18,1
35061,15708,14519,2356,262,663,0,13128,9293,2487,8024,7173,51.97,1
36001,51800,80370,1058,6562,12314,0,36282,6641,3649,20271,19866,39.19,0
36003,9308,9601,606,44,250,0,9042,194,1484,4569,4331,49.23,1
36005,379146,153928,20352,16024,155954,479,89519,238059,15021,158800,143835,71.12,0
36007,39671,46501,512,2756,5704,0,34478,3750,2797,15562,17174,46.04,0
36009,15435,15920,1006,73,414,0,14993,322,2461,7577,7182,49.23,1
36011,13094,18380,615,134,640,0,12604,813,1742,6380,5120,41.6,0
36013,28652,24641,1184,188,2208,0,26482,3739,2449,12459,13671,53.76,0
36015,16335,19684,255,465,1734,0,14884,1130,2029,7733,6644,45.35,0
36017,9309,11000,262,188,386,0,9024,362,903,4458,3615,45.84,1
36019,15003,18817,1556,347,705,7,14031,614,1580,5677,5815,44.36,1
36021,10567,14053,426,206,940,0,9677,756,1063,5831,3916,42.92,1
36023,7904,10281,367,146,211,0,7599,332,839,4081,3199,43.46,1
36025,8733,10319,246,176,362,0,8465,339,847,4182,3391,45.84,1
36027,40196,77028,725,3180,6774,348,31308,7071,3795,20548,15833,34.29,0
36029,177042,235829,5490,9300,42298,121,126093,18603,14376,76707,68401,42.88,0
36031,7023,8808,728,163,330,3,6568,287,740,2657,2722,44.36,1
36033,8935,11206,927,207,420,4,8356,366,941,3381,3463,44.36,1
36035,9481,12175,580,59,353,0,8879,1000,948,5069,3842,43.78,1
36037,9976,13608,354,67,696,10,9537,767,1017,4318,4499,42.3,1
36039,8226,10939,331,161,731,0,7533,589,828,4539,3048,42.92,1
36041,961,1205,100,22,45,0,899,39,101,364,372,44.37,1
36043,11192,13020,343,118,390,0,10887,411,1163,5601,4673,46.23,0
36045,20521,28298,894,854,2167,167,18530,1840,4559,7388,7417,42.03,0
36047,554479,447382,16125,83485,211351,59,221975,132836,15529,253851,179500,55.34,0
36049,4674,6445,204,194,493,38,4220,419,1038,1683,1689,42.04,1
36051,9637,15609,319,284,694,13,8906,721,1166,4639,4068,38.17,1
36053,11484,14936,532,212,306,0,11039,482,1218,5928,4648,43.47,0
36055,134380,184497,3278,6496,36752,143,94266,20459,10042,54954,49860,42.14,0
36057,8808,11311,539,55,327,0,8249,929,880,4710,3570,43.78,1
36059,142173,317249,2457,18938,25308,44,90860,35631,9050,87000,47487,30.95,0
36061,290089,447487,7350,39938,79911,252,137130,109789,10284,134429,93835,39.33,0
36063,42206,48768,2634,1025,6809,375,37041,3300,4728,19266,17902,46.39,0
36065,43829,49998,1464,1696,5533,0,38462,3566,5648,20591,16556,46.71,0
36067,90608,108443,3313,4296,21183,168,71707,7780,8707,38718,37287,45.52,0
36069,17526,28384,579,516,1261,23,16195,1311,2121,8437,7399,38.17,0
36071,52618,85065,2309,1905,9906,216,39708,13327,4281,23037,18613,38.22,0
36073,6893,9402,245,46,481,7,6590,530,703,2983,3108,42.3,1
36075,22523,24421,1015,290,895,62,22023,1043,2369,8282,8884,47.98,0
36077,9976,12487,185,105,266,0,9840,766,1030,4822,3344,44.41,1
36079,11497,24696,276,684,1153,48,9212,1862,1291,6202,4623,31.77,0
36081,441926,377928,9501,134966,92416,377,164929,146131,15514,222068,124440,53.9,0
36083,26389,40043,476,1120,4516,0,21596,1878,2672,10001,10829,39.72,0
36085,71310,99451,1856,11476,11910,393,47732,16645,4390,37467,25209,41.76,0
36087,40142,62138,1362,2337,6988,0,29962,9413,1927,16766,13307,39.25,0
36089,21321,21010,1174,370,919,57,21018,1123,2809,9335,8566,50.37,1
36091,29332,70894,1341,884,1307,0,27670,1814,4092,14095,12903,29.27,0
36093,27044,39866,791,2285,6188,133,20636,3298,3336,12574,9605,40.42,0
36095,5066,6341,94,53,135,0,4997,389,523,2448,1698,44.41,1
36097,3172,4393,121,52,117,0,3102,143,398,1488,1358,41.93,1
36099,6106,8053,229,154,391,31,5703,528,542,2737,2184,43.12,1
36101,17084,22631,521,348,1027,0,16325,907,2135,8037,7192,43.02,1
36103,158535,354280,4758,8965,22616,0,125725,43682,12330,85573,53562,30.91,0
36105,14829,18700,1748,519,1029,43,12263,3817,1042,6140,5321,44.23,1
36107,9276,11422,175,247,892,0,8543,609,1154,4385,3802,44.82,1
36109,17831,26638,101,1953,1160,0,16619,1830,709,4202,5579,40.1,0
36111,28670,45371,1498,1419,3218,19,25738,5033,2575,14068,9081,38.72,0
36113,12085,16162,275,274,504,0,11914,412,1260,5831,4583,42.78,1
36115,11268,15068,256,256,470,0,11109,385,1174,5437,4273,42.79,1
36117,16485,21742,617,415,1054,83,15399,1426,1463,7389,5898,43.12,0
36119,127083,244519,4368,6654,33956,244,71448,50764,8463,64934,47174,34.2,0
36121,6923,9444,246,47,483,7,6619,532,706,2996,3122,42.3,1
36123,4474,5900,167,113,286,22,4179,387,397,2005,1601,43.13,1
37001,27569,41952,606,1246,8999,0,18224,3942,3278,10830,8318,39.66,0
37003,6980,7506,305,125,729,0,6220,334,914,3611,2964,48.18,1
37005,2477,2030,95,20,133,5,2352,318,269,1156,1050,54.96,1
37007,3212,4671,99,9,1030,0,1931,601,229,1611,1215,40.75,1
37009,5525,5560,113,185,167,0,5396,497,560,2615,2115,49.84,1
37011,3702,3726,76,124,112,0,3616,333,375,1753,1417,49.84,1
37013,8217,11006,333,128,2855,0,5396,437,874,4273,3616,42.75,1
37015,3301,4421,134,52,1147,0,2168,176,351,1717,1453,42.75,1
37017,7225,3998,2311,45,2421,0,2737,385,566,3391,2630,64.38,1
37019,22691,42606,1086,328,4334,0,19362,2776,3150,12467,8028,34.75,0
37021,37974,60096,1178,1124,4526,93,33359,3200,4038,18224,16161,38.72,0
37023,16762,19450,662,685,1383,0,15113,1706,1474,7952,6667,46.29,0
37025,29638,46624,696,981,8967,88,20915,3921,4925,12193,10172,38.86,0
37027,15448,16614,676,278,1612,0,13768,738,2023,7991,6561,48.18,0
37029,1923,2438,78,8,646,10,1231,95,402,925,739,44.1,1
37031,12938,15745,502,491,3828,0,9025,770,1992,6229,4629,45.11,1
37033,4167,4488,213,23,1670,17,2415,533,364,2480,1991,48.15,1
37035,28882,35530,1256,1578,3759,299,23928,3696,2138,13398,13676,44.84,0
37037,12611,17710,365,267,3524,0,8723,2712,1486,5412,3817,41.59,0
37039,6491,6820,649,86,210,19,6101,452,798,2946,2182,48.76,1
37041,2546,3229,103,11,856,14,1630,125,532,1226,979,44.09,1
37043,2501,2628,250,33,81,7,2351,174,308,1135,841,48.76,1
37045,19819,21235,1170,383,4084,63,17230,811,2120,9783,9420,48.28,0
37047,12353,6836,3951,76,4139,0,4679,659,967,5797,4497,64.38,1
37049,19253,23432,746,730,5697,0,13430,1147,2965,9271,6889,45.1,0
37051,65059,64905,4564,2951,35113,230,29651,9687,18999,22028,22086,50.06,0
37053,5218,6616,212,22,1753,28,3340,257,1091,2512,2005,44.09,1
37055,6793,9098,276,106,2360,0,4460,361,722,3532,2989,42.75,1
37057,32142,34328,1117,979,6060,0,27572,3176,5012,14235,15340,48.36,0
37059,7435,10233,826,107,432,0,6550,889,959,3929,3268,42.08,0
37061,11306,7439,511,40,3978,0,5861,2282,1430,4773,4455,60.31,1
37063,49582,89095,1882,2118,28922,0,17573,8425,4737,17883,12875,35.75,0
37065,9868,9459,461,193,5752,0,3911,363,1206,5235,3772,51.06,0
37067,72875,82920,2270,2257,31199,0,40992,12186,6769,28327,24799,46.78,0
37069,13477,12505,321,60,6873,0,6464,1065,1540,6366,5390,51.87,0
37071,44998,48967,2175,1015,12528,0,33068,4996,4001,19208,19002,47.89,0
37073,1946,2468,79,8,654,11,1246,96,407,937,748,44.09,1
37075,1830,1801,284,46,9,0,1674,91,222,889,720,50.4,1
37077,11178,12040,571,62,4480,46,6480,1431,975,6652,5341,48.14,0
37079,4154,3847,109,99,1948,1,2010,675,304,1775,1693,51.92,1
37081,89773,122798,2775,5341,45821,0,40736,10204,7060,36990,28530,42.23,0
37083,12360,7662,518,160,8061,0,4031,432,1424,6741,5382,61.73,1
37085,23237,26536,2010,426,6856,0,16001,4013,4194,8712,9790,46.69,0
37087,14143,13918,2197,358,66,0,12934,701,1715,6872,5563,50.4,0
37089,19792,29014,1118,144,1280,0,18395,2589,2160,8568,8441,40.55,0
37091,5479,3396,230,71,3573,0,1787,191,631,2988,2386,61.74,1
37093,11044,8339,1533,189,5138,0,5079,1079,1534,4325,4060,56.98,0
37095,846,1133,34,13,294,0,555,45,90,440,372,42.75,1
37097,24674,47841,1498,1205,4551,0,19762,3676,3051,11514,8975,34.03,0
37099,9726,10219,972,129,315,28,9141,677,1196,4414,3270,48.76,1
37101,38173,44653,992,849,12840,31,23719,6720,3536,16838,14507,46.09,0
37103,1937,1791,103,39,802,0,1046,226,380,803,928,51.96,1
37105,10461,14690,302,222,2923,0,7235,2250,1233,4489,3167,41.59,0
37107,11647,10767,617,237,4823,0,6286,1361,2285,4828,5580,51.96,0
37109,15704,20577,1377,456,2201,112,14647,799,1637,8521,8802,43.28,0
37111,8531,9900,337,349,704,0,7692,869,750,4048,3394,46.29,1
37113,8351,8774,835,111,270,24,7849,582,1027,3790,2808,48.76,1
37115,4827,4750,750,122,23,0,4415,239,585,2346,1899,50.4,0
37117,4054,5429,165,63,1408,0,2662,216,431,2108,1784,42.75,1
37119,148166,309834,2561,10160,75314,124,57537,27371,11342,51963,36999,32.35,0
37121,3097,3117,63,104,93,0,3025,279,314,1466,1185,49.84,1
37123,4428,6593,215,125,1138,0,3177,744,515,2285,1384,40.18,1
37125,17153,25538,831,483,4406,0,12307,2884,1993,8852,5361,40.18,1
37127,19165,18371,894,376,11172,0,7595,704,2343,10167,7326,51.06,0
37129,37043,66020,2421,1609,6586,0,28560,3090,3274,15100,13635,35.94,0
37131,4442,2753,186,58,2897,0,1449,155,512,2422,1934,61.74,1
37133,33171,40453,2384,279,10665,0,23067,5913,9160,9703,12973,45.05,0
37135,19333,36639,1227,1879,4366,43,14229,3261,2436,7455,5091,34.54,0
37137,2259,3025,92,35,785,0,1483,120,240,1175,994,42.75,1
37139,7533,9552,306,32,2531,41,4823,370,1575,3626,2895,44.09,1
37141,8254,15846,464,244,1554,0,6536,650,820,4591,3015,34.25,0
37143,2415,3062,98,10,811,13,1546,119,505,1162,928,44.09,1
37145,7165,7717,366,39,2872,29,4153,917,625,4264,3424,48.15,1
37147,36486,39051,659,1013,17396,0,18549,2883,3427,11706,13064,48.3,0
37149,4183,3689,152,49,1080,0,3427,138,456,1902,1705,53.14,1
37151,24890,31204,1666,442,2432,0,20946,4763,2631,10433,10889,44.37,0
37153,9107,6876,1264,156,4237,0,4188,890,1265,3567,3348,56.98,1
37155,28431,15734,9094,175,9526,0,10769,1517,2225,13343,10350,64.37,0
37157,19822,19370,1889,2,4014,1,16077,1547,1969,10188,9071,50.58,1
37159,27603,29640,2757,487,7226,84,21341,3857,4031,12872,12445,48.22,0
