puma22,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Percentage Eligible,difference_percentage_aian,difference_percentage_asian,difference_percentage_black,difference_percentage_nhpi,difference_percentage_white,difference_percentage_hispanic,difference_percentage_veteran,difference_percentage_elderly,difference_percentage_disability,difference_percentage_eng_very_well
2701505,21091,18120,53.79,50.32,0.0,-2.37,-8.23,0.0,-8.28,-4.42,-15.96,-9.76,-3.85,-3.01
2701601,9099,34897,20.68,16.68,0.0,-0.35,-0.65,0.0,-21.24,0.0,-0.15,-13.34,-4.43,0.0
2701602,10458,38573,21.33,18.65,0.0,-1.38,-9.84,0.0,-14.2,-0.6,-11.1,-17.56,-4.98,-0.22
2701603,15478,28502,35.19,27.33,-8.06,-19.94,-23.98,0.0,-19.93,0.0,-4.26,-16.52,-15.53,0.0
2701604,19692,26463,42.66,40.39,0.0,-0.1,-0.08,0.0,-8.27,-15.87,-8.79,-6.34,-2.6,-6.23
2701605,12244,36172,25.29,22.39,-0.64,-20.08,0.0,0.0,-9.78,-45.1,-0.29,-6.84,-17.6,-24.48
2701606,14866,40043,27.07,23.0,-22.8,-10.98,-8.85,0.0,-16.71,-1.31,-17.43,-13.22,-14.6,-9.57
2701607,16264,38515,29.69,24.5,-0.16,0.0,-2.14,0.0,-24.26,-17.5,-14.18,-17.89,-8.1,0.0
2701608,22820,20071,53.2,44.7,-14.87,-26.86,-6.43,0.0,-17.56,-3.93,-13.42,-18.42,-13.42,-7.76
2701609,20958,27528,43.22,36.65,-19.39,-24.78,-5.44,0.0,-16.81,-9.29,-9.8,-13.49,-9.27,-10.73
2701610,18409,32462,36.19,30.21,-22.74,-25.45,-5.4,0.0,-18.54,-9.25,-9.23,-12.97,-11.39,-13.16
2701611,18664,29573,38.69,33.03,-21.87,-20.5,-4.84,0.0,-16.16,-11.79,-5.69,-10.17,-7.22,-11.7
2701701,13870,26858,34.06,28.25,-4.13,-17.9,-6.82,0.0,-15.25,-13.06,-17.94,-28.73,-11.42,-25.88
2701702,12129,29805,28.92,24.6,-1.91,-15.69,-6.08,0.0,-13.92,-9.08,-12.35,-24.29,-11.71,-21.4
2701703,16517,31491,34.4,30.67,0.0,-33.88,-0.11,0.0,-11.02,-0.26,-23.44,-19.26,-9.21,-5.25
2701704,8945,30337,22.77,20.22,0.0,-10.53,0.0,0.0,-11.64,0.0,-7.24,-17.92,-12.21,-0.21
2701800,16345,39938,29.04,22.68,-3.29,-23.15,0.0,0.0,-26.74,0.0,-38.4,-19.7,-22.79,-10.58
2701900,11954,28216,29.76,25.53,0.0,-0.14,0.0,0.0,-15.68,-0.05,-31.61,-18.54,-15.16,0.0
2702001,12055,34348,25.98,22.32,-15.25,0.0,0.0,0.0,-14.62,0.0,-19.7,-23.46,-9.12,-8.68
2702100,20261,34840,36.77,29.35,0.0,-9.19,0.0,0.0,-24.06,-7.67,-27.25,-28.86,-14.06,-4.85
2702200,19009,29355,39.3,31.59,-3.33,-6.85,-3.62,0.0,-20.94,-11.26,-30.57,-30.95,-19.36,-5.01
2702300,16513,25192,39.59,32.18,-3.46,-4.12,-1.96,0.0,-19.94,-8.69,-29.31,-28.71,-18.08,-3.4
2702400,15360,25610,37.49,29.87,-19.24,-42.14,0.0,0.0,-21.22,-12.25,-27.44,-27.96,-19.76,-0.24
2702500,23059,35938,39.09,32.15,-2.88,-32.18,0.0,0.0,-18.09,-15.55,-24.58,-26.05,-20.7,-19.54
2702600,18476,29348,38.63,31.5,-27.77,-9.03,0.0,0.0,-18.36,-33.55,-22.02,-22.73,-20.28,-32.8
2702700,19086,46181,29.24,25.24,-0.26,-16.34,-4.39,0.0,-13.92,-23.92,-1.81,-17.15,-17.12,-29.85
2702800,16428,24907,39.74,32.66,-32.98,0.0,0.0,0.0,-18.45,-13.01,-24.79,-23.34,-16.84,-4.64
2800100,27132,41835,39.34,32.01,-32.44,-2.95,-12.86,0.0,-22.04,-17.12,-22.44,-22.03,-15.99,-13.65
2800200,32244,25465,55.87,48.02,-10.57,-100.0,-5.58,0.0,-15.85,-11.37,-29.08,-14.35,-10.2,-3.0
2800300,24601,16622,59.68,50.74,-30.0,0.0,-13.32,0.0,-17.8,-67.94,-13.33,-14.5,-9.81,-41.83
2800400,27927,27285,50.58,37.35,-27.99,-32.25,-23.81,0.0,-28.42,-5.63,-17.37,-35.68,-21.49,-27.0
2800500,26706,28016,48.8,41.96,0.0,-29.52,-10.74,0.0,-13.91,-25.66,-26.6,-16.56,-10.02,-19.84
2800600,37217,33907,52.33,39.46,-9.84,-16.91,-21.37,0.0,-27.44,0.0,-35.57,-25.62,-11.12,-42.33
2800700,26186,16351,61.56,51.42,0.0,0.0,-14.86,0.0,-20.8,0.0,-23.28,-18.67,-13.19,0.0
2800800,26609,14742,64.35,54.91,0.0,-100.0,-10.93,0.0,-29.37,-8.33,-20.18,-21.42,-15.36,-75.31
2800900,19848,30241,39.63,33.28,-87.67,-2.05,-13.76,0.0,-23.06,0.0,-14.17,-19.35,-13.23,-9.22
2801001,25180,22691,52.6,44.91,-12.19,-3.37,-10.46,0.0,-22.94,-5.19,-19.97,-19.06,-11.48,-5.68
2801101,41185,30789,57.22,48.85,-5.89,-6.45,-12.84,0.0,-24.33,-2.23,-21.05,-18.81,-5.53,-11.51
2801300,24718,44232,35.85,29.11,-51.95,-3.71,-15.81,0.0,-19.97,-18.73,-13.17,-22.09,-17.29,-29.42
2801400,21992,18222,54.69,39.67,-45.72,-100.0,-27.84,0.0,-27.83,-47.09,-40.91,-33.35,-23.32,-60.67
2801500,24971,17408,58.92,50.39,-8.09,0.0,-11.87,0.0,-12.4,-59.1,-31.45,-18.08,-12.1,0.0
2801600,38448,27599,58.21,49.5,-13.93,0.0,-10.26,0.0,-21.12,-3.61,-21.48,-19.59,-12.51,0.0
2801700,26221,19257,57.66,44.06,-4.98,0.0,-24.66,0.0,-19.43,-45.83,-28.02,-27.23,-14.54,-49.1
2801800,34522,35502,49.3,37.31,-8.24,0.0,-18.74,0.0,-28.94,-32.93,-31.79,-25.37,-14.29,-6.8
2801900,26350,29180,47.45,35.67,-15.21,0.0,-7.1,0.0,-27.59,0.0,-47.68,-34.22,-17.23,0.0
2802001,19229,21504,47.21,38.55,-17.67,-22.5,-5.31,0.0,-21.96,-38.39,-22.93,-19.56,-14.98,-51.23
2802002,19114,21376,47.21,38.55,-17.69,-22.56,-5.29,0.0,-21.96,-38.4,-22.91,-19.57,-14.97,-51.19
2802100,26306,30678,46.16,36.16,-13.92,-28.59,-12.37,0.0,-23.81,-35.25,-27.78,-22.57,-12.85,-26.96
2900100,18316,24167,43.11,31.74,-31.45,-66.67,-4.61,0.0,-26.26,-17.59,-21.98,-29.96,-18.03,-28.03
2900200,19936,24073,45.3,34.12,-13.37,0.0,-3.16,0.0,-26.87,-28.13,-20.79,-29.2,-17.72,0.0
2900300,18260,24942,42.27,30.8,-7.98,-49.47,-30.27,0.0,-27.79,-9.16,-44.87,-36.98,-14.97,0.0
2900400,20811,35091,37.23,26.41,-37.33,0.0,-20.8,-50.16,-28.94,-28.42,-39.31,-27.8,-24.06,0.0
2900501,23992,38365,38.48,29.64,-6.11,-29.58,-13.28,0.0,-23.7,-23.27,-35.13,-32.19,-25.47,-5.81
2900601,21471,36344,37.14,29.65,-35.96,-17.42,-13.87,0.0,-21.83,-38.74,-54.18,-32.57,-13.43,-6.16
2900700,21373,27990,43.3,33.54,-39.07,-14.47,-7.2,0.0,-22.43,-17.41,-33.53,-30.27,-16.26,0.0
2900800,20416,34758,37.0,28.84,-38.17,-37.59,-15.88,0.0,-21.09,-16.02,-37.22,-33.46,-19.53,-95.0
2900901,8993,34698,20.58,16.01,-1.21,-6.27,0.0,0.0,-23.53,-17.66,-9.83,-28.95,-26.73,-2.78
2900902,21417,34614,38.22,26.06,-11.8,-7.2,-19.73,0.0,-38.68,-22.26,-32.15,-36.88,-20.25,-26.2
2901000,13222,30994,29.9,21.2,-5.81,-26.39,-43.4,0.0,-22.69,-55.74,-36.05,-12.59,-15.81,-11.61
2901101,39517,45093,46.7,38.34,-12.14,-30.0,-15.06,0.0,-21.68,-21.2,-9.83,-10.82,-11.42,-28.48
2901102,24485,32981,42.61,33.23,-49.18,0.0,-10.8,0.0,-23.8,-32.12,-25.13,-28.78,-19.92,-41.02
2901103,16040,38488,29.42,24.41,-6.77,-13.71,-17.66,0.0,-18.89,-11.55,-27.35,-25.88,-14.31,-0.45
2901104,9450,33017,22.25,16.53,-22.11,-17.71,-28.26,0.0,-26.96,-63.43,-11.48,-24.95,-15.09,-0.17
2901105,25679,38131,40.24,31.9,-17.43,-3.62,-16.7,0.0,-24.91,-17.09,-28.67,-22.53,-17.16,-4.6
2901200,13367,34750,27.78,20.76,0.0,-55.37,-52.73,0.0,-25.97,-14.86,-24.64,-30.31,-23.14,0.0
2901300,26116,24751,51.34,39.95,-31.77,0.0,0.0,0.0,-22.53,-2.82,-38.04,-27.77,-19.16,0.0
2901400,23397,21322,52.32,40.28,-6.08,-21.19,0.0,0.0,-23.42,0.0,-49.5,-31.62,-19.6,0.0
2901500,16994,19500,46.57,34.45,-31.49,-6.38,-44.16,0.0,-25.64,-31.19,-43.67,-24.61,-19.03,-0.54
2901600,23987,26396,47.61,33.95,-31.64,-18.11,-36.6,0.0,-28.19,-16.96,-30.73,-28.52,-19.84,-23.74
2901700,20804,29570,41.3,31.01,-22.37,-5.49,-9.18,0.0,-24.9,-0.96,-14.12,-28.89,-17.61,-25.61
2901801,6582,39301,14.35,11.91,0.0,0.0,-45.5,0.0,-16.17,0.0,-24.49,-21.95,-8.83,0.0
2901802,13288,44300,23.07,17.87,-17.71,-6.47,-0.28,0.0,-23.29,-48.7,-31.12,-27.59,-17.61,-40.62
2901803,13372,41042,24.57,18.36,-16.69,-15.44,-16.09,0.0,-24.47,-53.87,-18.19,-25.38,-13.6,-63.07
2901901,27152,22911,54.24,45.33,-5.63,-7.54,-14.0,0.0,-22.06,-9.69,-6.51,-18.63,-11.37,-15.57
2901902,15770,33585,31.95,22.93,-6.35,0.0,-26.72,0.0,-26.32,-10.86,-26.09,-31.08,-18.05,-8.74
2901903,35612,33609,51.45,43.86,-2.52,-8.85,-14.35,0.0,-14.85,-16.52,-13.81,-15.4,-8.78,-8.26
2901904,9416,35075,21.16,14.31,0.0,-9.99,-36.87,0.0,-32.14,-10.17,-40.36,-33.59,-23.78,-12.55
2901905,10328,32625,24.04,16.82,-0.5,-15.39,-39.94,-100.0,-29.69,-30.75,-34.42,-16.01,-28.04,-36.52
2901906,9906,37738,20.79,14.6,0.0,-18.8,-19.01,0.0,-29.99,-9.59,-31.07,-37.45,-25.3,-10.03
2901907,18117,48839,27.06,21.51,-2.93,-39.84,-2.97,-100.0,-21.44,-3.88,-7.68,-20.98,-11.96,-10.35
2901908,8362,32799,20.32,15.17,0.0,-51.38,0.0,0.0,-23.11,-14.97,-15.97,-29.8,-25.8,-11.96
2902001,33779,23436,59.04,50.38,-0.28,-0.3,-13.68,0.0,-21.99,-17.47,-3.26,-8.48,-6.14,-13.28
2902002,33260,50245,39.83,32.86,-6.03,-3.87,-14.38,0.0,-18.16,-26.55,-37.54,-20.25,-8.83,-23.05
2902101,13998,30112,31.73,24.17,-35.41,0.0,-42.26,0.0,-23.44,-4.68,-59.49,-23.06,-17.48,-29.61
2902102,13934,30762,31.18,23.66,0.0,0.0,-10.22,0.0,-23.81,0.0,-24.28,-19.85,-14.01,0.0
2902200,24055,24398,49.65,40.99,-18.48,0.0,-14.27,0.0,-17.34,-6.0,-10.19,-22.28,-15.15,0.0
2902300,23902,23703,50.21,36.32,-16.37,-32.92,-19.06,0.0,-28.18,-56.31,-16.64,-23.72,-21.77,0.0
2902400,23805,19515,54.95,45.63,-20.01,-18.45,-16.05,0.0,-16.83,-15.88,-10.44,-20.57,-12.55,-9.98
2902500,24608,20223,54.89,44.12,-21.06,-18.98,-34.76,0.0,-19.92,-6.15,-11.0,-22.43,-16.38,-34.09
2902600,24874,18676,57.12,44.63,-16.39,0.0,-17.24,0.0,-21.83,-6.74,-21.54,-25.37,-19.55,0.0
2902701,23297,41215,36.11,27.73,-8.92,0.0,-0.11,0.0,-22.45,-31.91,-36.4,-31.5,-26.75,-79.95
2902702,28899,26220,52.43,39.39,-11.28,-0.23,-17.44,0.0,-25.64,-30.18,-35.9,-23.78,-17.03,-0.08
2902703,20834,37283,35.85,24.23,-28.71,-94.96,-71.79,0.0,-31.79,-40.3,-9.21,-29.34,-16.66,0.0
2902800,28428,27795,50.56,37.87,-2.88,0.0,-4.18,0.0,-25.33,-22.95,-42.04,-38.77,-23.46,-12.31
2902900,31959,37686,45.89,37.38,-18.81,-24.3,0.0,0.0,-18.98,-8.91,-11.25,-21.56,-13.38,-18.14
3000100,23272,32939,41.4,29.77,-7.7,-32.95,0.0,0.0,-30.77,-38.36,-26.46,-28.61,-23.23,-29.07
3000200,30326,40815,42.63,35.67,-4.67,-31.15,0.0,0.0,-16.95,-28.56,-11.96,-19.97,-15.82,0.0
3000300,20109,29957,40.16,33.16,-2.77,-19.77,0.0,0.0,-17.92,-15.24,-16.53,-21.61,-14.07,-4.64
3000400,18044,32373,35.79,26.81,0.0,-54.73,0.0,0.0,-24.55,-57.36,-32.55,-35.44,-19.23,0.0
3000500,26536,36952,41.8,34.66,-6.02,-14.55,-3.08,0.0,-18.2,-8.77,-15.13,-21.24,-13.45,-7.84
3000600,21610,31485,40.7,32.89,-6.73,-28.83,-3.69,0.0,-20.29,-23.08,-16.8,-24.47,-14.67,-6.25
3000700,22516,35076,39.1,30.51,-8.7,-19.2,0.0,0.0,-25.79,-14.78,-21.12,-21.98,-12.68,0.0
3000800,20401,26531,43.47,37.4,-0.04,0.0,0.0,0.0,-15.11,-0.04,-14.96,-24.23,-10.21,0.0
3100100,19434,23573,45.19,32.34,-16.48,-66.88,-53.75,0.0,-29.02,-32.44,-29.75,-27.0,-22.21,-30.46
3100200,25658,45453,36.08,27.07,-13.84,0.0,0.0,0.0,-27.02,-9.38,-32.43,-31.3,-16.98,-8.71
3100300,16529,27575,37.48,27.66,-23.47,0.0,0.0,0.0,-29.05,-24.73,-32.31,-32.81,-30.65,-26.42
3100400,17022,25366,40.16,31.6,-16.75,-28.41,-34.03,0.0,-20.6,-1.81,-14.7,-20.1,-16.38,-6.04
3100500,16570,30460,35.23,26.47,0.0,0.0,-2.41,0.0,-24.47,-24.46,-22.85,-31.91,-14.56,-22.64
3100600,19970,36417,35.42,24.43,-48.46,0.0,0.0,0.0,-32.0,-21.94,-27.12,-31.93,-21.09,-86.73
3100701,14367,27637,34.2,25.59,0.0,0.0,-39.3,0.0,-26.11,-31.69,-33.97,-37.54,-27.89,0.0
3100702,17684,54723,24.42,17.81,0.0,-66.73,-7.95,0.0,-28.67,-17.39,-24.56,-26.65,-24.0,-18.93
3100801,31284,40133,43.8,33.0,0.0,-11.74,-26.05,0.0,-24.81,-17.88,-26.16,-18.45,-20.79,-8.72
3100802,16183,43817,26.97,21.5,0.0,-24.81,0.0,0.0,-21.79,-21.26,-16.45,-16.84,-10.64,-8.12
3100901,21778,59361,26.84,21.76,0.0,-0.09,-10.18,0.0,-20.55,-22.55,-6.8,-17.18,-12.45,-0.07
3100902,19761,44686,30.66,25.32,0.0,-18.41,-2.49,0.0,-19.5,-2.38,-20.5,-27.99,-11.02,-13.19
3100903,24027,20665,53.76,47.7,0.0,-7.24,-9.52,0.0,-13.08,-3.77,-10.39,-12.79,-7.21,-0.03
3100904,21120,24729,46.06,37.33,-12.14,-8.82,-6.46,0.0,-22.49,-15.49,-23.16,-20.92,-10.73,-7.32
3200101,20410,41597,32.92,28.14,0.0,-11.03,0.0,-100.0,-14.19,-9.21,-17.73,-11.68,-10.12,-5.35
3200102,37317,44514,45.6,39.34,-14.94,-8.14,-1.69,0.0,-16.34,-11.52,-13.68,-16.97,-11.82,-14.09
3200103,17447,36726,32.21,26.96,-6.09,-20.64,-9.53,-0.95,-19.02,-10.25,-24.61,-17.24,-8.05,-0.29
3200200,30094,39879,43.01,34.99,-11.63,-28.82,-2.97,-47.62,-18.78,-18.11,-23.48,-20.92,-13.83,-25.21
3200300,28586,40517,41.37,33.21,-12.26,-29.88,0.0,0.0,-20.93,-13.75,-10.29,-16.41,-11.55,-15.79
3200401,18014,33790,34.77,26.24,-23.42,-14.34,-20.0,0.0,-25.82,-21.72,-29.47,-21.25,-25.62,-30.37
3200402,26584,22520,54.14,46.2,-12.47,-12.28,-14.5,0.0,-14.02,-13.26,-24.23,-15.14,-10.12,-17.15
3200403,35838,32731,52.27,44.91,-23.86,-18.12,-13.36,0.0,-12.13,-14.57,-22.03,-14.71,-5.95,-8.4
3200404,21634,38872,35.76,28.72,0.0,-20.4,-19.98,-27.23,-22.15,-20.24,-16.09,-12.39,-10.92,-15.05
3200405,26599,40951,39.38,30.27,-26.45,-20.0,-14.34,0.0,-23.94,-26.96,-16.8,-24.72,-13.18,-41.26
3200406,32238,21601,59.88,49.04,-29.18,-15.47,-17.12,-16.2,-23.4,-13.31,-15.91,-16.94,-12.69,-9.37
3200407,33705,13105,72.0,62.62,-17.61,-16.27,-10.85,-54.5,-12.09,-12.9,-10.33,-13.47,-9.28,-16.54
3200408,32326,23697,57.7,48.98,-17.59,-5.61,-6.4,0.0,-16.72,-19.9,-11.94,-16.16,-10.61,-17.4
3200409,43218,23578,64.7,54.38,-4.89,-24.09,-13.64,0.0,-15.25,-12.6,-21.81,-21.7,-14.28,-12.33
3200410,18688,25307,42.48,34.99,0.0,-14.0,-15.13,0.0,-18.66,-12.21,-23.93,-24.23,-9.31,-9.0
3200411,23627,31997,42.48,34.99,0.0,-14.02,-15.12,0.0,-18.66,-12.22,-23.93,-24.25,-9.3,-9.01
3200412,28327,37554,43.0,36.53,-33.86,-13.15,-4.89,-30.63,-16.05,-19.33,-0.13,-10.22,-10.79,-8.43
3200413,16377,29768,35.49,27.22,-12.46,-24.82,-10.46,-76.06,-27.68,-13.11,-33.96,-29.5,-20.13,-9.15
3200414,17982,32868,35.36,27.12,-12.77,-24.82,-10.9,-74.88,-27.63,-13.15,-34.03,-29.52,-19.89,-9.24
3200415,22318,48476,31.53,25.19,-38.37,-18.49,-33.17,0.0,-19.05,-17.02,-27.45,-23.62,-8.76,-11.27
3300100,24296,41095,37.15,30.73,0.0,0.0,-16.67,0.0,-17.49,-5.53,-22.33,-26.53,-13.22,-0.93
3300201,20719,35254,37.02,29.49,-15.05,-2.35,0.0,0.0,-20.6,0.0,-22.03,-29.59,-17.03,-0.4
3300301,17799,42261,29.64,24.02,-3.99,-45.71,0.0,0.0,-19.32,0.0,-22.42,-21.7,-14.54,0.0
3300401,17049,28467,37.46,29.78,-0.09,-5.13,-5.38,0.0,-21.5,-0.08,-12.91,-33.72,-20.59,-11.17
3300501,14470,26567,35.26,29.76,-6.67,0.0,-27.57,0.0,-15.83,0.0,-12.82,-21.04,-12.87,-2.79
3300601,17473,30625,36.33,31.67,0.0,-45.61,-15.59,0.0,-12.29,0.0,-15.12,-14.92,-9.85,-7.69
3300602,10775,31066,25.75,20.89,-34.11,-13.38,-0.29,0.0,-19.83,-4.85,-17.21,-18.78,-12.19,-4.36
3300603,12115,32691,27.04,21.9,-36.14,-19.67,0.0,0.0,-19.57,-6.35,-10.97,-16.27,-11.04,-4.33
3300701,14756,47030,23.88,19.46,0.0,-13.35,-24.68,0.0,-18.66,-7.29,-24.78,-26.25,-17.0,-5.88
3300801,20303,63214,24.31,20.4,-0.22,-1.35,-27.39,0.0,-16.71,-11.52,-19.66,-19.14,-17.15,-0.41
3400101,27290,33280,45.06,38.44,-14.85,-5.07,-10.2,0.0,-15.83,-15.93,-14.66,-16.65,-11.52,-11.99
3400102,17814,28452,38.5,33.23,-10.29,-4.23,-4.08,0.0,-17.32,-14.26,-8.95,-19.15,-7.67,-17.29
3400301,15773,26347,37.45,33.7,-20.96,-10.06,-13.78,0.0,-9.09,-5.06,-1.41,-13.19,-2.96,-7.65
3400302,14554,33079,30.55,23.1,0.0,-15.58,-0.11,0.0,-25.67,-25.96,-0.21,-31.63,-29.51,-19.94
3400303,20410,34860,36.93,32.81,-37.08,-4.4,-0.06,0.0,-13.72,-9.54,-9.51,-11.87,-3.97,-6.68
3400304,17721,28138,38.64,34.19,0.0,-17.31,0.0,0.0,-13.98,-1.25,-26.79,-14.29,-14.21,-7.33
3400305,10227,34743,22.74,19.13,-17.11,-15.93,-12.62,0.0,-16.97,-5.51,-26.48,-20.73,-20.24,-11.04
3400306,6594,31472,17.32,13.98,0.0,-0.15,-46.39,0.0,-21.71,-0.13,-38.04,-21.65,-18.05,-0.17
3400307,11763,28702,29.07,25.13,0.0,-7.38,0.0,0.0,-18.5,-12.04,-0.36,-15.31,-11.71,-8.11
3400308,5629,32056,14.94,11.25,0.0,-16.41,0.0,0.0,-25.81,-41.23,-0.32,-14.57,-0.27,-23.74
3400501,27933,18160,60.6,54.35,0.0,-8.58,-12.25,0.0,-9.9,-7.53,-5.49,-13.48,-4.08,-5.55
3400502,13293,26737,33.21,29.76,-0.24,-34.97,-0.44,0.0,-11.98,-0.19,0.0,-14.8,-4.74,-6.85
3400503,40223,11540,77.71,72.98,-20.55,-0.18,-5.81,0.0,-6.98,-5.5,0.0,-9.81,-8.85,-6.43
3400504,9968,30041,24.91,21.46,-20.37,-23.86,-0.22,0.0,-12.34,-16.38,-8.7,-11.08,-3.67,-2.55
3400601,24973,46142,35.12,30.12,-20.34,-24.73,-9.88,0.0,-14.37,-8.53,-15.69,-14.96,-6.23,-7.45
3400602,28495,19276,59.65,54.46,0.0,-13.92,-6.0,0.0,-10.82,-8.38,-0.9,-12.53,-10.83,-7.19
3400603,22796,37875,37.57,33.87,0.0,0.0,-6.46,0.0,-11.57,-10.14,0.0,-10.57,-0.95,-9.79
3400604,29940,30061,49.9,43.43,0.0,-3.07,-21.33,0.0,-14.77,-10.3,0.0,-14.4,-3.8,-8.15
3400605,23305,29084,44.48,39.96,0.0,-15.36,-4.7,0.0,-11.39,-5.01,-27.27,-11.38,-9.1,-5.29
3400800,9958,41120,19.5,15.94,0.0,0.0,-8.91,0.0,-19.9,-1.0,-10.61,-17.07,-19.28,-1.36
3400901,15489,38790,28.54,22.98,-6.42,-10.39,-3.62,0.0,-22.66,-15.45,-20.36,-23.75,-15.15,-15.89
3400902,11334,32239,26.01,23.94,0.0,-12.94,-7.36,0.0,-7.56,-11.81,-35.76,-14.86,-6.67,-3.34
3400903,12834,27048,32.18,28.94,-2.27,0.0,-10.91,0.0,-16.73,-3.5,-0.44,-10.69,-8.22,-1.91
3400904,11583,29310,28.33,23.24,0.0,-9.03,-29.48,0.0,-19.21,-24.05,-30.51,-20.26,-10.43,-6.26
3400905,13676,26431,34.1,28.4,-0.14,-10.97,-20.46,0.0,-22.82,-6.49,-8.44,-17.0,-8.56,-7.4
3400906,23511,27415,46.17,39.69,-28.17,-19.18,-5.68,0.0,-17.21,-8.66,-3.33,-18.9,-15.73,-10.72
3400907,19737,19153,50.75,44.35,-13.69,-4.42,-25.08,0.0,-12.71,-7.61,-34.62,-17.99,-6.23,-7.37
3401001,6572,34972,15.82,12.26,-44.57,-37.85,-25.51,0.0,-21.64,-9.0,-18.64,-22.77,-24.95,-21.98
3401002,8615,35418,19.56,14.28,0.0,-19.95,-51.61,0.0,-19.12,0.0,-15.0,-23.48,-37.09,-13.57
3401003,13709,31882,30.07,27.67,-0.17,-3.15,-14.77,0.0,-8.32,-3.23,-0.56,-11.31,-4.69,-3.41
3401101,13196,31007,29.85,23.41,-2.13,0.0,-5.36,0.0,-26.07,-23.94,-7.97,-24.48,-12.59,-11.74
3401102,11640,28671,28.88,26.43,0.0,-0.38,-2.46,0.0,-9.29,-9.93,-34.37,-9.14,-9.86,-9.15
3401103,16619,29503,36.03,29.82,-21.54,-13.55,-6.3,0.0,-21.94,-18.3,-10.11,-19.06,-9.81,-11.68
3401104,11022,32255,25.47,20.1,-74.57,-3.36,-0.42,0.0,-25.2,-19.82,-17.14,-24.14,-16.98,-11.82
3401105,9610,29366,24.66,21.06,-33.21,-16.09,0.0,0.0,-15.98,-11.52,-31.54,-18.06,-14.53,-0.54
3401106,7950,29266,21.36,16.99,-0.43,-53.41,-0.11,0.0,-16.82,-17.05,-6.36,-19.96,-26.52,-24.79
3401201,15489,37085,29.46,23.63,0.0,0.0,-25.13,0.0,-20.26,0.0,-20.59,-27.51,-18.18,0.0
3401202,22136,40961,35.08,30.0,-11.57,-4.03,-3.4,0.0,-15.5,-7.88,-15.27,-21.39,-17.91,-11.89
3401203,20590,16669,55.26,47.84,-62.96,-25.29,-29.39,0.0,-12.63,0.0,-34.97,-23.48,-9.63,-3.41
3401204,18381,29898,38.07,28.94,0.0,-18.16,-10.17,0.0,-26.56,-3.04,-19.79,-35.57,-34.92,-19.43
3401205,12352,27244,31.2,23.97,-1.54,-11.43,-17.45,0.0,-21.08,-28.74,-15.43,-24.15,-22.5,-14.09
3401401,20132,29386,40.66,34.99,0.0,-26.27,-20.64,0.0,-12.33,-9.85,-11.24,-16.38,-9.56,-8.94
3401402,19323,19806,49.38,43.48,-14.87,-24.74,-10.48,0.0,-4.19,-8.45,-10.76,-15.4,-13.45,-10.17
3401403,8624,33433,20.51,17.36,0.0,-30.38,-28.02,0.0,-12.5,-43.27,-0.21,-19.05,-7.46,-43.07
3401404,7467,30036,19.91,18.21,0.0,-0.35,-4.54,0.0,-12.89,-0.4,-0.14,-12.24,-7.35,-2.82
3401405,19027,19640,49.21,43.32,-14.85,-24.95,-10.5,0.0,-4.56,-8.41,-10.82,-15.43,-13.48,-10.2
3401406,37313,19215,66.01,57.87,0.0,0.0,-7.88,0.0,-11.56,-6.55,-6.94,-4.49,-3.55,-14.29
3401407,42275,15899,72.67,66.59,-30.16,0.0,-8.58,0.0,-2.67,-4.62,-7.54,-6.1,-3.28,-5.81
3401501,13190,37015,26.27,22.47,-1.05,-0.77,-0.44,0.0,-18.06,-4.32,-12.26,-22.79,-11.18,-3.02
3401502,11745,38599,23.33,19.43,0.0,0.0,0.0,0.0,-21.17,-6.12,-29.18,-21.11,-7.21,-2.71
3401503,10414,32218,24.43,20.91,-39.31,-14.04,-11.53,0.0,-19.48,-6.89,-8.61,-14.52,-17.63,-7.07
3401504,8440,41275,16.98,13.4,-1.47,-48.45,-18.55,0.0,-19.2,-25.93,-4.94,-20.58,-26.04,-17.59
3401600,15573,43141,26.52,21.49,-2.52,-51.3,-8.62,0.0,-18.41,-11.32,-24.33,-18.17,-14.05,-17.99
3401700,16480,29730,35.66,32.35,-5.04,0.0,0.0,0.0,-10.55,-5.05,-28.23,-15.54,-6.4,-10.23
3401901,14353,22847,38.58,30.54,-30.0,-34.33,-14.11,0.0,-17.61,-20.87,-0.95,-27.19,-24.3,-19.67
3401902,6907,28303,19.62,16.8,-6.17,-21.6,-13.24,0.0,-14.98,-4.46,-30.96,-15.15,-12.08,-8.83
3401903,11521,26463,30.33,26.44,0.0,-10.63,-2.3,0.0,-23.85,-6.76,-62.83,-16.9,-14.27,-7.25
3401904,15876,28883,35.47,30.38,-45.66,-7.0,-14.88,0.0,-10.67,-12.89,-11.08,-20.04,-11.71,-9.95
3401905,29877,16409,64.55,58.8,-20.38,-7.61,-10.68,0.0,-7.18,-8.67,0.0,-18.08,-12.52,-8.42
3402001,22228,41474,34.89,28.9,-14.97,-12.75,-6.27,0.0,-23.89,-22.66,-20.21,-22.38,-14.67,-17.68
3402002,14718,49953,22.76,19.95,-0.32,-9.19,-0.11,0.0,-15.19,-0.3,-8.07,-12.75,-10.97,-13.65
3402003,14368,33051,30.3,25.28,-43.49,-30.68,-12.44,0.0,-18.99,-20.6,-23.95,-19.05,-17.73,-31.37
