puma22,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Percentage Eligible,difference_percentage_aian,difference_percentage_asian,difference_percentage_black,difference_percentage_nhpi,difference_percentage_white,difference_percentage_hispanic,difference_percentage_veteran,difference_percentage_elderly,difference_percentage_disability,difference_percentage_eng_very_well
1201111,13810,26870,33.95,28.65,-33.97,-7.34,-23.37,0.0,-14.85,-16.0,-30.34,-12.74,-9.58,-9.48
1201112,15936,22902,41.03,34.44,-67.36,-9.92,-17.3,0.0,-16.2,-16.73,-53.52,-15.03,-13.69,-13.74
1201113,22703,23391,49.25,40.44,0.0,-18.69,-15.42,0.0,-18.59,-13.76,-10.34,-19.96,-17.9,-21.02
1201114,21675,16587,56.65,50.25,0.0,-1.49,-9.59,0.0,-13.24,-11.81,-40.44,-14.08,-11.34,-14.22
1201115,11199,23072,32.68,27.72,-12.78,-34.69,-9.97,0.0,-17.37,-10.97,-11.79,-13.61,-14.55,-7.24
1201116,23237,27225,46.05,37.51,-23.3,-5.29,-15.05,0.0,-21.25,-17.86,-28.64,-22.18,-15.41,-15.55
1201117,9528,22588,29.67,26.18,-5.99,-3.0,-26.39,0.0,-11.57,-14.48,-6.43,-7.76,-1.43,-7.18
1201398,35124,33674,51.05,43.0,-12.55,-63.29,-7.83,0.0,-20.49,-22.96,-28.59,-19.44,-14.16,-4.39
1201500,35670,53318,40.08,30.6,-8.12,0.0,-30.97,0.0,-23.09,-22.5,-25.09,-29.23,-20.01,-27.61
1201700,30467,37801,44.63,33.37,-36.79,0.0,-52.07,0.0,-24.64,-18.08,-26.16,-30.69,-14.51,-7.12
1201901,14542,24496,37.25,28.96,-29.89,-40.72,-13.41,0.0,-21.06,-10.24,-34.07,-21.39,-13.97,-2.34
1201902,15436,26006,37.25,28.96,-30.06,-40.74,-13.41,0.0,-21.07,-10.21,-34.08,-21.41,-13.95,-2.3
1202101,15715,46692,25.18,19.97,0.0,0.0,-0.41,0.0,-23.22,-0.08,-4.03,-29.84,-16.5,-5.3
1202102,20010,31782,38.64,29.03,-2.38,-21.07,-29.16,0.0,-26.6,-16.83,-22.62,-30.48,-16.16,-21.99
1202103,19001,30732,38.21,29.1,-50.98,0.0,-24.82,0.0,-23.85,-12.5,-50.74,-20.58,-15.22,-8.91
1202799,33824,27528,55.13,46.96,-2.85,-25.0,-6.68,0.0,-16.45,-8.3,-21.03,-20.24,-15.0,-8.39
1203101,25946,31444,45.21,38.88,-3.7,0.0,-12.65,0.0,-12.09,-22.91,-17.84,-20.42,-11.99,-29.05
1203102,32983,13070,71.62,62.94,-31.51,-47.63,-11.07,0.0,-13.08,-19.64,-16.97,-16.86,-9.2,-25.94
1203103,38309,34572,52.56,44.19,-7.42,-39.27,-13.26,0.0,-16.52,-15.97,-22.98,-15.55,-8.68,-16.43
1203104,20661,26811,43.52,34.68,-4.59,0.0,-13.79,0.0,-22.39,-37.99,-16.91,-22.03,-14.68,-15.5
1203105,19545,36483,34.88,26.52,-10.84,-22.79,-24.68,-100.0,-23.72,-18.66,-32.46,-21.64,-22.61,-9.76
1203106,21086,49397,29.92,21.73,-13.58,-11.09,-34.47,0.0,-27.11,-22.99,-27.19,-27.26,-14.18,-5.0
1203107,20375,35609,36.39,28.72,-9.29,-2.86,-16.69,-100.0,-21.16,-36.78,-20.86,-28.97,-21.02,-37.02
1203301,17095,24728,40.87,31.58,-41.68,-20.75,-24.76,0.0,-22.59,-25.23,-21.74,-24.16,-21.37,-54.56
1203302,22111,23059,48.95,41.31,-3.27,-15.25,-9.42,0.0,-17.92,-23.89,-12.71,-13.0,-10.67,-25.12
1203303,19253,20733,48.15,40.35,-4.48,-15.63,-10.3,0.0,-18.39,-23.99,-13.53,-13.98,-11.43,-27.49
1203500,17205,29895,36.53,27.9,0.0,-4.63,-21.64,0.0,-24.0,-14.25,-19.85,-26.68,-12.27,-17.65
1204798,21278,15975,57.12,46.47,-5.72,0.0,-7.27,0.0,-22.97,-10.91,-28.16,-22.78,-20.93,-15.53
1205199,23158,13976,62.36,50.84,-8.71,-0.09,-17.22,0.0,-19.17,-8.94,-29.65,-22.79,-14.59,-8.04
1205300,37445,44052,45.95,35.84,-11.2,0.0,-19.18,0.0,-24.33,-19.51,-23.19,-26.55,-19.42,-9.78
1205701,36809,22556,62.0,54.55,-1.34,0.0,-8.15,0.0,-13.85,-10.5,-16.45,-12.36,-5.91,-7.38
1205702,15067,29861,33.54,28.14,-13.83,-12.97,-18.49,0.0,-15.82,-10.73,-29.68,-16.09,-11.68,-11.58
1205703,28237,41430,40.53,34.39,-30.32,-8.48,-25.54,0.0,-12.51,-10.18,-10.69,-21.27,-11.9,-13.07
1205704,20728,31307,39.83,33.47,-25.59,-17.01,-13.6,0.0,-17.24,-11.01,-17.39,-13.68,-7.35,-9.63
1205705,29154,37956,43.44,35.82,-28.02,-2.25,-21.47,0.0,-21.83,-17.31,-9.96,-12.81,-7.99,-14.71
1205706,20918,26780,43.86,36.08,-3.47,-16.49,-18.54,0.0,-18.68,-11.25,-25.83,-29.08,-12.03,-11.79
1205707,22796,36800,38.25,32.04,-18.69,-10.4,-20.15,0.0,-15.68,-9.52,-14.5,-19.5,-11.46,-11.21
1205708,13240,26913,32.97,26.2,0.0,-13.17,-16.05,0.0,-20.04,-18.02,-22.73,-22.13,-18.28,-12.61
1205709,12916,25052,34.02,27.36,-4.32,-12.58,-17.15,0.0,-19.17,-15.46,-21.45,-21.57,-16.89,-12.19
1205710,16379,38443,29.88,25.04,-6.31,-9.11,-20.51,0.0,-14.73,-10.44,-39.78,-18.52,-15.1,-13.81
1205711,15416,28806,34.86,28.29,-7.64,-12.24,-17.87,0.0,-18.48,-13.87,-20.29,-21.13,-15.8,-11.95
1205998,23008,29680,43.67,33.88,-24.75,-15.82,-18.11,0.0,-23.67,-11.76,-17.69,-21.89,-17.58,-12.35
1206100,25653,44321,36.66,28.09,-4.91,-27.57,-20.05,0.0,-23.23,-11.15,-26.83,-26.53,-14.81,-12.63
1206901,18450,24005,43.46,35.13,-6.77,-25.53,-17.06,0.0,-18.72,-20.14,-20.95,-20.39,-14.66,-21.71
1206902,20813,40139,34.15,24.37,-15.03,-25.0,-29.71,0.0,-27.85,-18.61,-26.96,-32.01,-14.39,-11.11
1206903,20005,38044,34.46,27.65,-19.66,-54.97,-17.6,0.0,-20.05,-19.09,-22.46,-22.38,-9.27,-12.84
1207101,20084,39424,33.75,20.99,-24.71,-15.31,-29.25,0.0,-38.62,-35.72,-29.05,-44.13,-21.14,-59.28
1207102,17127,26680,39.1,30.89,-0.81,-15.72,-8.11,0.0,-22.25,-12.03,-15.61,-24.84,-17.64,-10.17
1207103,35744,32373,52.47,43.86,-7.14,-3.31,-9.1,0.0,-17.56,-9.08,-8.57,-20.42,-12.46,-10.19
1207104,24371,25585,48.78,39.05,-5.58,-17.21,-6.27,0.0,-23.77,-16.73,-16.18,-20.91,-10.11,-9.98
1207105,16753,37887,30.66,25.06,-94.44,-35.84,-0.26,0.0,-16.12,-16.88,-13.41,-19.98,-8.88,-14.38
1207106,16859,27551,37.96,29.54,-2.55,-15.53,-10.03,0.0,-23.18,-12.24,-16.24,-26.49,-18.82,-11.56
1207301,17845,42066,29.79,22.54,-40.26,-33.14,-28.92,0.0,-19.18,-28.85,-11.36,-19.87,-7.99,-58.75
1207302,35095,26418,57.05,43.14,-18.95,-33.71,-21.55,0.0,-26.61,-15.21,-30.28,-14.96,-13.35,-24.56
1208101,18428,39276,31.94,25.29,-40.35,-64.49,-11.08,0.0,-24.28,-2.23,-14.76,-25.45,-11.92,-4.29
1208102,20491,30680,40.04,32.16,-40.87,-5.06,-23.45,0.0,-20.41,-10.29,-18.61,-20.24,-15.73,-2.42
1208103,14815,39830,27.11,18.47,-65.17,-63.73,-6.26,0.0,-28.54,-52.61,-46.85,-31.97,-20.72,-68.3
1208301,20743,23574,46.81,36.52,-17.62,-15.92,0.0,0.0,-22.32,-13.0,-14.17,-25.34,-16.24,-33.04
1208302,21767,25541,46.01,34.54,0.0,-11.85,-29.32,0.0,-22.58,-15.84,-33.78,-31.21,-18.84,-2.22
1208303,29149,36576,44.35,34.48,0.0,-50.55,-16.59,0.0,-23.38,-7.62,-21.97,-28.02,-19.76,-25.98
1208500,25783,43382,37.28,28.06,-14.22,-18.54,-19.63,0.0,-25.72,-7.25,-12.26,-28.1,-12.25,-10.59
1208601,20213,18595,52.08,47.09,0.0,0.0,-16.97,0.0,-9.15,-9.23,-18.73,-6.05,-3.18,-8.0
1208602,24199,11357,68.06,60.64,0.0,0.0,-11.36,0.0,-7.24,-9.96,-13.41,-9.01,-7.38,-9.39
1208603,19809,16979,53.85,45.43,0.0,-22.98,-16.85,0.0,-12.5,-12.09,0.0,-18.54,-6.84,-17.85
1208604,18284,20592,47.03,37.89,-21.73,-11.83,-20.34,0.0,-20.02,-11.76,-29.79,-23.6,-7.49,-15.26
1208605,22401,14613,60.52,51.78,-27.97,-24.04,-16.46,0.0,-11.15,-11.53,-6.52,-11.48,-8.41,-12.37
1208606,29634,10254,74.29,68.73,-22.22,-40.96,-8.8,0.0,-7.81,-6.23,-18.1,-8.08,-6.98,-5.47
1208607,26439,11682,69.36,62.21,0.0,0.0,-3.81,0.0,-10.96,-10.43,-21.11,-9.35,-6.62,-9.99
1208608,17374,16029,52.01,44.81,-17.91,-21.72,-2.81,0.0,-14.69,-13.89,-12.53,-13.2,-9.69,-13.05
1208609,29853,10510,73.96,68.12,-6.71,-19.91,-2.03,0.0,-8.12,-7.83,-15.04,-6.61,-4.77,-6.7
1208610,17110,16323,51.18,43.86,-16.54,-19.7,-2.35,0.0,-15.14,-14.38,-13.04,-13.43,-9.62,-13.76
1208611,27109,21339,55.95,48.33,-86.83,-35.68,-12.72,0.0,-15.39,-11.52,-37.67,-6.42,-6.61,-6.08
1208612,19401,26578,42.2,33.92,-58.63,-35.07,-13.7,0.0,-18.88,-16.18,-25.37,-14.25,-6.7,-15.06
1208613,36116,17376,67.52,61.45,-13.48,-14.65,-8.95,0.0,-8.79,-8.94,-0.59,-4.56,-4.59,-6.89
1208614,19475,32040,37.8,28.87,0.0,-26.9,-36.93,0.0,-20.21,-20.65,0.0,-14.01,-9.42,-28.04
1208615,27992,14098,66.51,56.12,0.0,-2.35,-2.1,0.0,-16.82,-15.34,0.0,-13.49,-2.14,-15.43
1208616,11534,28339,28.93,21.02,0.0,-9.15,-44.38,0.0,-27.29,-23.59,-20.8,-24.68,-19.65,-17.22
1208617,17910,17936,49.96,43.06,0.0,-11.98,-21.7,0.0,-13.95,-12.2,0.0,-7.16,-4.3,-7.92
1208618,17031,16410,50.93,46.16,0.0,-55.08,0.0,0.0,-9.7,-9.14,0.0,-10.33,-1.49,-7.15
1208619,16665,18324,47.63,39.38,-21.72,-16.8,0.0,0.0,-18.01,-18.27,0.0,-16.94,-4.27,-12.72
1208620,16343,22585,41.98,34.69,0.0,0.0,-15.3,0.0,-18.58,-15.63,-44.63,-16.3,-23.46,-12.64
1208621,21234,24830,46.1,37.71,-20.97,-11.47,-5.2,0.0,-19.63,-17.85,-7.29,-15.11,-8.22,-9.21
1208622,25921,15940,61.92,55.68,-25.51,0.0,-4.31,0.0,-10.86,-10.47,-13.77,-9.01,-6.5,-8.16
1208623,18082,16720,51.96,45.08,-17.48,0.0,-1.84,0.0,-12.19,-14.34,-26.79,-9.5,-8.08,-12.81
1208624,24825,10818,69.65,62.47,-7.73,-0.11,-8.79,0.0,-10.18,-9.86,-8.92,-6.92,-5.31,-7.47
1208625,18561,25887,41.76,35.13,-42.39,-8.65,-7.37,0.0,-17.24,-13.74,-19.66,-20.12,-17.42,-16.33
1209101,15557,28576,35.25,27.22,-24.52,-18.91,-10.73,0.0,-22.76,-28.45,-22.84,-18.97,-18.29,-27.62
1209102,14228,26136,35.25,27.22,-24.55,-18.94,-10.75,0.0,-22.75,-28.48,-22.85,-18.96,-18.3,-27.67
1209501,25077,25681,49.41,42.68,-6.23,-15.25,-6.9,0.0,-18.45,-8.04,-7.01,-14.71,-9.93,-6.44
1209502,21364,27650,43.59,36.41,-0.13,-11.71,-9.97,0.0,-19.05,-14.8,-17.14,-13.52,-7.35,-21.97
1209503,19512,41677,31.89,23.73,-94.7,-2.69,-43.39,0.0,-23.28,-32.11,-37.97,-25.08,-2.6,-24.78
1209504,32720,27894,53.98,45.96,-11.06,-16.41,-10.81,0.0,-19.68,-12.32,-7.54,-21.02,-12.43,-12.23
1209505,26440,31787,45.41,33.96,-46.59,-50.28,-21.18,0.0,-26.18,-22.11,-25.17,-28.48,-19.57,-12.14
1209506,24872,15207,62.06,51.7,-27.6,-25.74,-13.16,0.0,-19.58,-16.85,0.0,-13.11,-10.02,-15.73
1209507,22207,34218,39.36,33.73,-17.06,-15.7,-6.62,0.0,-21.55,-12.83,-9.62,-22.71,-14.4,-10.56
1209508,22136,18715,54.19,43.44,-41.35,-17.87,-23.42,0.0,-18.01,-17.06,-34.55,-29.45,-13.9,-13.38
1209509,21020,25774,44.92,35.72,0.0,-22.97,-9.38,0.0,-18.19,-19.98,-12.81,-20.53,-8.93,-22.81
1209510,22934,25504,47.35,39.07,0.0,-24.75,-5.52,0.0,-17.96,-18.66,-15.56,-12.4,-1.56,-6.79
1209701,18340,16658,52.4,44.2,-26.67,-30.98,-16.1,0.0,-15.44,-12.81,-17.08,-18.11,-11.78,-12.06
1209702,14943,20098,42.64,35.34,0.0,0.0,-26.28,0.0,-15.83,-11.64,-11.33,-11.84,-14.04,-13.37
1209703,30826,32184,48.92,41.04,-5.24,-25.69,-18.55,0.0,-15.59,-12.45,-14.58,-16.2,-12.55,-12.5
1209901,12775,34782,26.86,22.55,0.0,-0.37,-2.13,0.0,-16.94,-3.35,-19.18,-19.12,-14.09,-4.63
1209902,19019,35811,34.69,28.86,0.0,-11.54,-5.56,0.0,-23.16,-16.71,-5.78,-22.54,-10.15,-10.6
1209903,35599,32565,52.23,44.27,-5.49,0.0,-11.07,0.0,-19.32,-13.42,-24.58,-16.84,-9.4,-13.19
1209904,27709,20914,56.99,45.95,0.0,-7.62,-5.86,0.0,-26.77,-20.61,-31.14,-21.15,-15.63,-18.92
1209905,24091,23103,51.05,41.51,-9.36,-33.01,-9.79,0.0,-21.84,-17.31,-16.39,-19.89,-19.29,-13.26
1209906,27146,42617,38.91,29.12,-0.3,-1.03,-11.74,0.0,-34.55,-24.26,-40.77,-33.51,-26.44,-9.05
1209907,24884,38079,39.52,29.79,0.0,0.0,-12.11,0.0,-28.3,-14.55,-19.8,-30.17,-23.93,-10.49
1209908,15742,38907,28.81,23.48,-67.53,-16.53,-1.26,0.0,-19.97,-23.71,-39.09,-25.92,-15.36,-15.95
1209909,16144,28872,35.86,26.53,-50.0,-10.61,-50.74,0.0,-23.34,-32.83,-44.18,-24.18,-34.28,-24.02
1209910,10062,34799,22.43,17.35,-77.98,-0.21,-7.78,0.0,-24.59,-11.64,-29.23,-27.93,-26.68,-9.98
1209911,23101,28933,44.4,35.88,-29.23,-40.32,-13.74,0.0,-24.09,-8.21,-33.83,-29.66,-13.47,-14.52
1210101,23111,35701,39.3,32.13,-18.87,-27.91,-5.63,0.0,-19.27,-15.51,-15.46,-24.65,-12.24,-18.55
1210102,21636,28291,43.34,34.45,-21.43,-14.95,-1.15,0.0,-20.39,-11.52,-19.4,-27.5,-11.58,-15.24
1210103,32960,28298,53.81,42.41,-5.46,-7.7,-7.97,0.0,-21.27,-15.14,-31.36,-28.49,-12.91,-12.81
1210104,16680,43107,27.9,21.7,-37.0,-36.78,-22.28,0.0,-24.62,-17.43,-9.52,-26.42,-14.71,-14.19
1210301,16254,35732,31.27,23.7,0.0,-21.59,0.0,0.0,-26.38,-2.35,-24.73,-28.37,-26.99,-7.83
1210302,19629,32904,37.37,27.05,-1.24,-12.71,-2.0,0.0,-28.23,-21.0,-22.77,-29.46,-18.1,-17.44
1210303,19738,27595,41.7,32.61,-2.65,-28.75,-5.43,0.0,-25.75,-10.52,-22.62,-25.3,-12.61,-13.91
1210304,20646,29386,41.27,32.41,-45.45,-24.39,-3.92,0.0,-24.41,-9.5,-34.84,-30.69,-21.7,-5.32
1210305,14606,34534,29.72,22.95,0.0,-7.03,-0.25,0.0,-24.97,-6.08,-20.33,-25.66,-21.64,-17.53
1210306,24322,26428,47.93,42.43,-7.43,-6.97,-6.0,0.0,-12.56,-8.6,-8.74,-13.96,-3.65,-7.7
1210307,26540,45851,36.66,29.99,-26.6,-16.34,-6.54,0.0,-22.81,-16.33,-22.44,-19.79,-12.7,-9.96
1210308,16567,30058,35.53,27.14,-4.17,-36.13,-22.65,0.0,-22.76,-19.9,-18.7,-21.56,-15.28,-12.85
1210501,21312,19190,52.62,42.49,-23.49,-28.84,-18.16,0.0,-20.52,-9.98,-15.04,-23.6,-17.45,-18.53
1210502,34093,34578,49.65,39.63,-1.49,0.0,-20.42,0.0,-17.62,-17.39,-15.19,-23.98,-17.2,-10.85
1210503,24201,34634,41.13,35.56,0.0,0.0,-7.11,0.0,-14.52,-9.38,-16.86,-16.1,-17.3,-11.56
1210504,33227,27629,54.6,44.76,-13.33,-25.95,-17.25,0.0,-16.12,-13.25,-31.79,-24.99,-16.03,-14.4
1210505,24622,22987,51.72,41.62,-19.0,-24.37,-18.76,0.0,-19.72,-13.59,-15.1,-23.71,-17.39,-14.51
1210799,22153,21566,50.67,41.46,-20.34,-3.0,-2.8,0.0,-20.06,-14.64,-32.1,-22.09,-17.61,-21.43
1210902,9385,31192,23.13,18.04,0.0,0.0,-8.15,0.0,-23.72,-29.87,-13.0,-21.06,-9.15,-20.18
1210903,12631,41978,23.13,18.04,0.0,0.0,-8.12,0.0,-23.72,-29.98,-13.0,-21.04,-9.17,-20.2
1211101,21480,22178,49.2,39.56,-10.09,-23.82,-8.47,0.0,-23.36,-14.14,-26.9,-28.38,-13.01,-9.53
1211102,17263,23959,41.88,33.65,-16.5,-20.19,-12.28,0.0,-22.22,-17.52,-36.12,-25.9,-14.37,-5.52
1211103,18036,28475,38.78,31.14,-19.33,-19.26,-15.04,0.0,-21.67,-18.8,-39.49,-24.56,-15.01,-3.12
1211300,21453,50269,29.91,23.27,-21.72,-8.76,-16.63,0.0,-23.1,-5.09,-16.99,-22.98,-12.95,-18.09
1211501,19664,41489,32.16,23.05,-17.31,-46.14,-18.12,0.0,-29.47,-24.93,-29.99,-28.69,-21.31,-21.08
1211502,20129,50529,28.49,20.68,0.0,-25.13,-11.66,0.0,-27.29,-6.67,-29.33,-27.34,-24.36,-33.45
1211503,24029,48179,33.28,25.39,-41.52,0.0,0.0,0.0,-24.71,-3.24,-37.15,-28.8,-15.8,-15.46
1211701,13953,34425,28.84,24.74,0.0,-15.19,-1.38,0.0,-18.06,-14.89,-21.99,-15.94,-17.38,-16.89
1211702,20326,26699,43.22,30.5,-27.1,-30.69,-20.38,0.0,-34.09,-29.37,-46.68,-30.92,-26.0,-27.0
1211703,19911,27483,42.01,32.17,-0.49,-0.17,-3.07,0.0,-26.82,-20.5,-38.65,-27.0,-10.95,-3.83
1211704,10949,34329,24.18,19.3,-0.76,-6.11,-35.25,0.0,-14.56,-38.79,-15.92,-24.6,-17.74,-23.4
1211900,20914,43140,32.65,21.92,-14.35,-12.3,-34.05,0.0,-31.89,-17.98,-28.78,-36.06,-15.86,-4.98
1212701,23605,29588,44.38,35.77,0.0,0.0,-6.99,0.0,-24.71,-7.83,-25.22,-28.84,-19.77,0.0
1212702,33674,35443,48.72,40.44,0.0,-4.39,-12.52,0.0,-20.1,-14.18,-14.8,-20.73,-14.63,-17.07
1212703,31652,37697,45.64,36.86,-4.98,-8.76,-6.8,0.0,-20.77,-15.18,-17.96,-27.9,-20.08,-4.19
1212704,22461,30311,42.56,31.11,0.0,-30.77,-7.12,0.0,-29.38,-19.07,-26.45,-27.47,-19.56,-6.53
1300100,31666,37542,45.75,34.69,-20.38,-5.54,-21.4,0.0,-24.16,-44.82,-31.97,-24.38,-21.71,0.0
1300200,17800,17946,49.8,38.76,0.0,-14.52,-14.07,0.0,-25.24,-12.43,-7.83,-29.16,-11.3,-11.72
1300300,31483,40776,43.57,35.36,-11.77,-0.1,-7.54,0.0,-19.6,-22.13,-12.17,-23.39,-8.5,-35.36
1300400,24598,32848,42.82,31.8,-6.44,-85.26,-1.41,0.0,-26.23,-5.68,-33.19,-29.24,-21.0,-13.09
1300500,25616,25427,50.19,39.32,-5.38,-6.51,-14.04,0.0,-22.57,-25.84,-26.89,-23.01,-16.29,-6.31
1300601,16643,19830,45.63,36.72,-2.71,-13.78,-10.84,0.0,-20.11,-19.66,-37.05,-19.19,-12.53,-17.16
1300602,16378,19507,45.64,36.73,-2.61,-13.69,-10.85,0.0,-20.1,-19.67,-37.1,-19.2,-12.53,-17.17
1300701,7145,28418,20.09,17.61,-14.29,-6.02,-3.85,0.0,-13.54,-16.4,-19.0,-19.96,-8.78,-6.77
1300702,10230,40695,20.09,17.62,-14.06,-6.03,-3.85,0.0,-13.56,-16.43,-18.82,-19.97,-8.75,-6.64
1300801,8999,30304,22.9,18.58,-10.15,-58.33,-41.3,0.0,-17.43,-13.16,-19.93,-17.76,-11.11,-11.93
1300802,15307,45383,25.22,19.48,-22.26,-37.13,-7.52,0.0,-26.88,-16.06,-42.82,-43.75,-22.95,-23.29
1300900,14283,24285,37.03,28.06,-30.17,-39.21,-11.98,0.0,-24.76,-8.67,-14.03,-40.09,-13.08,-20.43
1301000,29145,33397,46.6,37.46,-19.74,0.0,-20.44,0.0,-17.71,-17.27,-11.82,-24.32,-15.94,0.0
1301100,20586,37629,35.36,26.91,-6.75,-66.49,-17.85,0.0,-27.99,-7.38,-38.4,-32.38,-27.86,-0.16
1301200,20205,31248,39.27,33.29,-16.1,0.0,-10.83,-100.0,-19.17,-1.73,-13.02,-26.14,-8.93,-2.77
1301301,16761,33681,33.23,27.42,-35.46,-18.08,-15.49,0.0,-16.58,-11.81,-21.06,-24.12,-20.03,-10.01
1301302,10895,43309,20.1,15.66,-4.9,-12.56,0.0,0.0,-24.32,-7.52,-42.2,-30.6,-11.76,-22.79
1301303,24365,40498,37.56,30.02,0.0,-29.93,-23.5,0.0,-18.0,-12.85,-15.62,-31.0,-28.55,-15.83
1301304,15048,33446,31.03,23.49,-57.39,-35.18,-27.29,0.0,-21.25,-19.95,-18.87,-24.54,-21.24,-21.52
1301305,26465,48349,35.37,28.12,0.0,-16.27,-17.55,0.0,-21.08,-21.65,-29.88,-19.64,-14.58,-18.08
1301401,13331,42100,24.05,17.58,-18.57,-42.69,-16.53,0.0,-25.66,-31.17,-9.93,-17.34,-12.23,-28.99
1301402,9529,41952,18.51,14.76,-5.69,-23.89,-8.96,0.0,-22.9,-26.96,-2.31,-15.11,-9.76,-8.27
1301403,11268,40888,21.6,19.03,-0.24,-0.08,-2.87,0.0,-17.73,-23.59,-44.2,-21.5,-8.82,-0.07
1301404,19438,64523,23.15,17.25,-0.36,-17.76,-18.42,0.0,-30.38,-18.71,-50.31,-16.06,-30.45,-33.92
1301405,23889,46122,34.12,30.11,0.0,-32.74,-6.98,0.0,-21.05,-8.66,-13.2,-11.6,-6.9,-25.47
1301406,37595,26772,58.41,53.5,0.0,-21.55,-7.39,0.0,-5.36,-13.5,-16.99,-9.04,-5.6,-20.9
1301407,21737,23294,48.27,41.35,0.0,0.0,-14.39,0.0,-10.12,-15.51,-14.18,-13.33,-8.5,-20.55
1301408,19432,22578,46.26,39.78,0.0,0.0,-13.91,0.0,-16.5,-5.63,-8.49,-11.11,-7.08,-9.87
1301501,14770,44301,25.0,20.05,-26.57,-25.49,-19.02,0.0,-20.59,-23.49,-7.32,-15.39,-7.54,-22.74
1301502,18631,27222,40.63,32.89,-36.66,-11.14,-19.95,0.0,-17.6,-20.91,-38.4,-18.44,-11.57,-4.45
1301503,16822,27165,38.24,31.64,-28.23,-18.4,-15.17,0.0,-21.99,-13.92,-23.39,-16.0,-9.35,-7.95
1301504,13995,30260,31.62,25.43,-8.47,-32.46,-12.99,0.0,-26.62,-16.43,-13.75,-19.26,-9.88,-34.52
1301505,14785,24433,37.7,31.39,-5.91,-19.1,-14.87,0.0,-30.68,-22.1,-21.88,-17.66,-18.56,-18.65
1301506,17787,26116,40.51,35.4,-23.18,-10.96,-12.33,0.0,-21.03,-4.26,-19.4,-12.69,-10.51,-4.9
1301601,23716,35885,39.79,28.72,-31.43,-30.61,-34.34,0.0,-23.41,-8.26,-42.83,-26.56,-22.78,-24.61
1301602,13236,31332,29.7,25.37,0.0,-17.31,-18.45,0.0,-10.15,-12.59,0.0,-22.39,0.0,-11.26
1301603,15461,28819,34.92,26.36,-56.28,-11.98,-23.73,0.0,-20.92,-24.02,-19.54,-20.19,-32.38,-7.34
1301604,17353,24320,41.64,35.77,-15.66,-13.74,-14.26,0.0,-19.98,-14.04,-21.43,-22.62,-14.89,-5.97
1301605,19067,25336,42.94,33.07,-31.91,-22.11,-19.57,0.0,-22.4,-22.49,-17.59,-23.49,-21.8,-18.54
1301606,20405,22485,47.58,37.24,-20.52,-25.63,-17.42,0.0,-22.97,-21.55,-15.28,-25.17,-10.6,-20.3
1301607,20665,25893,44.39,37.63,-29.49,-14.07,-15.11,0.0,-13.67,-2.38,-11.04,-20.47,-14.84,-5.35
1301700,24038,31272,43.46,37.87,-13.49,-3.91,-6.12,0.0,-13.92,-4.88,-17.83,-19.46,-9.52,-6.14
1301800,26161,29171,47.28,36.58,-31.66,-15.24,-16.74,0.0,-25.65,-3.61,-21.79,-14.04,-15.98,-5.6
1301900,17943,31035,36.63,29.08,-0.81,-13.65,-9.22,0.0,-21.87,-41.85,-19.71,-21.14,-13.39,0.0
1302000,22278,26179,45.97,38.21,-28.36,0.0,-3.81,0.0,-21.57,-6.4,-14.34,-21.41,-10.03,0.0
1302100,32420,42237,43.43,37.03,0.0,-20.22,-13.28,0.0,-12.7,-6.84,-13.99,-20.8,-11.04,-14.2
1302201,14996,27707,35.12,28.53,0.0,-32.34,-13.13,0.0,-25.58,-14.98,-26.88,-23.56,-15.16,-22.03
1302202,15249,27033,36.06,30.8,-30.25,0.0,-12.05,0.0,-16.85,0.0,-13.94,-19.69,-14.02,0.0
1302301,33391,23057,59.15,52.05,-7.92,-7.91,-10.6,0.0,-15.56,-11.86,-19.24,-9.23,-11.52,-10.93
1302302,26748,23046,53.72,44.38,-18.4,-5.76,-14.88,0.0,-25.21,-14.83,-25.43,-23.24,-15.09,-13.47
1302400,12588,31379,28.63,19.58,-39.26,-18.51,-20.74,0.0,-38.74,-31.64,-41.01,-38.51,-25.82,-26.7
1302500,16433,38976,29.66,23.77,-14.18,-0.71,-14.88,0.0,-21.73,-13.82,-15.36,-23.45,-21.94,-28.38
1302600,19062,24797,43.46,39.04,-5.15,0.0,-7.98,0.0,-10.68,-3.99,-0.73,-18.43,-9.49,-3.76
1302700,19393,19575,49.77,39.49,0.0,0.0,-22.37,0.0,-21.5,-24.64,-31.36,-15.82,-18.41,-29.3
1302800,28398,30468,48.24,39.36,-6.46,-53.49,-15.7,0.0,-18.96,-19.69,-16.92,-17.58,-14.45,-13.48
1302900,31533,34652,47.64,39.39,0.0,0.0,-13.7,0.0,-19.21,-0.06,-26.18,-18.66,-10.18,-0.79
1303000,29596,28268,51.15,45.11,-3.73,-19.7,-7.89,0.0,-18.0,-29.22,-7.52,-10.52,-5.24,-41.81
1303100,25785,20915,55.21,44.69,-0.73,-100.0,-15.18,0.0,-23.3,-68.23,-13.49,-21.57,-16.29,-88.12
1303200,15172,35847,29.74,25.65,-24.8,-9.55,-3.89,0.0,-16.23,-23.24,-3.46,-22.63,-15.98,-15.02
1303301,19599,17073,53.44,43.26,0.0,-40.23,-13.72,0.0,-25.36,-21.67,-28.49,-25.43,-17.52,-15.18
