puma22,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Percentage Eligible_120,difference_percentage_aian_120,difference_percentage_asian_120,difference_percentage_black_120,difference_percentage_nhpi_120,difference_percentage_white_120,difference_percentage_hispanic_120,difference_percentage_veteran_120,difference_percentage_elderly_120,difference_percentage_disability_120,Percentage Eligible_135,difference_percentage_aian_135,difference_percentage_asian_135,difference_percentage_black_135,difference_percentage_nhpi_135,difference_percentage_white_135,difference_percentage_hispanic_135,difference_percentage_veteran_135,difference_percentage_elderly_135,difference_percentage_disability_135,Percentage Eligible_150,difference_percentage_aian_150,difference_percentage_asian_150,difference_percentage_black_150,difference_percentage_nhpi_150,difference_percentage_white_150,difference_percentage_hispanic_150,difference_percentage_veteran_150,difference_percentage_elderly_150,difference_percentage_disability_150,Total Subscribers
3904000,20939,24342,46.24,38.69,-15.62,0.0,-0.07,0.0,-16.73,0.0,-20.63,-22.35,-13.47,40.36,-6.28,0.0,-0.07,0.0,-13.28,0.0,-16.82,-19.24,-11.82,41.52,-6.28,0.0,0.0,0.0,-10.66,0.0,-13.64,-16.77,-9.91,11473
3904100,23362,23317,50.05,40.83,-4.53,0.0,0.0,,-18.72,0.0,-22.28,-23.92,-12.46,42.46,0.0,0.0,0.0,,-15.42,0.0,-19.23,-22.51,-10.66,44.04,0.0,0.0,0.0,,-12.2,0.0,-11.65,-19.69,-8.66,11840
3904200,28097,27300,50.72,40.3,-15.64,-53.82,-7.39,,-21.08,-21.32,-38.35,-23.39,-19.66,41.46,-15.64,-53.82,-7.39,,-18.74,-21.32,-37.15,-19.21,-16.83,43.32,-15.64,-53.82,-4.61,,-14.97,-21.32,-31.69,-14.47,-13.73,8945
3904300,25973,19619,56.97,48.41,-5.8,-34.8,-6.75,,-15.15,-13.21,-26.7,-20.59,-12.28,49.38,-2.36,-34.8,-6.75,,-13.42,-13.21,-24.8,-18.32,-10.46,51.11,-2.36,-34.8,-5.61,,-10.35,-13.21,-23.53,-13.85,-8.23,11817
3904400,27234,21969,55.35,47.98,-6.46,0.0,-6.61,0.0,-13.39,-9.26,-18.56,-19.75,-10.38,48.98,-1.44,0.0,-6.61,0.0,-11.63,-9.26,-15.7,-17.65,-9.01,50.69,-1.44,0.0,-6.61,0.0,-8.48,-9.26,-15.7,-13.44,-7.03,17238
3904501,19952,22760,46.71,39.59,-24.04,-40.64,-6.5,0.0,-15.31,-78.78,-21.9,-17.88,-12.69,40.99,0.0,0.0,-6.5,0.0,-12.31,-78.78,-14.0,-12.14,-7.41,41.73,0.0,0.0,-6.5,0.0,-10.7,-78.78,-3.69,-9.88,-6.42,8597
3904602,20029,38205,34.39,25.49,0.0,-40.25,0.0,,-26.18,-53.55,-44.96,-21.64,-26.44,26.61,0.0,-40.25,0.0,,-22.89,-53.55,-28.03,-21.03,-23.24,26.66,0.0,-40.25,0.0,,-22.75,-53.55,-28.03,-20.74,-23.24,6951
3904701,9089,30723,22.83,18.81,0.0,-1.75,-0.61,,-19.67,0.0,-15.07,-16.78,-15.91,18.92,0.0,-1.75,-0.5,,-19.14,0.0,-15.07,-16.64,-15.84,19.34,0.0,-1.17,-0.4,,-17.11,0.0,-15.07,-16.58,-10.7,3361
3904702,15245,29777,33.86,27.43,-23.24,-0.75,-17.48,,-18.82,-18.9,-41.1,-26.98,-12.99,28.17,-23.24,-0.75,-14.85,,-16.8,-18.9,-41.1,-22.29,-12.92,29.37,-23.24,-0.45,-7.89,,-14.8,-13.59,-41.1,-15.45,-7.28,7370
3904703,23647,39010,37.74,33.47,0.0,-0.13,-8.96,0.0,-12.24,-0.73,-16.53,-12.85,-6.99,33.79,0.0,-0.13,-8.96,0.0,-10.82,-0.73,-14.48,-11.64,-6.97,34.93,0.0,-0.13,-6.63,0.0,-7.54,-0.73,-10.14,-7.52,-4.09,15061
3904704,12067,29249,29.21,21.9,0.0,0.0,-12.72,0.0,-27.62,0.0,-14.4,-26.56,-15.92,22.73,0.0,0.0,-9.75,0.0,-24.82,0.0,-14.35,-25.79,-15.9,23.81,0.0,0.0,-6.09,0.0,-21.15,0.0,-7.3,-21.52,-10.37,7264
3904705,32178,20610,60.96,55.52,0.0,0.0,-1.98,0.0,-17.4,0.0,-7.53,-16.84,-8.56,56.22,0.0,0.0,-1.97,0.0,-14.8,0.0,-3.7,-15.88,-7.71,58.28,0.0,0.0,-1.67,0.0,-7.59,0.0,-3.45,-8.86,-3.73,19353
3904706,31987,26157,55.01,47.38,-0.96,-19.88,-8.74,,-18.44,-6.2,-10.0,-11.6,-13.87,48.03,-0.96,-19.88,-8.73,,-15.77,-6.2,-10.0,-11.54,-12.27,50.53,-0.96,-11.33,-6.62,,-8.59,-6.2,-9.96,-7.67,-7.94,21391
3904707,18681,35239,34.65,29.31,-0.1,-26.62,-4.33,,-22.21,-0.34,-34.23,-25.65,-10.84,29.89,-0.1,-26.62,-3.41,,-20.02,-0.34,-34.23,-20.58,-8.88,30.91,-0.1,-13.69,-2.39,,-16.4,-0.34,-34.23,-19.07,-8.67,8496
4020100,20500,19522,51.22,40.24,-4.48,-0.88,-5.21,0.0,-24.13,-5.55,-25.94,-29.31,-16.66,41.53,-4.45,0.0,0.0,0.0,-21.35,-5.55,-25.94,-26.86,-15.13,43.75,-1.65,0.0,0.0,0.0,-16.81,-2.74,-18.25,-18.57,-10.62,3259
4020200,19503,26227,42.65,33.36,-17.24,-28.81,-34.14,0.0,-22.64,-0.41,-18.56,-27.18,-19.99,34.78,-17.24,-28.81,-31.02,0.0,-18.82,-0.41,-17.82,-24.07,-17.07,36.39,-8.72,-28.81,-27.9,0.0,-14.5,-0.19,-15.09,-20.74,-16.25,8628
4020300,22344,21892,50.51,41.81,-12.5,-8.29,-17.02,-62.07,-17.88,-2.21,-30.24,-28.27,-16.0,42.76,-11.58,-8.29,-17.02,-62.07,-15.75,-2.21,-29.97,-25.49,-14.89,44.09,-10.26,-8.29,-16.94,-62.07,-12.7,-2.21,-22.4,-20.37,-12.18,8718
4020400,16634,23355,41.6,33.48,-15.03,-24.48,-12.55,-4.35,-19.36,-7.33,-22.11,-24.04,-15.93,34.24,-13.43,-24.48,-12.55,-4.35,-18.22,-3.2,-20.62,-21.39,-15.33,36.08,-11.5,-18.75,-3.5,-4.35,-13.32,-0.64,-15.8,-16.48,-10.81,6018
4020500,25443,22773,52.77,42.18,-13.59,-13.82,-10.78,-3.27,-19.08,-9.54,-23.57,-26.6,-16.05,43.67,-11.88,-13.82,-10.78,-3.27,-16.58,-3.24,-19.93,-22.07,-14.74,45.44,-10.39,-0.12,-10.78,-3.27,-13.24,-2.22,-16.23,-18.74,-12.2,10174
4020600,25156,15673,61.61,49.18,-15.51,0.0,-12.29,,-23.74,-11.71,-18.68,-20.32,-15.88,52.23,-10.58,0.0,-12.29,,-16.93,-11.71,-17.59,-15.98,-13.2,53.29,-8.72,0.0,-12.29,,-15.18,-3.43,-17.59,-15.66,-13.05,10313
4020700,27689,29374,48.52,40.75,-11.74,-19.02,-6.86,,-17.33,-11.58,-22.43,-23.45,-14.26,41.76,-9.09,-19.02,-6.86,,-15.36,-9.94,-22.43,-19.17,-12.43,43.36,-7.51,-18.83,-2.48,,-11.8,-8.4,-20.29,-15.85,-9.1,12221
4020801,25175,20658,54.93,44.98,-31.63,0.0,-17.79,0.0,-19.31,-6.03,-21.17,-18.12,-9.83,47.31,-18.76,0.0,-15.45,0.0,-14.71,-4.57,-10.21,-16.4,-8.16,48.84,-11.78,0.0,-12.64,0.0,-12.89,0.0,-6.45,-12.68,-5.7,17621
4020802,21381,27463,43.77,35.33,-20.24,-8.32,-12.49,0.0,-20.49,-15.02,-22.6,-22.94,-15.67,36.48,-16.65,-8.32,-10.53,0.0,-17.4,-15.02,-17.23,-20.09,-14.1,38.27,-12.8,-7.01,-8.4,0.0,-12.9,-13.24,-10.7,-13.37,-8.29,13545
4020803,27031,36038,42.86,33.92,-19.11,-8.48,-14.84,,-22.64,-15.85,-24.28,-23.79,-16.68,35.07,-15.14,-7.28,-12.59,,-19.39,-15.85,-18.94,-21.4,-15.11,36.98,-12.47,-3.67,-9.62,,-14.64,-13.36,-14.69,-16.11,-9.96,16911
4020804,28773,38319,42.89,34.58,-19.57,-9.67,-13.69,0.0,-20.63,-14.95,-21.45,-22.7,-14.98,35.63,-16.34,-8.96,-11.72,0.0,-17.75,-14.95,-16.91,-20.03,-13.5,37.34,-12.96,-6.68,-9.3,0.0,-13.42,-12.94,-11.66,-14.29,-8.73,10685
4020805,18069,27643,39.53,32.36,-16.19,-15.2,-17.07,0.0,-19.08,-13.82,-13.48,-20.78,-10.57,32.94,-16.09,-12.95,-15.61,0.0,-17.44,-13.82,-13.37,-18.5,-9.48,34.18,-14.55,-8.27,-12.63,0.0,-14.28,-11.75,-12.73,-16.03,-9.28,6856
4020900,20962,20923,50.05,41.92,-13.33,-15.31,-10.47,-10.0,-16.95,-13.31,-19.16,-24.52,-14.04,43.17,-11.27,-15.31,-9.76,-10.0,-14.2,-13.15,-18.78,-19.71,-11.14,44.58,-9.28,-14.98,-6.88,-10.0,-11.32,-12.98,-13.87,-15.18,-8.67,9744
4021000,23647,18824,55.68,44.82,-16.89,-17.44,-12.75,,-19.25,-16.14,-24.42,-27.19,-18.0,46.89,-12.84,-17.44,-10.61,,-15.82,-14.72,-23.11,-21.83,-13.48,48.93,-11.2,-15.89,-6.28,,-12.31,-14.26,-16.47,-15.7,-10.31,11587
4021100,24032,24768,49.25,38.63,-14.0,-24.6,-17.31,0.0,-21.97,-21.24,-21.0,-31.44,-19.58,40.62,-12.75,-24.6,-14.62,0.0,-17.53,-20.69,-20.65,-25.48,-14.42,42.78,-11.58,-22.99,-7.47,0.0,-13.43,-19.92,-12.81,-17.87,-10.63,5411
4021200,16630,22212,42.81,33.4,-12.04,-19.0,-9.46,0.0,-23.72,-12.01,-26.95,-29.61,-18.7,34.81,-11.75,-19.0,-8.9,0.0,-20.04,-12.01,-25.5,-25.48,-17.18,36.49,-9.71,-19.0,-4.29,0.0,-15.95,-12.01,-21.89,-20.12,-13.02,9766
4021301,23683,32797,41.93,32.6,-10.8,-25.57,-5.11,0.0,-21.98,-24.62,-17.81,-19.08,-23.74,33.55,-10.8,-25.57,-5.11,0.0,-20.11,-20.2,-11.51,-17.26,-23.28,34.67,-5.85,-25.57,-3.41,0.0,-16.95,-18.12,-9.66,-14.97,-19.04,6444
4021302,25007,34631,41.93,32.6,-10.79,-25.57,-5.12,0.0,-21.98,-24.61,-17.8,-19.09,-23.73,33.55,-10.79,-25.57,-5.12,0.0,-20.12,-20.2,-11.5,-17.26,-23.27,34.67,-5.87,-25.57,-3.41,0.0,-16.95,-18.13,-9.66,-14.97,-19.03,7714
4021401,30183,42960,41.27,33.57,-18.03,-9.17,-9.06,0.0,-22.73,-21.4,-15.2,-24.14,-11.72,34.07,-18.03,-9.17,-9.06,0.0,-21.07,-15.98,-15.2,-23.25,-11.61,35.29,-8.34,-9.17,-7.47,0.0,-17.05,-15.98,-15.2,-23.25,-10.1,10386
4021402,19638,45086,30.34,25.75,-8.84,-29.79,-2.73,,-18.33,0.0,-13.12,-18.44,-16.87,26.99,-8.84,-29.79,-0.04,,-12.91,0.0,-13.12,-10.26,-10.39,27.52,-8.84,-20.69,-0.04,,-10.58,0.0,-13.12,-8.79,-9.21,4821
4021403,23599,24061,49.52,39.09,-12.75,0.0,-14.89,0.0,-23.6,-6.5,-29.84,-25.67,-15.75,40.1,-12.72,0.0,-14.33,0.0,-21.0,-6.5,-27.71,-21.57,-15.37,43.41,-3.14,0.0,-4.47,0.0,-15.94,-2.76,-23.29,-14.17,-7.68,11029
4021404,20239,32693,38.24,31.69,-7.13,-8.45,-7.79,,-24.27,-4.88,-5.86,-16.94,-12.22,32.04,-7.01,-8.45,-7.22,,-23.09,-4.88,-5.86,-14.56,-11.37,33.13,-7.01,-0.34,-6.4,,-18.64,-4.77,-0.14,-12.49,-10.5,11843
4021405,25563,15679,61.98,47.13,-15.33,-49.83,-26.29,0.0,-23.9,-21.38,-51.66,-27.74,-11.69,49.46,-9.02,0.0,-21.79,0.0,-21.14,-19.57,-41.69,-15.31,-6.82,50.33,-5.48,0.0,-19.29,0.0,-19.08,-18.55,-23.19,-13.99,-6.82,10343
4021406,25377,19773,56.21,47.66,-5.93,-24.65,-12.26,,-17.83,-8.15,-3.86,-20.54,-16.62,48.71,-2.19,-24.65,-12.26,,-15.08,-8.15,-3.86,-15.83,-14.36,50.5,-2.19,-24.65,-7.31,,-12.88,-7.27,-3.86,-11.06,-12.86,13158
4021500,20241,37505,35.05,28.01,-10.37,0.0,0.0,0.0,-21.87,-7.07,-22.94,-27.15,-18.23,28.42,-10.37,0.0,0.0,0.0,-20.47,-7.07,-22.94,-24.47,-17.78,30.38,-10.37,0.0,0.0,0.0,-14.5,-7.07,-22.94,-11.69,-11.76,8305
4021600,28420,23902,54.32,45.75,-13.74,-6.14,0.0,,-14.51,-20.16,-11.97,-23.12,-18.24,46.84,-9.98,0.0,0.0,,-12.77,-19.48,-11.78,-19.23,-15.51,48.07,-9.98,0.0,0.0,,-10.12,-15.9,-10.85,-17.09,-12.38,10370
4021700,24566,22893,51.76,37.49,-22.07,-8.47,-33.38,-100.0,-24.47,-29.19,-35.2,-17.52,-17.96,37.92,-20.54,-7.75,-33.38,-100.0,-23.67,-28.47,-35.03,-15.21,-17.52,44.21,-20.54,-7.75,-12.6,0.0,-13.55,-15.23,-28.64,-12.61,-8.06,9841
4021800,18289,28066,39.45,29.67,-13.8,0.0,-21.85,0.0,-25.09,-3.8,-36.92,-26.93,-24.97,31.51,-11.94,0.0,-18.02,0.0,-20.39,-3.8,-31.09,-22.37,-19.51,33.17,-7.6,0.0,-1.59,0.0,-16.74,-2.68,-23.6,-18.59,-15.51,6768
4021900,23171,22677,50.54,40.45,-17.59,-1.67,-3.94,0.0,-19.17,-9.67,-23.26,-26.28,-15.29,41.27,-13.92,0.0,-2.66,0.0,-18.23,-7.79,-20.88,-23.35,-14.0,42.65,-11.61,0.0,-2.66,0.0,-16.16,-5.78,-20.38,-20.25,-11.85,8947
4022000,26552,23952,52.57,43.19,-13.2,0.0,-10.99,0.0,-17.69,-11.48,-27.88,-21.67,-13.66,44.46,-11.09,0.0,-10.77,0.0,-15.31,-11.48,-27.75,-16.74,-10.46,46.26,-10.66,0.0,-10.77,0.0,-11.61,-8.64,-27.73,-13.95,-8.88,10296
4022100,28063,20069,58.3,46.89,-22.39,0.0,-7.1,,-18.51,-7.8,-29.73,-24.39,-17.62,48.85,-15.99,0.0,-5.6,,-16.42,-5.27,-27.05,-20.8,-14.72,50.74,-13.7,0.0,-5.6,,-13.01,-5.27,-21.91,-15.13,-11.48,10691
4100301,20869,22393,48.24,39.1,-5.18,-9.8,-3.57,0.0,-19.87,-5.05,-13.33,-24.99,-14.24,40.75,-3.25,-9.8,-3.57,0.0,-16.12,-5.05,-5.73,-21.57,-11.93,41.95,-3.25,0.0,-3.57,0.0,-14.24,-5.05,-4.24,-19.73,-10.48,3239
4100501,15317,24899,38.09,33.33,-11.2,-0.99,0.0,0.0,-13.31,-5.74,-15.35,-23.84,-9.38,33.98,-11.2,0.0,0.0,0.0,-11.56,-5.74,-14.94,-20.87,-7.66,34.95,0.0,0.0,0.0,0.0,-8.84,-0.3,-13.19,-17.08,-6.77,3121
4100502,15284,24038,38.87,34.29,-12.43,-0.22,0.0,0.0,-12.63,-6.11,-15.94,-23.32,-8.36,34.78,-12.43,0.0,0.0,0.0,-11.31,-6.11,-15.85,-20.97,-6.38,35.83,0.0,0.0,0.0,0.0,-8.4,-0.07,-14.25,-17.05,-5.62,2853
4100503,12961,26863,32.55,26.62,0.0,-12.76,-8.64,0.0,-18.7,-4.32,-11.35,-26.97,-15.76,28.14,0.0,-4.94,-8.64,0.0,-14.22,-4.32,-8.41,-20.43,-15.74,28.78,0.0,-1.72,-2.47,0.0,-12.24,-3.73,-4.99,-16.91,-14.08,2324
4100504,12669,29898,29.76,23.73,0.0,-20.99,-8.96,,-20.02,-18.64,-7.74,-23.68,-11.3,24.14,0.0,-20.99,-8.96,,-18.46,-18.64,-0.11,-21.61,-11.3,26.0,0.0,-7.35,-2.81,,-12.51,-13.65,-0.11,-14.98,-9.75,1395
4101701,18481,28787,39.1,35.75,-9.19,-5.88,,-100.0,-8.9,-1.6,-5.89,-13.14,-7.93,36.05,-9.19,-5.88,,-100.0,-8.09,-1.6,-5.89,-11.88,-7.93,37.04,0.0,-5.88,,-100.0,-5.48,-0.76,-5.89,-9.22,-3.99,1918
4101702,23868,32033,42.7,37.99,-9.1,-7.58,-6.74,-20.29,-11.8,-10.47,-11.2,-14.94,-9.68,38.71,-8.85,-7.58,-6.74,-20.29,-10.01,-10.29,-8.53,-12.16,-7.96,39.92,-3.61,-4.39,0.0,-20.29,-6.95,-7.44,-7.96,-8.62,-4.61,4155
4101900,22835,23087,49.73,45.18,-6.0,0.0,0.0,0.0,-9.03,-9.3,-7.1,-14.27,-7.84,46.29,-3.78,0.0,0.0,0.0,-6.74,-9.3,-5.9,-10.15,-6.06,46.81,-2.63,0.0,0.0,0.0,-5.67,-9.3,-5.41,-8.21,-5.3,9920
4102901,23346,22982,50.39,44.21,-16.67,-0.15,-17.2,,-12.55,-19.08,-9.73,-18.72,-7.78,45.09,-16.67,-0.15,-17.2,,-10.66,-19.08,-9.73,-15.38,-7.78,45.1,-16.67,0.0,-17.2,,-10.65,-19.08,-9.73,-15.38,-7.77,9931
4102902,21109,23391,47.44,40.75,-0.06,-8.98,-0.15,-100.0,-14.07,-5.9,-14.67,-24.62,-10.61,41.56,-0.06,-8.98,-0.15,-100.0,-12.32,-5.9,-14.67,-21.3,-10.21,42.44,-0.06,0.0,-0.15,0.0,-10.39,-5.9,-12.22,-17.64,-6.31,7033
4103903,33718,32504,50.92,45.35,0.0,-1.39,-4.58,0.0,-11.63,-3.64,-6.55,-18.98,-11.29,45.56,0.0,-1.39,-4.58,0.0,-11.21,-3.64,-6.55,-17.56,-10.06,46.62,0.0,0.0,-4.58,0.0,-9.05,-0.78,-6.55,-14.6,-6.94,8160
4103904,22380,24772,47.46,41.31,0.0,-15.92,0.0,-81.35,-13.43,-12.35,-7.41,-16.72,-4.89,41.96,0.0,-15.92,0.0,-81.35,-11.98,-12.35,-7.41,-15.21,-4.27,43.57,0.0,-15.92,0.0,-81.35,-8.37,-8.64,-7.41,-11.19,-2.45,6847
4103905,21919,24855,46.86,41.45,-2.92,-1.33,0.0,,-11.75,0.0,-7.33,-17.78,-5.35,41.82,-2.92,0.0,0.0,,-10.94,0.0,-7.33,-16.35,-4.17,42.29,-2.92,0.0,0.0,,-9.92,0.0,-7.33,-15.03,-3.1,7331
4104301,22944,24634,48.22,39.09,-5.04,-9.76,-3.51,0.0,-19.87,-5.07,-13.36,-24.98,-14.24,40.74,-3.09,-9.76,-3.51,0.0,-16.11,-5.07,-5.74,-21.54,-11.95,41.94,-3.09,0.0,-3.51,0.0,-14.23,-5.07,-4.24,-19.7,-10.5,5334
4104703,20019,18473,52.01,48.09,-4.8,-3.3,0.0,0.0,-8.06,-5.61,-2.52,-8.87,-2.38,48.18,-4.8,-3.3,0.0,0.0,-7.82,-5.61,-2.47,-8.31,-2.37,48.71,-4.8,0.0,0.0,0.0,-6.75,-5.61,-2.43,-6.69,-2.37,5466
4104704,20995,21943,48.9,42.41,-17.1,0.0,-4.6,0.0,-12.07,-9.75,-8.09,-10.33,-10.03,43.93,-17.1,0.0,-4.6,0.0,-8.63,-9.75,-8.09,-8.45,-9.44,44.17,-17.1,0.0,-4.6,0.0,-8.1,-9.75,-8.09,-7.32,-8.21,4678
4104705,18497,24711,42.81,37.49,0.0,-10.97,0.0,0.0,-14.27,-3.18,-21.96,-19.55,-10.14,38.57,0.0,-10.97,0.0,0.0,-11.38,-3.18,-10.22,-15.2,-7.94,39.35,0.0,-10.97,0.0,0.0,-9.28,-3.18,-2.92,-12.46,-7.94,3151
4105101,21146,30684,40.8,36.42,-9.47,-4.69,-8.28,0.0,-10.72,-9.97,-20.45,-15.98,-11.04,37.15,-9.47,-4.69,-8.28,0.0,-8.59,-9.97,-15.93,-14.88,-9.85,38.08,-9.47,-4.69,-4.63,0.0,-6.56,-9.97,-15.93,-10.94,-8.62,5727
4105102,22536,23956,48.47,44.65,-6.2,-8.16,-2.08,0.0,-9.11,-11.19,-4.48,-14.25,-8.78,45.45,-6.2,-1.88,-1.11,0.0,-8.3,-11.19,-4.48,-13.78,-6.59,45.57,-6.2,-1.88,-1.11,0.0,-7.91,-11.19,-4.48,-13.1,-6.59,7766
4105103,22482,27855,44.66,40.35,-7.06,-10.01,-4.39,,-11.34,-8.87,-8.35,-8.89,-7.1,40.42,-7.06,-9.98,-4.39,,-11.17,-8.87,-8.35,-8.89,-7.09,41.57,-0.07,-5.63,-4.39,,-8.04,-5.75,0.0,-8.89,-1.89,5036
4105105,20166,39901,33.57,30.23,-4.68,-0.07,-5.83,0.0,-10.55,-10.31,-10.24,-13.88,-4.67,30.62,-4.68,0.0,-5.83,0.0,-9.3,-10.31,-10.24,-13.88,-4.65,30.91,-4.68,0.0,-5.83,0.0,-8.36,-8.62,-10.24,-12.7,-4.65,4890
4105114,26987,48438,35.78,32.4,0.0,-7.15,-20.06,0.0,-9.94,-3.63,-2.83,-11.08,-7.17,32.84,0.0,-7.15,-8.14,0.0,-8.53,-3.63,-2.83,-10.42,-4.22,33.28,0.0,-7.15,-8.14,0.0,-7.15,-3.63,-2.83,-9.29,-2.18,7820
4105116,31573,32574,49.22,44.81,-17.17,-7.38,-9.46,-27.16,-9.42,-8.74,-11.97,-14.28,-13.83,45.44,-17.17,-7.38,-9.46,-27.16,-7.83,-5.44,-10.17,-12.85,-11.41,46.03,-10.56,-5.54,-9.46,-27.16,-6.78,-3.83,-10.17,-11.23,-10.44,7207
4105901,19457,18898,50.73,44.56,-4.38,-2.03,0.0,,-13.61,-7.25,-18.09,-18.03,-6.66,46.46,-4.38,-2.03,0.0,,-9.4,-1.54,-14.98,-12.51,-4.94,47.01,-4.06,-2.03,0.0,,-8.23,-1.54,-9.04,-11.26,-2.8,5684
4106501,20059,20232,49.79,42.82,-8.02,-9.15,-4.97,0.0,-15.68,-15.09,-16.75,-17.39,-10.09,44.41,-7.62,-9.15,-4.97,0.0,-12.1,-13.28,-11.74,-12.49,-7.09,45.78,-5.97,-0.92,0.0,0.0,-9.02,-10.02,-9.95,-8.72,-4.51,4847
4106720,16144,33056,32.81,28.9,0.0,-13.14,0.0,0.0,-12.21,-4.62,-14.46,-18.77,-7.59,29.22,0.0,-13.14,0.0,0.0,-10.96,-4.62,-10.35,-16.39,-4.34,30.18,0.0,-3.48,0.0,0.0,-8.43,-4.62,-2.55,-13.34,-4.34,2404
4106721,15938,27519,36.68,31.09,-4.76,-17.07,-1.9,,-17.79,-7.97,-38.08,-20.15,-17.1,31.76,-4.76,-17.07,-1.59,,-15.47,-4.32,-38.08,-15.26,-17.08,33.33,-0.06,-16.86,-1.59,,-10.77,-2.33,-7.45,-10.8,-11.16,2376
4106722,16928,29711,36.3,32.09,-4.28,-14.57,0.0,0.0,-10.06,-2.61,-13.37,-15.23,-6.72,32.3,-4.28,-14.57,0.0,0.0,-9.33,-2.61,-13.37,-13.58,-6.72,33.33,0.0,-13.32,0.0,0.0,-5.67,-1.97,-10.08,-7.99,-5.21,2757
4106723,15335,29514,34.19,31.99,0.0,-2.44,-0.2,0.0,-6.91,-5.57,-20.95,-10.52,-8.21,32.5,0.0,-2.44,-0.2,0.0,-4.93,-5.57,-8.86,-7.78,-5.38,32.82,0.0,-2.38,-0.2,0.0,-3.75,-3.76,-8.86,-5.4,-2.94,1162
4106724,18300,31045,37.09,31.75,0.0,-24.73,-38.88,,-12.11,-13.25,0.0,-19.12,-11.94,31.92,0.0,-24.73,-38.88,,-11.56,-13.25,0.0,-17.97,-11.94,33.75,0.0,-6.89,-38.88,,-7.01,-13.25,0.0,-11.08,-7.05,2714
4107100,17789,22210,44.47,39.02,-2.69,-10.82,0.0,0.0,-13.43,-3.81,-9.29,-16.0,-9.3,39.7,-2.69,-10.82,0.0,0.0,-11.73,-3.79,-7.4,-14.68,-9.3,40.37,-2.69,-10.82,0.0,0.0,-10.07,-3.79,-3.01,-11.32,-7.0,3528
4109000,22449,29174,43.49,38.53,-14.65,-6.16,0.0,0.0,-12.05,-1.65,-14.63,-14.43,-6.71,38.97,-12.07,-4.21,0.0,0.0,-10.98,-1.65,-14.3,-12.57,-6.33,39.75,-9.14,0.0,0.0,0.0,-9.08,-1.65,-14.3,-11.34,-5.4,6095
4109100,39800,33772,54.1,47.39,-5.02,-30.18,0.0,-42.86,-12.49,-4.15,-10.92,-20.03,-13.68,48.67,-5.02,-30.18,0.0,-42.86,-10.06,-4.15,-8.55,-15.43,-11.73,49.17,-1.34,-30.18,0.0,-42.86,-9.13,-4.15,-6.76,-13.67,-10.5,16136
4109200,26989,18540,59.28,49.45,-9.6,-40.37,-28.17,0.0,-16.04,-24.99,-13.32,-18.58,-14.34,51.98,-9.6,-38.07,0.0,0.0,-11.38,-24.99,-5.0,-10.37,-9.44,53.26,-4.36,-19.04,0.0,0.0,-9.46,-18.91,-4.75,-9.87,-8.64,9598
4109300,23794,30158,44.1,38.85,-5.99,-9.46,0.0,0.0,-12.88,-3.25,-11.63,-15.36,-8.27,39.43,-5.3,-8.87,0.0,0.0,-11.44,-3.25,-10.43,-13.81,-8.12,40.14,-4.47,-7.57,0.0,0.0,-9.68,-3.25,-7.98,-11.33,-6.35,7313
4200111,30743,33064,48.18,42.06,-4.22,-9.39,-2.89,,-14.9,-4.58,-16.56,-15.06,-5.52,42.57,-4.22,-2.74,-0.77,,-13.65,0.0,-16.56,-14.56,-4.84,44.16,-4.22,-2.74,-0.77,,-9.75,0.0,-13.61,-12.7,-4.29,21865
4200112,18469,28285,39.5,33.65,0.0,-13.15,-0.74,,-14.61,0.0,-19.01,-19.26,-7.94,34.22,0.0,-13.15,-0.74,,-13.14,0.0,-19.01,-17.57,-5.62,35.05,0.0,-13.15,-0.74,,-11.04,0.0,-19.01,-15.56,-3.71,8229
4200200,23070,26194,46.83,37.05,-10.08,-18.56,-22.94,-100.0,-20.76,-9.91,-21.57,-28.18,-12.18,38.61,-8.62,-18.56,-22.94,-100.0,-17.29,-9.91,-19.91,-23.41,-11.31,40.81,-8.62,-18.56,-22.94,-100.0,-12.5,-6.82,-16.14,-19.06,-7.64,6025
4200300,33180,35628,48.22,39.09,0.0,0.0,0.0,,-19.03,-15.24,-27.34,-29.42,-16.31,40.35,0.0,0.0,0.0,,-16.42,-15.24,-24.09,-25.07,-14.02,42.13,0.0,0.0,0.0,,-12.69,0.0,-19.58,-19.67,-11.07,8721
4200400,25907,32529,44.33,36.01,-24.33,-11.03,-2.71,,-18.74,-24.34,-21.61,-23.27,-9.52,36.66,-17.63,-11.03,-0.11,,-17.26,-24.34,-20.23,-21.37,-8.03,37.9,-1.56,-11.03,-0.11,,-14.43,-24.34,-18.86,-18.2,-6.8,6107
4200500,19589,24231,44.7,35.47,-15.33,-5.57,-6.14,,-20.62,-25.17,-18.82,-26.46,-6.79,36.24,-8.2,-5.57,0.0,,-18.86,-25.17,-17.67,-24.45,-6.49,37.22,-3.57,-5.57,0.0,,-16.62,-25.17,-17.67,-21.93,-5.42,3245
4200600,26561,39345,40.3,34.58,-18.19,0.0,-1.72,,-15.72,-3.51,-26.41,-24.91,-13.6,35.4,0.0,0.0,0.0,,-14.74,0.0,-21.6,-21.06,-8.85,36.61,0.0,0.0,0.0,,-11.13,0.0,-11.96,-15.44,-8.85,5673
