county,Percentage Eligible,Current Percentage Eligible,difference_percentage_aian,difference_percentage_asian,difference_percentage_black,difference_percentage_nhpi,difference_percentage_white,difference_percentage_hispanic,difference_percentage_veteran,difference_percentage_elderly,difference_percentage_disability,rural
46053,35.78,46.11,-7.1,0.0,-4.35,0.0,-35.17,-52.78,-34.02,-34.21,-20.56,1
46055,35.76,46.04,-6.96,0.0,-9.09,0.0,-35.29,-52.94,-34.78,-34.4,-20.69,1
46057,23.4,31.18,-1.67,-14.29,-4.08,0.0,-27.3,0.0,-18.25,-28.02,-13.14,1
46059,28.86,38.27,-11.11,0.0,0.0,,-27.36,-3.57,-39.39,-32.96,-20.59,1
46061,28.86,38.32,-10.34,0.0,-20.0,,-27.19,-3.23,-38.89,-32.99,-20.32,1
46063,26.93,37.88,-14.71,-87.5,-20.0,,-29.53,-47.37,-26.19,-26.92,-15.31,1
46065,35.79,46.1,-6.99,0.0,-3.88,0.0,-35.14,-54.32,-34.64,-34.38,-20.33,1
46067,28.86,38.29,-9.52,0.0,-18.18,,-27.27,-2.99,-39.74,-32.7,-20.4,1
46069,35.75,46.03,-6.54,0.0,0.0,,-35.58,-58.33,-35.48,-34.52,-20.25,1
46071,35.76,46.1,-6.75,0.0,0.0,0.0,-35.22,-53.85,-33.82,-34.22,-20.11,1
46073,28.86,38.27,-7.14,0.0,0.0,,-27.23,0.0,-41.18,-32.63,-20.0,1
46075,35.81,46.13,-6.49,0.0,0.0,,-34.67,-50.0,-31.82,-34.43,-21.05,1
46077,28.85,38.31,-11.36,0.0,-14.29,,-27.32,-2.17,-38.89,-32.88,-20.36,1
46079,28.86,38.3,-10.64,0.0,-12.5,,-27.28,-3.03,-40.52,-32.75,-20.23,1
46081,26.94,37.85,-14.52,-88.96,-11.58,-100.0,-29.64,-48.48,-26.19,-27.04,-15.12,1
46083,20.75,28.3,0.0,-31.58,-23.24,-12.9,-25.63,-13.86,-23.7,-23.82,-9.65,0
46085,35.77,46.1,-6.98,0.0,-4.55,0.0,-35.08,-52.94,-35.16,-34.27,-20.35,1
46087,20.28,28.52,0.0,-44.44,-6.25,-16.67,-29.45,-27.59,-40.0,-23.04,-10.4,1
46089,23.4,31.21,-2.13,-12.5,-5.26,0.0,-27.44,0.0,-18.37,-27.46,-13.08,1
46091,23.43,31.16,-1.19,-13.33,-2.94,0.0,-27.33,0.0,-18.18,-27.95,-13.54,1
46093,26.94,37.85,-14.45,-88.83,-11.82,-100.0,-29.64,-48.69,-26.11,-27.09,-15.11,0
46095,35.75,46.07,-6.79,0.0,0.0,0.0,-35.03,-52.94,-34.04,-34.38,-20.17,1
46097,28.86,38.26,-10.53,0.0,0.0,,-27.42,-4.76,-41.67,-32.82,-20.16,1
46099,20.91,28.23,0.0,-21.15,-24.92,-12.5,-24.13,-11.91,-16.85,-24.23,-9.44,0
46101,28.86,38.31,-11.11,0.0,-11.11,,-27.25,-3.51,-40.3,-32.78,-20.41,1
46102,35.79,46.1,-7.0,0.0,-3.8,0.0,-35.12,-54.4,-34.53,-34.36,-20.38,1
46103,26.94,37.85,-14.51,-88.84,-11.91,-100.0,-29.64,-48.64,-26.11,-27.06,-15.1,0
46105,26.96,37.85,-14.86,-88.24,-10.0,-100.0,-29.57,-47.5,-26.67,-27.11,-15.09,1
46107,23.41,31.15,-2.08,-22.22,0.0,0.0,-27.21,0.0,-18.0,-27.59,-13.64,1
46109,23.42,31.18,-1.01,-14.29,-3.7,0.0,-27.4,0.0,-17.7,-27.89,-13.13,1
46111,28.9,38.28,-10.0,0.0,0.0,,-27.3,-4.76,-40.0,-33.08,-19.84,1
46115,23.41,31.17,-0.81,-13.64,-4.0,0.0,-27.4,0.0,-18.46,-27.73,-13.07,1
46117,35.79,46.12,-7.14,0.0,0.0,0.0,-35.25,-55.56,-34.72,-34.34,-20.54,1
46119,35.79,46.12,-6.56,0.0,0.0,,-35.29,-53.85,-34.29,-34.38,-20.0,1
46121,35.8,46.11,-7.1,0.0,-3.7,0.0,-35.12,-54.12,-34.36,-34.3,-20.42,1
46123,35.79,46.11,-6.95,0.0,-6.06,0.0,-35.22,-52.94,-34.31,-34.4,-20.34,1
46125,20.28,28.51,0.0,-46.43,-8.16,-11.11,-29.44,-27.27,-40.65,-22.96,-10.06,1
46127,20.28,28.5,0.0,-44.44,-8.33,-11.11,-29.39,-29.07,-40.34,-22.93,-10.07,0
46129,23.41,31.19,-0.97,-11.11,-4.76,0.0,-27.38,0.0,-17.59,-28.03,-13.14,1
46135,20.28,28.51,0.0,-46.05,-8.27,-12.0,-29.4,-28.57,-40.12,-22.95,-10.16,1
46137,35.78,46.08,-6.86,0.0,-7.14,0.0,-35.35,-54.55,-35.59,-34.16,-20.67,1
47001,37.06,44.5,-16.83,-11.97,-19.78,0.0,-16.17,-4.08,-8.59,-24.41,-15.06,0
47003,32.56,41.25,-5.63,-30.0,-12.98,,-22.03,-37.34,-21.86,-23.54,-16.57,0
47005,38.12,50.46,-3.88,-29.17,-9.16,,-25.81,-27.66,-30.03,-31.9,-19.42,1
47007,37.86,47.97,-30.82,-37.5,-11.38,,-21.18,-19.21,-16.67,-26.42,-15.11,1
47009,23.46,34.03,-50.24,0.0,0.0,,-30.81,-30.09,-25.0,-40.47,-29.7,0
47011,35.51,47.14,-54.15,-54.12,-17.8,,-24.86,-30.59,-15.47,-31.45,-21.59,0
47013,46.58,56.87,-12.82,-12.89,-31.45,0.0,-18.21,-0.93,-7.73,-26.73,-14.92,1
47015,45.73,55.31,-8.0,-68.75,-4.23,,-17.45,-18.07,-13.7,-20.66,-10.57,1
47017,38.12,50.46,-4.31,-27.06,-9.34,,-25.85,-27.38,-29.92,-31.94,-19.46,1
47019,42.34,53.29,-8.21,-1.79,-1.93,-100.0,-20.88,-30.68,-22.5,-26.2,-18.92,0
47021,31.84,40.8,-33.46,-69.74,-29.22,,-22.56,-22.03,-8.63,-27.67,-21.04,1
47023,39.26,48.86,0.0,0.0,-14.0,,-23.06,-13.19,-7.02,-22.24,-7.42,1
47025,46.58,56.87,-12.95,-12.66,-31.54,0.0,-18.21,-1.14,-7.73,-26.74,-14.92,1
47027,42.86,53.45,-3.85,0.0,-34.34,,-16.22,-46.39,-19.02,-24.08,-14.43,1
47029,39.07,51.04,-32.37,-6.19,-12.72,0.0,-23.74,-15.17,-24.94,-29.47,-20.16,1
47031,37.87,46.22,-18.05,-35.26,-12.18,,-18.39,-10.87,-17.74,-20.21,-11.84,0
47033,41.52,50.26,-6.8,-5.71,-10.59,,-18.86,-0.71,-22.71,-22.97,-14.38,1
47035,41.1,49.15,0.0,0.0,-70.59,0.0,-15.79,-9.76,-4.77,-20.37,-9.86,1
47037,30.04,37.56,-20.59,-11.68,-18.42,0.0,-22.3,-15.39,-27.15,-23.35,-14.41,0
47039,47.72,56.03,0.0,0.0,-9.96,,-15.94,-3.55,-11.3,-18.36,-9.99,1
47041,45.73,55.31,-8.63,-68.18,-4.73,,-17.45,-17.83,-13.53,-20.72,-10.61,1
47043,31.84,40.8,-33.53,-70.3,-29.11,,-22.57,-22.01,-8.65,-27.67,-21.04,1
47045,40.23,50.91,-7.6,-17.05,-9.91,,-22.56,-0.59,-32.02,-27.92,-16.96,1
47047,38.78,44.6,0.0,0.0,-10.22,,-14.42,0.0,-11.83,-19.64,-14.05,0
47049,41.1,49.15,0.0,0.0,-71.74,0.0,-15.8,-9.45,-4.64,-20.32,-9.9,1
47051,37.87,46.21,-17.65,-35.0,-12.3,,-18.4,-10.96,-17.81,-20.2,-11.82,0
47053,41.52,50.26,-6.78,-6.3,-10.54,,-18.87,-0.59,-22.54,-22.95,-14.34,1
47055,37.24,45.82,-39.86,0.0,-5.18,,-19.37,-29.0,-13.16,-21.1,-17.48,1
47057,41.24,54.29,-26.06,-8.82,-14.24,0.0,-24.27,-14.57,-33.58,-34.58,-26.86,1
47059,43.64,54.61,-12.47,0.0,-1.59,0.0,-20.25,-22.25,-19.53,-30.13,-18.05,1
47061,42.47,51.45,-14.62,-50.0,-2.65,,-17.72,-9.22,-15.49,-21.09,-9.95,1
47063,41.24,54.29,-25.88,-6.52,-14.07,0.0,-24.26,-14.67,-33.61,-34.55,-26.88,0
47065,30.51,38.68,-18.97,-37.86,-18.68,,-23.46,-5.63,-26.62,-22.94,-15.99,0
47067,46.58,56.88,-13.27,-12.12,-31.48,0.0,-18.21,0.0,-7.78,-26.79,-14.95,1
47069,47.72,56.05,0.0,0.0,-10.06,,-15.92,-3.5,-11.38,-18.37,-10.01,1
47071,47.72,56.05,0.0,0.0,-10.04,,-15.92,-3.63,-11.39,-18.39,-10.01,1
47073,43.64,54.61,-12.4,0.0,-1.58,0.0,-20.24,-22.1,-19.56,-30.12,-18.07,0
47075,41.52,50.26,-6.91,-6.67,-10.54,,-18.87,-0.55,-22.69,-22.93,-14.33,1
47077,47.72,56.05,0.0,0.0,-10.06,,-15.93,-3.78,-11.27,-18.39,-10.03,1
47079,38.12,50.46,-4.2,-27.84,-9.41,,-25.83,-27.37,-29.89,-31.97,-19.45,1
47081,31.84,40.8,-33.33,-69.57,-29.16,,-22.57,-21.86,-8.62,-27.65,-21.02,1
47083,38.11,50.46,-2.99,-28.0,-9.05,,-25.83,-26.53,-30.17,-32.01,-19.46,1
47085,38.12,50.46,-4.52,-28.07,-9.19,,-25.81,-27.68,-29.93,-31.92,-19.48,1
47087,45.73,55.31,-7.5,-69.23,-4.68,,-17.43,-18.05,-13.71,-20.68,-10.57,1
47089,41.23,54.29,-25.85,-6.41,-13.95,0.0,-24.26,-14.65,-33.61,-34.57,-26.88,1
47091,42.34,53.29,-7.98,-1.85,-1.82,-100.0,-20.88,-30.85,-22.45,-26.19,-18.86,1
47093,29.2,38.33,-13.31,-28.09,-17.86,0.0,-23.58,-14.7,-25.05,-28.31,-15.33,0
47095,40.24,50.9,-7.5,-17.65,-9.72,,-22.55,0.0,-31.75,-27.94,-17.03,1
47097,41.52,50.27,-6.79,-6.35,-10.53,,-18.85,-0.78,-22.51,-22.95,-14.36,1
47099,37.24,45.82,-39.72,0.0,-5.15,,-19.35,-28.77,-13.11,-21.08,-17.5,1
47101,37.23,45.81,-39.67,0.0,-5.09,,-19.32,-26.83,-13.14,-21.1,-17.49,1
47103,32.56,41.25,-6.0,-28.57,-12.95,,-22.04,-37.25,-21.9,-23.57,-16.54,1
47105,33.1,40.05,-40.59,-33.33,-9.73,,-16.45,-6.81,-21.79,-24.59,-13.02,0
47107,37.86,47.97,-30.77,-37.5,-11.41,,-21.17,-19.15,-16.63,-26.4,-15.09,1
47109,47.72,56.04,0.0,0.0,-9.99,,-15.92,-3.45,-11.21,-18.4,-10.0,1
47111,45.74,55.31,-8.57,-66.67,-4.31,,-17.44,-17.99,-13.65,-20.68,-10.57,1
47113,39.27,48.86,0.0,0.0,-14.01,,-23.02,-13.2,-6.98,-22.25,-7.49,0
47115,42.47,51.45,-14.44,-45.0,-3.41,0.0,-17.75,-8.67,-15.42,-21.08,-9.94,1
47117,32.56,41.25,-6.16,-29.27,-12.95,,-22.03,-37.3,-21.93,-23.56,-16.56,1
47119,30.34,39.17,0.0,0.0,-13.14,,-24.0,-42.98,-24.42,-25.64,-18.83,0
47121,37.86,47.96,-31.2,-38.46,-11.89,,-21.19,-19.21,-16.44,-26.41,-15.04,1
47123,33.09,40.05,-40.66,-34.78,-9.68,,-16.46,-6.73,-21.8,-24.62,-13.04,1
47125,31.72,44.75,-20.99,-16.91,-22.29,,-30.32,-46.49,-30.61,-19.74,-21.9,0
47127,37.86,46.2,-19.35,-33.33,-12.31,,-18.33,-12.28,-17.86,-20.2,-11.9,1
47129,37.06,44.5,-16.67,-12.5,-19.91,0.0,-16.18,-4.27,-8.74,-24.38,-15.03,0
47131,40.23,50.91,-7.67,-17.57,-9.87,,-22.55,-0.71,-31.95,-27.93,-17.0,1
47133,42.86,53.44,-5.19,-3.7,-34.47,,-16.22,-46.18,-19.23,-24.11,-14.49,1
47135,37.24,45.82,-40.0,0.0,-5.56,,-19.41,-28.57,-13.19,-21.03,-17.55,1
47137,42.88,53.43,-5.88,0.0,-33.85,,-16.13,-46.88,-19.01,-24.05,-14.44,1
47139,35.51,47.14,-54.14,-53.57,-17.75,,-24.85,-30.68,-15.55,-31.48,-21.59,1
47141,42.87,53.44,-4.78,-2.11,-34.42,,-16.21,-46.24,-19.25,-24.12,-14.46,0
47143,37.85,47.97,-30.84,-38.24,-11.68,,-21.18,-19.23,-16.67,-26.38,-15.05,1
47145,37.05,44.5,-16.72,-11.11,-19.64,0.0,-16.16,-4.21,-8.61,-24.41,-15.05,0
47147,30.47,38.17,-24.83,-23.64,-17.74,,-22.05,-20.0,-14.06,-24.17,-19.17,0
47149,29.11,34.73,-24.89,-23.67,-14.66,,-16.36,-18.78,-7.24,-14.49,-13.48,0
47151,46.58,56.87,-12.77,-12.96,-31.64,0.0,-18.2,-0.84,-7.86,-26.74,-14.93,1
47153,42.47,51.45,-14.47,-45.45,-3.39,,-17.74,-8.54,-15.26,-21.08,-9.94,0
47155,39.07,51.04,-32.24,-6.44,-12.9,0.0,-23.74,-15.13,-24.93,-29.44,-20.14,0
47157,40.29,49.05,-18.17,-9.54,-15.68,-100.0,-23.92,-15.53,-17.81,-18.41,-8.86,0
47159,45.74,55.31,-8.7,-68.18,-4.44,,-17.45,-17.98,-13.95,-20.72,-10.6,1
47161,38.11,50.45,-3.6,-26.83,-9.42,,-25.82,-27.16,-29.83,-31.96,-19.51,1
47163,38.26,49.99,-12.12,-55.4,-4.95,0.0,-23.27,-33.55,-23.86,-35.82,-15.49,0
47165,29.68,36.68,-13.86,-16.46,-10.67,,-21.7,-19.45,-17.55,-21.93,-17.58,0
47167,38.78,44.6,0.0,0.0,-10.19,,-14.43,0.0,-11.72,-19.62,-14.05,1
47169,45.73,55.32,-7.5,-69.23,-4.68,,-17.45,-18.05,-13.71,-20.7,-10.58,1
47171,42.34,53.28,-7.98,-1.85,-1.82,-100.0,-20.9,-30.85,-22.63,-26.22,-18.88,0
47173,46.58,56.87,-12.71,-13.27,-31.25,0.0,-18.21,-0.93,-7.86,-26.72,-14.96,1
47175,42.48,51.45,-13.56,-50.0,-2.9,,-17.73,-7.81,-15.46,-21.08,-9.98,1
47177,42.47,51.45,-14.5,-44.83,-3.06,0.0,-17.74,-8.47,-15.35,-21.07,-9.91,1
47179,35.45,44.17,-15.66,-6.82,-3.5,-100.0,-20.05,-18.64,-31.24,-26.66,-17.76,0
47181,37.24,45.82,-39.35,0.0,-5.38,,-19.36,-28.3,-13.03,-21.06,-17.49,1
47183,40.23,50.91,-7.45,-17.72,-9.9,,-22.55,-0.66,-31.93,-27.92,-16.99,1
47185,41.1,49.15,0.0,0.0,-70.59,0.0,-15.78,-9.73,-4.7,-20.37,-9.86,1
47187,13.18,18.15,-71.88,-0.23,-0.2,0.0,-30.73,-32.35,-60.56,-22.48,-14.98,0
47189,22.22,28.44,-54.14,0.0,-12.79,,-21.95,-2.08,-9.13,-26.61,-13.78,0
48001,42.64,51.86,-21.94,-8.33,-6.67,0.0,-19.33,-15.7,-27.41,-25.74,-16.17,1
48003,40.64,49.57,-24.32,-90.0,-22.92,,-15.96,-17.43,-9.97,-17.93,-10.05,1
48005,45.94,54.07,-1.59,0.0,-9.56,0.0,-16.43,-18.9,-26.62,-20.82,-13.26,0
48007,36.88,49.54,0.0,-62.82,-48.0,0.0,-26.64,-22.91,-20.03,-14.77,-14.52,1
48009,35.58,45.38,-34.38,-7.32,-14.08,,-21.33,-15.25,-27.87,-27.27,-17.99,0
48011,32.36,43.87,-23.08,-33.33,-23.08,-100.0,-26.38,-21.32,-38.1,-31.9,-27.52,1
48013,38.17,45.79,-15.03,0.0,-18.26,0.0,-15.73,-15.22,-11.79,-23.4,-16.42,1
48015,36.84,46.0,0.0,-3.12,-16.24,-100.0,-20.9,-20.03,-14.53,-21.51,-20.39,1
48017,42.81,53.5,-5.0,-20.0,0.0,,-20.63,-19.18,-12.86,-21.58,-16.44,1
48019,38.17,45.79,-16.22,0.0,-18.37,0.0,-15.73,-15.22,-11.75,-23.39,-16.4,1
48021,29.99,40.23,-40.97,0.0,-12.44,,-24.09,-33.72,-20.49,-28.25,-18.15,1
48023,35.58,45.37,-34.62,-5.88,-13.79,,-21.44,-15.13,-28.38,-27.18,-18.21,1
48025,36.88,49.54,0.0,-62.38,-48.85,0.0,-26.65,-22.93,-20.05,-14.74,-14.55,1
48027,34.98,43.64,-8.42,-11.71,-12.23,-100.0,-23.4,-20.1,-28.73,-26.87,-16.16,0
48029,36.55,45.3,-20.66,-17.58,-16.01,-33.77,-19.72,-18.3,-20.86,-21.82,-14.04,0
48031,26.03,34.65,-20.56,0.0,-4.55,,-21.5,-21.36,-34.94,-30.38,-12.42,1
48033,36.51,48.75,-33.33,-100.0,-11.11,,-25.53,-24.19,-36.36,-29.63,-16.67,1
48035,36.18,47.62,-2.92,0.0,-22.34,0.0,-23.3,-19.2,-20.13,-27.29,-18.39,1
48037,35.34,45.95,-6.38,0.0,-11.62,,-26.86,-20.72,-19.22,-24.73,-16.12,0
48039,25.3,31.39,-19.65,-6.86,-8.66,0.0,-19.0,-24.43,-18.57,-17.32,-9.23,0
48041,38.3,48.54,-31.91,-19.45,-13.93,,-22.01,-12.39,-41.74,-26.82,-10.68,0
48043,40.65,49.57,-25.0,-90.0,-23.23,,-15.95,-17.49,-9.71,-17.92,-10.07,1
48045,32.34,43.85,-20.0,0.0,-20.0,-100.0,-26.4,-20.95,-37.5,-32.22,-27.38,1
48047,51.68,61.31,0.0,0.0,0.0,,-15.02,-15.08,-11.11,-18.57,-14.04,1
48049,39.34,49.66,-12.29,0.0,-6.29,,-20.67,-15.88,-18.37,-19.61,-15.07,1
48051,36.98,47.66,-29.1,0.0,-12.95,,-21.44,-23.93,-18.22,-24.84,-23.19,1
48053,32.13,40.72,-9.93,-20.1,-22.53,-100.0,-22.38,-13.99,-19.51,-23.81,-19.0,1
48055,29.99,40.24,-40.95,0.0,-12.46,,-24.08,-33.7,-20.48,-28.23,-18.18,0
48057,40.42,48.28,0.0,0.0,-9.93,,-17.97,-6.62,-10.85,-21.98,-12.65,1
48059,39.34,49.66,-12.08,0.0,-6.02,,-20.7,-15.9,-18.44,-19.6,-15.07,1
48061,55.75,63.07,-10.58,-2.87,0.0,,-12.07,-10.56,-22.63,-19.07,-12.39,0
48063,34.15,46.45,-21.28,-25.0,-16.75,,-24.94,-29.47,-20.74,-30.18,-16.2,1
48065,32.39,43.85,-21.25,0.0,-21.95,-100.0,-26.35,-21.78,-39.39,-32.05,-27.57,1
48067,35.34,45.95,-5.49,0.0,-11.6,,-26.87,-20.89,-19.25,-24.68,-16.16,1
48069,32.38,43.86,-21.57,0.0,-24.53,-100.0,-26.41,-21.63,-38.55,-32.03,-27.55,1
48071,34.93,45.44,0.0,0.0,-16.43,,-24.41,-27.12,-45.57,-34.46,-24.34,0
48073,38.0,49.4,-12.29,-25.0,-15.76,,-24.63,-18.75,-32.16,-31.09,-18.5,1
48075,32.41,43.85,-20.65,0.0,-25.0,-100.0,-26.34,-21.68,-38.67,-32.06,-27.62,1
48077,35.58,45.37,-35.06,-6.12,-14.12,,-21.32,-15.06,-27.98,-27.36,-17.97,1
48079,42.83,53.5,-6.67,0.0,0.0,,-20.62,-19.16,-15.38,-21.47,-16.32,1
48081,36.57,48.76,-35.29,-75.0,-4.44,,-25.51,-24.69,-38.18,-30.36,-17.89,1
48083,39.34,49.66,-13.1,0.0,-6.45,,-20.67,-15.8,-18.35,-19.53,-15.12,1
48085,18.17,23.59,-18.69,-17.74,-19.11,-54.76,-24.0,-23.15,-22.56,-27.56,-21.41,0
48087,32.4,43.86,-19.44,-25.0,-26.32,-100.0,-26.24,-21.65,-40.0,-31.93,-27.74,1
48089,36.84,46.0,0.0,-4.55,-16.32,-100.0,-20.95,-20.07,-14.74,-21.5,-20.37,1
48091,24.0,27.86,-35.96,-14.31,-16.98,,-12.49,-9.87,-19.12,-16.83,-12.94,0
48093,39.34,49.66,-12.16,0.0,-6.1,,-20.67,-15.91,-18.21,-19.6,-15.11,1
48095,36.54,48.76,-35.29,-75.0,-4.44,,-25.36,-24.77,-37.5,-30.5,-17.73,1
48097,28.73,40.03,-19.87,-12.12,-42.54,0.0,-26.82,-21.96,-27.51,-31.72,-17.96,1
48099,32.14,40.73,-9.99,-19.64,-22.54,-100.0,-22.38,-13.96,-19.51,-23.8,-19.0,0
48101,35.52,45.37,-30.0,-14.29,-9.09,,-21.36,-14.89,-27.59,-27.12,-18.26,1
48103,40.64,49.56,-24.32,-100.0,-22.92,,-15.95,-17.45,-10.47,-17.9,-9.92,1
48105,36.5,48.73,-37.5,-71.43,-6.98,,-25.49,-24.75,-36.54,-30.57,-17.96,1
48107,42.84,53.52,-6.67,-25.0,0.0,,-20.69,-19.11,-13.46,-21.51,-16.36,1
48109,40.61,49.56,-23.53,-100.0,-26.09,,-15.95,-17.16,-10.0,-18.03,-10.57,1
48111,32.38,43.85,-21.43,-10.0,-23.53,-100.0,-26.36,-21.84,-38.75,-32.06,-27.4,1
48113,34.68,43.17,-16.65,-16.53,-15.03,0.0,-21.37,-19.0,-22.76,-21.69,-15.06,0
48115,36.52,48.75,-37.88,-80.0,-4.68,,-25.38,-24.73,-37.32,-30.36,-17.85,1
48117,32.4,43.85,-21.09,-7.69,-24.06,-100.0,-26.34,-21.72,-38.57,-32.02,-27.48,1
48119,39.15,53.3,-18.42,-25.0,-21.76,-100.0,-27.88,-20.51,-28.48,-29.09,-28.86,1
48121,19.87,24.84,-18.88,-20.87,-12.22,,-21.82,-20.92,-20.72,-23.62,-18.88,0
48123,39.97,47.57,-13.64,0.0,-6.6,,-18.07,-11.81,-17.54,-21.88,-14.35,1
48125,42.81,53.51,0.0,0.0,0.0,,-20.74,-18.97,-11.11,-21.14,-15.91,1
48127,63.02,70.47,-52.94,-100.0,0.0,,-10.65,-10.24,-8.14,-12.73,-9.06,1
48129,32.37,43.83,-22.22,-20.0,-21.74,-100.0,-26.23,-21.76,-37.84,-31.86,-27.75,1
48131,63.03,70.44,-52.63,-50.0,0.0,,-10.65,-10.2,-8.16,-12.64,-9.1,1
48133,39.35,49.65,-12.44,0.0,-6.07,,-20.7,-15.86,-18.36,-19.66,-15.06,1
48135,38.44,45.81,-9.68,0.0,-6.35,,-18.94,-14.13,-8.39,-20.88,-14.8,0
48137,50.53,61.52,-72.73,-50.0,0.0,,-18.67,-16.54,-14.71,-18.57,-11.56,1
48139,22.75,30.7,-5.4,-54.19,-35.15,-100.0,-28.49,-16.83,-45.66,-31.54,-23.06,0
48141,47.28,56.22,-6.71,-30.07,-20.55,-100.0,-15.32,-13.68,-24.93,-14.81,-11.05,0
48143,36.13,45.94,-2.16,0.0,-4.46,,-22.41,-11.75,-2.42,-20.29,-16.08,0
48145,36.17,47.62,-3.12,0.0,-22.24,0.0,-23.32,-19.26,-19.93,-27.22,-18.42,1
48147,28.73,40.03,-19.84,-12.39,-42.56,0.0,-26.81,-21.94,-27.48,-31.74,-17.93,1
48149,29.99,40.24,-40.95,0.0,-12.56,,-24.09,-33.72,-20.42,-28.23,-18.13,1
48151,39.35,49.64,-12.5,0.0,-4.55,,-20.64,-15.9,-18.42,-19.48,-15.2,1
48153,42.83,53.51,-3.23,-25.0,0.0,,-20.66,-19.15,-12.73,-21.49,-16.54,1
48155,35.59,45.39,-37.5,0.0,-11.11,,-21.14,-15.79,-26.09,-27.66,-18.48,1
48157,27.94,35.09,-51.35,-21.51,-22.61,0.0,-18.72,-19.47,-14.15,-19.67,-13.21,0
48159,39.16,53.29,-18.67,-21.74,-21.43,-100.0,-27.84,-20.3,-28.67,-28.97,-28.85,1
48161,36.18,47.62,-2.74,0.0,-22.34,0.0,-23.3,-19.17,-20.12,-27.26,-18.39,1
48163,38.17,45.79,-15.38,0.0,-18.6,0.0,-15.73,-15.25,-11.77,-23.4,-16.46,1
48165,40.64,49.57,-24.42,-91.67,-22.87,,-15.96,-17.47,-10.1,-17.94,-10.06,1
48167,31.1,38.86,-34.17,-1.7,-13.11,0.0,-24.21,-19.77,-13.18,-25.04,-15.89,0
48169,42.82,53.5,-5.88,0.0,0.0,,-20.65,-19.11,-13.56,-21.67,-16.32,1
48171,26.04,34.65,-20.32,0.0,-3.92,,-21.49,-21.4,-35.13,-30.4,-12.38,1
48173,36.62,48.83,-33.33,-66.67,0.0,,-25.3,-24.77,-36.84,-30.21,-18.67,1
48175,39.97,47.57,-12.9,0.0,-6.86,,-18.02,-11.82,-17.16,-21.88,-14.37,1
48177,39.98,47.57,-13.22,0.0,-6.64,,-18.03,-11.82,-17.47,-21.9,-14.34,1
48179,32.39,43.85,-20.89,-10.0,-23.84,-100.0,-26.33,-21.71,-38.49,-32.08,-27.51,1
48181,28.73,40.03,-19.86,-11.68,-42.61,0.0,-26.81,-22.0,-27.49,-31.74,-17.95,0
48183,37.17,48.97,-16.97,-35.96,-21.77,,-22.42,-21.39,-21.79,-27.78,-13.53,0
48185,36.98,47.66,-28.75,0.0,-12.94,,-21.43,-23.89,-18.29,-24.89,-23.23,1
48187,29.67,37.1,-41.48,-63.83,-41.63,,-16.93,-15.52,-28.35,-19.59,-15.74,0
48189,42.82,53.51,-5.32,-9.09,0.0,,-20.66,-19.12,-13.6,-21.47,-16.38,0
48191,32.42,43.84,-20.51,0.0,-25.0,-100.0,-26.17,-21.74,-37.5,-32.2,-27.27,1
48193,32.14,40.72,-9.9,-18.18,-22.73,-100.0,-22.36,-14.18,-19.52,-23.68,-18.99,1
48195,32.38,43.86,-20.55,0.0,-23.68,-100.0,-26.34,-21.65,-38.33,-32.23,-27.74,1
48197,35.6,45.4,-37.04,-5.88,-13.79,,-21.34,-15.57,-27.63,-27.21,-17.85,1
48199,31.37,43.13,-33.12,-13.43,-24.91,,-27.37,-8.86,-30.3,-41.83,-26.96,0
48201,37.78,45.66,-13.83,-15.45,-11.88,-31.35,-17.14,-18.69,-17.37,-18.42,-10.72,0
48203,43.35,53.41,-37.2,-21.05,-14.95,,-21.72,-7.1,-20.05,-25.21,-13.62,0
48205,32.38,43.83,-21.62,-12.5,-23.68,-100.0,-26.32,-21.57,-39.34,-32.05,-27.62,1
48207,39.35,49.66,-11.86,0.0,-6.15,,-20.64,-15.91,-18.02,-19.56,-15.08,1
48209,35.23,44.15,-28.96,-31.04,-34.05,0.0,-19.2,-14.97,-27.79,-21.78,-15.74,0
48211,32.38,43.84,-21.28,-20.0,-25.0,-100.0,-26.35,-21.77,-39.47,-32.08,-27.78,1
48213,42.64,51.85,-21.78,-8.82,-6.64,0.0,-19.33,-15.71,-27.36,-25.73,-16.18,1
48215,57.47,65.9,-5.51,-8.35,-13.11,0.0,-12.68,-11.38,-16.46,-14.44,-9.3,0
48217,36.18,47.62,-2.59,0.0,-22.25,0.0,-23.3,-19.23,-20.17,-27.25,-18.36,1
48219,42.82,53.51,-5.6,-13.33,0.0,,-20.63,-19.12,-13.24,-21.44,-16.37,1
48221,36.13,45.94,-2.24,0.0,-4.92,,-22.42,-11.79,-2.4,-20.28,-16.08,1
48223,39.16,53.29,-18.57,-25.3,-21.49,-100.0,-27.86,-20.38,-28.41,-29.01,-28.88,1
48225,43.62,54.38,-6.06,-19.35,-10.78,0.0,-21.49,-2.26,-29.8,-29.82,-15.79,1
48227,36.53,48.75,-37.5,-79.52,-5.01,,-25.36,-24.71,-37.54,-30.4,-17.93,0
48229,40.64,49.57,-24.0,-100.0,-24.24,,-15.93,-17.56,-10.17,-17.6,-10.0,1
48231,28.61,36.49,-3.21,-21.0,-26.84,,-19.09,-18.15,-21.01,-24.36,-17.47,0
48233,32.39,43.85,-21.13,-6.9,-23.81,-100.0,-26.34,-21.68,-38.63,-32.02,-27.57,1
