county,Percentage Eligible,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,difference_percentage_aian,difference_percentage_asian,difference_percentage_black,difference_percentage_nhpi,difference_percentage_white,difference_percentage_hispanic,difference_percentage_veteran,difference_percentage_elderly,difference_percentage_disability,rural
45031,42.15,12388,12511,49.75,-8.89,-9.48,-8.01,,-21.05,-18.78,-17.79,-16.78,-11.87,1
45033,41.74,5586,5308,51.28,-3.27,-25.66,-12.24,0.0,-20.73,-34.78,-24.65,-24.99,-15.95,1
45035,31.99,22462,37225,37.63,-15.48,-10.03,-10.97,0.0,-16.39,-10.71,-16.95,-22.08,-11.5,0
45037,34.85,4430,5717,43.66,-28.33,-26.58,-16.88,,-21.7,-9.38,-24.76,-21.12,-12.37,0
45039,38.47,3900,4556,46.12,-10.11,-9.52,-8.47,0.0,-21.72,-16.6,-22.74,-20.56,-13.37,0
45041,46.26,28739,24673,53.81,-22.65,-18.75,-8.81,,-19.63,-11.7,-17.85,-14.33,-10.56,0
45043,47.65,14192,10778,56.84,0.0,0.0,-11.42,0.0,-22.84,-39.81,-28.82,-19.21,-13.39,1
45045,32.48,83522,127970,39.49,-23.22,-6.36,-9.4,,-21.29,-12.52,-10.79,-23.09,-12.51,0
45047,34.85,11975,15454,43.66,-28.53,-27.1,-16.91,,-21.68,-9.25,-24.7,-21.12,-12.33,0
45049,42.51,3670,3709,49.74,-20.27,-9.76,-10.64,0.0,-18.65,-8.0,-10.93,-15.47,-10.0,1
45051,34.72,64568,81888,44.09,-21.5,-15.62,-12.47,0.0,-23.03,-21.56,-25.08,-28.82,-19.74,0
45053,28.04,4190,7770,35.03,-42.86,-16.25,-11.76,,-25.89,-7.66,-12.15,-19.03,-12.4,1
45055,38.07,11860,14000,45.86,-5.47,-42.65,-13.15,,-18.62,-27.56,-25.27,-18.69,-11.61,0
45057,38.47,17881,20891,46.12,-10.17,-8.85,-8.52,0.0,-21.74,-16.58,-22.76,-20.6,-13.39,0
45059,37.53,12408,15006,45.26,-24.89,-16.36,-12.96,0.0,-18.16,-5.76,-28.35,-24.95,-13.55,1
45061,49.59,3807,2728,58.26,0.0,0.0,-11.96,,-25.1,-23.36,-31.99,-15.71,-14.25,1
45063,33.38,48316,73688,39.6,-15.07,-17.73,-10.63,0.0,-17.11,-6.51,-13.43,-21.48,-15.08,0
45065,34.85,1645,2123,43.66,-28.74,-27.59,-16.95,,-21.62,-9.47,-24.49,-21.17,-12.38,1
45067,41.74,5763,5476,51.28,-3.8,-26.5,-12.2,0.0,-20.78,-35.02,-24.59,-25.01,-15.99,1
45069,42.15,5251,5303,49.75,-8.52,-10.2,-8.02,,-21.06,-18.94,-17.82,-16.81,-11.84,1
45071,37.53,6931,8382,45.26,-25.1,-14.75,-12.97,0.0,-18.16,-5.71,-28.33,-24.94,-13.55,1
45073,38.75,15535,17131,47.56,-26.42,-17.03,0.0,-100.0,-19.47,-6.12,-40.29,-26.66,-16.08,1
45075,55.98,20531,11600,63.9,-1.18,-26.5,-11.04,-9.52,-13.28,-14.0,-13.48,-14.58,-9.59,1
45077,38.63,26135,29045,47.36,-26.0,-16.75,-0.71,-100.0,-19.41,-6.46,-39.7,-26.43,-15.94,0
45079,39.63,76535,88722,46.31,-4.36,-21.65,-10.88,0.0,-19.45,-18.23,-20.58,-17.95,-9.36,0
45081,34.85,3258,4205,43.66,-28.49,-27.59,-16.93,,-21.69,-9.04,-24.68,-21.11,-12.39,1
45083,36.13,56051,72547,43.59,-18.83,-38.4,-8.7,,-19.96,-10.47,-11.88,-18.62,-10.78,0
45085,49.59,24308,17417,58.26,0.0,0.0,-11.99,,-25.07,-23.35,-32.08,-15.69,-14.3,0
45087,37.53,5005,6053,45.26,-24.72,-15.91,-12.93,0.0,-18.15,-5.87,-28.35,-24.94,-13.55,1
45089,47.64,6946,5275,56.84,0.0,0.0,-11.43,0.0,-22.85,-39.76,-28.81,-19.22,-13.41,1
45091,30.32,42729,70168,37.85,-10.09,-15.95,-14.46,0.0,-22.81,-12.35,-24.2,-29.98,-22.21,0
46003,30.07,410,661,38.28,-4.35,0.0,-25.0,,-23.72,0.0,-37.93,-25.0,-15.44,1
46005,30.07,2857,4603,38.3,-3.7,0.0,-11.11,,-23.73,0.0,-38.31,-25.44,-15.44,1
46007,37.65,527,616,46.11,-5.94,0.0,-5.0,0.0,-28.52,-54.84,-34.15,-26.67,-12.86,1
46009,30.08,1045,1684,38.29,-3.39,0.0,-10.0,,-23.7,0.0,-39.19,-25.38,-15.57,1
46011,30.07,5127,8261,38.3,-3.78,0.0,-12.24,,-23.75,0.0,-38.5,-25.47,-15.48,0
46013,24.29,4883,10781,31.17,-0.4,0.0,-1.32,0.0,-24.47,0.0,-8.33,-22.44,-11.57,0
46015,30.09,783,1261,38.31,-2.27,0.0,-12.5,,-23.73,0.0,-38.18,-25.5,-15.49,1
46017,37.63,304,355,46.13,-6.06,0.0,0.0,0.0,-28.12,-55.56,-35.42,-26.92,-12.4,1
46019,28.98,1644,2700,37.85,-7.84,-60.66,-13.16,-100.0,-23.74,-45.83,-26.15,-22.26,-11.76,1
46021,24.29,176,388,31.21,0.0,0.0,0.0,0.0,-24.68,0.0,-7.14,-22.22,-11.48,1
46023,37.63,1461,1708,46.1,-5.8,0.0,-3.7,0.0,-28.29,-54.12,-34.65,-26.88,-12.74,1
46025,24.31,488,1078,31.16,0.0,0.0,0.0,0.0,-24.55,0.0,-7.69,-22.57,-11.18,1
46027,21.25,1636,4104,28.5,0.0,-43.75,-8.24,-12.5,-25.93,-28.57,-34.6,-18.6,-8.47,1
46029,24.29,3612,7975,31.17,-0.36,0.0,-1.35,0.0,-24.46,0.0,-8.32,-22.44,-11.52,0
46031,37.6,608,711,46.1,-5.76,0.0,-4.35,0.0,-28.21,-55.56,-34.74,-26.92,-12.81,1
46033,28.98,1337,2195,37.85,-8.26,-60.0,-12.9,-100.0,-23.79,-46.15,-26.14,-22.24,-11.74,1
46035,30.07,2977,4796,38.3,-3.55,0.0,-13.79,,-23.74,0.0,-38.57,-25.46,-15.46,1
46037,24.28,695,1534,31.18,-0.94,0.0,-2.33,0.0,-24.48,0.0,-8.11,-22.43,-11.57,1
46039,24.3,548,1209,31.19,0.0,0.0,-2.94,0.0,-24.54,0.0,-9.09,-22.53,-11.52,1
46041,37.61,817,955,46.11,-5.87,0.0,-3.33,0.0,-28.21,-54.17,-34.38,-26.93,-12.92,1
46043,30.1,422,681,38.26,-4.17,0.0,0.0,,-23.82,0.0,-40.0,-25.47,-15.69,1
46045,24.26,509,1123,31.19,0.0,0.0,0.0,0.0,-24.45,0.0,-8.64,-22.55,-11.3,1
46047,37.64,1088,1271,46.12,-5.76,0.0,-4.88,0.0,-28.2,-54.69,-34.71,-26.88,-12.93,1
46049,24.31,270,597,31.14,0.0,0.0,-5.88,0.0,-24.28,0.0,-6.98,-22.4,-11.7,1
46051,24.3,963,2127,31.17,-0.68,0.0,-1.67,0.0,-24.45,0.0,-8.44,-22.42,-11.61,1
46053,37.63,622,727,46.11,-5.92,0.0,-4.35,0.0,-28.44,-52.78,-34.02,-26.69,-12.9,1
46055,37.66,291,341,46.04,-5.7,0.0,-9.09,0.0,-28.1,-52.94,-34.78,-27.2,-12.93,1
46057,24.28,786,1735,31.18,-0.83,0.0,-2.04,0.0,-24.47,0.0,-8.73,-22.53,-11.68,1
46059,30.09,468,755,38.27,-3.7,0.0,0.0,,-23.82,0.0,-39.39,-25.7,-15.29,1
46061,30.1,517,832,38.32,-3.45,0.0,-20.0,,-23.77,0.0,-38.89,-25.38,-15.51,1
46063,28.9,211,346,37.88,-5.88,-62.5,-20.0,,-23.83,-47.37,-26.19,-22.12,-11.22,1
46065,37.63,2769,3237,46.1,-5.79,0.0,-3.88,0.0,-28.27,-54.32,-34.64,-26.86,-12.79,1
46067,30.07,1107,1784,38.29,-4.76,0.0,-18.18,,-23.78,0.0,-38.46,-25.36,-15.67,1
46069,37.62,197,231,46.03,-5.61,0.0,0.0,,-28.85,-58.33,-35.48,-26.19,-12.66,1
46071,37.62,437,511,46.1,-5.49,0.0,0.0,0.0,-28.26,-53.85,-33.82,-26.74,-12.64,1
46073,30.09,248,400,38.27,0.0,0.0,0.0,,-23.66,0.0,-35.29,-25.26,-15.56,1
46075,37.54,143,167,46.13,-5.19,0.0,0.0,,-28.0,-50.0,-31.82,-26.23,-14.04,1
46077,30.08,773,1245,38.31,-4.55,0.0,-14.29,,-23.75,0.0,-38.89,-25.42,-15.36,1
46079,30.07,1650,2658,38.3,-4.26,0.0,-12.5,,-23.79,0.0,-38.79,-25.44,-15.38,1
46081,28.98,4138,6794,37.85,-8.15,-61.04,-11.58,-100.0,-23.75,-46.28,-26.19,-22.2,-11.74,1
46083,21.48,7595,19242,28.3,0.0,-31.58,-23.24,-12.9,-23.58,-6.68,-20.99,-20.46,-7.66,0
46085,37.63,580,678,46.1,-6.03,0.0,-4.55,0.0,-28.52,-52.94,-35.16,-27.02,-12.99,1
46087,21.24,622,1559,28.52,0.0,-44.44,-6.25,-16.67,-25.96,-27.59,-33.75,-18.89,-8.91,1
46089,24.32,308,679,31.21,0.0,0.0,0.0,0.0,-24.55,0.0,-8.16,-22.54,-11.21,1
46091,24.29,549,1213,31.16,-1.19,0.0,-2.94,0.0,-24.49,0.0,-9.09,-22.44,-11.98,1
46093,28.97,4795,7872,37.85,-8.06,-60.89,-11.82,-100.0,-23.76,-46.32,-26.11,-22.24,-11.75,0
46095,37.6,299,350,46.07,-5.56,0.0,0.0,0.0,-28.03,-52.94,-34.04,-26.56,-12.61,1
46097,30.09,342,552,38.26,0.0,0.0,0.0,,-23.87,0.0,-37.5,-25.95,-15.32,1
46099,21.56,23532,59827,28.23,0.0,-21.15,-24.92,-12.5,-22.66,-3.84,-15.45,-21.18,-7.35,0
46101,30.08,945,1522,38.31,-3.7,0.0,-11.11,,-23.74,0.0,-38.81,-25.56,-15.45,1
46102,37.64,2131,2492,46.1,-5.79,0.0,-3.8,0.0,-28.24,-54.4,-34.53,-26.78,-12.84,1
46103,28.98,17541,28799,37.85,-8.07,-60.86,-11.91,-100.0,-23.76,-46.23,-26.11,-22.23,-11.73,0
46105,28.98,455,747,37.85,-8.11,-58.82,-10.0,-100.0,-23.8,-47.5,-26.67,-22.22,-11.79,1
46107,24.31,314,694,31.15,0.0,0.0,0.0,0.0,-24.38,0.0,-8.0,-22.07,-11.82,1
46109,24.3,1310,2892,31.18,0.0,0.0,-1.23,0.0,-24.51,0.0,-8.13,-22.44,-11.6,1
46111,30.11,348,561,38.28,-5.0,0.0,0.0,,-23.81,0.0,-40.0,-25.56,-15.08,1
46115,24.29,811,1791,31.17,0.0,0.0,-2.0,0.0,-24.52,0.0,-8.46,-22.4,-11.66,1
46117,37.64,464,542,46.12,-5.95,0.0,0.0,0.0,-28.28,-55.56,-34.72,-26.77,-12.97,1
46119,37.63,226,264,46.12,-5.74,0.0,0.0,,-28.57,-53.85,-34.29,-26.04,-13.33,1
46121,37.64,1453,1698,46.11,-5.83,0.0,-3.7,0.0,-28.31,-54.12,-34.36,-26.73,-12.8,1
46123,37.63,876,1024,46.11,-5.68,0.0,-6.06,0.0,-28.26,-52.94,-34.31,-26.93,-12.89,1
46125,21.24,949,2380,28.51,0.0,-46.43,-8.16,-11.11,-25.95,-27.27,-34.96,-18.73,-8.44,1
46127,21.25,1838,4610,28.5,0.0,-44.44,-8.33,-11.11,-25.9,-29.07,-34.87,-18.72,-8.56,0
46129,24.29,678,1496,31.19,0.0,0.0,-2.38,0.0,-24.43,0.0,-8.33,-22.61,-11.44,1
46135,21.25,2549,6393,28.51,0.0,-46.05,-8.27,-12.0,-25.9,-28.57,-34.35,-18.79,-8.59,1
46137,37.62,376,440,46.08,-5.88,0.0,-7.14,0.0,-28.28,-54.55,-35.59,-26.71,-12.67,1
47001,37.72,13797,17208,44.5,-10.26,-11.97,-18.91,0.0,-14.7,-4.08,-8.59,-22.02,-14.27,0
47003,33.9,8223,11711,41.25,-5.63,-30.0,-9.43,,-18.99,-37.34,-19.23,-20.4,-15.21,0
47005,40.32,3225,3166,50.46,-3.88,-29.17,-5.5,,-21.04,-27.66,-22.16,-25.38,-15.72,1
47007,39.7,2782,3017,47.97,-26.03,-37.5,-11.38,,-17.22,-9.6,-10.92,-21.32,-13.84,1
47009,24.87,18869,36577,34.03,-50.24,0.0,0.0,,-27.41,-19.97,-20.59,-32.89,-26.84,0
47011,38.06,20172,22624,47.14,-40.12,-54.12,-17.8,,-19.15,-13.88,-9.71,-25.04,-19.14,0
47013,47.9,9260,7022,56.87,-12.82,-12.89,-31.13,0.0,-15.88,-0.93,-7.73,-22.56,-14.01,1
47015,47.98,3182,2571,55.31,-2.0,-68.75,-0.94,,-13.4,-10.24,-10.96,-13.33,-7.31,1
47017,40.32,5782,5676,50.46,-4.31,-27.06,-5.4,,-21.07,-27.38,-22.28,-25.44,-15.72,1
47019,44.64,12375,10849,53.29,-7.46,-1.79,-0.77,-100.0,-16.5,-28.47,-18.72,-19.67,-14.27,0
47021,33.46,6405,9294,40.8,-6.23,-57.89,-11.88,,-18.22,-22.03,-8.63,-25.16,-14.04,1
47023,41.71,3381,3539,48.86,0.0,0.0,-6.82,,-20.42,-13.19,-7.02,-18.27,-6.2,1
47025,47.9,7556,5730,56.87,-12.95,-12.66,-31.15,0.0,-15.88,-1.14,-7.73,-22.57,-14.02,1
47027,45.58,1691,1473,53.45,-3.85,0.0,0.0,,-12.99,-46.39,-14.67,-14.06,-7.7,1
47029,41.43,6961,6678,51.04,-29.17,-6.19,-3.18,0.0,-19.33,-4.2,-21.49,-23.15,-15.73,1
47031,38.32,10623,12363,46.22,-18.05,-35.26,-12.18,,-17.3,-10.87,-14.88,-19.25,-10.69,0
47033,42.92,2719,2691,50.26,-6.8,-5.71,-7.51,,-16.27,-0.71,-18.64,-19.9,-12.69,1
47035,43.21,12961,13409,49.15,0.0,0.0,-70.59,0.0,-11.42,-9.76,-4.77,-13.57,-8.89,1
47037,31.1,118563,197130,37.56,-12.13,-10.19,-15.0,0.0,-19.72,-13.23,-24.05,-19.19,-12.25,0
47039,48.52,2507,1967,56.03,0.0,0.0,-8.62,,-14.36,-3.55,-5.14,-15.46,-8.45,1
47041,47.98,4406,3560,55.31,-2.16,-68.18,-1.35,,-13.4,-10.43,-11.22,-13.35,-7.32,1
47043,33.46,8470,12291,40.8,-6.32,-58.42,-11.77,,-18.22,-22.01,-8.65,-25.18,-14.04,1
47045,42.24,7427,7161,50.91,-7.6,-17.05,-5.75,,-18.68,-0.59,-27.34,-23.36,-14.34,1
47047,39.38,7090,8806,44.6,0.0,0.0,-8.42,,-13.46,0.0,-7.1,-17.84,-13.01,0
47049,43.21,3919,4054,49.15,0.0,0.0,-71.74,0.0,-11.42,-9.45,-4.64,-13.57,-8.89,1
47051,38.32,7849,9135,46.21,-17.65,-35.0,-12.3,,-17.3,-10.96,-14.93,-19.26,-10.69,0
47053,42.91,9857,9754,50.26,-6.78,-6.3,-7.54,,-16.28,-0.59,-18.62,-19.9,-12.65,1
47055,38.7,5314,6284,45.82,-38.14,0.0,-5.18,,-16.02,-29.0,-12.56,-18.33,-15.24,1
47057,44.7,4853,4086,54.29,-20.0,-8.82,-1.29,0.0,-18.42,-1.73,-27.56,-24.36,-20.53,1
47059,45.29,15762,13099,54.61,-12.47,0.0,-0.8,0.0,-17.17,-20.79,-17.69,-25.16,-15.1,1
47061,44.11,2722,2569,51.45,-12.31,-50.0,-2.65,,-14.44,-4.96,-11.74,-15.65,-8.66,1
47063,44.7,13301,11200,54.29,-20.13,-6.52,-1.06,0.0,-18.42,-1.89,-27.57,-24.33,-20.51,0
47065,31.79,58699,93070,38.68,-14.1,-37.86,-16.64,,-18.87,-5.15,-21.86,-20.98,-11.91,0
47067,47.9,1571,1191,56.88,-13.27,-12.12,-31.48,0.0,-15.88,0.0,-7.78,-22.58,-13.97,1
47069,48.52,5581,4377,56.05,0.0,0.0,-8.77,,-14.32,-3.5,-5.08,-15.52,-8.44,1
47071,48.51,5883,4613,56.05,0.0,0.0,-8.65,,-14.32,-3.63,-5.11,-15.51,-8.41,1
47073,45.29,12745,10592,54.61,-12.4,0.0,-0.79,0.0,-17.18,-20.65,-17.69,-25.15,-15.11,0
47075,42.92,3491,3455,50.26,-6.91,-6.67,-7.62,,-16.29,-0.55,-18.73,-19.9,-12.64,1
47077,48.52,6104,4787,56.05,0.0,0.0,-8.73,,-14.33,-3.78,-4.93,-15.51,-8.42,1
47079,40.33,6545,6426,50.46,-4.2,-27.84,-5.54,,-21.06,-27.37,-22.27,-25.44,-15.74,1
47081,33.46,3887,5640,40.8,-6.41,-58.7,-11.94,,-18.2,-21.86,-8.62,-25.2,-14.01,1
47083,40.33,1683,1652,50.46,-2.99,-28.0,-5.03,,-21.09,-26.53,-22.35,-25.5,-15.79,1
47085,40.33,3860,3790,50.46,-4.52,-28.07,-5.47,,-21.03,-27.68,-22.38,-25.43,-15.74,1
47087,47.98,2550,2060,55.31,-1.25,-69.23,-1.17,,-13.42,-10.53,-10.86,-13.37,-7.32,1
47089,44.69,11277,9495,54.29,-20.1,-6.41,-1.12,0.0,-18.41,-1.91,-27.59,-24.34,-20.5,1
47091,44.63,3941,3455,53.29,-7.04,-1.85,-0.61,-100.0,-16.48,-28.72,-18.74,-19.66,-14.28,1
47093,30.04,76302,122765,38.33,-13.31,-28.09,-16.68,0.0,-21.3,-13.2,-23.93,-23.91,-13.48,0
47095,42.22,1414,1364,50.9,-7.5,-17.65,-5.56,,-18.67,0.0,-26.98,-23.33,-14.4,1
47097,42.91,4914,4862,50.27,-6.79,-6.35,-7.57,,-16.28,-0.78,-18.57,-19.92,-12.67,1
47099,38.7,7733,9145,45.82,-38.06,0.0,-5.15,,-16.01,-28.77,-12.38,-18.35,-15.24,1
47101,38.7,2204,2607,45.81,-38.02,0.0,-5.09,,-15.99,-26.83,-12.41,-18.39,-15.29,1
47103,33.9,5780,8232,41.25,-6.0,-28.57,-9.46,,-18.98,-37.25,-19.16,-20.42,-15.21,1
47105,34.25,8998,13469,40.05,-21.42,-33.33,-9.73,,-13.49,-6.81,-21.79,-20.29,-11.26,0
47107,39.69,9940,10780,47.97,-25.58,-37.5,-11.41,,-17.23,-9.65,-11.08,-21.29,-13.85,1
47109,48.52,5671,4448,56.04,0.0,0.0,-8.72,,-14.34,-3.45,-5.0,-15.52,-8.42,1
47111,47.98,5533,4470,55.31,-2.29,-66.67,-1.08,,-13.4,-10.38,-11.29,-13.35,-7.33,1
47113,41.71,19265,20166,48.86,0.0,0.0,-6.8,,-20.41,-13.2,-6.98,-18.27,-6.2,0
47115,44.11,5799,5473,51.45,-12.64,-45.0,-3.41,0.0,-14.47,-5.0,-11.67,-15.66,-8.66,1
47117,33.9,5617,8000,41.25,-6.16,-29.27,-9.36,,-18.98,-37.3,-19.26,-20.4,-15.2,1
47119,32.05,15685,24355,39.17,0.0,0.0,-8.7,,-19.91,-42.98,-21.85,-21.08,-17.36,0
47121,39.69,2380,2582,47.96,-25.6,-38.46,-11.89,,-17.26,-9.27,-11.07,-21.27,-13.8,1
47123,34.25,7582,11349,40.05,-21.36,-34.78,-9.68,,-13.49,-6.73,-21.8,-20.31,-11.27,1
47125,33.06,37647,46485,44.75,-20.99,-16.91,-21.17,,-26.28,-46.49,-28.87,-17.27,-20.37,0
47127,38.32,1185,1380,46.2,-19.35,-33.33,-12.31,,-17.21,-12.28,-14.88,-19.38,-10.69,1
47129,37.72,3763,4694,44.5,-10.09,-12.5,-19.0,0.0,-14.71,-4.27,-8.74,-22.04,-14.27,0
47131,42.23,6212,5989,50.91,-7.67,-17.57,-5.77,,-18.67,-0.71,-27.26,-23.34,-14.35,1
47133,45.57,5016,4370,53.44,-5.19,-3.7,0.0,,-13.01,-46.18,-14.65,-14.1,-7.79,1
47135,38.69,1465,1732,45.82,-37.5,0.0,-5.56,,-16.06,-28.57,-12.64,-18.32,-15.23,1
47137,45.56,1114,971,53.43,-5.88,0.0,0.0,,-13.02,-46.88,-14.05,-14.1,-7.86,1
47139,38.05,3259,3655,47.14,-40.6,-53.57,-17.75,,-19.15,-13.94,-9.76,-25.09,-19.15,1
47141,45.56,17798,15504,53.44,-4.78,-2.11,0.0,,-13.01,-46.24,-14.6,-14.11,-7.77,0
47143,39.69,6132,6651,47.97,-25.55,-38.24,-11.68,,-17.23,-9.74,-11.07,-21.27,-13.84,1
47145,37.72,9554,11916,44.5,-10.17,-11.11,-18.75,0.0,-14.69,-4.21,-8.61,-22.02,-14.26,0
47147,31.5,10821,17528,38.17,-4.5,-21.47,-8.98,,-18.98,-20.0,-13.64,-21.38,-13.53,0
47149,29.95,42354,79615,34.73,-24.89,-12.62,-13.74,,-13.35,-18.1,-3.39,-12.78,-11.75,0
47151,47.9,5150,3906,56.87,-12.77,-12.96,-31.07,0.0,-15.87,-0.84,-7.86,-22.55,-14.01,1
47153,44.12,3184,3004,51.45,-12.5,-45.45,-3.39,,-14.44,-4.88,-11.65,-15.67,-8.64,0
47155,41.43,19022,18250,51.04,-29.31,-6.44,-3.48,0.0,-19.33,-4.15,-21.59,-23.15,-15.7,0
47157,41.28,179830,186763,49.05,-15.16,-7.59,-13.61,0.0,-21.92,-14.47,-15.86,-15.22,-7.48,0
47159,47.98,4368,3529,55.31,-2.17,-68.18,-1.02,,-13.42,-10.09,-11.3,-13.33,-7.33,1
47161,40.33,2776,2726,50.45,-3.6,-26.83,-5.47,,-21.05,-27.16,-22.03,-25.44,-15.8,1
47163,39.58,33806,33823,49.99,-12.12,-55.4,-4.95,0.0,-20.6,-23.65,-23.86,-31.91,-14.49,0
47165,30.39,28330,48910,36.68,-2.65,-15.87,-7.09,,-19.48,-19.45,-16.68,-18.96,-13.09,0
47167,39.38,10295,12788,44.6,0.0,0.0,-8.4,,-13.47,0.0,-7.08,-17.82,-12.98,1
47169,47.98,2548,2058,55.32,-1.25,-69.23,-1.17,,-13.43,-10.53,-10.86,-13.38,-7.32,1
47171,44.63,3936,3451,53.28,-7.51,-1.85,-1.21,-100.0,-16.5,-28.72,-18.74,-19.68,-14.24,0
47173,47.89,4668,3540,56.87,-12.71,-13.27,-30.63,0.0,-15.88,-0.93,-7.86,-22.57,-14.02,1
47175,44.11,1241,1171,51.45,-11.86,-50.0,-2.9,,-14.5,-4.69,-11.34,-15.69,-8.65,1
47177,44.11,8237,7774,51.45,-12.47,-44.83,-3.06,0.0,-14.47,-4.94,-11.63,-15.68,-8.66,1
47179,36.57,24982,31571,44.17,-9.38,-6.82,-3.46,-100.0,-17.41,-18.38,-22.96,-22.01,-13.99,0
47181,38.71,2842,3360,45.82,-38.06,0.0,-5.38,,-16.01,-28.3,-12.46,-18.33,-15.27,1
47183,42.24,6639,6401,50.91,-7.45,-17.72,-5.76,,-18.67,-0.66,-27.36,-23.33,-14.35,1
47185,43.21,5799,5999,49.15,0.0,0.0,-70.59,0.0,-11.42,-9.73,-4.7,-13.58,-8.89,1
47187,13.41,16667,75164,18.15,-71.88,-0.23,-0.14,0.0,-29.31,-32.35,-55.86,-20.48,-13.8,0
47189,23.31,15675,39440,28.44,-9.66,0.0,-9.97,,-18.25,-2.08,-4.78,-25.66,-13.78,0
48001,43.91,10619,9859,51.86,-21.94,-8.33,-6.67,0.0,-16.5,-12.64,-22.41,-21.89,-12.13,1
48003,41.69,3345,3403,49.57,-24.32,-90.0,-22.92,,-14.16,-15.85,-7.33,-15.55,-9.09,1
48005,46.75,17905,15210,54.07,-1.59,0.0,-8.44,0.0,-14.75,-18.9,-25.56,-17.53,-12.87,0
48007,39.19,4295,4375,49.54,0.0,-62.82,-48.0,0.0,-21.41,-19.68,-19.38,-10.78,-11.54,1
48009,37.92,1465,1763,45.38,-20.31,0.0,-7.04,,-17.09,-10.51,-22.4,-20.76,-13.95,0
48011,34.36,286,366,43.87,-11.54,-33.33,-23.08,-100.0,-22.05,-14.71,-38.1,-26.72,-24.77,1
48013,38.62,7626,9028,45.79,-15.03,0.0,-18.26,0.0,-15.05,-13.93,-11.79,-23.04,-16.04,1
48015,38.92,5292,6212,46.0,0.0,0.0,-14.12,-100.0,-15.15,-17.28,-13.14,-18.38,-14.85,1
48017,44.9,1306,1135,53.5,-5.0,-20.0,0.0,,-16.16,-16.32,-12.86,-19.09,-14.31,1
48019,38.62,3245,3842,45.79,-16.22,0.0,-18.37,0.0,-15.04,-13.94,-11.75,-23.09,-16.05,1
48021,30.69,14629,21730,40.23,-40.97,0.0,-12.44,,-21.69,-33.72,-20.49,-27.45,-17.78,1
48023,37.92,593,714,45.37,-23.08,0.0,-6.9,,-17.12,-10.08,-22.97,-20.47,-14.09,1
48025,39.19,5594,5698,49.54,0.0,-62.38,-48.85,0.0,-21.4,-19.69,-19.29,-10.74,-11.6,1
48027,36.15,61038,78815,43.64,-5.97,-10.32,-11.03,-100.0,-21.36,-15.73,-26.93,-24.39,-14.89,0
48029,37.77,336498,406296,45.3,-17.28,-14.08,-14.52,-21.64,-17.16,-15.47,-19.05,-18.04,-12.33,0
48031,27.57,1671,3151,34.65,-17.76,0.0,-4.55,,-18.76,-15.12,-22.29,-25.39,-11.32,1
48033,37.76,117,123,48.75,-33.33,-100.0,-11.11,,-24.47,-20.97,-36.36,-27.78,-16.67,1
48035,37.9,3128,3440,47.62,-2.92,0.0,-18.13,0.0,-20.63,-14.5,-18.18,-23.23,-15.86,1
48037,36.58,16123,18965,45.95,-6.38,0.0,-10.48,,-23.65,-19.97,-15.48,-18.67,-10.6,0
48039,27.09,41302,90291,31.39,-19.65,-6.86,-5.99,0.0,-13.72,-19.02,-14.4,-8.94,-7.88,0
48041,39.05,41822,44332,48.54,-31.91,-19.45,-13.93,,-20.29,-10.22,-36.78,-25.18,-10.68,0
48043,41.69,1715,1745,49.57,-25.0,-90.0,-23.23,,-14.2,-15.87,-7.43,-15.54,-9.14,1
48045,34.33,221,283,43.85,-10.0,0.0,-20.0,-100.0,-22.34,-14.29,-37.5,-26.67,-23.81,1
48047,53.33,1474,930,61.31,0.0,0.0,0.0,,-12.64,-11.98,-11.11,-15.86,-11.49,1
48049,41.44,7259,7359,49.66,-12.29,0.0,-6.29,,-16.2,-13.42,-15.56,-14.62,-10.99,1
48051,38.09,3217,3533,47.66,-6.88,0.0,-12.95,,-18.42,-23.27,-18.22,-23.13,-22.78,1
48053,34.02,7463,10863,40.72,-3.81,-5.53,-17.78,-100.0,-17.39,-13.21,-15.43,-17.42,-15.69,1
48055,30.69,6904,10255,40.24,-40.95,0.0,-12.46,,-21.68,-33.7,-20.48,-27.43,-17.77,0
48057,41.33,3920,4199,48.28,0.0,0.0,-9.93,,-15.9,-4.42,-8.18,-19.37,-11.54,1
48059,41.45,2613,2649,49.66,-12.08,0.0,-6.02,,-16.2,-13.44,-15.6,-14.66,-10.99,1
48061,56.75,85602,50133,63.07,-10.58,-2.87,0.0,,-10.71,-9.17,-16.44,-16.64,-11.41,0
48063,35.8,2289,2639,46.45,-21.28,-5.56,-12.32,,-21.35,-24.15,-20.35,-27.86,-13.76,1
48065,34.35,895,1146,43.85,-11.25,0.0,-21.95,-100.0,-22.21,-14.75,-37.88,-26.85,-24.34,1
48067,36.58,4939,5810,45.95,-5.49,0.0,-10.43,,-23.65,-20.0,-15.73,-18.68,-10.64,1
48069,34.35,1135,1453,43.86,-11.76,0.0,-24.53,-100.0,-22.26,-14.6,-38.55,-26.84,-24.31,1
48071,35.39,7047,8460,45.44,0.0,0.0,-15.38,,-23.24,-26.3,-44.29,-32.56,-23.83,0
48073,38.67,8618,8828,49.4,-12.29,-25.0,-14.3,,-23.31,-18.75,-28.14,-28.69,-17.37,1
