puma22,Percentage Eligible,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,difference_percentage_aian,difference_percentage_asian,difference_percentage_black,difference_percentage_nhpi,difference_percentage_white,difference_percentage_hispanic,difference_percentage_veteran,difference_percentage_elderly,difference_percentage_disability
2702500,33.65,23059,35938,39.09,-2.38,-5.62,0.0,0.0,-14.83,-14.37,-24.26,-18.21,-13.53
2702600,32.8,18476,29348,38.63,-27.45,0.0,0.0,,-15.35,-32.61,-21.08,-18.05,-15.53
2702700,26.29,19086,46181,29.24,-0.26,-16.34,-4.39,,-9.48,-9.9,-0.09,-13.14,-15.27
2702800,33.68,16428,24907,39.74,-32.98,0.0,0.0,0.0,-15.77,-13.01,-24.22,-20.48,-15.47
2800100,32.76,27132,41835,39.34,-32.44,-2.95,-9.87,,-20.84,-17.12,-18.64,-20.22,-13.6
2800200,48.89,32244,25465,55.87,-10.57,-100.0,-5.34,0.0,-13.88,-11.37,-28.69,-12.34,-9.26
2800300,53.19,24601,16622,59.68,-30.0,,-9.18,,-13.97,-44.88,-13.33,-9.49,-9.08
2800400,40.4,27927,27285,50.58,-14.77,-25.75,-16.46,,-21.46,-4.67,-15.77,-29.3,-18.07
2800500,43.77,26706,28016,48.8,0.0,0.0,-10.01,,-9.27,-19.95,-24.45,-11.71,-6.36
2800600,43.9,37217,33907,52.33,-9.84,0.0,-16.63,0.0,-15.2,0.0,-17.96,-17.55,-8.89
2800700,52.62,26186,16351,61.56,0.0,0.0,-12.97,,-18.69,0.0,-18.88,-15.33,-10.41
2800800,56.01,26609,14742,64.35,0.0,-100.0,-9.9,,-24.9,0.0,-18.94,-18.18,-14.06
2800900,34.36,19848,30241,39.63,-87.67,-2.05,-11.87,,-18.7,0.0,-6.21,-13.94,-10.41
2801001,46.88,25180,22691,52.6,0.0,-3.37,-6.45,,-19.71,-5.19,-14.51,-15.76,-7.31
2801101,50.1,41185,30789,57.22,-5.89,-6.45,-10.79,,-21.74,-2.23,-15.09,-15.51,-4.56
2801300,30.79,24718,44232,35.85,-51.95,-3.71,-7.16,,-16.51,-18.73,-10.65,-14.89,-9.2
2801400,41.9,21992,18222,54.69,-45.72,-100.0,-20.62,0.0,-25.3,-47.09,-40.91,-27.4,-17.64
2801500,50.84,24971,17408,58.92,-8.09,0.0,-11.87,,-10.64,-59.1,-30.13,-16.4,-10.36
2801600,51.74,38448,27599,58.21,-1.57,0.0,-6.19,,-17.79,-3.61,-14.39,-14.64,-11.47
2801700,47.45,26221,19257,57.66,-4.98,,-22.24,0.0,-14.2,-7.81,-28.02,-22.46,-11.38
2801800,40.09,34522,35502,49.3,-5.47,0.0,-15.67,,-21.09,-9.37,-28.01,-19.71,-10.14
2801900,37.01,26350,29180,47.45,-15.21,0.0,-6.33,,-24.49,0.0,-47.68,-29.0,-14.04
2802001,39.96,19229,21504,47.21,-16.42,-22.5,-5.31,0.0,-17.74,-38.39,-22.56,-14.74,-11.47
2802002,39.96,19114,21376,47.21,-16.51,-22.56,-5.29,0.0,-17.74,-38.4,-22.56,-14.73,-11.47
2802100,37.84,26306,30678,46.16,-13.92,-28.59,-8.9,0.0,-19.83,-35.25,-25.69,-15.74,-10.69
2900100,32.99,18316,24167,43.11,-27.76,-66.67,-4.17,,-24.2,-3.77,-19.68,-26.55,-15.92
2900200,35.29,19936,24073,45.3,-11.86,0.0,-2.58,,-24.03,-28.13,-15.8,-28.51,-17.24
2900300,32.62,18260,24942,42.27,-7.98,-49.47,-23.42,,-23.68,0.0,-39.7,-30.43,-14.37
2900400,27.76,20811,35091,37.23,-37.33,0.0,-20.8,-50.16,-25.2,-28.42,-36.74,-22.99,-20.76
2900501,32.12,23992,38365,38.48,-6.11,-29.58,-13.28,,-16.36,-20.15,-29.7,-18.54,-15.36
2900601,30.59,21471,36344,37.14,-35.96,-17.42,-13.87,,-18.74,-29.56,-40.98,-28.89,-13.2
2900700,35.53,21373,27990,43.3,-35.13,-14.47,-7.2,,-18.3,-2.75,-30.65,-24.46,-12.1
2900800,29.99,20416,34758,37.0,-38.17,-5.9,-11.23,0.0,-18.26,-1.41,-36.27,-29.24,-14.64
2900901,16.66,8993,34698,20.58,-1.21,-6.27,0.0,,-20.16,-4.91,-9.83,-23.22,-21.58
2900902,29.67,21417,34614,38.22,-11.24,-0.12,-6.63,,-27.12,-13.2,-12.42,-33.92,-14.32
2901000,22.37,13222,30994,29.9,0.0,-3.23,-43.4,,-17.98,-55.74,-29.76,-1.84,-14.71
2901101,39.85,39517,45093,46.7,-12.14,-8.42,-12.05,0.0,-17.63,-18.92,-7.67,-9.42,-10.02
2901102,33.66,24485,32981,42.61,-49.18,0.0,-10.79,,-22.31,-29.71,-20.22,-27.2,-19.24
2901103,24.82,16040,38488,29.42,-0.44,0.0,-17.66,,-17.25,-8.2,-27.24,-24.15,-13.02
2901104,16.64,9450,33017,22.25,-22.11,0.0,-28.26,,-26.96,-63.43,-11.48,-23.44,-15.09
2901105,32.86,25679,38131,40.24,-17.43,0.0,-14.62,0.0,-22.28,-15.9,-28.67,-19.01,-14.28
2901200,21.95,13367,34750,27.78,0.0,-51.24,-52.73,,-21.57,-14.86,-24.12,-22.92,-20.2
2901300,41.93,26116,24751,51.34,-31.2,0.0,0.0,,-18.63,-2.82,-19.25,-21.17,-14.83
2901400,43.14,23397,21322,52.32,-6.08,-21.19,0.0,0.0,-17.86,0.0,-32.37,-24.16,-14.98
2901500,36.86,16994,19500,46.57,-31.49,-6.38,-27.13,0.0,-20.0,-31.19,-43.02,-20.36,-15.39
2901600,36.23,23987,26396,47.61,-31.64,-18.11,-16.71,0.0,-23.65,-16.96,-30.33,-24.98,-15.5
2901700,32.14,20804,29570,41.3,-22.37,-5.49,-3.2,,-22.3,-0.96,-9.71,-25.7,-14.31
2901801,12.39,6582,39301,14.35,0.0,0.0,-45.5,,-12.7,,-24.49,-16.11,-4.14
2901802,18.39,13288,44300,23.07,-0.25,-0.43,-0.09,,-20.95,-48.48,-24.6,-25.62,-16.14
2901803,19.4,13372,41042,24.57,-16.57,-15.44,-2.75,,-21.44,-37.65,-14.95,-23.53,-12.03
2901901,46.45,27152,22911,54.24,-5.63,-7.54,-11.74,,-20.65,-9.69,-5.05,-13.9,-10.81
2901902,24.46,15770,33585,31.95,-6.35,0.0,-19.58,,-24.06,-10.86,-21.51,-24.08,-16.68
2901903,44.41,35612,33609,51.45,-2.52,-8.85,-13.51,,-13.44,-16.52,-13.31,-12.74,-8.53
2901904,16.05,9416,35075,21.16,0.0,-9.99,-13.94,,-27.16,-10.17,-33.33,-26.18,-17.31
2901905,17.87,10328,32625,24.04,-0.5,-15.39,-29.32,-100.0,-26.58,-30.75,-34.42,-15.64,-28.04
2901906,16.0,9906,37738,20.79,0.0,-18.8,-5.86,,-24.08,-9.59,-24.6,-30.65,-17.46
2901907,22.5,18117,48839,27.06,-2.93,-39.84,-2.93,-100.0,-17.26,-3.88,-7.36,-16.82,-11.8
2901908,15.35,8362,32799,20.32,0.0,-51.38,0.0,,-22.12,-14.97,-13.06,-27.99,-24.4
2902001,50.73,33779,23436,59.04,-0.28,-0.3,-13.39,,-19.93,-17.47,-3.26,-7.2,-6.08
2902002,33.98,33260,50245,39.83,-6.03,-3.87,-11.34,,-15.57,-26.55,-37.54,-15.18,-7.76
2902101,24.59,13998,30112,31.73,-35.41,0.0,-42.26,,-22.13,-4.68,-59.49,-23.06,-17.48
2902102,25.36,13934,30762,31.18,0.0,0.0,-10.22,,-18.29,0.0,-24.28,-12.01,-7.38
2902200,42.1,24055,24398,49.65,-18.48,0.0,-2.83,,-15.41,-6.0,-10.19,-20.29,-11.35
2902300,37.46,23902,23703,50.21,-16.37,-32.92,-19.06,,-25.67,-56.31,-13.75,-19.02,-18.88
2902400,46.63,23805,19515,54.95,-20.01,-18.45,-16.05,0.0,-14.8,-15.88,-10.09,-18.93,-11.05
2902500,46.06,24608,20223,54.89,-16.92,-18.98,-33.06,,-16.55,-6.15,-9.4,-17.94,-12.89
2902600,47.91,24874,18676,57.12,-11.07,0.0,-17.24,,-16.48,-6.74,-18.12,-16.52,-12.65
2902701,28.07,23297,41215,36.11,-8.92,0.0,-0.11,,-21.5,-31.91,-34.21,-30.38,-26.09
2902702,40.15,28899,26220,52.43,-8.05,-0.23,-17.41,0.0,-24.07,-30.14,-35.9,-20.41,-15.31
2902703,25.3,20834,37283,35.85,-28.71,-94.96,-34.98,,-28.75,-21.75,-9.21,-29.34,-15.7
2902800,41.12,28428,27795,50.56,-2.88,0.0,-4.18,,-18.54,-22.95,-36.57,-29.46,-17.31
2902900,37.96,31959,37686,45.89,-16.72,-23.4,0.0,0.0,-17.83,-7.57,-10.6,-19.87,-12.3
3000100,31.55,23272,32939,41.4,-6.82,-32.95,0.0,0.0,-26.16,-38.36,-24.72,-24.39,-19.73
3000200,36.17,30326,40815,42.63,-4.67,-31.15,0.0,,-15.68,-28.56,-11.96,-18.61,-15.19
3000300,33.94,20109,29957,40.16,-2.16,-19.77,0.0,,-15.95,-15.24,-13.98,-18.0,-11.24
3000400,27.63,18044,32373,35.79,0.0,-54.73,0.0,,-22.21,-57.36,-29.67,-31.47,-19.23
3000500,35.62,26536,36952,41.8,-3.51,-14.55,-3.08,,-16.06,-8.77,-11.91,-16.85,-10.94
3000600,33.81,21610,31485,40.7,-4.3,-28.83,-3.69,,-18.13,-23.08,-13.93,-20.43,-13.27
3000700,31.68,22516,35076,39.1,-8.7,-19.2,0.0,,-22.2,-14.78,-18.83,-19.17,-10.7
3000800,37.92,20401,26531,43.47,-0.04,0.0,0.0,,-13.82,-0.04,-14.96,-21.92,-7.85
3100100,33.72,19434,23573,45.19,-16.48,-66.88,-53.75,,-25.85,-32.44,-28.3,-22.95,-18.56
3100200,28.28,25658,45453,36.08,-7.11,0.0,0.0,,-23.85,-8.78,-32.43,-26.69,-13.03
3100300,30.03,16529,27575,37.48,-9.86,0.0,0.0,,-23.51,-17.43,-30.52,-25.82,-27.85
3100400,32.83,17022,25366,40.16,-16.75,-28.41,-34.03,0.0,-17.26,-1.81,-12.82,-18.99,-15.01
3100500,28.04,16570,30460,35.23,0.0,0.0,-2.41,,-19.78,-24.46,-22.85,-26.16,-8.69
3100600,25.31,19970,36417,35.42,-41.13,0.0,0.0,0.0,-29.44,-20.72,-25.66,-29.52,-19.97
3100701,27.87,14367,27637,34.2,0.0,0.0,-39.3,,-19.17,-4.88,-33.97,-35.46,-18.93
3100702,18.72,17684,54723,24.42,0.0,-66.73,-7.95,,-24.32,-15.09,-24.56,-22.61,-19.64
3100801,35.01,31284,40133,43.8,0.0,-11.74,-21.61,,-19.72,-10.58,-26.16,-12.87,-16.74
3100802,22.35,16183,43817,26.97,0.0,-24.81,0.0,,-18.44,-21.26,-16.45,-9.07,-9.29
3100901,22.22,21778,59361,26.84,0.0,-0.09,-10.16,0.0,-18.49,-22.55,-6.8,-14.01,-12.45
3100902,25.76,19761,44686,30.66,0.0,-12.7,0.0,,-18.63,-2.38,-20.5,-24.67,-8.74
3100903,48.87,24027,20665,53.76,0.0,0.0,-7.28,0.0,-12.16,-3.77,-10.39,-9.82,-5.12
3100904,38.93,21120,24729,46.06,-12.14,-8.82,-6.46,0.0,-18.22,-15.49,-14.95,-11.13,-10.73
3200101,28.3,20410,41597,32.92,0.0,-11.03,0.0,-100.0,-13.55,-9.21,-17.73,-10.5,-10.12
3200102,40.44,37317,44514,45.6,-12.95,-4.33,-1.69,0.0,-13.0,-11.04,-8.91,-13.63,-9.38
3200103,27.02,17447,36726,32.21,-6.09,-20.59,-9.53,-0.95,-18.77,-10.25,-23.04,-16.77,-8.01
3200200,35.5,30094,39879,43.01,-11.27,-28.82,-2.97,-47.62,-17.99,-14.41,-20.59,-20.51,-13.72
3200300,35.18,28586,40517,41.37,-3.6,-29.88,0.0,,-15.85,-11.94,-7.18,-11.93,-7.69
3200401,27.85,18014,33790,34.77,-13.1,-14.21,-18.59,0.0,-19.04,-14.95,-13.86,-20.59,-20.11
3200402,47.31,26584,22520,54.14,0.0,-8.07,-14.5,0.0,-11.13,-10.16,-22.23,-11.65,-8.46
3200403,46.21,35838,32731,52.27,-23.81,-13.73,-11.98,0.0,-10.38,-12.14,-20.24,-11.41,-5.07
3200404,29.34,21634,38872,35.76,0.0,-20.4,-19.98,-27.23,-19.69,-15.96,-13.48,-11.25,-9.5
3200405,31.02,26599,40951,39.38,-26.45,-20.0,-9.6,0.0,-22.75,-26.96,-13.93,-21.38,-10.13
3200406,50.45,32238,21601,59.88,-21.44,-10.79,-17.12,-16.2,-19.95,-9.83,-11.31,-14.32,-11.36
3200407,64.2,33705,13105,72.0,-11.31,-11.47,-9.56,0.0,-9.71,-9.91,-10.33,-13.47,-9.28
3200408,49.98,32326,23697,57.7,-15.69,-5.61,-6.4,0.0,-16.09,-17.04,-11.94,-13.44,-9.83
3200409,55.55,43218,23578,64.7,-4.89,-21.5,-13.22,0.0,-13.04,-10.87,-21.03,-17.46,-11.82
3200410,36.03,18688,25307,42.48,0.0,-11.74,-12.96,0.0,-15.83,-10.59,-23.93,-21.76,-9.31
3200411,36.03,23627,31997,42.48,0.0,-11.76,-12.93,0.0,-15.82,-10.58,-23.93,-21.75,-9.3
3200412,37.58,28327,37554,43.0,-33.86,-10.14,-4.89,-0.31,-13.7,-15.14,-0.08,-8.29,-10.79
3200413,28.76,16377,29768,35.49,-3.6,-24.78,-4.65,-76.06,-22.97,-10.64,-30.11,-24.36,-20.13
3200414,28.64,17982,32868,35.36,-3.94,-24.78,-4.87,-74.88,-22.97,-10.66,-30.23,-24.44,-19.87
3200415,25.79,22318,48476,31.53,-38.2,-16.32,-22.39,0.0,-18.45,-12.31,-26.2,-21.55,-8.15
3300100,31.73,24296,41095,37.15,0.0,0.0,-16.67,0.0,-14.75,-5.53,-9.85,-21.85,-12.84
3300201,30.36,20719,35254,37.02,-15.05,-2.35,0.0,,-18.2,0.0,-21.26,-24.66,-14.73
3300301,24.76,17799,42261,29.64,-3.99,-45.71,0.0,,-16.81,0.0,-22.42,-16.82,-10.37
3300401,30.42,17049,28467,37.46,-0.09,-5.05,-5.38,,-19.7,-0.08,-12.91,-30.19,-20.56
3300501,30.59,14470,26567,35.26,-2.75,0.0,-27.57,0.0,-13.42,0.0,-12.82,-17.81,-11.7
3300601,32.1,17473,30625,36.33,0.0,-45.61,-15.59,,-10.95,0.0,-15.12,-12.07,-9.05
3300602,21.11,10775,31066,25.75,-25.7,-9.66,-0.29,,-19.17,-4.85,-17.21,-17.41,-12.19
3300603,22.14,12115,32691,27.04,-32.93,-14.29,0.0,,-19.03,-6.35,-10.97,-14.7,-11.04
3300701,20.28,14756,47030,23.88,0.0,-0.47,-5.19,,-15.66,-5.71,-24.78,-21.4,-15.45
3300801,21.4,20303,63214,24.31,-0.22,-0.61,0.0,,-12.47,-0.26,-19.66,-17.4,-13.36
3400101,38.99,27290,33280,45.06,-14.85,-5.07,-7.4,,-14.59,-14.5,-14.66,-15.28,-9.99
3400102,33.72,17814,28452,38.5,-10.29,-4.23,-0.02,,-17.04,-10.76,-8.95,-18.77,-7.23
3400301,33.75,15773,26347,37.45,-20.96,-9.84,-13.78,,-8.76,-5.06,0.0,-12.87,-2.96
3400302,23.75,14554,33079,30.55,0.0,-15.58,-0.11,0.0,-24.16,-23.09,-0.21,-27.51,-29.51
3400303,33.24,20410,34860,36.93,-37.08,-3.52,-0.06,,-11.52,-9.54,0.0,-9.42,-3.97
3400304,34.59,17721,28138,38.64,0.0,-17.31,0.0,,-12.6,-1.21,-26.79,-12.03,-12.57
3400305,19.44,10227,34743,22.74,-17.11,-15.93,-12.62,,-14.91,-5.48,-26.48,-18.83,-20.24
3400306,14.63,6594,31472,17.32,0.0,-0.15,-46.39,,-17.22,0.0,-38.04,-19.27,-18.05
3400307,26.39,11763,28702,29.07,0.0,-5.47,0.0,,-12.42,-5.8,-0.36,-12.09,-11.68
3400308,11.82,5629,32056,14.94,0.0,-16.41,0.0,,-21.37,-0.74,-0.32,-13.11,-0.2
3400501,54.71,27933,18160,60.6,0.0,-8.58,-12.25,0.0,-9.04,-6.6,-5.49,-12.08,-4.08
3400502,30.42,13293,26737,33.21,-0.24,-34.91,-0.38,,-9.28,-0.16,0.0,-10.12,-4.71
3400503,73.62,40223,11540,77.71,-20.55,-0.18,-5.01,0.0,-5.94,-5.16,0.0,-8.28,-7.76
3400504,21.75,9968,30041,24.91,-20.37,-23.86,0.0,0.0,-11.03,-16.38,-8.7,-8.9,-3.6
3400601,30.67,24973,46142,35.12,-20.34,-18.47,-9.88,,-14.37,-8.53,-15.69,-11.59,-6.23
3400602,55.92,28495,19276,59.65,0.0,-11.42,-2.14,,-10.79,-7.23,-0.9,-8.71,-7.79
3400603,34.38,22796,37875,37.57,0.0,0.0,-6.44,,-9.14,-8.64,0.0,-6.41,-0.95
3400604,44.61,29940,30061,49.9,0.0,-3.07,-15.69,,-11.11,-9.69,0.0,-10.58,-3.8
3400605,40.53,23305,29084,44.48,0.0,-10.88,-4.64,,-10.89,-3.94,-27.27,-9.42,-7.77
3400800,16.89,9958,41120,19.5,0.0,0.0,-8.91,,-14.36,0.0,-10.61,-11.66,-10.95
3400901,23.16,15489,38790,28.54,-6.42,-4.96,-3.2,,-22.53,-15.45,-20.36,-23.66,-15.0
3400902,24.01,11334,32239,26.01,0.0,-12.94,-7.33,,-6.99,-11.81,-35.76,-14.08,-5.55
3400903,29.31,12834,27048,32.18,-2.27,0.0,-10.87,,-14.33,-3.5,-0.15,-8.52,-6.94
3400904,23.57,11583,29310,28.33,,-8.26,-29.48,,-17.38,-24.05,-30.51,-18.38,-10.39
3400905,29.59,13676,26431,34.1,-0.14,-9.73,-16.98,,-16.65,-6.49,-8.44,-15.09,-5.89
3400906,40.02,23511,27415,46.17,-28.17,-17.96,-5.68,,-16.11,-8.66,-3.33,-17.11,-15.73
3400907,45.12,19737,19153,50.75,-13.69,-4.34,-22.11,,-10.89,-7.61,-34.62,-16.89,-4.7
3401001,12.61,6572,34972,15.82,-44.57,-37.85,-25.4,,-18.93,-9.0,-18.64,-19.01,-24.9
3401002,14.99,8615,35418,19.56,0.0,-19.95,-43.61,,-16.01,0.0,-15.0,-17.34,-37.09
3401003,27.78,13709,31882,30.07,-0.17,-0.18,-14.69,,-8.3,-3.23,-0.42,-10.5,-4.69
3401101,25.84,13196,31007,29.85,0.0,0.0,-2.62,,-17.07,-0.15,0.0,-10.25,-5.17
3401102,26.61,11640,28671,28.88,0.0,-0.38,-2.46,,-8.55,-9.93,-28.97,-9.12,-9.84
3401103,31.42,16619,29503,36.03,-4.18,-13.55,-6.3,,-15.61,-9.89,-3.29,-16.17,-6.65
3401104,20.65,11022,32255,25.47,-6.94,-3.36,-0.42,,-22.58,-11.9,-16.97,-23.21,-15.34
3401105,21.21,9610,29366,24.66,-33.21,-15.96,0.0,,-15.25,-11.52,-31.54,-17.0,-12.91
3401106,17.15,7950,29266,21.36,-0.43,-53.41,-0.11,,-15.88,-16.96,-6.36,-18.51,-26.49
3401201,24.84,15489,37085,29.46,0.0,0.0,-25.13,,-15.9,0.0,-20.59,-20.34,-12.47
3401202,30.78,22136,40961,35.08,-11.57,-4.03,-3.4,0.0,-12.95,-5.34,-11.76,-17.42,-15.03
3401203,48.15,20590,16669,55.26,-62.96,-25.29,-29.39,0.0,-12.01,0.0,-34.97,-21.85,-9.61
3401204,30.83,18381,29898,38.07,0.0,-18.16,-10.17,,-20.93,-3.04,-16.75,-27.44,-23.78
3401205,24.26,12352,27244,31.2,-1.54,-11.43,-17.45,0.0,-19.96,-28.7,-15.43,-23.52,-22.5
3401401,36.36,20132,29386,40.66,0.0,-26.27,-15.65,,-7.92,-9.85,-11.24,-10.09,-8.74
3401402,44.27,19323,19806,49.38,-14.87,-24.74,-8.59,,-4.19,-8.45,-10.76,-13.12,-11.41
3401403,17.95,8624,33433,20.51,0.0,-0.59,-25.6,,-10.87,-43.27,-0.21,-14.18,-4.21
3401404,18.22,7467,30036,19.91,0.0,-0.23,-4.34,,-12.84,-0.4,-0.14,-12.14,-7.31
3401405,44.1,19027,19640,49.21,-14.85,-24.95,-8.6,,-4.38,-8.41,-10.82,-13.13,-11.42
3401406,58.29,37313,19215,66.01,0.0,0.0,-6.46,,-11.56,-6.55,-6.94,-4.49,-3.55
3401407,67.33,42275,15899,72.67,-30.16,0.0,-7.34,,-2.67,-4.62,-7.54,-3.36,-3.28
3401501,22.47,13190,37015,26.27,-1.05,-0.77,-0.44,,-18.03,-4.32,-12.26,-22.79,-11.18
3401502,19.43,11745,38599,23.33,0.0,0.0,0.0,,-21.17,-6.12,-29.18,-21.11,-7.21
3401503,21.25,10414,32218,24.43,-39.31,-14.04,-11.53,,-17.57,-6.89,-8.61,-14.49,-17.63
3401504,14.52,8440,41275,16.98,-1.47,-48.45,0.0,,-12.97,-25.93,-0.3,-15.71,-23.96
3401600,22.21,15573,43141,26.52,-2.52,-51.3,0.0,,-15.92,-11.32,-24.33,-14.02,-8.75
3401700,32.42,16480,29730,35.66,-5.04,0.0,0.0,,-10.32,-5.05,-26.13,-15.1,-5.88
3401901,31.66,14353,22847,38.58,-30.0,-34.15,-8.84,,-14.97,-20.87,-0.95,-22.68,-23.0
3401902,17.13,6907,28303,19.62,-6.17,-11.14,-11.73,,-14.43,-4.46,-26.61,-13.25,-11.88
3401903,27.03,11521,26463,30.33,0.0,-7.46,-2.3,,-19.23,-6.76,-18.48,-12.88,-14.27
3401904,31.41,15876,28883,35.47,-45.66,-6.88,-10.39,,-8.7,-12.89,-10.98,-14.28,-9.7
3401905,60.55,29877,16409,64.55,-20.38,-7.61,-6.59,,-6.5,-6.4,0.0,-10.11,-8.23
3402001,29.69,22228,41474,34.89,-9.74,-12.75,-1.68,0.0,-21.51,-22.38,-17.38,-17.61,-11.48
3402002,20.19,14718,49953,22.76,-0.32,-9.19,0.0,,-13.84,-0.3,-8.07,-11.59,-10.24
3402003,26.03,14368,33051,30.3,-43.49,-30.68,-9.65,0.0,-16.31,-19.01,-16.85,-16.28,-15.6
3402101,59.84,29116,15755,64.89,-12.43,-0.32,-5.72,0.0,-13.7,-6.98,-1.71,-9.82,-5.65
3402102,29.06,15571,29908,34.24,0.0,-0.44,-13.9,,-16.5,-6.3,-32.56,-18.38,-10.48
3402103,36.39,26583,39446,40.26,-0.32,-8.35,-5.62,0.0,-11.12,-4.45,-18.96,-11.55,-10.14
3402104,26.94,13499,31491,30.0,0.0,-3.65,-0.1,,-13.55,-10.86,-14.23,-8.8,-4.8
3402201,31.14,18377,33831,35.2,0.0,0.0,-3.72,,-14.5,-4.13,-13.9,-16.73,-6.26
3402202,26.41,19476,40641,32.4,-15.14,-6.84,-9.3,,-18.67,-29.39,-15.58,-17.38,-10.18
3402301,49.76,26572,20816,56.07,0.0,-9.81,-5.1,,-13.34,-18.61,-17.16,-13.84,-11.95
3402302,20.71,9757,30454,24.26,-49.82,-14.16,-9.43,,-19.25,-10.15,-0.57,-14.18,-9.14
3402303,27.01,16965,39453,30.07,-7.36,-15.2,-1.77,,-11.37,-1.76,-19.79,-15.49,-8.36
3402401,47.13,21609,18315,54.13,-13.88,-18.31,-23.71,,-15.59,-12.98,-42.88,-11.42,-16.82
3402501,39.67,18070,20834,46.45,-6.1,-0.27,-15.65,,-17.08,-6.05,-4.35,-24.41,-10.3
3402601,25.33,18287,36039,33.66,0.0,0.0,-16.6,,-28.6,-8.54,-45.88,-18.52,-12.74
3500100,71.35,27704,9164,75.14,-4.73,0.0,0.0,,-7.93,-1.19,-6.07,-6.43,-5.63
3500200,52.7,20320,14076,59.08,-10.68,0.0,0.0,,-9.63,-15.75,-21.73,-10.35,-9.61
3500300,44.54,26037,26411,49.64,-8.06,-7.27,0.0,,-11.78,-7.82,-16.8,-12.13,-7.56
3500400,54.84,40235,24485,62.17,-7.36,-11.97,-11.66,,-12.33,-10.45,-28.35,-11.9,-8.38
3500500,36.79,25942,39123,39.87,0.0,-3.97,-10.9,,-7.86,-3.74,-10.71,-13.34,-9.49
3500600,38.51,24464,32061,43.28,-2.05,-5.1,-4.06,,-10.82,-11.55,-15.33,-21.2,-11.89
3500701,39.11,22485,28456,44.14,-18.97,-8.69,-3.87,,-13.13,-7.71,-21.51,-15.09,-4.25
3500702,43.15,24142,22907,51.31,0.0,0.0,-30.18,,-16.69,-14.93,-21.52,-17.43,-13.05
3500703,25.23,13882,31334,30.7,0.0,0.0,-20.28,,-20.25,-16.63,-31.0,-20.49,-19.71
3500704,41.45,22932,25181,47.66,-0.04,-11.51,-0.33,0.0,-15.11,-14.38,-11.76,-17.4,-12.34
3500705,50.92,25363,18129,58.32,-13.58,-14.67,-17.54,,-11.48,-5.33,-35.53,-12.24,-5.94
3500706,64.34,26303,13525,66.04,0.0,0.0,-0.62,,-2.59,-2.49,-3.64,-3.55,-2.89
3500800,46.59,25938,23974,51.97,-3.21,-12.96,-14.9,,-10.15,-9.43,-12.05,-14.71,-4.54
3500900,52.53,40177,25699,60.99,-11.04,-11.46,-6.45,,-14.16,-10.39,-27.04,-17.55,-12.03
3501001,54.62,22502,16273,58.03,0.0,-10.51,-6.56,0.0,-7.22,-4.56,-7.26,-6.7,-3.21
3501002,55.36,28773,17474,62.22,0.0,-37.06,-23.83,0.0,-10.92,-3.26,-12.58,-11.44,-7.21
3501100,46.26,25029,23502,51.57,0.0,-11.74,-12.38,,-12.7,-7.04,-15.55,-16.45,-13.59
3600100,40.32,21321,21010,50.37,-13.46,-28.11,-3.05,0.0,-19.87,-19.59,-29.62,-26.7,-18.09
3600200,37.93,31922,40037,44.36,-1.57,0.0,-7.4,0.0,-15.42,-6.97,-19.54,-16.18,-11.6
3600300,37.24,23353,31230,42.78,-38.61,-4.53,-4.11,,-13.06,0.0,-6.24,-12.94,-9.04
3600306,56.07,125,88,58.69,0.0,0.0,-9.52,,-3.41,0.0,0.0,-5.26,-7.14
3600400,41.67,6,7,46.15,,,0.0,,0.0,-100.0,0.0,-33.33,0.0
3600401,39.99,20622,23808,46.41,-21.92,0.0,-0.14,,-14.25,-0.15,-28.37,-21.07,-12.67
3600402,41.73,31314,35349,46.97,-11.07,0.0,-6.43,,-13.1,0.0,-26.56,-18.31,-12.39
3600403,37.79,18125,22688,44.41,0.0,-28.42,0.0,,-15.11,-22.92,-18.28,-17.79,-9.88
3600500,36.07,25195,34743,42.04,-0.09,0.0,-32.07,0.0,-10.36,-26.56,-28.0,-7.81,-8.68
3600600,42.07,22523,24421,47.98,-15.76,0.0,0.0,0.0,-12.59,-9.59,-22.75,-21.07,-6.03
3600701,57.79,40394,23157,63.56,-21.88,-11.42,-2.67,,-10.83,-10.41,-12.29,-9.39,-5.36
3600702,31.49,19300,34212,36.07,0.0,0.0,-9.8,0.0,-13.34,-45.0,-7.03,-15.37,-9.38
3600703,32.95,24981,42747,36.88,-4.98,-9.99,-0.18,,-10.96,-6.42,-18.06,-15.93,-10.14
3600704,37.38,19027,26707,41.6,-2.68,0.0,-19.46,,-10.55,-10.33,-4.9,-11.06,-4.92
3600800,36.14,27065,35695,43.12,-19.94,-12.33,-8.78,0.0,-16.78,-12.9,-18.9,-13.82,-10.85
3600901,29.44,20155,38913,34.12,0.0,-9.19,0.0,,-14.05,-0.08,-10.42,-19.69,-5.95
3600902,55.38,28880,20811,58.12,0.0,0.0,-1.49,0.0,-5.33,-6.1,-4.25,-5.47,-2.07
3600903,60.03,28017,15048,65.06,-8.6,-8.35,-6.84,,-8.12,-9.15,-2.35,-11.71,-4.2
3600904,38.07,24004,30527,44.02,-5.79,0.0,-4.55,,-15.2,-1.53,-28.61,-22.12,-8.49
3600905,31.89,15306,27776,35.53,0.0,-16.75,-1.93,,-11.53,0.0,-16.55,-14.46,-9.23
