zcta,Percentage Eligible,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,difference_percentage_aian,difference_percentage_asian,difference_percentage_black,difference_percentage_nhpi,difference_percentage_white,difference_percentage_hispanic,difference_percentage_veteran,difference_percentage_elderly,difference_percentage_disability
01349,37.38,135,186,42.06,0.0,-27.27,-28.57,,-10.4,-12.5,-9.09,-17.74,-12.28
01350,36.96,19,27,41.3,0.0,-50.0,0.0,,-11.11,0.0,-50.0,-22.22,-12.5
01351,37.37,372,512,42.08,-8.33,-27.59,-27.78,,-10.43,-13.64,-10.0,-17.65,-11.54
01354,37.42,250,345,42.02,-12.5,-30.0,-25.0,,-10.73,-7.14,-10.0,-18.26,-11.43
01355,37.46,142,196,42.01,0.0,-27.27,-28.57,,-10.61,-12.5,-8.33,-16.92,-11.67
01360,37.36,466,642,42.06,0.0,-29.73,-30.43,,-10.62,-11.11,-10.53,-17.37,-11.73
01364,37.39,1244,1715,42.04,-5.13,-28.57,-28.33,,-10.55,-12.5,-8.91,-17.72,-11.83
01366,33.33,175,295,37.23,0.0,-22.22,0.0,,-10.26,0.0,-12.5,-15.91,-5.71
01367,37.56,83,114,42.13,-33.33,-28.57,-25.0,,-10.39,-20.0,-14.29,-18.42,-11.43
01368,33.27,190,320,37.25,0.0,-20.0,0.0,,-10.06,0.0,-11.76,-16.67,-6.58
01370,37.4,637,879,42.02,-5.0,-28.0,-29.03,,-10.62,-13.51,-9.62,-17.47,-11.57
01373,37.36,734,1011,42.06,-4.35,-29.31,-28.57,,-10.56,-11.9,-8.47,-17.56,-11.65
01375,37.41,591,815,42.03,0.0,-29.79,-31.03,,-10.55,-11.76,-8.33,-17.71,-11.65
01376,37.38,863,1189,42.06,-3.7,-27.94,-28.57,,-10.6,-12.0,-8.57,-17.47,-11.57
01378,37.42,127,175,42.05,0.0,-30.0,-33.33,,-10.17,-14.29,-10.0,-17.24,-11.32
01379,37.37,125,173,41.95,0.0,-30.0,-33.33,,-10.34,-14.29,-10.0,-17.54,-11.32
01380,37.5,13,19,40.62,,0.0,-100.0,,-15.38,0.0,0.0,-16.67,-16.67
01420,40.61,7927,9891,44.49,-2.07,-7.34,0.0,,-9.54,0.0,-4.49,-16.58,-8.87
01430,33.28,931,1568,37.25,-6.9,-20.83,-4.08,0.0,-10.25,-2.16,-13.1,-16.24,-5.68
01431,28.12,375,834,31.02,0.0,-17.24,0.0,,-9.2,0.0,-8.33,-9.47,-5.63
01432,28.14,963,2146,30.97,0.0,-16.44,0.0,,-9.24,0.0,-8.7,-10.0,-5.75
01434,38.78,292,394,42.57,0.0,0.0,0.0,,-10.0,0.0,-7.41,-15.38,-8.4
01436,33.25,474,798,37.26,-6.67,-20.83,-4.0,,-10.43,-2.82,-13.95,-15.97,-5.32
01438,33.13,61,102,37.42,0.0,-33.33,0.0,,-11.11,0.0,0.0,-13.33,-4.17
01440,33.27,3191,5372,37.26,-6.06,-20.73,-3.57,0.0,-10.35,-1.89,-13.84,-16.21,-5.67
01450,28.13,1323,2947,30.98,0.0,-16.83,0.0,,-9.17,0.0,-7.94,-9.82,-5.98
01451,40.6,1032,1288,44.48,-2.0,-7.14,0.0,,-9.5,0.0,-4.3,-16.67,-8.92
01452,33.28,640,1077,37.27,-5.0,-21.21,-2.94,0.0,-10.19,-1.05,-13.79,-16.2,-5.51
01453,40.62,8270,10319,44.49,-1.74,-7.05,0.0,,-9.54,0.0,-4.44,-16.59,-8.85
01460,19.06,783,2905,21.23,-5.71,-1.96,0.0,,-10.93,0.0,0.0,-17.26,-11.5
01462,40.61,2235,2789,44.49,-1.83,-6.56,0.0,,-9.58,0.0,-4.48,-16.61,-8.89
01463,28.13,1360,3030,30.98,0.0,-16.35,0.0,,-9.24,0.0,-8.46,-9.84,-6.01
01464,28.12,870,1939,30.97,0.0,-16.67,0.0,,-9.2,0.0,-8.43,-9.73,-6.06
01468,33.29,638,1074,37.27,-5.0,-21.21,-5.88,0.0,-10.39,-2.11,-13.79,-16.2,-5.91
01469,28.14,827,1842,30.99,0.0,-15.87,0.0,,-9.27,0.0,-8.86,-9.76,-6.05
01473,33.27,1215,2046,37.26,-7.89,-19.35,-3.12,0.0,-10.35,-1.66,-13.64,-16.2,-5.59
01474,28.1,243,541,30.99,0.0,-16.67,0.0,,-9.17,0.0,-8.7,-9.76,-5.43
01475,33.27,1523,2565,37.26,-6.38,-20.51,-2.5,0.0,-10.32,-1.76,-13.77,-16.32,-5.78
01501,30.43,2202,4156,34.63,-60.34,-18.42,-20.99,0.0,-9.32,-35.63,-17.47,-10.62,-5.03
01503,27.72,364,842,30.18,-14.29,-2.04,-16.67,,-9.79,0.0,0.0,-10.55,-5.6
01504,32.25,1270,2301,35.56,-11.11,0.0,0.0,,-10.14,-1.61,-5.43,-17.19,-10.52
01505,27.71,558,1291,30.18,-10.0,-2.63,-14.29,,-10.02,0.0,-3.23,-10.78,-5.24
01506,30.43,453,855,34.63,-58.33,-18.75,-23.53,0.0,-9.35,-35.29,-17.02,-10.57,-4.59
01507,32.26,1837,3328,35.57,-7.69,0.0,0.0,,-10.15,-1.4,-5.62,-17.17,-10.7
01510,33.27,2283,3843,37.27,-5.63,-20.51,-3.33,0.0,-10.33,-2.05,-14.01,-16.22,-5.62
01515,30.46,293,554,34.59,-62.5,-20.0,-18.18,0.0,-9.26,-36.36,-16.67,-10.69,-4.72
01516,32.27,1236,2238,35.58,-11.11,0.0,0.0,,-10.24,-1.66,-5.58,-17.14,-10.61
01518,32.28,439,795,35.58,0.0,0.0,0.0,,-10.2,-2.33,-5.26,-17.09,-11.05
01519,27.71,834,1930,30.17,-6.67,-1.77,-14.63,,-9.91,0.0,-4.26,-10.72,-5.59
01520,30.43,2158,4072,34.64,-61.4,-18.92,-20.25,0.0,-9.36,-35.54,-17.41,-10.67,-5.02
01521,35.45,425,647,39.65,0.0,-3.45,0.0,,-11.05,-8.0,-6.12,-16.36,-6.29
01522,30.45,456,861,34.62,-58.33,-18.75,-23.53,0.0,-9.29,-35.29,-17.02,-10.89,-5.05
01523,40.61,1583,1975,44.49,-1.3,-6.98,0.0,,-9.54,0.0,-4.23,-16.58,-8.88
01524,30.43,871,1643,34.65,-60.87,-20.0,-21.88,0.0,-9.35,-35.71,-16.67,-10.57,-5.03
01525,32.26,11,20,35.48,,,0.0,,-10.0,0.0,0.0,-20.0,0.0
01527,30.43,1817,3429,34.64,-60.42,-17.74,-20.9,0.0,-9.32,-35.47,-17.46,-10.64,-5.08
01529,32.28,439,795,35.58,0.0,0.0,0.0,,-10.2,-2.33,-5.26,-17.09,-11.05
01531,33.33,148,248,37.37,-20.0,-25.0,0.0,,-9.92,0.0,-7.69,-16.22,-6.78
01532,27.71,1809,4188,30.17,-9.09,-2.44,-14.44,,-9.91,0.0,-2.94,-10.79,-5.32
01534,32.26,860,1558,35.57,-8.33,0.0,0.0,,-10.15,-1.79,-6.0,-17.18,-10.73
01535,30.44,623,1177,34.61,-62.5,-19.05,-21.74,0.0,-9.23,-35.71,-16.92,-10.62,-4.81
01536,27.71,863,1999,30.15,-12.5,-2.54,-13.95,,-9.87,0.0,-4.08,-10.57,-5.41
01537,32.29,295,535,35.54,0.0,0.0,0.0,,-10.33,-1.72,-3.92,-17.16,-10.66
01540,32.25,1522,2758,35.56,-9.09,0.0,0.0,,-10.11,-1.68,-5.66,-17.1,-10.69
01541,33.26,517,870,37.27,-6.25,-22.22,-3.7,0.0,-10.43,-1.3,-14.89,-16.15,-5.37
01542,30.59,312,587,34.71,-62.5,-20.0,-25.0,0.0,-9.41,-32.43,-14.71,-11.31,-5.19
01543,30.43,1190,2246,34.63,-61.29,-19.51,-20.45,0.0,-9.31,-35.34,-17.74,-10.66,-5.04
01545,27.71,4402,10192,30.16,-7.5,-2.5,-14.22,,-9.9,0.0,-3.23,-10.73,-5.43
01550,32.25,2447,4433,35.57,-8.57,0.0,0.0,,-10.16,-1.67,-5.63,-17.12,-10.62
01560,27.71,563,1303,30.17,-10.0,-2.6,-14.29,,-9.93,0.0,-3.12,-11.0,-5.18
01561,40.0,11,14,44.0,0.0,,0.0,,-10.0,0.0,0.0,0.0,-20.0
01562,30.43,1579,2980,34.63,-61.9,-18.52,-20.69,0.0,-9.35,-35.59,-17.07,-10.72,-5.11
01564,33.27,1181,1988,37.27,-8.11,-21.31,-3.23,0.0,-10.37,-1.7,-14.02,-16.19,-5.54
01566,32.25,923,1672,35.57,-7.69,0.0,0.0,,-10.17,-1.67,-5.59,-16.99,-10.53
01568,27.7,907,2100,30.16,-6.25,-2.44,-13.33,,-9.94,0.0,-3.92,-10.66,-5.47
01569,32.25,1959,3548,35.57,-10.71,0.0,0.0,,-10.14,-1.57,-5.57,-17.12,-10.66
01570,32.25,2452,4441,35.57,-8.57,0.0,0.0,,-10.15,-1.67,-5.62,-17.18,-10.69
01571,32.26,1644,2978,35.57,-12.5,0.0,0.0,,-10.15,-1.87,-5.59,-17.05,-10.64
01581,27.71,2478,5737,30.16,-8.89,-2.37,-14.63,,-9.9,0.0,-3.57,-10.74,-5.41
01583,30.42,1007,1901,34.63,-62.96,-20.0,-21.62,0.0,-9.38,-35.4,-17.14,-10.6,-5.03
01585,30.43,645,1217,34.64,-58.82,-18.18,-20.83,0.0,-9.43,-34.72,-17.91,-10.57,-5.0
01588,32.25,1394,2525,35.57,-10.0,0.0,0.0,,-10.17,-1.47,-5.76,-17.09,-10.63
01590,32.26,1279,2317,35.57,-5.56,0.0,0.0,,-10.15,-2.0,-5.83,-17.07,-10.63
01602,54.98,5480,3904,58.4,0.0,-7.08,-3.38,0.0,-6.34,-0.91,-14.49,-9.18,-2.07
01603,54.95,4838,3451,58.37,0.0,-6.99,-3.4,0.0,-6.35,-0.98,-14.34,-9.21,-2.13
01604,55.01,8908,6337,58.43,-0.72,-6.89,-3.45,0.0,-6.34,-0.92,-14.7,-9.17,-2.08
01605,55.01,6304,4484,58.44,0.0,-6.94,-3.41,0.0,-6.35,-0.91,-14.2,-9.18,-2.09
01606,54.76,4651,3343,58.18,-1.37,-6.76,-3.46,0.0,-6.38,-0.97,-13.62,-9.17,-2.1
01607,54.61,2009,1452,58.05,-3.12,-6.88,-3.38,0.0,-6.32,-1.12,-13.73,-9.24,-2.23
01608,55.01,1079,768,58.42,0.0,-5.81,-3.12,0.0,-6.36,-0.93,-14.81,-8.94,-1.96
01609,54.98,5153,3671,58.4,0.0,-7.04,-3.43,0.0,-6.33,-0.92,-14.62,-9.18,-2.05
01610,54.99,6196,4410,58.42,0.0,-7.07,-3.4,0.0,-6.35,-0.93,-14.42,-9.19,-2.09
01611,30.4,299,565,34.61,-62.5,-20.0,-18.18,0.0,-9.42,-35.29,-16.13,-11.04,-5.38
01612,30.42,665,1255,34.64,-58.82,-17.39,-20.83,0.0,-9.31,-35.14,-17.39,-10.53,-4.86
01701,35.65,4957,7754,39.0,0.0,0.0,0.0,,-10.36,-2.47,-22.37,-16.16,-9.08
01702,35.62,5931,9289,38.97,0.0,0.0,0.0,,-10.35,-2.45,-22.83,-16.24,-9.05
01718,19.2,53,196,21.29,0.0,0.0,0.0,,-10.2,0.0,0.0,-17.24,-9.52
01719,19.06,426,1579,21.25,-5.26,0.0,0.0,,-11.06,0.0,0.0,-17.39,-11.18
01720,19.06,1794,6652,21.24,-7.41,0.0,0.0,,-10.98,0.0,0.0,-17.25,-11.44
01721,28.37,2155,4742,31.25,0.0,-0.99,0.0,,-10.4,-3.24,-15.48,-15.1,-11.68
01730,21.55,1317,4215,23.81,0.0,-6.1,0.0,0.0,-10.66,-2.16,-19.35,-11.66,-7.21
01731,21.59,141,451,23.82,0.0,-8.7,0.0,,-10.19,-4.0,-20.0,-12.0,-8.33
01740,40.61,1070,1336,44.47,-1.92,-6.9,0.0,,-9.58,0.0,-4.17,-16.67,-8.84
01741,19.07,404,1499,21.23,-5.56,0.0,0.0,,-11.11,0.0,0.0,-16.97,-11.73
01742,19.06,1432,5311,21.24,-7.69,0.0,0.0,,-10.91,0.0,0.0,-17.21,-11.52
01745,27.78,49,113,30.25,0.0,-14.29,0.0,,-7.89,0.0,0.0,-11.11,-5.88
01746,28.38,1715,3775,31.24,0.0,-1.23,0.0,,-10.46,-3.33,-14.93,-15.17,-11.85
01747,32.25,830,1503,35.58,-8.33,0.0,0.0,,-10.13,-1.85,-5.56,-17.02,-10.82
01748,28.38,2146,4723,31.24,0.0,-0.99,0.0,,-10.44,-3.25,-14.46,-15.06,-11.72
01749,19.06,1552,5756,21.24,-7.14,0.0,0.0,,-10.97,0.0,0.0,-17.3,-11.59
01752,35.65,6277,9819,39.0,0.0,0.0,0.0,,-10.36,-2.43,-23.71,-16.21,-9.03
01754,19.06,829,3074,21.24,-5.41,-1.85,0.0,,-10.97,0.0,0.0,-17.23,-11.75
01756,32.26,860,1558,35.57,-8.33,0.0,0.0,,-10.15,-1.79,-6.0,-17.18,-10.73
01757,27.71,3501,8104,30.17,-7.94,-2.73,-13.87,,-9.91,0.0,-3.05,-10.78,-5.5
01760,28.38,4193,9229,31.24,0.0,-0.76,0.0,,-10.45,-3.33,-14.72,-15.06,-11.75
01770,28.39,504,1109,31.25,0.0,0.0,0.0,,-10.32,-2.53,-15.0,-14.83,-11.64
01772,27.7,1150,2662,30.17,-9.52,-2.55,-14.04,,-9.94,0.0,-3.08,-10.78,-5.33
01773,21.52,510,1637,23.75,0.0,-6.1,0.0,0.0,-10.69,-2.25,-19.44,-11.72,-7.02
01775,19.07,555,2058,21.24,-8.0,0.0,0.0,,-10.81,0.0,0.0,-17.06,-11.71
01776,19.06,1462,5422,21.24,-7.58,0.0,0.0,,-10.98,0.0,0.0,-17.24,-11.62
01778,28.37,1616,3557,31.24,0.0,-0.66,0.0,,-10.41,-3.15,-15.87,-15.05,-11.73
01801,30.05,5667,10890,34.23,-3.03,-11.51,-14.04,,-10.14,-11.99,-14.38,-15.95,-6.69
01803,21.55,2358,7548,23.8,0.0,-6.04,0.0,0.0,-10.69,-2.17,-19.28,-11.68,-7.17
01810,46.56,6388,6394,49.98,-7.81,0.0,-1.23,,-8.06,-4.64,-5.26,-7.28,-3.39
01821,19.48,2630,8873,22.86,0.0,-5.96,0.0,,-16.05,-6.25,-6.14,-14.67,-10.13
01824,28.13,3148,7012,30.98,0.0,-16.25,0.0,,-9.22,0.0,-8.0,-9.94,-5.95
01826,19.6,2796,9366,22.99,-2.08,-5.66,0.0,,-15.98,-5.95,-6.61,-14.63,-10.0
01827,28.14,394,878,30.97,0.0,-16.67,0.0,,-9.04,0.0,-7.89,-10.0,-5.37
01830,59.9,6154,3604,63.07,-8.09,0.0,-1.29,,-4.96,-4.54,-2.89,-4.4,-2.2
01832,59.91,5731,3356,63.07,-8.66,0.0,-1.26,,-4.97,-4.54,-3.54,-4.4,-2.23
01833,28.71,1033,2158,32.37,0.0,-11.36,0.0,,-11.87,-4.07,-6.96,-16.06,-7.52
01834,28.71,828,1731,32.36,0.0,-11.43,0.0,,-11.8,-3.06,-6.52,-16.09,-7.64
01835,59.9,3255,1906,63.07,-8.33,0.0,-1.33,,-4.98,-4.54,-3.12,-4.4,-2.24
01840,46.57,1276,1277,49.98,-4.0,0.0,-1.23,,-8.15,-4.62,-5.26,-7.14,-3.27
01841,46.57,9621,9630,49.98,-7.29,0.0,-1.14,,-8.09,-4.64,-5.13,-7.27,-3.36
01843,46.56,5083,5088,49.98,-6.93,0.0,-1.23,,-8.08,-4.64,-5.29,-7.3,-3.34
01844,59.89,11833,6932,63.06,-8.05,0.0,-1.28,,-4.97,-4.52,-3.22,-4.38,-2.2
01845,29.22,3965,8103,32.86,0.0,-11.45,-0.49,,-11.7,-3.79,-6.53,-15.79,-7.5
01850,48.37,3252,2887,52.97,-4.41,-6.07,0.0,,-11.02,0.0,0.0,-9.22,-3.39
01851,48.39,6383,5662,52.99,-5.22,-6.18,0.0,,-11.02,0.0,0.0,-9.15,-3.42
01852,48.37,7166,6360,52.98,-5.3,-6.17,0.0,,-11.04,0.0,0.0,-9.17,-3.41
01854,48.36,5769,5124,52.96,-4.96,-6.19,0.0,,-11.0,0.0,0.0,-9.16,-3.41
01860,28.71,825,1725,32.35,0.0,-11.43,0.0,,-11.83,-3.06,-6.52,-15.94,-7.67
01862,19.48,973,3283,22.86,0.0,-5.36,0.0,,-16.06,-6.25,-7.06,-14.7,-10.03
01863,28.14,1116,2486,30.98,0.0,-16.47,0.0,,-9.26,0.0,-7.55,-9.88,-5.91
01864,30.05,2156,4144,34.22,-3.17,-11.31,-14.14,,-10.16,-11.82,-14.86,-15.93,-6.63
01867,30.05,3536,6794,34.23,-2.91,-11.59,-13.89,,-10.13,-12.01,-14.34,-15.94,-6.74
01876,19.48,2649,8930,22.88,0.0,-5.92,0.0,,-16.03,-6.19,-6.52,-14.7,-10.15
01879,28.13,1448,3226,30.98,0.0,-16.36,0.0,,-9.29,0.0,-7.97,-9.92,-5.83
01880,30.05,3751,7208,34.23,-2.75,-11.6,-13.95,,-10.14,-11.9,-14.47,-15.94,-6.71
01886,28.14,2883,6421,30.99,0.0,-16.36,0.0,,-9.22,0.0,-8.0,-9.9,-5.95
01887,21.55,2112,6760,23.81,0.0,-6.16,0.0,0.0,-10.65,-2.15,-19.46,-11.62,-7.16
01890,21.55,2078,6650,23.81,0.0,-6.25,0.0,0.0,-10.7,-1.92,-19.73,-11.63,-7.14
01901,49.48,582,486,54.49,0.0,-6.98,-7.45,,-12.26,-3.23,0.0,-11.59,-7.45
01902,49.47,10564,8827,54.48,0.0,-8.52,-7.36,,-12.29,-3.31,-0.21,-11.69,-7.47
01904,49.48,4154,3471,54.48,0.0,-8.41,-7.34,,-12.31,-3.33,-0.54,-11.67,-7.52
01905,49.48,5781,4830,54.48,0.0,-8.37,-7.31,,-12.29,-3.33,-0.39,-11.7,-7.5
01906,30.71,3825,7192,34.72,-0.78,-7.65,-4.38,,-10.95,-3.36,-20.04,-16.28,-7.28
01907,32.85,2326,4031,36.59,0.0,-7.92,-2.19,,-11.38,-5.99,-11.54,-14.35,-8.67
01908,49.49,695,581,54.47,0.0,-9.62,-7.14,,-12.35,-3.38,0.0,-11.82,-7.54
01913,28.7,2132,4456,32.36,0.0,-12.09,0.0,,-11.81,-3.56,-6.75,-15.98,-7.68
01915,32.8,6498,11285,36.54,0.0,-8.51,-1.96,,-11.44,-6.13,-11.64,-14.39,-8.75
01921,28.71,1014,2120,32.35,0.0,-11.63,0.0,,-11.76,-3.33,-7.08,-15.99,-7.65
01922,28.7,385,804,32.38,0.0,-6.25,0.0,,-11.83,-4.35,-6.98,-15.96,-7.46
01923,30.71,3741,7033,34.72,-0.8,-7.83,-4.1,,-10.93,-3.44,-20.05,-16.3,-7.24
01929,30.7,483,909,34.7,0.0,-4.76,-5.71,,-10.86,-3.57,-21.05,-16.17,-7.53
01930,32.8,4563,7924,36.54,0.0,-8.59,-1.96,,-11.45,-6.02,-11.71,-14.38,-8.73
01937,30.77,14,26,35.0,,0.0,0.0,,-15.38,0.0,-50.0,-25.0,0.0
01938,30.71,1842,3463,34.72,0.0,-8.54,-4.55,,-10.98,-3.72,-19.91,-16.26,-7.34
01940,30.71,1780,3347,34.72,0.0,-7.59,-4.69,,-10.93,-3.85,-20.1,-16.31,-7.31
01944,32.79,827,1436,36.54,0.0,-8.33,-1.54,,-11.43,-6.49,-10.81,-14.29,-8.71
01945,32.79,3139,5451,36.54,0.0,-8.09,-1.63,,-11.43,-6.17,-11.7,-14.39,-8.73
01949,30.7,1306,2456,34.72,-2.27,-8.62,-4.26,,-10.96,-3.29,-19.61,-16.39,-7.37
01950,28.71,2245,4693,32.36,0.0,-11.46,0.0,,-11.84,-3.75,-6.43,-15.97,-7.68
01951,28.74,439,918,32.35,0.0,-10.53,0.0,,-11.85,-3.85,-6.12,-15.98,-7.84
01952,28.71,1134,2370,32.36,0.0,-12.24,0.0,,-11.77,-3.7,-6.35,-15.9,-7.85
01960,30.71,7240,13613,34.72,-0.83,-7.79,-4.24,,-10.95,-3.44,-19.91,-16.27,-7.26
01965,32.61,51,88,36.69,0.0,0.0,0.0,,-11.36,0.0,-20.0,-14.81,-11.11
01966,32.81,1073,1862,36.56,0.0,-8.51,-1.19,,-11.46,-6.03,-11.46,-14.34,-8.87
01969,28.72,757,1582,32.36,0.0,-9.38,0.0,,-11.89,-3.33,-5.95,-15.95,-7.6
01970,32.8,6822,11847,36.54,0.0,-8.45,-1.87,,-11.45,-6.08,-11.89,-14.37,-8.71
01982,30.7,1019,1916,34.72,0.0,-6.67,-4.11,,-10.94,-3.36,-20.0,-16.22,-7.16
01983,30.7,878,1650,34.73,0.0,-7.69,-4.76,,-10.96,-2.94,-20.39,-16.15,-7.12
01984,30.73,666,1252,34.72,0.0,-10.0,-4.17,,-11.0,-3.85,-20.51,-16.35,-7.42
01985,28.71,553,1155,32.38,0.0,-12.5,0.0,,-11.79,-4.55,-6.56,-15.96,-7.29
02019,23.09,1569,4636,25.29,0.0,-1.72,0.0,,-9.35,0.0,-14.29,-14.6,-6.45
02021,39.5,4179,5157,44.76,-5.26,-2.04,-6.13,,-14.72,-4.7,-13.68,-15.33,-8.83
02025,28.98,1137,2276,33.31,0.0,-5.22,-5.33,,-14.35,-3.28,-9.09,-17.89,-8.99
02026,27.3,3024,6705,31.08,0.0,-1.28,-6.3,0.0,-15.8,-9.17,-12.36,-16.12,-10.03
02030,18.44,437,1636,21.08,0.0,-4.55,0.0,,-12.2,-19.44,-22.22,-17.3,-18.18
02032,23.09,449,1327,25.28,0.0,-5.88,0.0,,-9.38,0.0,-15.0,-14.48,-6.59
02035,23.1,1723,5092,25.28,0.0,-1.56,0.0,,-9.33,0.0,-14.29,-14.59,-6.58
02038,23.09,3079,9100,25.28,0.0,-1.75,0.0,,-9.32,0.0,-14.55,-14.61,-6.57
02043,26.65,2859,6726,29.83,-2.44,-9.76,-0.6,0.0,-10.83,0.0,-5.73,-13.59,-9.36
02045,26.65,1186,2791,29.82,0.0,-10.29,-1.43,0.0,-10.83,0.0,-5.52,-13.56,-9.22
02047,26.53,44,103,29.93,0.0,-33.33,0.0,,-12.2,0.0,0.0,-15.38,-6.67
02048,37.07,3739,5477,40.57,-16.36,0.0,-3.5,0.0,-10.17,0.0,-12.99,-12.64,-8.77
02050,26.64,3057,7193,29.82,-2.27,-9.71,-1.11,0.0,-10.82,0.0,-5.63,-13.55,-9.31
02052,18.44,944,3536,21.07,0.0,-5.21,0.0,,-12.39,-18.18,-21.05,-17.19,-18.25
02053,18.45,968,3624,21.08,0.0,-5.1,0.0,,-12.33,-18.99,-20.51,-16.98,-18.22
02054,18.44,624,2338,21.07,0.0,-4.76,0.0,,-12.31,-17.65,-20.0,-16.86,-18.39
02056,23.1,1079,3190,25.28,0.0,-2.5,0.0,,-9.3,0.0,-14.58,-14.47,-6.62
02061,26.64,1338,3147,29.83,0.0,-10.39,-1.27,0.0,-10.81,0.0,-5.52,-13.68,-9.25
02062,39.51,5420,6688,44.76,-6.0,-1.97,-6.21,,-14.72,-4.48,-13.78,-15.37,-8.83
02066,26.64,2186,5142,29.83,-3.12,-9.6,-0.78,0.0,-10.83,0.0,-5.62,-13.55,-9.34
02067,39.51,3181,3926,44.76,-3.45,-2.01,-6.24,,-14.7,-4.36,-13.68,-15.34,-8.79
02071,23.16,90,265,25.35,0.0,0.0,0.0,,-9.64,0.0,-12.5,-13.64,-5.56
02072,39.51,5021,6196,44.76,-6.52,-2.12,-6.19,,-14.7,-4.38,-13.55,-15.37,-8.85
02081,23.11,1907,5629,25.31,0.0,-2.82,0.0,,-9.34,0.0,-14.71,-14.67,-6.6
02090,18.45,1200,4492,21.08,0.0,-5.74,0.0,,-12.32,-18.37,-20.83,-17.08,-18.26
02093,23.08,1127,3331,25.28,0.0,-2.38,0.0,,-9.38,0.0,-14.85,-14.57,-6.56
02108,37.35,789,1195,39.77,-19.05,-8.23,-5.77,,-5.87,-3.31,0.0,-3.8,-3.69
02109,37.34,731,1108,39.75,-20.0,-8.84,-6.21,,-5.66,-3.17,0.0,-3.75,-3.48
02110,37.35,545,826,39.75,-20.0,-8.26,-5.56,,-5.78,-3.72,0.0,-3.67,-4.0
02111,37.35,1812,2746,39.75,-20.41,-8.52,-5.85,,-5.75,-3.52,0.0,-3.58,-3.81
02113,37.35,1331,2016,39.77,-19.44,-8.61,-6.06,,-5.72,-3.49,0.0,-3.56,-3.83
02114,37.35,2700,4092,39.75,-19.18,-8.49,-6.16,,-5.76,-3.44,0.0,-3.7,-3.77
02115,45.54,5624,5845,49.04,-4.05,-7.59,-4.71,,-7.79,-2.94,0.0,-6.48,-2.73
02116,37.36,4367,6616,39.76,-20.17,-8.44,-6.0,,-5.72,-3.52,0.0,-3.6,-3.83
02118,41.19,5779,7456,43.66,-14.97,-8.61,-4.79,,-5.74,-3.26,0.0,-3.86,-2.73
02119,69.24,7844,3023,72.18,0.0,-11.68,-3.28,,-5.82,-2.51,-0.56,-4.89,-0.08
02120,66.13,4428,1964,69.27,0.0,-10.07,-3.32,,-6.31,-2.45,0.0,-5.14,-0.26
02121,70.28,7823,2857,73.25,0.0,-11.68,-3.3,,-5.68,-2.54,0.0,-4.83,-0.03
02122,38.75,4101,5904,40.99,0.0,-2.92,-0.05,,-8.56,-3.5,0.0,-5.26,-3.86
02124,50.85,10730,9376,53.37,0.0,-6.33,-2.11,,-7.35,-2.81,0.0,-5.04,-1.69
02125,48.7,7098,6774,51.17,0.0,-5.64,-1.87,,-7.55,-2.85,0.0,-5.02,-1.98
02126,65.7,5866,2691,68.55,0.0,-10.48,-3.1,,-6.07,-2.59,-0.75,-4.89,-0.3
02127,38.49,6346,9236,40.73,0.0,-3.04,0.0,,-8.63,-3.53,0.0,-5.3,-3.91
02128,37.35,8034,12174,39.76,-20.09,-8.44,-6.02,,-5.73,-3.46,0.0,-3.6,-3.8
02129,37.35,3567,5405,39.76,-20.62,-8.52,-6.07,,-5.75,-3.49,0.0,-3.64,-3.87
02130,41.11,6840,8873,43.53,0.0,-9.33,-2.44,,-7.67,-2.56,-18.61,-6.79,-2.69
02131,36.41,4939,7808,38.75,0.0,-8.33,-1.98,,-8.0,-2.6,-22.28,-7.25,-3.74
02132,36.41,4384,6930,38.75,0.0,-8.59,-2.0,,-8.0,-2.63,-22.09,-7.23,-3.77
02133,36.36,9,14,39.13,,0.0,0.0,,0.0,0.0,,-25.0,0.0
02134,43.91,3418,3701,48.01,0.0,-7.11,-6.78,,-8.89,-2.74,0.0,-9.16,-4.1
02135,43.91,7438,8052,48.02,0.0,-7.09,-6.73,,-8.87,-2.77,0.0,-9.23,-4.08
02136,36.48,5685,8959,38.82,0.0,-9.01,-1.99,,-7.97,-2.6,-22.17,-7.22,-3.69
02138,28.45,5156,11334,31.27,-1.47,-16.61,-1.53,,-8.01,-2.59,-4.66,-18.11,-11.05
02139,28.4,5359,11804,31.22,0.0,-16.72,-1.55,,-8.04,-2.5,-4.48,-18.18,-11.11
02140,28.44,2910,6402,31.25,0.0,-16.72,-1.57,,-8.03,-2.42,-4.46,-18.08,-11.11
02141,28.41,2052,4519,31.23,0.0,-16.87,-1.62,,-8.06,-2.74,-4.5,-18.17,-11.08
02142,28.4,610,1344,31.22,0.0,-16.67,-1.36,,-8.07,-2.3,-3.03,-17.98,-11.52
02143,43.08,4875,5784,45.74,-40.78,-0.23,0.0,,-4.37,-9.9,-7.69,-5.26,-6.69
02144,43.07,4775,5665,45.74,-41.58,-0.24,0.0,,-4.38,-9.84,-7.49,-5.23,-6.7
02145,43.07,5155,6116,45.74,-41.28,0.0,0.0,,-4.4,-9.86,-7.61,-5.28,-6.67
02148,42.02,12421,14783,45.66,-1.72,-6.84,0.0,,-8.77,-6.39,-10.56,-11.38,-9.06
