puma22,Num Eligible,Num Ineligible,Percentage Eligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible
3500701,22485,28456,0.44,2683,1128,1317,0,17894,14925,3826,9451,5677
3500702,24142,22907,0.51,2313,682,1541,0,20270,16252,2514,10127,8216
3500703,13882,31334,0.31,1820,1030,858,0,11359,5994,1958,7565,6703
3500704,22932,25181,0.48,2811,1651,1817,538,18122,10795,2245,9447,8212
3500705,25363,18129,0.58,4081,1902,2206,0,17618,13462,2660,9012,10805
3500706,26303,13525,0.66,1614,568,641,0,19990,23536,2251,8349,10384
3500800,25938,23974,0.52,3891,432,1094,0,21678,15345,4107,13249,11845
3500900,40177,25699,0.61,3525,445,1799,0,34903,22371,6817,19239,18431
3501001,22502,16273,0.58,816,276,381,2,12817,19221,2425,8427,8102
3501002,28773,17474,0.62,2599,2113,2791,60,18860,20571,3808,8368,8812
3501100,25029,23502,0.52,955,877,1228,0,19561,16013,1312,8680,8987
3600100,21321,21010,0.5,1174,370,919,57,21018,1123,2809,9335,8566
3600200,31922,40037,0.44,3311,739,1500,15,29853,1306,3362,12079,12372
3600300,23353,31230,0.43,531,530,974,0,23023,797,2434,11268,8856
3600306,125,88,0.59,2,5,21,0,88,24,4,38,28
3600400,6,7,0.46,0,0,1,0,5,1,1,3,2
3600401,20622,23808,0.46,657,217,736,0,20032,674,2143,10354,8779
3600402,31314,35349,0.47,1093,1564,5105,0,26275,3066,4349,14347,11416
3600403,18125,22688,0.44,336,190,483,0,17878,1392,1871,8760,6075
3600500,25195,34743,0.42,1098,1048,2660,205,22750,2259,5597,9071,9106
3600600,22523,24421,0.48,1015,290,895,62,22023,1043,2369,8282,8884
3600701,40394,23157,0.64,1202,2066,15434,0,25674,5378,3612,15094,17879
3600702,19300,34212,0.36,406,919,2113,168,17820,960,1665,8421,7860
3600703,24981,42747,0.37,1426,1251,3346,0,22502,1074,2641,12313,9229
3600704,19027,26707,0.42,894,194,930,0,18315,1181,2531,9270,7439
3600800,27065,35695,0.43,1013,681,1731,136,25281,2341,2402,12131,9683
3600901,20155,38913,0.34,243,1045,980,0,18989,2360,1468,10089,7240
3600902,28880,20811,0.58,772,939,12092,142,14866,6424,1507,10624,12012
3600903,28017,15048,0.65,593,1197,14432,0,12149,5552,1996,8298,11268
3600904,24004,30527,0.44,915,599,4288,0,19710,3454,1723,11443,9977
3600905,15306,27776,0.36,409,424,2590,0,13585,899,1637,7353,5027
3600906,18018,51422,0.26,346,2292,2370,1,14967,1770,1711,7147,4336
3601000,23792,32455,0.42,845,160,1659,24,22746,1829,2425,10297,10729
3601101,23304,23830,0.49,2054,588,5322,375,19439,2343,2444,9843,11215
3601102,18902,24938,0.43,580,437,1487,0,17602,957,2284,9423,6687
3601201,17927,29718,0.38,362,1051,1398,0,16345,535,1314,8972,8253
3601202,15695,39461,0.28,660,1810,2191,0,13213,745,1320,7113,6036
3601203,15327,32515,0.32,66,347,393,0,15181,454,1378,8698,5803
3601204,25148,43144,0.37,636,695,3164,0,21134,3009,2966,11338,9314
3601205,44905,19025,0.7,936,2699,25617,0,14731,4819,3215,17612,16055
3601206,34409,24218,0.59,2123,2459,9318,29,22880,8041,1403,10206,13399
3601207,23631,47748,0.33,707,239,217,92,22609,1000,2780,12768,9541
3601300,27163,43993,0.38,898,800,1955,36,25101,2032,3287,13076,11467
3601500,19388,25217,0.43,899,358,517,0,18638,814,2057,10009,7847
3601600,18289,23486,0.44,1119,114,680,0,17128,1929,1828,9779,7412
3601700,27044,39866,0.4,791,2285,6188,133,20636,3298,3336,12574,9605
3601801,13168,37484,0.26,482,566,771,0,12152,1079,1457,5889,5876
3601802,16164,33410,0.33,859,318,536,0,15518,735,2635,8206,7027
3601900,26389,40043,0.4,476,1120,4516,0,21596,1878,2672,10001,10829
3602001,26924,20689,0.57,883,4423,9599,0,15321,4221,1914,8821,10963
3602002,24876,59681,0.29,175,2139,2715,0,20961,2420,1735,11450,8903
3602100,18793,24992,0.43,757,367,1671,0,17210,1345,1891,10370,6964
3602201,26039,30392,0.46,129,2481,5138,0,21263,3220,1474,9033,11880
3602204,31674,37427,0.46,891,639,1314,0,30704,1231,3073,15170,12300
3602300,17831,26638,0.4,101,1953,1160,0,16619,1830,709,4202,5579
3602403,25521,29955,0.46,299,781,3018,0,22957,1873,3165,12100,10284
3602404,20346,28176,0.42,773,331,752,0,19897,916,2550,9543,8711
3602500,24743,25521,0.49,1612,117,664,0,24035,516,3945,12146,11513
3602600,28652,24641,0.54,1184,188,2208,0,26482,3739,2449,12459,13671
3602701,21267,26818,0.44,2507,744,1476,62,17587,5474,1495,8805,7631
3602702,22232,37253,0.37,739,1194,2771,0,20414,3376,2122,11403,6771
3602803,15531,28836,0.35,78,428,1177,3,13475,2824,1352,7227,5314
3602804,20225,38655,0.34,540,2488,5152,327,14275,3528,1944,10926,8733
3602805,15937,34233,0.32,383,948,1598,66,12770,2581,1790,8597,6409
3602901,17720,29196,0.38,842,758,4731,0,12646,4580,1476,7930,6056
3602902,16834,30242,0.36,878,883,4278,216,11283,5381,1745,7694,6984
3602903,18064,25627,0.41,589,264,897,0,15779,3366,1060,7413,5573
3603001,11320,23200,0.33,828,802,2400,0,8410,4355,727,5210,4334
3603002,11208,27001,0.29,247,778,1612,0,9274,1540,570,6386,5181
3603003,17614,11937,0.6,287,757,2976,0,12278,3518,630,5170,3792
3603102,17468,36705,0.32,1025,839,2983,0,9958,7979,2178,7468,5568
3603103,10583,39898,0.21,88,464,702,0,9329,1948,807,5934,2270
3603110,12824,39419,0.25,515,833,2129,0,7781,5531,454,7322,4235
3603111,11824,31923,0.27,812,1136,2570,0,7705,4544,405,7049,3625
3603112,43201,38652,0.53,1343,1611,12554,2,21765,22048,2536,19654,18140
3603113,16980,28715,0.37,327,1001,7631,146,7960,4391,1188,9558,7399
3603114,14203,29207,0.33,258,770,5387,96,6950,4323,895,7949,5937
3603201,8163,34005,0.19,1,2118,209,44,5983,663,453,4394,1571
3603202,12216,26544,0.32,0,1944,1198,0,9028,1999,1150,6706,4331
3603203,9123,25220,0.27,125,2475,186,0,6077,1356,397,6096,3585
3603204,12707,27248,0.32,2,2904,2447,0,7210,2214,523,8063,3783
3603205,12869,24067,0.35,63,2567,1860,0,7952,3184,851,7656,4426
3603206,23203,18939,0.55,415,578,11380,0,5361,10607,1388,12658,7278
3603207,10776,27124,0.28,381,1561,610,0,9292,2083,863,8260,4160
3603208,8579,28988,0.23,223,386,284,0,7558,1862,983,5515,3917
3603209,7106,29231,0.2,85,332,295,0,6958,558,424,5000,2154
3603210,10943,25494,0.3,492,784,2475,0,7513,2321,893,7582,4917
3603211,13664,25542,0.35,585,1750,3495,0,7487,4853,718,7184,3817
3603212,12824,24847,0.34,85,1539,869,0,10441,3931,407,7886,3548
3603301,8555,26067,0.25,500,342,930,0,7577,2489,553,5479,2330
3603302,7781,27705,0.22,10,1407,497,0,6292,673,385,6027,2663
3603303,8176,33557,0.2,41,446,325,0,7861,978,1012,5893,2496
3603304,9490,30917,0.23,287,621,808,0,8378,1547,647,5318,3531
3603305,18086,43193,0.3,428,376,1967,0,14933,4783,1563,9496,4568
3603306,16249,27975,0.37,133,630,1925,0,13923,3911,1080,7906,5490
3603307,15702,31324,0.33,485,1192,1782,0,12629,3839,693,7505,6616
3603308,12092,23043,0.34,494,960,1674,0,10578,2349,1325,6505,4004
3603309,11222,25355,0.31,286,613,1625,0,8633,2703,1057,5760,3906
3603310,17786,11921,0.6,1034,889,4091,0,9820,11412,1374,8574,6221
3603311,9203,25943,0.26,200,148,1171,0,7580,2506,875,4567,3205
3603312,9727,24867,0.28,240,596,732,0,7903,2147,823,5571,3829
3603313,14466,22413,0.39,620,745,5089,0,9618,4345,943,6972,4703
3604103,34831,32403,0.52,263,11874,6990,0,12540,10002,570,16761,11282
3604104,20589,41369,0.33,260,3252,4034,55,14824,5128,1270,7459,4392
3604107,28893,74546,0.28,275,4115,5498,5,15812,8533,2125,18253,8962
3604108,22883,78874,0.22,447,2915,1569,1,17479,4111,1020,7585,6290
3604109,21273,18621,0.53,1038,2887,8039,35,7412,10999,1064,9936,6142
3604110,34369,20713,0.62,981,1811,22371,0,8021,10588,766,14266,10891
3604111,34126,17753,0.66,1235,2808,15456,132,9061,17633,739,15548,14961
3604112,49400,26844,0.65,2526,2288,12653,0,18305,37239,1226,26401,22192
3604121,16476,58181,0.22,179,3378,798,0,12420,1480,4,7686,3557
3604165,27249,78183,0.26,146,4610,2503,24,21256,4076,1500,10534,5166
3604204,43883,10117,0.81,2828,1287,22438,0,9538,26638,2957,17746,19012
3604205,38936,7126,0.85,3327,532,19522,10,7199,26975,1144,13152,15166
3604207,40766,13479,0.75,2880,1617,12522,204,7680,29343,1106,13634,12175
3604208,21507,17654,0.55,1444,1408,6227,173,9568,13949,1349,11152,6155
3604209,46290,18373,0.72,1157,3419,16481,0,7946,30677,1847,24079,17008
3604210,25754,27631,0.48,476,1986,8069,0,10811,11806,1103,13356,9186
3604211,29941,16418,0.65,840,2635,8768,0,9734,16306,943,10815,10833
3604212,30055,23230,0.56,325,905,18078,0,5087,11892,1216,13224,10973
3604221,47111,9162,0.84,3555,1253,17902,92,10540,34319,1913,20013,19890
3604263,54903,10738,0.84,3520,982,25947,0,11416,36154,1443,21629,23437
3604301,36506,45405,0.45,1808,3653,6089,0,23956,12958,534,11884,10226
3604302,17313,40374,0.3,705,3185,6595,0,7805,3457,519,7094,6524
3604303,35788,25452,0.58,1662,1729,21409,0,12974,7938,809,10958,10971
3604304,24471,15110,0.62,1269,3806,5603,0,11487,13099,577,8127,8857
3604305,47866,24695,0.66,771,3812,28303,0,5813,16410,2548,24440,16662
3604306,14590,36234,0.29,1077,1610,3515,0,9269,5249,430,5817,4391
3604307,23836,15491,0.61,1445,7596,1910,0,7758,10391,514,9735,6921
3604308,24500,23421,0.51,875,1453,16667,0,7083,5450,736,8736,8319
3604309,23792,18073,0.57,549,1315,17050,0,6139,3685,816,12263,6310
3604310,19052,25056,0.43,1073,4979,1310,0,10600,5501,487,10091,6021
3604311,47174,22515,0.68,821,18580,2345,59,21616,9353,959,21444,12935
3604312,38575,19255,0.67,1012,8101,2173,0,24302,7822,447,14220,10233
3604313,30840,15965,0.66,515,3907,4139,0,20022,6289,794,18594,13600
3604314,36910,26954,0.58,785,5291,15753,0,15498,7133,789,19397,13086
3604315,36724,26349,0.58,554,7938,2818,0,25238,4168,524,19813,13517
3604316,26276,10838,0.71,616,1700,21046,0,1705,6736,1382,13419,10738
3604317,36467,21845,0.63,267,1706,30916,0,3429,2940,487,19535,10120
3604318,33799,34350,0.5,321,3124,23710,0,7281,4257,2177,18284,10069
3604401,35538,40025,0.47,707,6194,4614,0,22684,13431,326,15398,8817
3604402,25848,27926,0.48,594,11030,617,0,13823,9553,290,9422,4168
3604403,30895,17325,0.64,1178,7699,3842,272,12596,19828,622,13244,9488
3604404,37162,16626,0.69,821,13180,4028,21,9741,19955,887,15978,10023
3604405,32108,29241,0.52,956,4508,2617,0,22674,12844,1503,12188,6419
3604406,22826,31397,0.42,476,7607,818,0,13861,6469,1296,13848,9151
3604407,53039,41308,0.56,1428,32532,2430,0,13856,10744,1924,30536,12552
3604408,29496,26793,0.52,181,11948,4591,0,8863,7117,663,15897,8211
3604409,25484,19381,0.57,877,6565,4300,54,8836,11860,684,11661,7934
3604410,24212,18212,0.57,946,6557,4127,0,10012,8578,1635,13600,8480
3604411,19903,24490,0.45,132,11527,152,0,8319,2387,1300,11786,5629
3604412,51198,28938,0.64,584,9358,31938,30,3000,9022,2077,27335,16403
3604413,26939,36651,0.42,439,5741,14941,0,4602,5276,1325,16230,7700
3604414,27278,19615,0.58,182,520,13401,0,12062,9067,982,14945,9465
3604501,32123,30646,0.51,1721,3786,9891,0,17911,9893,1696,14023,11196
3604502,18867,28410,0.4,135,5173,1824,393,11724,4950,1537,11128,6620
3604503,20320,40395,0.33,0,2517,195,0,18097,1802,1157,12316,7393
3700100,27405,27581,0.5,559,919,827,0,26767,2465,2776,12972,10490
3700200,33703,27618,0.55,1290,267,1810,72,32001,4327,3659,15731,14289
3700300,29510,28838,0.51,2813,3,5976,1,23935,2303,2931,15168,13505
3700400,22510,24245,0.48,1150,124,9022,92,13048,2881,1964,13396,10756
3700500,21846,20271,0.52,521,98,11142,0,10479,1727,2497,10320,8738
3700600,27017,16748,0.62,1133,350,17619,0,8812,944,3112,14735,11765
3700700,21578,27363,0.44,877,92,7250,117,13815,1061,4511,10387,8294
3700800,28093,37626,0.43,1140,439,9760,0,18447,1494,2988,14609,12363
3700900,29033,27830,0.51,1355,569,16924,0,11506,1067,3549,15402,11098
3701001,30190,27956,0.52,795,719,14154,8,14606,4902,2211,12901,12301
3701101,28141,35363,0.44,728,610,8137,28,18865,5091,2801,12551,10419
3701201,23449,36646,0.39,1034,1255,11382,0,11712,3262,1404,7885,8306
3701202,21757,42669,0.34,575,917,8218,0,12287,2728,1066,7369,6277
3701203,11724,38794,0.23,906,659,4504,0,5847,2712,1490,1835,2565
3701204,18868,31707,0.37,1502,278,7072,0,9990,5864,2327,6972,8406
3701205,15917,35808,0.31,959,631,4801,0,12205,1602,2563,7752,6637
3701206,9922,43965,0.18,128,1580,3333,0,5709,770,937,4219,3670
3701207,12258,42546,0.22,0,1558,1781,0,8916,2702,690,4350,3701
3701208,9000,44691,0.17,423,878,1569,0,6732,831,483,3294,2887
3701301,24449,58594,0.29,713,1603,15605,0,7471,3687,1815,6559,6192
3701302,25133,30501,0.45,1169,515,13317,0,10102,4738,2922,11324,6683
3701400,19333,36639,0.35,1227,1879,4366,43,14229,3261,2436,7455,5091
3701500,23072,32400,0.42,667,489,6447,0,15958,4962,2719,9901,6984
3701600,27569,41952,0.4,606,1246,8999,0,18224,3942,3278,10830,8318
3701701,20904,36572,0.36,629,692,9208,0,10243,2468,1298,8889,6612
3701702,27262,23424,0.54,794,1954,17579,0,9209,2598,1189,9975,7811
3701703,15853,35454,0.31,426,790,6401,0,8500,1981,1366,7519,5308
3701704,25754,27348,0.48,926,1905,12633,0,12784,3157,3207,10607,8799
3701801,23266,20997,0.53,240,704,13912,0,9189,4136,1763,9112,9725
3701802,28338,25213,0.53,1425,637,12214,0,15815,5364,1691,9888,8440
3701803,21271,36710,0.37,605,916,5073,0,15988,2686,3315,9327,6634
3701900,18282,25162,0.42,2030,263,1062,0,16105,2185,2359,9661,8036
3702000,22428,24120,0.48,981,403,2341,0,19988,1072,2937,11602,9525
3702100,25293,29350,0.46,999,1034,2087,0,22805,2575,2224,12000,10061
3702201,19245,31661,0.38,809,936,3694,0,15419,2290,1661,9320,8903
3702202,18729,28435,0.4,369,188,832,93,17940,910,2377,8904,7258
3702300,24016,23634,0.5,3730,608,112,0,21963,1190,2912,11670,9447
3702400,27070,28441,0.49,2706,360,876,78,25441,1885,3329,12286,9101
3702500,25407,37245,0.41,1435,185,1643,0,23613,3323,2773,10999,10836
3702600,29189,25746,0.53,1059,339,7539,0,23913,964,3184,13276,11901
3702700,24469,32062,0.43,2146,711,3430,175,22821,1245,2551,13276,13715
3702800,28882,35530,0.45,1256,1578,3759,299,23928,3696,2138,13398,13676
3702900,20306,41830,0.33,1013,1142,4297,0,15915,3154,2487,9206,7055
3703001,21170,22156,0.49,920,84,3768,0,18040,1463,2098,9619,9382
3703002,23828,26811,0.47,1255,931,8760,0,15028,3533,1903,9589,9620
3703101,21749,41063,0.35,263,752,12322,0,8312,3569,1279,4961,4567
3703102,26568,21155,0.56,477,934,19034,54,4377,4757,2749,11657,8556
3703103,21938,26238,0.46,135,2379,13135,70,6355,3427,1247,6225,4869
3703104,12697,53105,0.19,227,1501,3125,0,8766,1424,1026,6162,3112
3703105,18616,35232,0.35,306,761,8686,0,6804,5214,1520,5655,4257
3703106,14979,54288,0.22,488,1307,6408,0,7352,1440,1277,6870,4523
3703107,17684,35421,0.33,404,1085,8518,0,7534,3873,1088,4864,4024
3703108,13935,43332,0.24,261,1441,4086,0,8037,3667,1156,5569,3091
3703200,21115,35001,0.38,472,858,7488,88,13685,3284,3593,8190,7292
3703300,17741,24194,0.42,467,257,3078,0,15050,1326,2772,8333,5994
3703400,27603,29640,0.48,2757,487,7226,84,21341,3857,4031,12872,12445
3703500,32142,34328,0.48,1117,979,6060,0,27572,3176,5012,14235,15340
3703600,24890,31204,0.44,1666,442,2432,0,20946,4763,2631,10433,10889
3703700,21581,32131,0.4,1046,608,5544,0,15484,3628,2508,11137,6745
3703800,23237,26536,0.47,2010,426,6856,0,16001,4013,4194,8712,9790
3703900,25007,16454,0.6,1131,88,8799,0,12965,5048,3164,10558,9853
3704000,24329,22616,0.52,623,699,10106,0,13682,2562,3529,10703,7087
3704101,23511,21734,0.52,1246,479,9735,0,12689,2748,4613,9746,11263
3704200,36486,39051,0.48,659,1013,17396,0,18549,2883,3427,11706,13064
3704300,32191,39177,0.45,1248,1221,9525,0,22455,1917,4957,15500,11518
3704501,23247,31279,0.43,1858,77,6556,0,17711,4753,7213,5589,8219
3704601,16289,31273,0.34,915,481,3066,0,12900,1282,1619,9061,5950
3704701,29008,50593,0.36,1970,1372,5074,0,22196,2458,2475,10630,10700
3704800,22691,42606,0.35,1086,328,4334,0,19362,2776,3150,12467,8028
3704900,48009,26568,0.64,15356,296,16085,0,18185,2561,3758,22532,17478
3705001,25117,23683,0.51,826,1107,15576,76,9661,2626,6576,9031,9066
3705002,18274,21102,0.46,1910,956,7708,108,10498,2578,5282,6858,5760
3705003,21668,20120,0.52,1828,888,11829,46,9492,4483,7141,6139,7260
3705200,27398,20686,0.57,3803,469,12747,0,12599,2677,3806,10730,10071
3705301,16871,24533,0.41,518,48,5408,0,10140,3155,1204,8461,6382
3705401,14481,35559,0.29,829,1401,2464,0,11343,2166,1572,5494,4836
3800100,14507,29094,0.33,1753,180,1250,0,13394,1596,2087,5740,5769
3800200,15375,30111,0.34,1923,210,1252,0,14091,1576,2176,6205,6099
3800300,16122,36527,0.31,768,396,2457,56,13614,957,1281,6405,4827
3800400,18762,28239,0.4,3000,527,733,4,15837,466,2116,8954,7089
3800500,19154,30851,0.38,1783,597,992,0,17283,1123,1835,6799,6561
3800600,25376,58385,0.3,2003,393,3532,0,21313,3003,2290,6534,7117
3900100,22991,44695,0.34,812,151,805,14,22270,1730,2194,9379,9534
3900200,15896,26631,0.37,600,156,858,4,15010,1896,1911,5958,6424
3900301,16707,38764,0.3,1076,839,1358,0,15543,1285,1631,8645,5305
3900302,37039,33793,0.52,1983,1267,14558,103,23026,3559,2734,13504,15230
3900303,31057,18620,0.63,1755,742,14684,12,17415,3806,2966,10942,12896
3900401,19705,31748,0.38,201,363,2397,0,17914,1638,2258,9609,8491
3900500,23293,31840,0.42,597,204,2795,0,21219,2307,2658,10645,10690
3900601,30153,27753,0.52,885,1303,6009,0,23559,6989,3791,11234,11851
3900602,17999,49347,0.27,571,871,1504,0,16746,1347,3229,9864,6389
3900701,11386,32180,0.26,208,691,621,0,10669,755,1024,6423,4864
3900702,23684,45258,0.34,1260,568,2796,0,21653,1946,1915,9896,9985
3900703,25385,24333,0.51,656,1338,9696,0,16560,5538,2290,8988,11287
3900704,23490,31266,0.43,237,915,3457,0,20116,2974,2388,12564,10803
3900705,12247,35015,0.26,228,1006,851,0,10266,1045,1046,7568,4345
3900706,24271,20623,0.54,246,244,16087,0,8154,985,2692,12191,8654
3900707,36384,19256,0.65,1057,1134,16460,0,17552,8540,1892,11722,14252
3900708,48891,18611,0.72,1091,985,44302,1,5111,1335,3463,22800,22450
3900709,35073,28738,0.55,734,1035,22928,191,12367,459,2037,14368,13286
3900710,14983,46048,0.25,6,850,5008,0,9896,439,1063,8477,4852
3900801,13916,34132,0.29,52,506,1825,0,11897,497,1583,7919,6237
3900802,18504,32864,0.36,493,785,1621,0,17589,1814,2279,10508,6699
3900900,30563,45363,0.4,801,247,2608,0,29024,2328,4714,15153,12334
3901001,20886,32326,0.39,576,139,745,0,20423,803,2637,10430,8108
3901002,25898,23419,0.53,558,671,5607,0,21627,1235,3227,10702,13188
3901003,43728,37478,0.54,1485,719,14959,117,31331,5286,4256,20087,17426
3901100,25611,37487,0.41,1457,873,2634,0,23950,1600,2581,11490,10800
3901201,10024,36796,0.21,810,618,2091,0,7935,358,1091,5430,3873
3901202,19256,28946,0.4,693,998,2523,0,16199,470,1974,7936,6540
3901203,51723,34489,0.6,3342,2640,20364,0,33243,1855,4248,19433,18037
3901204,16917,30921,0.35,1377,288,1696,0,15977,430,1504,9649,6526
3901300,20208,52064,0.28,434,467,1361,0,18950,1012,2216,8652,7648
3901400,17788,26369,0.4,693,729,462,0,16850,365,2226,8531,6693
3901500,21543,29520,0.42,763,59,843,0,20990,821,2526,10039,9617
3901600,21918,27618,0.44,929,184,2358,28,20811,1009,2346,9808,8610
3901700,22520,27109,0.45,921,246,1354,0,22052,1136,2474,10482,8732
3901800,19638,33877,0.37,540,379,987,0,18634,1746,2209,8300,7630
3901900,15686,27354,0.36,925,171,1178,0,14895,1615,2097,6333,6416
3902000,21052,19969,0.51,862,222,4625,0,17066,1785,2177,8687,9165
3902100,20148,32598,0.38,1177,54,1038,0,19833,599,1836,8272,8544
3902200,21705,34865,0.38,1189,181,1440,7,21568,1170,2160,9646,7333
3902300,15219,28676,0.35,248,151,898,0,14426,859,1872,7432,5819
3902400,27109,29904,0.48,829,533,5296,0,23927,1556,2911,11606,10087
3902500,19278,41350,0.32,790,523,1138,0,18637,482,2239,8115,7846
3902600,26634,34881,0.43,1457,372,1295,0,26320,807,3744,14214,12461
3902701,22668,36538,0.38,569,662,2453,0,21668,530,3134,9639,6822
3902702,29420,29994,0.5,1409,551,6894,0,25833,1705,2624,10661,11871
3902703,21120,28667,0.42,579,175,2055,0,20300,749,3617,10284,8916
3902800,32209,35325,0.48,607,440,1796,0,31108,478,3899,14692,14890
3902900,18114,26493,0.41,62,104,359,0,18114,145,2437,8893,9189
3903000,23356,28781,0.45,764,280,1498,0,22192,529,2899,11353,9779
3903100,26599,26247,0.5,756,262,3198,0,26209,482,2648,11431,11495
3903200,24991,42506,0.37,1373,983,1912,0,23109,608,3587,10707,10612
3903301,7749,30120,0.2,244,734,757,0,6901,603,1052,3422,3207
3903302,8752,34019,0.2,276,830,856,0,7794,681,1189,3865,3622
3903401,12095,37734,0.24,5,1486,3849,0,6949,635,860,3733,2991
3903402,20420,30027,0.4,729,1271,10230,98,11087,2191,1060,7837,6030
3903403,15618,31580,0.33,526,1528,3959,95,11840,1557,905,4875,3827
3903404,13124,34071,0.28,407,836,3615,7,9892,1671,467,3724,2937
3903405,17622,38845,0.31,459,1911,3799,4,13426,2460,1263,5787,6122
3903406,17755,30180,0.37,347,2708,2666,118,14450,1241,1210,4262,3944
3903407,22271,21884,0.5,659,1660,13579,1,8932,2306,1270,8001,7830
3903408,26772,26855,0.5,823,972,17803,0,11494,2379,3147,9691,11136
3903409,31130,37101,0.46,965,1312,17464,3,16057,2712,3508,11530,13470
3903410,20234,19776,0.51,562,395,7769,127,12694,2197,2254,7623,7217
3903411,17156,27435,0.38,511,1411,4985,0,12408,2031,1658,6490,7730
3903500,24019,35809,0.4,1700,1032,2937,0,20263,1197,3367,8986,9622
3903600,23602,44242,0.35,882,700,2664,52,21422,1091,3069,9686,6693
3903701,25151,29994,0.46,382,551,11441,102,15749,402,3290,11808,10512
3903702,18598,28199,0.4,441,1352,2555,0,15747,824,2532,8444,6192
3903703,38320,27812,0.58,1107,797,19236,0,20606,2211,3803,14832,14837
3903704,18060,40401,0.31,763,1093,2687,0,14967,544,2733,7570,5263
3903801,23991,24097,0.5,1259,206,4192,0,21812,1613,1720,8721,8279
3903802,25581,28597,0.47,1238,1458,3260,0,21638,3583,3194,10588,12597
3903803,8636,35156,0.2,208,912,1297,0,7443,602,461,2470,2145
3903901,10264,31993,0.24,827,503,1071,0,9194,536,1137,4350,3944
3903902,12951,34359,0.27,593,591,1013,0,11363,823,686,4182,5517
3904000,20939,24342,0.46,685,107,1456,45,20042,319,2390,9668,8923
3904100,23362,23317,0.5,971,117,1693,0,22981,344,2662,9648,10891
3904200,28097,27300,0.51,1528,641,1474,0,27380,441,4563,12045,11595
3904300,25973,19619,0.57,1018,342,1230,0,25624,613,3060,10995,12945
3904400,27234,21969,0.55,975,205,1346,15,26722,691,2974,12270,13887
3904501,19952,22760,0.47,757,251,615,126,19872,245,1329,10356,9796
3904602,20029,38205,0.34,234,482,717,0,19804,409,2173,9532,7777
3904701,9089,30723,0.23,272,171,991,0,8083,817,677,3396,3093
3904702,15245,29777,0.34,383,669,4816,0,10237,905,1287,6991,5752
3904703,23647,39010,0.38,531,786,10144,5,14447,137,2770,9625,11161
3904704,12067,29249,0.29,286,542,2185,24,9926,49,2014,6585,4466
3904705,32178,20610,0.61,1228,519,19959,215,14222,1898,2351,9568,10459
3904706,31987,26157,0.55,1039,1791,17597,0,14092,2242,2771,9644,12084
3904707,18681,35239,0.35,974,650,8942,0,10434,885,1414,6036,6737
4020100,20500,19522,0.51,3640,342,653,159,17292,5661,2263,8302,8861
4020200,19503,26227,0.43,3143,59,1602,6,16982,2668,2564,8727,9595
4020300,22344,21892,0.51,6442,434,1287,29,19235,2261,2219,10042,9558
4020400,16634,23355,0.42,6128,576,829,46,14356,1718,2279,7401,7985
4020500,25443,22773,0.53,10073,803,872,153,22125,1667,3136,11155,12392
4020600,25156,15673,0.62,14257,437,993,0,18290,1605,3502,10950,12451
4020700,27689,29374,0.49,9769,531,3149,0,22287,2263,3174,12493,14381
4020801,25175,20658,0.55,5219,303,8726,44,12973,4796,3084,8224,12045
4020802,21381,27463,0.44,4764,1070,3570,23,16614,2756,2252,7462,7347
4020803,27031,36038,0.43,4861,1497,5228,0,20486,4485,2587,9039,8767
4020804,28773,38319,0.43,5901,1541,4947,22,22304,4234,2975,10149,9844
4020805,18069,27643,0.4,2853,1197,3063,4,14205,3677,1870,7018,6423
4020900,20962,20923,0.5,6247,601,2368,20,17075,1810,2322,8885,9696
4021000,23647,18824,0.56,6938,453,2517,0,19630,1753,3042,9408,11071
4021100,24032,24768,0.49,5434,748,2490,32,20351,1822,3186,9671,10318
4021200,16630,22212,0.43,3039,458,1607,57,14739,1182,2549,8137,7514
4021301,23683,32797,0.42,3676,1615,2055,82,19904,3802,4256,8250,8425
4021302,25007,34631,0.42,3882,1705,2170,86,21018,4015,4494,8712,8896
4021401,30183,42960,0.41,3094,2345,9122,318,22096,3981,2290,7560,10212
4021402,19638,45086,0.3,1505,1252,5279,0,14782,1823,2332,5586,7048
4021403,23599,24061,0.5,3507,1180,7314,260,16937,3737,4555,9374,10660
4021404,20239,32693,0.38,1711,888,10482,0,10912,860,1451,7692,7398
4021405,25563,15679,0.62,2884,594,4085,55,17369,10022,1384,7721,8905
4021406,25377,19773,0.56,4383,783,6972,0,17192,9674,1555,6549,9700
4021500,20241,37505,0.35,2711,1429,1223,168,16984,3887,3988,8840,9227
4021600,28420,23902,0.54,3137,1287,2939,0,24367,6870,5254,11244,12180
4021700,24566,22893,0.52,4532,555,7390,311,18047,5002,4867,8527,12175
4021800,18289,28066,0.39,4146,47,1254,18,17000,2238,1869,7288,8863
4021900,23171,22677,0.51,5588,419,2028,51,21252,3528,2605,9050,10725
4022000,26552,23952,0.53,8830,131,1365,120,24120,2534,4093,11323,12899
4022100,28063,20069,0.58,8637,324,2677,0,23873,2051,4259,11728,13494
4100301,20869,22393,0.48,1352,1623,1063,221,19030,2476,2619,7436,7382
4100501,15317,24899,0.38,1303,1312,762,62,14264,2683,2222,6392,5747
4100502,15284,24038,0.39,1327,1362,861,49,14230,2735,2189,6341,5672
