county,Num Eligible,Num Ineligible,Percentage Eligible,rural
36119,127083,244519,34.2,0
36121,6923,9444,42.3,1
36123,4474,5900,43.13,1
37001,27569,41952,39.66,0
37003,6980,7506,48.18,1
37005,2477,2030,54.96,1
37007,3212,4671,40.75,1
37009,5525,5560,49.84,1
37011,3702,3726,49.84,1
37013,8217,11006,42.75,1
37015,3301,4421,42.75,1
37017,7225,3998,64.38,1
37019,22691,42606,34.75,0
37021,37974,60096,38.72,0
37023,16762,19450,46.29,0
37025,29638,46624,38.86,0
37027,15448,16614,48.18,0
37029,1923,2438,44.1,1
37031,12938,15745,45.11,1
37033,4167,4488,48.15,1
37035,28882,35530,44.84,0
37037,12611,17710,41.59,0
37039,6491,6820,48.76,1
37041,2546,3229,44.09,1
37043,2501,2628,48.76,1
37045,19819,21235,48.28,0
37047,12353,6836,64.38,1
37049,19253,23432,45.1,0
37051,65059,64905,50.06,0
37053,5218,6616,44.09,1
37055,6793,9098,42.75,1
37057,32142,34328,48.36,0
37059,7435,10233,42.08,0
37061,11306,7439,60.31,1
37063,49582,89095,35.75,0
37065,9868,9459,51.06,0
37067,72875,82920,46.78,0
37069,13477,12505,51.87,0
37071,44998,48967,47.89,0
37073,1946,2468,44.09,1
37075,1830,1801,50.4,1
37077,11178,12040,48.14,0
37079,4154,3847,51.92,1
37081,89773,122798,42.23,0
37083,12360,7662,61.73,1
37085,23237,26536,46.69,0
37087,14143,13918,50.4,0
37089,19792,29014,40.55,0
37091,5479,3396,61.74,1
37093,11044,8339,56.98,0
37095,846,1133,42.75,1
37097,24674,47841,34.03,0
37099,9726,10219,48.76,1
37101,38173,44653,46.09,0
37103,1937,1791,51.96,1
37105,10461,14690,41.59,0
37107,11647,10767,51.96,0
37109,15704,20577,43.28,0
37111,8531,9900,46.29,1
37113,8351,8774,48.76,1
37115,4827,4750,50.4,0
37117,4054,5429,42.75,1
37119,148166,309834,32.35,0
37121,3097,3117,49.84,1
37123,4428,6593,40.18,1
37125,17153,25538,40.18,1
37127,19165,18371,51.06,0
37129,37043,66020,35.94,0
37131,4442,2753,61.74,1
37133,33171,40453,45.05,0
37135,19333,36639,34.54,0
37137,2259,3025,42.75,1
37139,7533,9552,44.09,1
37141,8254,15846,34.25,0
37143,2415,3062,44.09,1
37145,7165,7717,48.15,1
37147,36486,39051,48.3,0
37149,4183,3689,53.14,1
37151,24890,31204,44.37,0
37153,9107,6876,56.98,1
37155,28431,15734,64.37,0
37157,19822,19370,50.58,1
37159,27603,29640,48.22,0
37161,13949,12304,53.13,1
37163,13701,9015,60.31,1
37165,7247,5471,56.98,1
37167,9218,12571,42.31,1
37169,9688,9468,50.57,0
37171,16228,13298,54.96,1
37173,3216,3165,50.4,1
37175,5615,8231,40.55,0
37177,598,801,42.74,1
37179,28140,55421,33.68,0
37181,8369,7766,51.87,1
37183,122895,316826,27.95,0
37185,4739,2938,61.73,1
37187,2026,2713,42.75,1
37189,11242,11314,49.84,1
37191,24329,22616,51.82,0
37193,15001,12293,54.96,1
37195,16004,14819,51.92,0
37197,6479,8917,42.08,1
37199,3839,3864,49.84,1
38001,283,567,33.29,1
38003,1784,2686,39.91,1
38005,981,1477,39.91,1
38007,122,244,33.33,1
38009,836,1638,33.79,1
38011,384,771,33.25,1
38013,289,566,33.8,1
38015,12048,27297,30.62,0
38017,25376,58385,30.3,0
38019,598,963,38.31,1
38021,822,1237,39.92,1
38023,281,564,33.25,1
38025,527,1056,33.29,1
38027,386,582,39.88,1
38029,542,816,39.91,1
38031,559,842,39.9,1
38033,223,448,33.23,1
38035,11807,19017,38.3,0
38037,296,594,33.26,1
38039,379,570,39.94,1
38041,321,643,33.3,1
38043,394,593,39.92,1
38045,674,1014,39.93,1
38047,308,463,39.95,1
38049,701,1373,33.8,1
38051,417,627,39.94,1
38053,1890,3791,33.27,1
38055,1282,2511,33.8,1
38057,1095,2144,33.81,1
38059,4074,9230,30.62,0
38061,1287,2520,33.81,1
38063,487,784,38.32,1
38065,246,482,33.79,1
38067,1105,1780,38.3,1
38069,657,988,39.94,1
38071,1873,3017,38.3,1
38073,938,1412,39.91,1
38075,300,587,33.82,1
38077,2719,4092,39.92,1
38079,2004,3016,39.92,1
38081,636,957,39.92,1
38083,166,325,33.81,1
38085,500,1004,33.24,1
38087,91,183,33.21,1
38089,4325,8673,33.27,0
38091,289,466,38.28,1
38093,3552,5346,39.92,1
38095,356,537,39.87,1
38097,1291,2079,38.31,1
38099,1705,2746,38.31,1
38101,9173,17964,33.8,0
38103,655,986,39.91,1
38105,5263,10555,33.27,0
39001,5820,4695,55.35,1
39003,21052,19969,51.32,0
39005,8477,11616,42.19,0
39007,15453,22936,40.25,0
39009,12146,11802,50.72,0
39011,7124,11527,38.2,1
39013,11727,14451,44.8,1
39015,7664,8742,46.71,1
39017,58208,87850,39.85,0
39019,4541,6163,42.42,1
39021,5942,9613,38.2,1
39023,27109,29904,47.55,0
39025,32317,52223,38.23,0
39027,7699,8951,46.24,1
39029,19635,21534,47.69,1
39031,5918,8109,42.19,1
39033,7954,9575,45.38,1
39035,255794,301328,45.91,0
39037,7981,12820,38.37,1
39039,5313,10329,33.97,1
39041,16501,64139,20.46,0
39043,13128,17945,42.25,0
39045,24019,35809,40.15,0
39047,5304,6166,46.24,1
39049,214197,335488,38.97,0
39051,6478,10852,37.38,0
39053,6319,4773,56.97,1
39055,15110,22427,40.25,0
39057,23602,44242,34.79,0
39059,6778,8352,44.8,1
39061,142894,210765,40.4,0
39063,11128,19405,36.45,0
39065,4558,7949,36.44,1
39067,2435,3561,40.61,1
39069,4195,7028,37.38,1
39071,7936,9226,46.24,1
39073,5555,5545,50.05,1
39075,7148,9795,42.19,1
39077,10165,13895,42.25,1
39079,7062,5334,56.97,1
39081,12574,13791,47.69,1
39083,10246,13419,43.3,1
39085,32420,66996,32.61,0
39087,12594,9513,56.97,1
39089,24991,42506,37.03,0
39091,7082,11458,38.2,1
39093,48152,77100,38.44,0
39095,88502,97136,47.67,0
39097,5116,10974,31.8,0
39099,50249,47570,51.37,0
39101,10678,13984,43.3,0
39103,20208,52064,27.96,0
39105,4321,4199,50.72,1
39107,5902,11473,33.97,1
39109,15219,28676,34.67,0
39111,2361,2910,44.79,1
39113,100129,126406,44.2,0
39115,2708,2672,50.33,1
39117,5710,7478,43.3,1
39119,16946,16722,50.33,0
39121,2490,3068,44.8,1
39123,6509,10486,38.3,0
39125,2609,5073,33.96,1
39127,6945,6853,50.33,1
39129,6834,14659,31.8,0
39131,5738,4629,55.35,1
39133,25611,37487,40.59,0
39135,6305,10128,38.37,1
39137,5223,8751,37.38,1
39139,21918,27618,44.25,0
39141,15269,15240,50.05,0
39143,9498,15303,38.3,1
39145,15676,12645,55.35,0
39147,10422,12546,45.38,1
39149,7419,11917,38.37,0
39151,68667,89036,43.54,0
39153,97920,131152,42.75,0
39155,40263,45653,46.86,0
39157,15679,22932,40.61,1
39159,7329,15721,31.8,0
39161,4014,7804,33.97,1
39163,2535,2530,50.05,1
39165,23215,66352,25.92,0
39167,11629,11299,50.72,1
39169,17788,26369,40.28,0
39171,5150,10012,33.97,1
39173,19638,33877,36.7,0
39175,4144,4988,45.38,1
40001,4634,2887,61.61,1
40003,1060,1009,51.23,1
40005,2907,2623,52.57,1
40007,939,894,51.23,1
40009,4647,3908,54.32,1
40011,1626,1548,51.23,1
40013,9474,8546,52.57,1
40015,5587,4699,54.32,1
40017,20241,37505,35.05,0
40019,9250,9053,50.54,0
40021,11187,6970,61.61,1
40023,3191,2282,58.3,1
40025,426,406,51.2,1
40027,48690,67428,41.93,0
40029,1083,977,52.57,1
40031,23495,21895,51.76,0
40033,1071,998,51.76,1
40035,2898,2594,52.77,1
40037,13868,13843,50.05,0
40039,5914,4974,54.32,1
40041,8300,7429,52.77,1
40043,834,795,51.2,1
40045,697,664,51.21,1
40047,10077,13551,42.65,0
40049,3843,5897,39.46,1
40051,8206,12593,39.45,1
40053,669,900,42.64,1
40055,1140,958,54.34,1
40057,517,435,54.31,1
40059,609,580,51.22,1
40061,2596,1856,58.31,1
40063,2849,2268,55.68,1
40065,5141,4324,54.32,1
40067,1029,1007,50.54,1
40069,2114,1907,52.57,1
40071,7007,9423,42.65,0
40073,2825,2690,51.22,1
40075,1765,1484,54.32,1
40077,2122,1517,58.31,1
40079,10807,7729,58.3,0
40081,5253,7017,42.81,1
40083,9077,9355,49.25,0
40085,1956,1914,50.54,1
40087,6240,9576,39.45,0
40089,6920,4949,58.3,1
40091,4037,3213,55.68,1
40093,1447,1378,51.22,1
40095,3149,2841,52.57,1
40097,8022,7180,52.77,1
40099,2679,2621,50.55,1
40101,12468,13227,48.52,0
40103,1751,2355,42.64,1
40105,1482,2081,41.59,1
40107,2410,1918,55.68,1
40109,144599,180252,44.51,0
40111,7094,7080,50.05,1
40113,8993,8812,50.51,0
40115,6223,5570,52.77,1
40117,3052,2990,50.51,1
40119,14955,15413,49.25,0
40121,9329,7426,55.68,1
40123,7828,7061,52.58,1
40125,11377,15195,42.82,0
40127,2427,1736,58.3,1
40129,640,609,51.24,1
40131,15152,21274,41.6,0
40133,5020,3996,55.68,1
40135,9335,5816,61.61,0
40137,8258,8082,50.54,0
40139,3979,3789,51.22,1
40141,1444,1214,54.33,1
40143,120429,150121,44.51,0
40145,15221,16147,48.52,0
40147,10296,10088,50.51,0
40149,2265,1905,54.32,1
40151,1605,1529,51.21,1
40153,3809,3627,51.22,1
41001,3175,3084,50.73,1
41003,18642,20004,48.24,0
41005,56231,105698,34.73,0
41007,7617,9899,43.49,1
41009,9752,12673,43.49,1
41011,14642,12425,54.1,1
41013,4351,5840,42.69,1
41015,5289,4488,54.1,1
41017,33687,49195,40.64,0
41019,22835,23087,49.73,0
41021,387,390,49.81,1
41023,1400,1412,49.79,1
41025,1735,1192,59.28,1
41027,4642,4682,49.79,1
41029,44455,46373,48.94,0
41031,4311,5785,42.7,1
41033,19868,16859,54.1,0
41035,16061,11033,59.28,0
41037,1889,1298,59.27,1
41039,78017,82131,48.72,0
41041,8699,11026,44.1,1
41043,25171,27023,48.23,0
41045,7306,5019,59.28,1
41047,59511,65127,47.75,0
41049,2359,2379,49.79,1
41051,144890,203408,41.6,0
41053,15095,19132,44.1,0
41055,361,364,49.79,1
41057,5080,6602,43.49,1
41059,15344,15107,50.39,1
41061,4993,4849,50.73,1
41063,1409,1368,50.74,1
41065,5163,5208,49.78,1
41067,82645,150845,35.4,0
41069,281,283,49.82,1
41071,17789,22210,44.47,0
42001,12741,27483,31.68,1
42003,197209,348778,36.12,0
42005,13626,13130,50.93,0
42007,30506,40231,43.13,0
42009,9216,9936,48.12,1
42011,72231,92082,43.96,0
42013,21605,25955,45.43,0
42015,10694,13428,44.33,1
42017,74258,173866,29.93,0
42019,27467,54056,33.69,0
42021,25731,29869,46.28,1
42023,873,937,48.23,1
42025,9342,15213,38.05,0
42027,24283,33238,42.22,0
42029,53352,150695,26.15,0
42031,6733,7689,46.69,1
42033,15459,16599,48.22,1
42035,6325,8825,41.75,1
42037,11259,14131,44.34,1
42039,15805,17946,46.83,1
42041,32624,72177,31.13,1
42043,50010,70413,41.53,0
42045,85682,132597,39.25,0
42047,5946,6385,48.22,1
42049,49212,61349,44.51,0
42051,27554,28626,49.05,0
42053,1261,1440,46.69,1
42055,22312,39554,36.07,0
42057,2819,3039,48.12,1
42059,5845,8704,40.17,1
42061,7757,9319,45.43,1
42063,17300,16671,50.93,1
42065,8044,9186,46.69,1
42067,3468,5031,40.8,1
42069,40450,48318,45.57,0
42071,78968,131094,37.59,0
42073,15196,21753,41.13,0
42075,21447,33459,39.06,0
42077,61504,81146,43.12,0
42079,61399,72546,45.84,0
42081,19281,26904,41.75,0
42083,7757,8330,48.22,1
42085,20514,26169,43.94,0
42087,6806,9874,40.8,1
42089,26561,39345,40.3,0
42091,94609,240693,28.22,0
42093,3339,4236,44.08,1
42095,41822,81905,33.8,0
42097,16872,21408,44.08,1
42099,6602,11405,36.66,1
42101,366885,293989,55.52,0
42103,10453,12930,44.7,1
42105,3145,3378,48.21,1
42107,26778,31434,46.0,0
42109,5861,8503,40.8,1
42111,14358,15480,48.12,1
42113,1041,1308,44.32,1
42115,6852,8604,44.33,0
42117,7319,9189,44.34,1
42119,6297,9135,40.8,1
42121,9123,10419,46.68,1
42123,7265,8248,46.83,1
42125,31670,55949,36.15,0
42127,9136,11301,44.7,0
42129,61603,92733,39.91,0
42131,4545,6287,41.96,0
42133,61712,117187,34.5,0
44001,7892,13883,36.24,0
44003,28853,44632,39.26,0
44005,13307,23408,36.24,0
44007,122203,131959,48.08,0
44009,17786,36258,32.91,0
45001,4139,5545,42.74,1
45003,29337,36664,44.45,0
45005,1589,1606,49.73,1
45007,34339,46244,42.61,0
45009,2631,2659,49.74,1
45011,5018,2835,63.9,1
45013,31196,45166,40.85,0
45015,32714,57521,36.25,0
45017,3441,1944,63.9,1
45019,56538,109916,33.97,0
45021,10073,13114,43.44,1
45023,6015,7028,46.12,1
45025,8521,8606,49.75,1
45027,6971,5294,56.84,1
45029,7630,7711,49.74,1
45031,12388,12511,49.75,1
45033,5586,5308,51.28,1
45035,22462,37225,37.63,0
45037,4430,5717,43.66,0
45039,3900,4556,46.12,0
45041,28739,24673,53.81,0
45043,14192,10778,56.84,1
45045,83522,127970,39.49,0
45047,11975,15454,43.66,0
45049,3670,3709,49.74,1
45051,64568,81888,44.09,0
45053,4190,7770,35.03,1
45055,11860,14000,45.86,0
45057,17881,20891,46.12,0
45059,12408,15006,45.26,1
45061,3807,2728,58.26,1
45063,48316,73688,39.6,0
45065,1645,2123,43.66,1
45067,5763,5476,51.28,1
45069,5251,5303,49.75,1
45071,6931,8382,45.26,1
45073,15535,17131,47.56,1
45075,20531,11600,63.9,1
45077,26135,29045,47.36,0
45079,76535,88722,46.31,0
45081,3258,4205,43.66,1
45083,56051,72547,43.59,0
45085,24308,17417,58.26,0
45087,5005,6053,45.26,1
45089,6946,5275,56.84,1
45091,42729,70168,37.85,0
46003,410,661,38.28,1
46005,2857,4603,38.3,1
46007,527,616,46.11,1
46009,1045,1684,38.29,1
46011,5127,8261,38.3,0
46013,4883,10781,31.17,0
46015,783,1261,38.31,1
46017,304,355,46.13,1
46019,1644,2700,37.85,1
46021,176,388,31.21,1
46023,1461,1708,46.1,1
46025,488,1078,31.16,1
46027,1636,4104,28.5,1
46029,3612,7975,31.17,0
46031,608,711,46.1,1
46033,1337,2195,37.85,1
46035,2977,4796,38.3,1
46037,695,1534,31.18,1
46039,548,1209,31.19,1
46041,817,955,46.11,1
46043,422,681,38.26,1
46045,509,1123,31.19,1
46047,1088,1271,46.12,1
46049,270,597,31.14,1
46051,963,2127,31.17,1
46053,622,727,46.11,1
46055,291,341,46.04,1
46057,786,1735,31.18,1
46059,468,755,38.27,1
46061,517,832,38.32,1
46063,211,346,37.88,1
46065,2769,3237,46.1,1
46067,1107,1784,38.29,1
46069,197,231,46.03,1
46071,437,511,46.1,1
46073,248,400,38.27,1
46075,143,167,46.13,1
46077,773,1245,38.31,1
46079,1650,2658,38.3,1
46081,4138,6794,37.85,1
46083,7595,19242,28.3,0
46085,580,678,46.1,1
46087,622,1559,28.52,1
46089,308,679,31.21,1
46091,549,1213,31.16,1
46093,4795,7872,37.85,0
46095,299,350,46.07,1
46097,342,552,38.26,1
46099,23532,59827,28.23,0
46101,945,1522,38.31,1
46102,2131,2492,46.1,1
46103,17541,28799,37.85,0
46105,455,747,37.85,1
46107,314,694,31.15,1
46109,1310,2892,31.18,1
46111,348,561,38.28,1
46115,811,1791,31.17,1
46117,464,542,46.12,1
46119,226,264,46.12,1
46121,1453,1698,46.11,1
46123,876,1024,46.11,1
46125,949,2380,28.51,1
46127,1838,4610,28.5,0
46129,678,1496,31.19,1
46135,2549,6393,28.51,1
46137,376,440,46.08,1
47001,13797,17208,44.5,0
47003,8223,11711,41.25,0
47005,3225,3166,50.46,1
47007,2782,3017,47.97,1
47009,18869,36577,34.03,0
47011,20172,22624,47.14,0
47013,9260,7022,56.87,1
47015,3182,2571,55.31,1
47017,5782,5676,50.46,1
47019,12375,10849,53.29,0
47021,6405,9294,40.8,1
47023,3381,3539,48.86,1
47025,7556,5730,56.87,1
47027,1691,1473,53.45,1
47029,6961,6678,51.04,1
47031,10623,12363,46.22,0
47033,2719,2691,50.26,1
47035,12961,13409,49.15,1
47037,118563,197130,37.56,0
47039,2507,1967,56.03,1
47041,4406,3560,55.31,1
47043,8470,12291,40.8,1
47045,7427,7161,50.91,1
47047,7090,8806,44.6,0
47049,3919,4054,49.15,1
47051,7849,9135,46.21,0
47053,9857,9754,50.26,1
47055,5314,6284,45.82,1
47057,4853,4086,54.29,1
47059,15762,13099,54.61,1
47061,2722,2569,51.45,1
47063,13301,11200,54.29,0
47065,58699,93070,38.68,0
47067,1571,1191,56.88,1
47069,5581,4377,56.05,1
47071,5883,4613,56.05,1
47073,12745,10592,54.61,0
47075,3491,3455,50.26,1
47077,6104,4787,56.05,1
47079,6545,6426,50.46,1
47081,3887,5640,40.8,1
47083,1683,1652,50.46,1
47085,3860,3790,50.46,1
47087,2550,2060,55.31,1
47089,11277,9495,54.29,1
47091,3941,3455,53.29,1
47093,76302,122765,38.33,0
47095,1414,1364,50.9,1
47097,4914,4862,50.27,1
47099,7733,9145,45.82,1
47101,2204,2607,45.81,1
47103,5780,8232,41.25,1
47105,8998,13469,40.05,0
47107,9940,10780,47.97,1
47109,5671,4448,56.04,1
47111,5533,4470,55.31,1
47113,19265,20166,48.86,0
47115,5799,5473,51.45,1
47117,5617,8000,41.25,1
47119,15685,24355,39.17,0
47121,2380,2582,47.96,1
47123,7582,11349,40.05,1
47125,37647,46485,44.75,0
47127,1185,1380,46.2,1
47129,3763,4694,44.5,0
47131,6212,5989,50.91,1
47133,5016,4370,53.44,1
47135,1465,1732,45.82,1
47137,1114,971,53.43,1
47139,3259,3655,47.14,1
47141,17798,15504,53.44,0
47143,6132,6651,47.97,1
47145,9554,11916,44.5,0
47147,10821,17528,38.17,0
47149,42354,79615,34.73,0
47151,5150,3906,56.87,1
47153,3184,3004,51.45,0
47155,19022,18250,51.04,0
47157,179830,186763,49.05,0
47159,4368,3529,55.31,1
47161,2776,2726,50.45,1
47163,33806,33823,49.99,0
47165,28330,48910,36.68,0
47167,10295,12788,44.6,1
47169,2548,2058,55.32,1
47171,3936,3451,53.28,0
47173,4668,3540,56.87,1
47175,1241,1171,51.45,1
47177,8237,7774,51.45,1
47179,24982,31571,44.17,0
47181,2842,3360,45.82,1
47183,6639,6401,50.91,1
47185,5799,5999,49.15,1
47187,16667,75164,18.15,0
47189,15675,39440,28.44,0
48001,10619,9859,51.86,1
48003,3345,3403,49.57,1
48005,17905,15210,54.07,0
48007,4295,4375,49.54,1
48009,1465,1763,45.38,0
48011,286,366,43.87,1
48013,7626,9028,45.79,1
48015,5292,6212,46.0,1
48017,1306,1135,53.5,1
48019,3245,3842,45.79,1
48021,14629,21730,40.23,1
48023,593,714,45.37,1
48025,5594,5698,49.54,1
48027,61038,78815,43.64,0
48029,336498,406296,45.3,0
48031,1671,3151,34.65,1
48033,117,123,48.75,1
48035,3128,3440,47.62,1
48037,16123,18965,45.95,0
48039,41302,90291,31.39,0
48041,41822,44332,48.54,0
48043,1715,1745,49.57,1
48045,221,283,43.85,1
48047,1474,930,61.31,1
48049,7259,7359,49.66,1
48051,3217,3533,47.66,1
48053,7463,10863,40.72,1
48055,6904,10255,40.24,0
48057,3920,4199,48.28,1
48059,2613,2649,49.66,1
48061,85602,50133,63.07,0
48063,2289,2639,46.45,1
48065,895,1146,43.85,1
48067,4939,5810,45.95,1
48069,1135,1453,43.86,1
48071,7047,8460,45.44,0
48073,8618,8828,49.4,1
48075,1027,1315,43.85,1
48077,1751,2108,45.37,1
48079,481,418,53.5,1
48081,608,639,48.76,1
48083,1463,1483,49.66,1
48085,93969,304364,23.59,0
48087,407,521,43.86,1
48089,3605,4232,46.0,1
48091,18772,48619,27.86,0
48093,2591,2627,49.66,1
48095,612,643,48.76,1
48097,6649,9961,40.03,1
48099,12622,18371,40.73,0
48101,235,283,45.37,1
48103,839,854,49.56,1
48105,574,604,48.73,1
48107,972,844,53.52,1
48109,393,400,49.56,1
48111,1094,1401,43.85,1
48113,421388,554749,43.17,0
48115,2308,2426,48.75,1
48117,2860,3662,43.85,1
48119,1081,947,53.3,1
48121,86758,262537,24.84,0
48123,3689,4066,47.57,1
48125,335,291,53.51,1
48127,1816,761,70.47,1
48129,501,642,43.83,1
48131,2071,869,70.44,1
48133,3377,3424,49.65,1
48135,29397,34772,45.81,0
48137,291,182,61.52,1
48139,21368,48237,30.7,0
48141,167564,130499,56.22,0
48143,7784,9159,45.94,0
48145,2912,3203,47.62,1
48147,5691,8526,40.03,1
48149,3678,5463,40.24,1
48151,699,709,49.64,1
48153,1022,888,53.51,1
48155,187,225,45.39,1
48157,99255,183629,35.09,0
48159,2139,1875,53.29,1
48161,3335,3668,47.62,1
48163,2862,3388,45.79,1
48165,3881,3948,49.57,1
48167,56067,88200,38.86,0
48169,1100,956,53.5,1
48171,3924,7400,34.65,1
48173,208,218,48.83,1
48175,1304,1437,47.57,1
48177,3659,4033,47.57,1
48179,3267,4183,43.85,1
48181,21633,32408,40.03,0
48183,22903,23862,48.97,0
48185,5337,5861,47.66,1
48187,22799,38654,37.1,0
48189,6153,5346,53.51,0
48191,434,556,43.84,1
48193,1249,1818,40.72,1
48195,814,1042,43.86,1
48197,607,730,45.4,1
48199,9227,12168,43.13,0
48201,791626,942053,45.66,0
48203,13907,12132,53.41,0
48205,827,1060,43.83,1
48207,1031,1045,49.66,1
48209,41330,52288,44.15,0
48211,520,666,43.84,1
48213,15061,13984,51.85,1
48215,176996,91602,65.9,0
48217,6153,6768,47.62,1
48219,4075,3540,53.51,1
48221,11270,13261,45.94,1
48223,7591,6654,53.29,1
48225,4320,3624,54.38,1
48227,6457,6787,48.75,0
48229,575,585,49.57,1
48231,13483,23464,36.49,0
48233,3175,4066,43.85,1
48235,281,295,48.78,1
48237,1451,1747,45.37,1
48239,2790,3076,47.56,1
48241,7278,5280,57.96,1
48243,358,364,49.58,1
48245,42866,51962,45.2,0
48247,1018,427,70.45,1
48249,8105,5112,61.32,1
48251,20430,43518,31.95,0
48253,3748,3800,49.66,0
48255,2739,3019,47.57,1
48257,17682,32541,35.21,0
48259,6502,12262,34.65,0
48261,73,46,61.34,1
48263,144,146,49.66,1
48265,7723,14564,34.65,0
48267,795,835,48.77,1
48269,50,44,53.19,1
48271,640,399,61.6,1
48273,6467,4079,61.32,0
48275,638,647,49.65,1
48277,10337,9060,53.29,0
48279,2468,2144,53.51,1
48281,3286,4783,40.72,0
48283,1404,589,70.45,1
48285,3784,4171,47.57,1
48287,2631,3908,40.24,1
48289,2867,3149,47.66,1
48291,13863,16643,45.44,1
48293,3800,4179,47.63,1
48295,472,604,43.87,1
48297,2361,1489,61.32,1
48299,3228,4698,40.73,1
48301,11,11,50.0,1
48303,57689,67000,46.27,0
48305,1059,920,53.51,1
48307,1413,1485,48.76,1
48309,41250,55810,42.5,0
48311,126,53,70.39,1
48313,2453,2694,47.66,1
48315,1964,1714,53.4,1
48317,971,1020,48.77,1
48319,732,769,48.77,1
48321,6358,7464,46.0,1
48323,11826,7374,61.59,0
48325,7901,9354,45.79,1
48327,363,381,48.79,1
48329,22213,43839,33.63,0
48331,4515,4958,47.66,1
48333,676,984,40.72,1
48335,1712,1736,49.65,1
48337,3419,4116,45.37,1
48339,80406,152077,34.59,0
48341,3288,4211,43.85,1
48343,2470,2165,53.29,1
48345,202,175,53.58,1
48347,13397,11381,54.07,0
48349,9028,9930,47.62,0
48351,2697,1957,57.95,1
48353,2808,2846,49.66,1
48355,58808,68810,46.08,0
48357,1542,1974,43.86,1
48359,270,345,43.9,1
48361,13916,18350,43.13,0
48363,5198,6116,45.94,1
48365,3846,3940,49.4,1
48367,17117,38408,30.83,0
48369,1520,1947,43.84,1
48371,2813,2957,48.75,1
48373,9812,8232,54.38,1
48375,25130,19342,56.51,0
48377,1102,1121,49.57,1
48379,2235,2576,46.46,1
48381,17624,38885,31.19,0
48383,627,659,48.76,1
48385,565,352,61.61,1
48387,2392,2097,53.29,1
48389,2650,2696,49.57,1
48391,1215,1237,49.55,1
48393,127,162,43.94,1
48395,3055,3355,47.66,1
48397,14542,25307,36.49,0
48399,1885,1911,49.66,1
48401,8926,9144,49.4,1
48403,2183,1584,57.95,1
48405,1747,1267,57.96,1
48407,5363,4499,54.38,1
48409,12390,12621,49.54,0
48411,870,1266,40.73,1
48413,455,478,48.77,1
48415,3226,3270,49.66,1
48417,591,599,49.66,1
48419,5302,3846,57.96,1
48421,429,549,43.87,1
48423,33139,48013,40.84,0
48425,1683,1981,45.93,1
48427,13885,5823,70.45,1
48429,1734,1758,49.66,1
48431,254,267,48.75,1
48433,238,241,49.69,1
48435,625,657,48.75,1
48437,1073,1374,43.85,1
48439,282874,489747,36.61,0
48441,26012,29962,46.47,0
48443,140,148,48.61,1
48445,2239,1945,53.51,1
48447,274,278,49.64,1
48449,6449,5652,53.29,1
48451,19329,26187,42.47,0
48453,165347,401003,29.2,0
48455,2661,2232,54.38,1
48457,4368,3169,57.95,1
48459,8260,7206,53.41,0
48461,612,643,48.76,1
48463,5020,3130,61.6,1
48465,9724,6063,61.59,0
48467,10936,12606,46.45,1
48469,17807,19075,48.28,0
48471,14956,12547,54.38,0
48473,9960,11692,46.0,0
48475,2092,2128,49.57,1
48477,6529,7170,47.66,1
48479,49053,29677,62.31,0
48481,7291,8559,46.0,1
48483,768,984,43.84,1
48485,21758,27308,44.34,0
48487,2208,2658,45.38,1
48489,4201,2650,61.32,1
48491,60890,182772,24.99,0
48493,9258,10206,47.56,1
48495,1400,1424,49.58,1
48497,11753,14150,45.37,1
48499,8237,9495,46.45,1
48501,1455,1264,53.51,1
48503,3060,3685,45.37,1
48505,2927,1227,70.46,1
48507,1977,1232,61.61,1
49001,957,1415,40.35,1
49003,5709,13254,30.11,0
49005,13964,29440,32.17,0
49007,3333,4340,43.44,1
49009,152,198,43.43,1
49011,29697,84081,26.1,0
49013,3200,4167,43.44,1
49015,1605,2089,43.45,1
49017,687,1016,40.34,1
49019,1579,2055,43.45,1
49021,7756,11462,40.36,0
49023,1596,2359,40.35,1
49025,1037,1533,40.35,1
49027,1757,2596,40.36,1
49029,1289,2718,32.17,1
49031,194,287,40.33,1
49033,263,555,32.15,1
49035,132353,287974,31.49,0
49037,2372,3088,43.44,1
49039,3850,5690,40.36,1
49041,2914,4307,40.35,1
49043,4443,9367,32.17,1
49045,7199,16712,30.11,0
49047,5817,7573,43.44,1
49049,62211,132010,32.03,0
49051,5681,7397,43.44,1
49053,24600,43652,36.04,0
49055,337,499,40.31,1
49057,34768,58340,37.34,0
50001,6966,8972,43.71,1
50003,6687,8757,43.3,1
50005,5673,7372,43.49,1
50007,29260,40291,42.07,0
50009,1110,1442,43.5,1
50011,9374,12182,43.49,1
50013,1369,1779,43.49,1
50015,4869,6327,43.49,1
50017,5457,7029,43.7,1
50019,5141,6681,43.49,1
50021,10844,14202,43.3,1
50023,11150,14362,43.7,1
50025,8217,10761,43.3,1
50027,10339,13540,43.3,1
51001,5880,8319,41.41,1
51003,14749,29756,33.14,1
51005,2324,4092,36.22,1
51007,2600,2401,51.99,1
51009,4950,8340,37.25,0
51011,2548,4293,37.25,1
51013,19155,89456,17.64,0
51015,13565,17433,43.76,1
51017,737,948,43.74,1
51019,12564,21169,37.25,0
51021,1414,1224,53.6,1
51023,5128,9028,36.22,0
51025,3107,2869,51.99,1
51027,4625,3282,58.49,1
51029,3298,3046,51.99,1
51031,8898,11756,43.08,0
51033,3625,7849,31.59,1
