puma22,Num Eligible,Num Ineligible,Percentage Eligible
2201700,25129,30978,0.45
2201800,38736,28421,0.58
2201900,19564,21830,0.47
2202000,23939,22603,0.51
2202100,31578,30376,0.51
2202201,20329,37353,0.35
2202202,21455,24403,0.47
2202301,21125,23522,0.47
2202302,25945,36108,0.42
2202303,34799,17535,0.66
2202401,34872,23814,0.59
2202402,31606,19017,0.62
2202403,21835,27682,0.44
2202501,24279,20890,0.54
2300100,28332,25319,0.53
2300200,36728,31821,0.54
2300300,27417,29046,0.49
2300400,22595,31208,0.42
2300500,30592,47062,0.39
2300600,18301,28022,0.4
2300700,12836,33029,0.28
2300800,23825,52608,0.31
2300900,15205,44510,0.25
2301000,20314,34860,0.37
2400101,21081,25469,0.45
2400201,25468,29238,0.47
2400301,17759,37255,0.32
2400302,10679,37992,0.22
2400400,16139,48023,0.25
2400501,11211,31316,0.26
2400502,23997,37496,0.39
2400503,15337,31945,0.32
2400504,14465,28655,0.34
2400505,15985,24857,0.39
2400506,26576,24847,0.52
2400507,19378,26460,0.42
2400601,13620,38054,0.26
2400602,17406,32116,0.35
2400700,16149,24851,0.39
2400801,37930,20720,0.65
2400802,24979,27213,0.48
2400803,24971,21685,0.54
2400804,22218,24969,0.47
2400805,28565,21120,0.57
2400901,9431,34644,0.21
2400902,8853,28869,0.23
2400903,10249,28499,0.26
2401001,8247,29133,0.22
2401002,18778,38883,0.33
2401003,19537,44237,0.31
2401004,10430,39104,0.21
2401005,19836,30554,0.39
2401006,14191,25542,0.36
2401007,18575,29277,0.39
2401008,7511,34374,0.18
2401101,22030,16529,0.57
2401102,21686,32575,0.4
2401103,18367,18206,0.5
2401104,24207,21388,0.53
2401105,21129,50821,0.29
2401106,14269,33517,0.3
2401107,23638,27943,0.46
2401201,10597,35693,0.23
2401202,18788,27531,0.41
2401203,9863,31234,0.24
2401204,10322,32883,0.24
2401205,12461,35431,0.26
2401300,26856,42643,0.39
2401400,34618,37653,0.48
2401501,10061,28350,0.26
2401601,9934,27988,0.26
2401700,18820,40661,0.32
2500100,26909,30786,0.47
2500201,19254,26542,0.42
2500301,18876,27078,0.41
2500400,16,18,0.47
2500401,31615,30099,0.51
2500402,39954,17852,0.69
2500403,25590,38971,0.4
2500501,16399,27606,0.37
2500502,22394,27942,0.44
2500503,17477,40461,0.3
2500504,22783,16202,0.58
2500505,21780,15516,0.58
2500506,15356,28985,0.35
2500507,21716,39337,0.36
2500601,14982,33373,0.31
2500602,22563,20014,0.53
2500603,9027,30451,0.23
2500604,9293,34466,0.21
2500605,17146,26820,0.39
2500606,12348,27177,0.31
2500607,12699,40647,0.24
2500608,22462,43164,0.34
2500609,23601,28089,0.46
2500610,24377,28920,0.46
2500611,16056,35362,0.31
2500612,11619,33093,0.26
2500613,12855,45090,0.22
2500701,26993,15806,0.63
2500702,22540,22563,0.5
2500703,15141,31648,0.32
2500704,22797,42861,0.35
2500705,21784,18199,0.54
2500706,25295,43926,0.37
2500801,19511,21124,0.48
2500802,30102,45614,0.4
2500803,20609,29996,0.41
2500804,37810,13807,0.73
2500805,20726,32765,0.39
2500806,26645,16798,0.61
2500901,8719,32648,0.21
2500902,13976,30982,0.31
2500903,17129,22796,0.43
2500904,18988,38003,0.33
2500905,20576,25392,0.45
2500906,11939,35285,0.25
2501001,17340,29847,0.37
2501002,24683,36153,0.41
2501003,30979,24847,0.55
2501004,38976,30566,0.56
2501101,22694,15653,0.59
2501102,15204,33483,0.31
2501103,16826,39587,0.3
2501104,18866,40054,0.32
2501201,21710,40434,0.35
2501301,19230,37164,0.34
2600100,34479,38640,0.47
2600200,25682,26426,0.49
2600300,31159,32526,0.49
2600400,28981,38255,0.43
2600500,24632,42600,0.37
2600600,20570,25879,0.44
2600700,33870,33838,0.5
2600801,21663,39529,0.35
2600802,15529,33324,0.32
2600900,16748,27723,0.38
2601001,23562,33822,0.41
2601002,33498,47857,0.41
2601003,18200,47842,0.28
2601004,17157,31154,0.36
2601100,33774,39256,0.46
2601200,26964,25492,0.51
2601300,25199,26075,0.49
2601400,34112,46828,0.42
2601500,40597,39549,0.51
2601600,23172,29773,0.44
2601701,23457,32793,0.42
2601702,29280,25309,0.54
2601703,28903,13762,0.68
2601704,29265,47805,0.38
2601801,26215,38532,0.4
2601802,25720,25282,0.5
2601900,26680,49456,0.35
2602000,31849,45889,0.41
2602101,20716,33886,0.38
2602102,24882,26158,0.49
2602200,16820,23190,0.42
2602300,24956,25220,0.5
2602400,30118,35646,0.46
2602500,26913,29387,0.48
2602600,24206,37731,0.39
2602701,10850,32623,0.25
2602702,19493,32252,0.38
2602703,22183,31749,0.41
2602800,18701,56670,0.25
2602901,14820,40289,0.27
2602902,13946,40246,0.26
2602903,17365,50627,0.26
2602904,33201,33052,0.5
2602905,14692,42748,0.26
2602906,13711,48619,0.22
2602907,29109,48612,0.37
2602908,33646,55599,0.38
2603001,15964,30964,0.34
2603002,18925,46904,0.29
2603003,25194,26611,0.49
2603004,31523,36647,0.46
2603005,26555,36193,0.42
2603006,30245,32475,0.48
2603100,27458,38866,0.41
2603201,21388,59509,0.26
2603202,19564,39205,0.33
2603203,30589,26480,0.54
2603204,33211,30826,0.52
2603205,19201,22315,0.46
2603206,17788,39133,0.31
2603207,25592,24685,0.51
2603208,46758,13692,0.77
2603209,36410,13250,0.73
2603210,30387,9301,0.77
2603211,35853,21025,0.63
2603212,28739,8889,0.76
2603213,22749,18415,0.55
2603300,24463,37094,0.4
2700101,23195,36119,0.39
2700200,2,3,0.4
2700201,24031,35230,0.41
2700301,18834,27567,0.41
2700401,18253,24509,0.43
2700501,16878,26703,0.39
2700600,24323,33012,0.42
2700700,21813,33215,0.4
2700800,19942,28303,0.41
2700901,15187,25749,0.37
2701001,14711,25907,0.36
2701101,11684,26618,0.31
2701200,17521,31041,0.36
2701301,10490,32942,0.24
2701302,21128,33984,0.38
2701303,10634,26090,0.29
2701401,13994,38797,0.27
2701402,13496,36183,0.27
2701501,14686,38565,0.28
2701502,18039,25517,0.41
2701503,16538,25134,0.4
2701504,17469,23644,0.42
2701505,21091,18120,0.54
2701601,9099,34897,0.21
2701602,10458,38573,0.21
2701603,15478,28502,0.35
2701604,19692,26463,0.43
2701605,12244,36172,0.25
2701606,14866,40043,0.27
2701607,16264,38515,0.3
2701608,22820,20071,0.53
2701609,20958,27528,0.43
2701610,18409,32462,0.36
2701611,18664,29573,0.39
2701701,13870,26858,0.34
2701702,12129,29805,0.29
2701703,16517,31491,0.34
2701704,8945,30337,0.23
2701800,16345,39938,0.29
2701900,11954,28216,0.3
2702001,12055,34348,0.26
2702100,20261,34840,0.37
2702200,19009,29355,0.39
2702300,16513,25192,0.4
2702400,15360,25610,0.37
2702500,23059,35938,0.39
2702600,18476,29348,0.39
2702700,19086,46181,0.29
2702800,16428,24907,0.4
2800100,27132,41835,0.39
2800200,32244,25465,0.56
2800300,24601,16622,0.6
2800400,27927,27285,0.51
2800500,26706,28016,0.49
2800600,37217,33907,0.52
2800700,26186,16351,0.62
2800800,26609,14742,0.64
2800900,19848,30241,0.4
2801001,25180,22691,0.53
2801101,41185,30789,0.57
2801300,24718,44232,0.36
2801400,21992,18222,0.55
2801500,24971,17408,0.59
2801600,38448,27599,0.58
2801700,26221,19257,0.58
2801800,34522,35502,0.49
2801900,26350,29180,0.47
2802001,19229,21504,0.47
2802002,19114,21376,0.47
2802100,26306,30678,0.46
2900100,18316,24167,0.43
2900200,19936,24073,0.45
2900300,18260,24942,0.42
2900400,20811,35091,0.37
2900501,23992,38365,0.38
2900601,21471,36344,0.37
2900700,21373,27990,0.43
2900800,20416,34758,0.37
2900901,8993,34698,0.21
2900902,21417,34614,0.38
2901000,13222,30994,0.3
2901101,39517,45093,0.47
2901102,24485,32981,0.43
2901103,16040,38488,0.29
2901104,9450,33017,0.22
2901105,25679,38131,0.4
2901200,13367,34750,0.28
2901300,26116,24751,0.51
2901400,23397,21322,0.52
2901500,16994,19500,0.47
2901600,23987,26396,0.48
2901700,20804,29570,0.41
2901801,6582,39301,0.14
2901802,13288,44300,0.23
2901803,13372,41042,0.25
2901901,27152,22911,0.54
2901902,15770,33585,0.32
2901903,35612,33609,0.51
2901904,9416,35075,0.21
2901905,10328,32625,0.24
2901906,9906,37738,0.21
2901907,18117,48839,0.27
2901908,8362,32799,0.2
2902001,33779,23436,0.59
2902002,33260,50245,0.4
2902101,13998,30112,0.32
2902102,13934,30762,0.31
2902200,24055,24398,0.5
2902300,23902,23703,0.5
2902400,23805,19515,0.55
2902500,24608,20223,0.55
2902600,24874,18676,0.57
2902701,23297,41215,0.36
2902702,28899,26220,0.52
2902703,20834,37283,0.36
2902800,28428,27795,0.51
2902900,31959,37686,0.46
3000100,23272,32939,0.41
3000200,30326,40815,0.43
3000300,20109,29957,0.4
3000400,18044,32373,0.36
3000500,26536,36952,0.42
3000600,21610,31485,0.41
3000700,22516,35076,0.39
3000800,20401,26531,0.43
3100100,19434,23573,0.45
3100200,25658,45453,0.36
3100300,16529,27575,0.37
3100400,17022,25366,0.4
3100500,16570,30460,0.35
3100600,19970,36417,0.35
3100701,14367,27637,0.34
3100702,17684,54723,0.24
3100801,31284,40133,0.44
3100802,16183,43817,0.27
3100901,21778,59361,0.27
3100902,19761,44686,0.31
3100903,24027,20665,0.54
3100904,21120,24729,0.46
3200101,20410,41597,0.33
3200102,37317,44514,0.46
3200103,17447,36726,0.32
3200200,30094,39879,0.43
3200300,28586,40517,0.41
3200401,18014,33790,0.35
3200402,26584,22520,0.54
3200403,35838,32731,0.52
3200404,21634,38872,0.36
3200405,26599,40951,0.39
3200406,32238,21601,0.6
3200407,33705,13105,0.72
3200408,32326,23697,0.58
3200409,43218,23578,0.65
3200410,18688,25307,0.42
3200411,23627,31997,0.42
3200412,28327,37554,0.43
3200413,16377,29768,0.35
3200414,17982,32868,0.35
3200415,22318,48476,0.32
3300100,24296,41095,0.37
3300201,20719,35254,0.37
3300301,17799,42261,0.3
3300401,17049,28467,0.37
3300501,14470,26567,0.35
3300601,17473,30625,0.36
3300602,10775,31066,0.26
3300603,12115,32691,0.27
3300701,14756,47030,0.24
3300801,20303,63214,0.24
3400101,27290,33280,0.45
3400102,17814,28452,0.39
3400301,15773,26347,0.37
3400302,14554,33079,0.31
3400303,20410,34860,0.37
3400304,17721,28138,0.39
3400305,10227,34743,0.23
3400306,6594,31472,0.17
3400307,11763,28702,0.29
3400308,5629,32056,0.15
3400501,27933,18160,0.61
3400502,13293,26737,0.33
3400503,40223,11540,0.78
3400504,9968,30041,0.25
3400601,24973,46142,0.35
3400602,28495,19276,0.6
3400603,22796,37875,0.38
3400604,29940,30061,0.5
3400605,23305,29084,0.44
3400800,9958,41120,0.19
3400901,15489,38790,0.29
3400902,11334,32239,0.26
3400903,12834,27048,0.32
3400904,11583,29310,0.28
3400905,13676,26431,0.34
3400906,23511,27415,0.46
3400907,19737,19153,0.51
3401001,6572,34972,0.16
3401002,8615,35418,0.2
3401003,13709,31882,0.3
3401101,13196,31007,0.3
3401102,11640,28671,0.29
3401103,16619,29503,0.36
3401104,11022,32255,0.25
3401105,9610,29366,0.25
3401106,7950,29266,0.21
3401201,15489,37085,0.29
3401202,22136,40961,0.35
3401203,20590,16669,0.55
3401204,18381,29898,0.38
3401205,12352,27244,0.31
3401401,20132,29386,0.41
3401402,19323,19806,0.49
3401403,8624,33433,0.21
3401404,7467,30036,0.2
3401405,19027,19640,0.49
3401406,37313,19215,0.66
3401407,42275,15899,0.73
3401501,13190,37015,0.26
3401502,11745,38599,0.23
3401503,10414,32218,0.24
3401504,8440,41275,0.17
3401600,15573,43141,0.27
3401700,16480,29730,0.36
3401901,14353,22847,0.39
3401902,6907,28303,0.2
3401903,11521,26463,0.3
3401904,15876,28883,0.35
3401905,29877,16409,0.65
3402001,22228,41474,0.35
3402002,14718,49953,0.23
3402003,14368,33051,0.3
3402101,29116,15755,0.65
3402102,15571,29908,0.34
3402103,26583,39446,0.4
3402104,13499,31491,0.3
3402201,18377,33831,0.35
3402202,19476,40641,0.32
3402301,26572,20816,0.56
3402302,9757,30454,0.24
3402303,16965,39453,0.3
3402401,21609,18315,0.54
3402501,18070,20834,0.46
3402601,18287,36039,0.34
3500100,27704,9164,0.75
3500200,20320,14076,0.59
3500300,26037,26411,0.5
3500400,40235,24485,0.62
3500500,25942,39123,0.4
3500600,24464,32061,0.43
3500701,22485,28456,0.44
3500702,24142,22907,0.51
3500703,13882,31334,0.31
3500704,22932,25181,0.48
3500705,25363,18129,0.58
3500706,26303,13525,0.66
3500800,25938,23974,0.52
3500900,40177,25699,0.61
3501001,22502,16273,0.58
3501002,28773,17474,0.62
3501100,25029,23502,0.52
3600100,21321,21010,0.5
3600200,31922,40037,0.44
3600300,23353,31230,0.43
3600306,125,88,0.59
3600400,6,7,0.46
3600401,20622,23808,0.46
3600402,31314,35349,0.47
3600403,18125,22688,0.44
3600500,25195,34743,0.42
3600600,22523,24421,0.48
3600701,40394,23157,0.64
3600702,19300,34212,0.36
3600703,24981,42747,0.37
3600704,19027,26707,0.42
3600800,27065,35695,0.43
3600901,20155,38913,0.34
3600902,28880,20811,0.58
3600903,28017,15048,0.65
3600904,24004,30527,0.44
3600905,15306,27776,0.36
3600906,18018,51422,0.26
3601000,23792,32455,0.42
3601101,23304,23830,0.49
3601102,18902,24938,0.43
3601201,17927,29718,0.38
3601202,15695,39461,0.28
3601203,15327,32515,0.32
3601204,25148,43144,0.37
3601205,44905,19025,0.7
3601206,34409,24218,0.59
3601207,23631,47748,0.33
3601300,27163,43993,0.38
3601500,19388,25217,0.43
3601600,18289,23486,0.44
3601700,27044,39866,0.4
3601801,13168,37484,0.26
3601802,16164,33410,0.33
3601900,26389,40043,0.4
3602001,26924,20689,0.57
3602002,24876,59681,0.29
3602100,18793,24992,0.43
3602201,26039,30392,0.46
3602204,31674,37427,0.46
3602300,17831,26638,0.4
3602403,25521,29955,0.46
3602404,20346,28176,0.42
3602500,24743,25521,0.49
3602600,28652,24641,0.54
3602701,21267,26818,0.44
3602702,22232,37253,0.37
3602803,15531,28836,0.35
3602804,20225,38655,0.34
3602805,15937,34233,0.32
3602901,17720,29196,0.38
3602902,16834,30242,0.36
3602903,18064,25627,0.41
3603001,11320,23200,0.33
3603002,11208,27001,0.29
3603003,17614,11937,0.6
3603102,17468,36705,0.32
3603103,10583,39898,0.21
3603110,12824,39419,0.25
3603111,11824,31923,0.27
3603112,43201,38652,0.53
3603113,16980,28715,0.37
3603114,14203,29207,0.33
3603201,8163,34005,0.19
3603202,12216,26544,0.32
3603203,9123,25220,0.27
3603204,12707,27248,0.32
3603205,12869,24067,0.35
3603206,23203,18939,0.55
3603207,10776,27124,0.28
3603208,8579,28988,0.23
3603209,7106,29231,0.2
3603210,10943,25494,0.3
3603211,13664,25542,0.35
3603212,12824,24847,0.34
3603301,8555,26067,0.25
3603302,7781,27705,0.22
3603303,8176,33557,0.2
3603304,9490,30917,0.23
3603305,18086,43193,0.3
3603306,16249,27975,0.37
3603307,15702,31324,0.33
3603308,12092,23043,0.34
3603309,11222,25355,0.31
3603310,17786,11921,0.6
3603311,9203,25943,0.26
3603312,9727,24867,0.28
3603313,14466,22413,0.39
3604103,34831,32403,0.52
3604104,20589,41369,0.33
3604107,28893,74546,0.28
3604108,22883,78874,0.22
3604109,21273,18621,0.53
3604110,34369,20713,0.62
3604111,34126,17753,0.66
3604112,49400,26844,0.65
3604121,16476,58181,0.22
3604165,27249,78183,0.26
3604204,43883,10117,0.81
3604205,38936,7126,0.85
3604207,40766,13479,0.75
3604208,21507,17654,0.55
3604209,46290,18373,0.72
3604210,25754,27631,0.48
3604211,29941,16418,0.65
3604212,30055,23230,0.56
3604221,47111,9162,0.84
3604263,54903,10738,0.84
3604301,36506,45405,0.45
3604302,17313,40374,0.3
3604303,35788,25452,0.58
3604304,24471,15110,0.62
3604305,47866,24695,0.66
3604306,14590,36234,0.29
3604307,23836,15491,0.61
3604308,24500,23421,0.51
3604309,23792,18073,0.57
3604310,19052,25056,0.43
3604311,47174,22515,0.68
3604312,38575,19255,0.67
3604313,30840,15965,0.66
3604314,36910,26954,0.58
3604315,36724,26349,0.58
3604316,26276,10838,0.71
3604317,36467,21845,0.63
3604318,33799,34350,0.5
3604401,35538,40025,0.47
3604402,25848,27926,0.48
3604403,30895,17325,0.64
3604404,37162,16626,0.69
3604405,32108,29241,0.52
3604406,22826,31397,0.42
3604407,53039,41308,0.56
3604408,29496,26793,0.52
3604409,25484,19381,0.57
3604410,24212,18212,0.57
3604411,19903,24490,0.45
3604412,51198,28938,0.64
3604413,26939,36651,0.42
3604414,27278,19615,0.58
3604501,32123,30646,0.51
3604502,18867,28410,0.4
3604503,20320,40395,0.33
3700100,27405,27581,0.5
3700200,33703,27618,0.55
3700300,29510,28838,0.51
3700400,22510,24245,0.48
3700500,21846,20271,0.52
3700600,27017,16748,0.62
3700700,21578,27363,0.44
3700800,28093,37626,0.43
3700900,29033,27830,0.51
3701001,30190,27956,0.52
3701101,28141,35363,0.44
3701201,23449,36646,0.39
3701202,21757,42669,0.34
3701203,11724,38794,0.23
3701204,18868,31707,0.37
3701205,15917,35808,0.31
3701206,9922,43965,0.18
3701207,12258,42546,0.22
3701208,9000,44691,0.17
3701301,24449,58594,0.29
3701302,25133,30501,0.45
3701400,19333,36639,0.35
3701500,23072,32400,0.42
3701600,27569,41952,0.4
3701701,20904,36572,0.36
3701702,27262,23424,0.54
3701703,15853,35454,0.31
3701704,25754,27348,0.48
3701801,23266,20997,0.53
3701802,28338,25213,0.53
3701803,21271,36710,0.37
3701900,18282,25162,0.42
3702000,22428,24120,0.48
3702100,25293,29350,0.46
3702201,19245,31661,0.38
3702202,18729,28435,0.4
3702300,24016,23634,0.5
3702400,27070,28441,0.49
3702500,25407,37245,0.41
3702600,29189,25746,0.53
3702700,24469,32062,0.43
3702800,28882,35530,0.45
3702900,20306,41830,0.33
3703001,21170,22156,0.49
3703002,23828,26811,0.47
3703101,21749,41063,0.35
3703102,26568,21155,0.56
3703103,21938,26238,0.46
3703104,12697,53105,0.19
3703105,18616,35232,0.35
3703106,14979,54288,0.22
3703107,17684,35421,0.33
3703108,13935,43332,0.24
3703200,21115,35001,0.38
3703300,17741,24194,0.42
3703400,27603,29640,0.48
3703500,32142,34328,0.48
3703600,24890,31204,0.44
3703700,21581,32131,0.4
3703800,23237,26536,0.47
3703900,25007,16454,0.6
3704000,24329,22616,0.52
3704101,23511,21734,0.52
3704200,36486,39051,0.48
3704300,32191,39177,0.45
3704501,23247,31279,0.43
3704601,16289,31273,0.34
3704701,29008,50593,0.36
3704800,22691,42606,0.35
3704900,48009,26568,0.64
3705001,25117,23683,0.51
3705002,18274,21102,0.46
3705003,21668,20120,0.52
3705200,27398,20686,0.57
3705301,16871,24533,0.41
3705401,14481,35559,0.29
3800100,14507,29094,0.33
3800200,15375,30111,0.34
3800300,16122,36527,0.31
3800400,18762,28239,0.4
3800500,19154,30851,0.38
3800600,25376,58385,0.3
3900100,22991,44695,0.34
3900200,15896,26631,0.37
3900301,16707,38764,0.3
3900302,37039,33793,0.52
3900303,31057,18620,0.63
3900401,19705,31748,0.38
3900500,23293,31840,0.42
3900601,30153,27753,0.52
3900602,17999,49347,0.27
3900701,11386,32180,0.26
3900702,23684,45258,0.34
3900703,25385,24333,0.51
3900704,23490,31266,0.43
3900705,12247,35015,0.26
3900706,24271,20623,0.54
3900707,36384,19256,0.65
3900708,48891,18611,0.72
3900709,35073,28738,0.55
3900710,14983,46048,0.25
3900801,13916,34132,0.29
3900802,18504,32864,0.36
3900900,30563,45363,0.4
3901001,20886,32326,0.39
3901002,25898,23419,0.53
3901003,43728,37478,0.54
3901100,25611,37487,0.41
3901201,10024,36796,0.21
3901202,19256,28946,0.4
3901203,51723,34489,0.6
3901204,16917,30921,0.35
3901300,20208,52064,0.28
3901400,17788,26369,0.4
3901500,21543,29520,0.42
3901600,21918,27618,0.44
3901700,22520,27109,0.45
3901800,19638,33877,0.37
3901900,15686,27354,0.36
3902000,21052,19969,0.51
3902100,20148,32598,0.38
3902200,21705,34865,0.38
3902300,15219,28676,0.35
3902400,27109,29904,0.48
3902500,19278,41350,0.32
3902600,26634,34881,0.43
3902701,22668,36538,0.38
3902702,29420,29994,0.5
3902703,21120,28667,0.42
3902800,32209,35325,0.48
3902900,18114,26493,0.41
3903000,23356,28781,0.45
3903100,26599,26247,0.5
3903200,24991,42506,0.37
3903301,7749,30120,0.2
3903302,8752,34019,0.2
3903401,12095,37734,0.24
3903402,20420,30027,0.4
3903403,15618,31580,0.33
3903404,13124,34071,0.28
3903405,17622,38845,0.31
3903406,17755,30180,0.37
3903407,22271,21884,0.5
3903408,26772,26855,0.5
3903409,31130,37101,0.46
3903410,20234,19776,0.51
3903411,17156,27435,0.38
3903500,24019,35809,0.4
3903600,23602,44242,0.35
3903701,25151,29994,0.46
3903702,18598,28199,0.4
3903703,38320,27812,0.58
3903704,18060,40401,0.31
3903801,23991,24097,0.5
3903802,25581,28597,0.47
3903803,8636,35156,0.2
3903901,10264,31993,0.24
3903902,12951,34359,0.27
3904000,20939,24342,0.46
3904100,23362,23317,0.5
3904200,28097,27300,0.51
3904300,25973,19619,0.57
3904400,27234,21969,0.55
3904501,19952,22760,0.47
3904602,20029,38205,0.34
3904701,9089,30723,0.23
3904702,15245,29777,0.34
3904703,23647,39010,0.38
3904704,12067,29249,0.29
3904705,32178,20610,0.61
3904706,31987,26157,0.55
3904707,18681,35239,0.35
4020100,20500,19522,0.51
4020200,19503,26227,0.43
4020300,22344,21892,0.51
4020400,16634,23355,0.42
4020500,25443,22773,0.53
4020600,25156,15673,0.62
4020700,27689,29374,0.49
4020801,25175,20658,0.55
4020802,21381,27463,0.44
4020803,27031,36038,0.43
4020804,28773,38319,0.43
4020805,18069,27643,0.4
4020900,20962,20923,0.5
4021000,23647,18824,0.56
4021100,24032,24768,0.49
4021200,16630,22212,0.43
4021301,23683,32797,0.42
4021302,25007,34631,0.42
4021401,30183,42960,0.41
4021402,19638,45086,0.3
4021403,23599,24061,0.5
4021404,20239,32693,0.38
4021405,25563,15679,0.62
4021406,25377,19773,0.56
4021500,20241,37505,0.35
4021600,28420,23902,0.54
4021700,24566,22893,0.52
4021800,18289,28066,0.39
4021900,23171,22677,0.51
4022000,26552,23952,0.53
4022100,28063,20069,0.58
4100301,20869,22393,0.48
4100501,15317,24899,0.38
4100502,15284,24038,0.39
4100503,12961,26863,0.33
4100504,12669,29898,0.3
4101701,18481,28787,0.39
4101702,23868,32033,0.43
4101900,22835,23087,0.5
4102901,23346,22982,0.5
4102902,21109,23391,0.47
4103903,33718,32504,0.51
4103904,22380,24772,0.47
4103905,21919,24855,0.47
4104301,22944,24634,0.48
4104703,20019,18473,0.52
4104704,20995,21943,0.49
4104705,18497,24711,0.43
4105101,21146,30684,0.41
4105102,22536,23956,0.48
4105103,22482,27855,0.45
4105105,20166,39901,0.34
4105114,26987,48438,0.36
4105116,31573,32574,0.49
4105901,19457,18898,0.51
4106501,20059,20232,0.5
4106720,16144,33056,0.33
4106721,15938,27519,0.37
4106722,16928,29711,0.36
4106723,15335,29514,0.34
4106724,18300,31045,0.37
4107100,17789,22210,0.44
4109000,22449,29174,0.43
4109100,39800,33772,0.54
4109200,26989,18540,0.59
4109300,23794,30158,0.44
4200111,30743,33064,0.48
4200112,18469,28285,0.4
4200200,23070,26194,0.47
4200300,33180,35628,0.48
4200400,25907,32529,0.44
4200500,19589,24231,0.45
4200600,26561,39345,0.4
4200701,22181,23044,0.49
4200702,22814,31561,0.42
4200801,21919,34227,0.39
4200802,28765,24871,0.54
4200803,21974,27579,0.44
4200900,25606,35729,0.42
4201000,20211,25644,0.44
4201100,22432,32543,0.41
4201200,24283,33238,0.42
4201300,25161,28733,0.47
4201400,20514,26169,0.44
4201511,20332,29105,0.41
4201512,25370,32879,0.44
4201600,27467,54056,0.34
4201701,38623,46318,0.45
4201702,21853,31059,0.41
4201801,15187,33450,0.31
4201802,16096,49915,0.24
4201803,17180,40162,0.3
4201804,32623,45436,0.42
4201805,25083,25601,0.49
4201806,16964,41585,0.29
4201807,13600,35252,0.28
4201900,30926,29801,0.51
4202011,19394,30109,0.39
4202012,20757,32427,0.39
4202013,21452,30197,0.42
4202100,25731,29869,0.46
4202200,29362,35274,0.45
4202301,20345,35146,0.37
4202302,18881,48436,0.28
4202401,33365,37052,0.47
4202402,16645,33361,0.33
4202403,17,22,0.44
4202500,21447,33459,0.39
4202600,26778,31434,0.46
4202701,17138,33295,0.34
4202702,32774,21692,0.6
4202703,22319,37095,0.38
4202801,19108,31117,0.38
4202802,20395,41230,0.33
4202803,28167,19304,0.59
4202901,28609,42411,0.4
4202902,16389,44202,0.27
4203011,10108,30818,0.25
4203012,11314,33554,0.25
4203013,16284,36587,0.31
4203014,18114,33505,0.35
4203015,18438,39402,0.32
4203111,14350,32292,0.31
4203112,13048,27598,0.32
4203113,11065,29036,0.28
4203114,18506,41799,0.31
4203115,13553,41283,0.25
4203116,11113,33225,0.25
4203117,12974,35460,0.27
4203216,28211,39670,0.42
4203221,24617,30327,0.45
4203222,45634,24658,0.65
4203223,26187,13081,0.67
4203224,40294,18451,0.69
4203225,35814,16568,0.68
4203227,40490,22763,0.64
4203228,47757,22099,0.68
4203229,35786,18480,0.66
4203230,15673,57399,0.21
4203231,26422,30493,0.46
4203311,15643,44145,0.26
4203312,29085,31608,0.48
4203313,28815,28040,0.51
4203314,12139,28804,0.3
4203411,10657,28809,0.27
4203412,10424,31531,0.25
4203413,12335,36093,0.25
4203414,10935,27107,0.29
4203415,9001,27155,0.25
4203501,22247,23964,0.48
4203502,15092,30468,0.33
4203503,21277,40444,0.34
4203504,20352,36218,0.36
4203601,27627,39545,0.41
4203602,13944,37354,0.27
4203603,20141,40288,0.33
4203701,15912,34324,0.32
4203702,19141,32713,0.37
4203800,26393,28455,0.48
4203900,27554,28626,0.49
4204011,19580,37944,0.34
4204012,17935,26709,0.4
4400103,39253,29526,0.57
4400105,31726,37353,0.46
4400106,25766,31492,0.45
4400107,25458,33588,0.43
4400200,28853,44632,0.39
4400300,21199,37291,0.36
4400400,17786,36258,0.33
4500101,20457,22558,0.48
4500201,21213,23618,0.47
4500301,15560,24880,0.38
4500302,16331,22685,0.42
4500303,16766,28345,0.37
4500304,16872,25166,0.4
4500305,17993,26894,0.4
4500401,18096,26526,0.41
4500402,17160,25792,0.4
4500403,20795,20229,0.51
4500501,20893,27201,0.43
4500601,16519,28922,0.36
4500602,15390,27159,0.36
4500700,27796,32475,0.46
4500800,24344,29441,0.45
4500901,20716,27989,0.43
4501001,17762,23800,0.43
4501100,21308,27499,0.44
4501200,29337,36664,0.44
4501301,25492,40281,0.39
4501302,22824,33407,0.41
4501401,20428,28113,0.42
4501402,23501,24208,0.49
4501403,19561,21002,0.48
4501501,24905,29399,0.46
4501600,26163,26422,0.5
4501700,28115,20145,0.58
4501800,28991,16380,0.64
4501901,30555,30881,0.5
4502001,20350,37739,0.35
4502100,22462,37225,0.38
4502201,14185,26922,0.35
4502202,18529,30599,0.38
4502301,19847,42779,0.32
4502302,21624,37369,0.37
4502303,15067,29768,0.34
4502400,28109,21346,0.57
4502500,28739,24673,0.54
4502601,21096,20044,0.51
4502701,25527,34363,0.43
4502702,29295,38265,0.43
4503001,35,60,0.37
4600100,30119,49448,0.38
4600200,15672,18321,0.46
4600300,16901,37318,0.31
4600400,20020,32255,0.38
4600501,15660,39271,0.29
4600601,23060,58841,0.28
4700100,21690,20913,0.51
4700200,23871,23436,0.5
4700301,18096,22344,0.45
4700302,19551,24141,0.45
4700401,22201,35963,0.38
4700501,16950,30475,0.36
4700600,22585,18246,0.55
4700700,25619,22318,0.53
