state, stusps,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Num Eligible,Num Ineligible,Percentage Eligible,Medicaid expansion (1),Party,ACP Participation Sep 23 (2),Avg claim $ Jan-Sep 2023 (3),Total dif,Weighed dif,Saving in $
01, AL,911822,1055721,46.34,731648,1235894,37.19,NO,Republican,0.420261849352176,32.31269263,180174,75720.25844517896,2446725.4370032293
02, AK,106704,164595,39.33,94422,176877,34.8,YES,Republican,0.197649572649572,66.94490927,12282,2427.5320512820435,162510.9129230934
04, AZ,1174568,1643126,41.69,980019,1837677,34.78,YES,Democrat + Independent,0.395275539602645,36.72991326,194549,76900.46095415499,2824547.2605001293
05, AR,600752,582813,50.76,495864,687698,41.9,YES,Republican,0.327144978293871,33.2862096,104888,34313.582483287544,1142169.0986655976
06, CA,6013704,7415330,44.78,5422945,8006087,40.38,YES,Democrat,0.427501420089848,33.00164891,590759,252550.3114308585,8334576.709952353
08, CO,824852,1488185,35.66,701779,1611263,30.34,YES,Democrat,0.270830403514812,33.38255308,123073,33331.91025177846,1112704.2632377907
09, CT,568632,859687,39.81,509639,918678,35.68,YES,Democrat,0.299947945244024,33.12441214,58993,17694.82913378071,586130.8129742313
10, DE,150742,244926,38.1,129012,266657,32.61,YES,Democrat,0.307684653248596,36.83371311,21730,6685.987515091992,246269.7459879402
12, FL,3685918,4879423,43.03,3021023,5544322,35.27,NO,Republican,0.416985402279703,33.25919813,664895,277251.50904876314,9221162.871294301
13, GA,1665435,2335679,41.62,1376677,2624442,34.41,NO,Democrat,0.395790889467316,33.15203674,288758,114287.78566080323,3788872.869160194
15, HI,207027,283055,42.24,186573,303510,38.07,YES,Democrat,0.253479014814492,32.1864799,20454,5184.659769015619,166875.94744375985
16, ID,287136,406735,41.38,232848,461020,33.56,YES,Republican,0.163692466287752,34.74310399,54288,8886.53660982948,308745.8655462477
17, IL,2000692,2990960,40.08,1710591,3281065,34.27,YES,Democrat,0.31331309366959,34.39314234,290101,90892.44178664172,3126076.6879981323
18, IN,1099146,1581549,41.0,901867,1778827,33.64,YES,Republican,0.353259712540463,32.91961402,197279,69690.72283027001,2294191.6963472907
19, IA,497487,802975,38.25,412069,888393,31.69,YES,Republican,0.2266109466177,34.44123704,85418,19356.6538381907,666667.1031423517
20, KS,449522,709501,38.78,345648,813374,29.82,NO,Republican,0.270756492451982,31.44574061,103874,28124.55989695718,884397.6152901239
21, KY,873763,911924,48.93,748630,1037059,41.92,YES,Republican,0.485875460508169,32.22560462,125133,60799.05399976871,1959286.275466576
22, LA,948326,835601,53.16,834558,949367,46.78,YES,Republican,0.535368639054502,33.8759307,113768,60907.81932795259,2063309.0666418422
23, ME,236145,357485,39.78,192600,401028,32.44,YES,Republican + Independent,0.393156746913972,31.15714349,43545,17120.01054436891,533410.6250812152
24, MD,857197,1498443,36.39,769780,1585857,32.68,YES,Democrat,0.299273095916107,34.9034815,87417,26161.55622569833,913129.3937348714
25, MA,1116919,1642044,40.48,1019188,1739785,36.94,YES,Democrat,0.30350186539937,34.08828678,97731,29661.54080734583,1011111.1093774773
26, MI,1729801,2321999,42.69,1467898,2583901,36.23,YES,Democrat,0.453852784222,34.57002623,261903,118865.40574609446,4109180.194482079
27, MN,802896,1478112,35.2,683586,1597421,29.97,YES,Democrat,0.28654396086168,33.18209217,119310,34187.55997040704,1134414.7660054488
28, MS,576706,552902,51.05,474721,654888,42.03,YES,Republican,0.387259712921315,34.00269539,101985,39494.68182228031,1342925.6355279675
29, MO,965580,1503128,39.11,757378,1711334,30.68,NO,Republican,0.375754468816669,32.36481477,208202,78232.83191656812,2531991.1139122713
30, MT,182814,266128,40.72,148372,300571,33.05,YES,Democrat + Republican,0.280618552189657,33.62124795,34442,9665.064174516167,324951.5190640701
31, NE,281387,504595,35.8,220809,565172,28.09,YES,Republican,0.31767992124725,30.75352915,60578,19244.41426931591,591833.6552060827
32, NV,531329,660048,44.6,444439,746939,37.3,YES,Democrat,0.456686911499278,33.42231442,86890,39681.52574017226,1326248.4299533605
33, NH,169755,378270,30.98,140818,407215,25.7,YES,Democrat,0.210173485317074,32.22608682,28937,6081.79014462017,195992.29722154996
34, NJ,1268437,2229507,36.26,1098173,2399786,31.39,YES,Democrat,0.226280848004276,35.11538334,170264,38527.48230460005,1352907.3102510974
35, NM,442228,391774,53.02,389699,444302,46.73,YES,Democrat,0.384374123755167,39.7029752,52529,20190.788346735168,801634.3689988753
36, NY,3448259,4204186,45.06,3116367,4536087,40.72,YES,Democrat,0.453001645178044,33.39394907,331892,150347.62202143137,5020700.83257929
37, NC,1753491,2426154,41.95,1439160,2740482,34.43,YES,Republican,0.490833428857062,31.58749598,314331,154284.16252606915,4873450.363569876
38, ND,109296,213207,33.89,74166,248338,23.0,YES,Republican,0.144158981115502,34.91900364,35130,5064.305006587585,176840.4849591021
39, OH,2004934,2828008,41.48,1666849,3166088,34.49,YES,Democrat + Republican,0.543492703500464,31.83051081,338085,183746.73066295436,5848752.296669328
40, OK,725560,822408,46.87,589032,958934,38.05,YES,Republican,0.449122057445283,55.47480866,136528,61317.7362588896,3401589.6864262447
41, OR,745083,957500,43.76,659253,1043329,38.72,YES,Democrat,0.277441573623341,32.7726764,85830,23812.810264091357,780409.5249596646
