state, stusps,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Num Eligible,Num Ineligible,Percentage Eligible,Medicaid expansion (1),Party,ACP Participation July 23 (2),Avg claim $ Jan-Jul 2023 (3),Total dif,Weighed dif,Saving in $
01, AL,911822,1055721,46.34,799921,1167618,40.66,NO,Republican,0.40805113278688165,32.24541303,111901,45661.32980998485,1472368.4392220129
02, AK,106704,164595,39.33,97236,174062,35.84,YES,Republican,0.1815114709851552,66.23260186,9468,1718.5506072874493,113824.07814873086
04, AZ,1174568,1643126,41.69,1044430,1773268,37.07,YES,Democrat + Independent,0.36969592224545533,37.08461108,130138,48111.487929179064,1784195.8183337203
05, AR,600752,582813,50.76,529800,653762,44.76,YES,Republican,0.31460902335739205,33.21717515,70952,22322.13942525368,741478.415011372
06, CA,6013704,7415330,44.78,5622655,7806371,41.87,YES,Democrat,0.3887507599309843,32.83650483,391049,152020.59592025148,4991825.0321948165
08, CO,824852,1488185,35.66,739743,1573290,31.98,YES,Democrat,0.25822450572951267,32.80043456,85109,21977.229458133093,720862.6766515988
09, CT,568632,859687,39.81,527570,900746,36.94,YES,Democrat,0.2870837378128561,32.81121389,41062,11788.232442071498,386786.2160418449
10, DE,150742,244926,38.1,136923,258743,34.61,YES,Democrat,0.2923869923445357,36.42325724,13819,4040.495847209139,147168.01962005018
12, FL,3685918,4879423,43.03,3244152,5321180,37.88,NO,Republican,0.3835587226845524,33.13608085,441766,169443.20268546397,5614683.663668471
13, GA,1665435,2335679,41.62,1474179,2526933,36.84,NO,Democrat,0.38856695097677185,33.01602169,191256,74315.76077601347,2453610.769689712
15, HI,207027,283055,42.24,194737,295344,39.74,YES,Democrat,0.23226439063503795,31.85994969,12290,2854.5293609046166,90945.16182704894
16, ID,287136,406735,41.38,248353,445517,35.79,YES,Republican,0.15385392287975036,34.7319828,38783,5966.916691045358,207242.84788242026
17, IL,2000692,2990960,40.08,1807389,3184266,36.21,YES,Democrat,0.29696075157995333,33.96886151,193303,57403.40416265972,1949928.2862039458
18, IN,1099146,1581549,41.0,960417,1720277,35.83,YES,Republican,0.33797511886500975,32.70169966,138729,46886.95026502394,1533282.9655401704
19, IA,497487,802975,38.25,436770,863693,33.59,YES,Republican,0.21367794535334592,34.03591974,60717,12973.883808019104,441578.06800582376
20, KS,449522,709501,38.78,382603,776419,33.01,NO,Republican,0.2563878964767019,31.41999824,66919,17157.221644324414,539079.873867963
21, KY,873763,911924,48.93,789288,996400,44.2,YES,Republican,0.4671323917355164,32.12541146,84475,39461.00879185775,1267701.1440651077
22, LA,948326,835601,53.16,874289,909639,49.01,YES,Republican,0.5090443581637538,34.00828118,74037,37688.11714536984,1281708.0850245163
23, ME,236145,357485,39.78,206148,387479,34.73,YES,Republican + Independent,0.3737322407842639,31.14303188,29997,11210.846026805564,349139.735214577
24, MD,857197,1498443,36.39,798213,1557426,33.89,YES,Democrat,0.28296995906425243,34.49530866,58984,16690.700065445864,575750.8505090373
25, MA,1116919,1642044,40.48,1049759,1709211,38.05,YES,Democrat,0.29063163935791225,33.70589164,67160,19518.820899277387,657899.262171611
26, MI,1729801,2321999,42.69,1547154,2504642,38.18,YES,Democrat,0.41776655233752324,34.12741787,182647,76303.80748479161,2604051.9231055174
27, MN,802896,1478112,35.2,719803,1561207,31.56,YES,Democrat,0.2720950160419282,32.99918093,83093,22609.19116797194,746084.7900328642
28, MS,576706,552902,51.05,515484,614127,45.63,YES,Republican,0.38471768977607307,33.90314332,61222,23553.186403470747,798527.054279544
29, MO,965580,1503128,39.11,832211,1636498,33.71,NO,Republican,0.3541850494003604,32.08781078,133369,47237.30585347667,1515741.7319833457
30, MT,182814,266128,40.72,158309,290629,35.26,YES,Democrat + Republican,0.2679280580261906,33.27425979,24505,6565.5770619318,218464.71682998363
31, NE,281387,504595,35.8,239684,546296,30.49,YES,Republican,0.303176763674228,30.68420641,41703,12643.380575506331,387952.0992990209
32, NV,531329,660048,44.6,471812,719569,39.6,YES,Democrat,0.4275185431248812,33.55411726,59517,25444.621131163552,853771.8010713357
33, NH,169755,378270,30.98,149364,398671,27.25,YES,Democrat,0.20620305734735353,31.75315651,20391,4204.6865423698855,133512.0698553617
34, NJ,1268437,2229507,36.26,1150952,2346996,32.9,YES,Democrat,0.21821895766206756,34.8152776,117485,25637.454240928007,892575.0863552059
35, NM,442228,391774,53.02,405814,428187,48.66,YES,Democrat,0.3799171468111472,39.69763157,36414,13834.302983981113,549189.0628858338
36, NY,3448259,4204186,45.06,3221511,4430944,42.1,YES,Democrat,0.42345282068429313,33.14454837,226748,96017.0801845221,3182442.7585220616
37, NC,1753491,2426154,41.95,1545260,2634390,36.97,YES,Republican,0.46559862582699313,31.56738848,208231,96952.06745458061,3060523.577277911
38, ND,109296,213207,33.89,85992,236513,26.66,YES,Republican,0.13254830917874397,34.49025478,23304,3088.9057971014495,106537.14793344798
39, OH,2004934,2828008,41.48,1777045,3055884,36.77,YES,Democrat + Republican,0.5080820615541459,31.67799277,227889,115786.31292551276,3667877.983719351
40, OK,725560,822408,46.87,632800,915166,40.88,YES,Republican,0.4167939246926512,55.28536162,92760,38661.804454490324,2137431.8401482245
41, OR,745083,957500,43.76,684809,1017774,40.22,YES,Democrat,0.25488972369521246,32.17613133,60274,15363.223206005236,494329.08752852806
42, PA,2115720,3113235,40.46,1890766,3338189,36.16,YES,Democrat,0.3129445295218649,33.76320311,224954,70398.12369406159,2376866.148845505
44, RI,190041,250140,43.17,177046,263140,40.22,YES,Democrat,0.37410348293263035,32.9041516,12995,4861.474760709531,159962.70252596014
45, SC,890673,1159173,43.45,780262,1269591,38.06,NO,Republican,0.41158764215374216,32.02236811,110411,45443.803157836825,1455218.1930386312
46, SD,121432,235454,34.03,100251,256635,28.09,YES,Republican,0.1714128071677976,41.81758561,21181,3630.6946686211213,151826.8851288343
47, TN,1200938,1569465,43.35,1045543,1724862,37.74,NO,Republican,0.3287471959418388,32.06883965,155395,51085.67051338204,1638258.176106382
48, TX,4536368,6259834,42.02,3997063,6799133,37.02,NO,Republican,0.3349503391259263,32.3474582,539305,180640.39264230768,5843257.550228635
49, UT,361325,740176,32.8,301090,800413,27.33,YES,Republican,0.16740330727184669,35.30417821,60235,10083.538213519685,355991.03007744404
50, VT,116455,153701,43.11,106077,164081,39.26,YES,Democrat + Independent,0.1877463397879009,31.79123151,10378,1948.4315143188355,61943.03735308998
51, VA,1142640,2188816,34.3,1016831,2314621,30.52,YES,Democrat,0.3433951200728138,33.83298936,125809,43202.19666124063,1461659.4599683818
53, WA,1139413,1882850,37.7,1052504,1969760,34.83,YES,Democrat,0.26063683668696075,33.08364313,86909,22651.686839627073,749400.3236947396
54, WV,360464,361725,49.91,326821,395367,45.25,YES,Democrat + Republican,0.3081472768431799,34.13141038,33643,10366.998834835102,353840.29164073867
55, WI,892049,1557930,36.41,786558,1663417,32.1,NO,Democrat + Republican,0.42885648658313613,32.00530486,105491,45240.499626141616,1447935.9825533787
56, WY,84623,158136,34.86,72460,170299,29.85,NO,Republican,0.22768041785330229,31.47968644,12163,2769.2769223497157,87175.96918109727
72,PR,934092,231895,80.11,870967,295018,74.7,YES,,0.6503417222286456,32.68862782,63125,41052.82121568325,1341960.3936804698
