state, stusps,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Num Eligible,Num Ineligible,Percentage Eligible,Medicaid expansion (1),Party,ACP Participation Sep 23 (2),Avg claim $ Jan-Sep 2023 (3),Total dif,Weighed dif,Saving in $
01, AL,911822,1055721,46.34,899742,1067801,45.73,NO,Republican,0.420261849352176,32.31269263,12080,5076.763140174286,164043.8869037653
02, AK,106704,164595,39.33,105279,166019,38.81,YES,Republican,0.197649572649572,66.94490927,1425,281.6506410256401,18855.076609298812
04, AZ,1174568,1643126,41.69,1162169,1655528,41.25,YES,Democrat + Independent,0.395275539602645,36.72991326,12399,4901.021415533195,180014.09147793666
05, AR,600752,582813,50.76,591593,591968,49.98,YES,Republican,0.327144978293871,33.2862096,9159,2996.3208561935644,99736.16404811044
06, CA,6013704,7415330,44.78,5972259,7456777,44.47,YES,Democrat,0.427501420089848,33.00164891,41445,17717.79635562375,584716.4947871724
08, CO,824852,1488185,35.66,815250,1497781,35.25,YES,Democrat,0.270830403514812,33.38255308,9602,2600.513534549225,86811.78110234792
09, CT,568632,859687,39.81,564822,863495,39.54,YES,Democrat,0.299947945244024,33.12441214,3810,1142.8016713797315,37854.63355706306
10, DE,150742,244926,38.1,148915,246752,37.64,YES,Democrat,0.307684653248596,36.83371311,1827,562.139861485185,20705.69838564044
12, FL,3685918,4879423,43.03,3644813,4920524,42.55,NO,Republican,0.416985402279703,33.25919813,41105,17140.184960707193,570068.8075930068
13, GA,1665435,2335679,41.62,1645601,2355514,41.13,NO,Democrat,0.395790889467316,33.15203674,19834,7850.116501694745,260247.35067746448
15, HI,207027,283055,42.24,205702,284379,41.97,YES,Democrat,0.253479014814492,32.1864799,1325,335.8596946292019,10810.141310402945
16, ID,287136,406735,41.38,281757,412113,40.61,YES,Republican,0.163692466287752,34.74310399,5379,880.501776161818,30591.36477256975
17, IL,2000692,2990960,40.08,1981468,3010184,39.7,YES,Democrat,0.31331309366959,34.39314234,19224,6023.130912704198,207154.39881308956
18, IN,1099146,1581549,41.0,1083814,1596878,40.43,YES,Republican,0.353259712540463,32.91961402,15332,5416.177912670379,178298.48634875813
19, IA,497487,802975,38.25,491919,808541,37.83,YES,Republican,0.2266109466177,34.44123704,5568,1261.7697507673536,43456.91107608014
20, KS,449522,709501,38.78,442307,716716,38.16,NO,Republican,0.270756492451982,31.44574061,7215,1953.5080930410502,61429.50877330462
21, KY,873763,911924,48.93,865753,919935,48.48,YES,Republican,0.485875460508169,32.22560462,8010,3891.8624386704337,125417.6201840224
22, LA,948326,835601,53.16,938467,845455,52.61,YES,Republican,0.535368639054502,33.8759307,9859,5278.1994124383355,178803.91751654175
23, ME,236145,357485,39.78,232724,360906,39.2,YES,Republican + Independent,0.393156746913972,31.15714349,3421,1344.9892311926983,41906.022468775685
24, MD,857197,1498443,36.39,850400,1505242,36.1,YES,Democrat,0.299273095916107,34.9034815,6797,2034.1592329417795,70999.23915503759
25, MA,1116919,1642044,40.48,1111279,1647685,40.28,YES,Democrat,0.30350186539937,34.08828678,5640,1711.750520852447,58350.64265063257
26, MI,1729801,2321999,42.69,1710936,2340863,42.23,YES,Democrat,0.453852784222,34.57002623,18865,8561.93277434803,295986.2405887081
27, MN,802896,1478112,35.2,794798,1486207,34.84,YES,Democrat,0.28654396086168,33.18209217,8098,2320.4329950578845,76996.82151631988
28, MS,576706,552902,51.05,570902,558706,50.54,YES,Republican,0.387259712921315,34.00269539,5804,2247.6553737953122,76426.34101685858
29, MO,965580,1503128,39.11,953543,1515165,38.63,NO,Republican,0.375754468816669,32.36481477,12037,4522.956541146245,146384.65066695813
30, MT,182814,266128,40.72,179229,269715,39.92,YES,Democrat + Republican,0.280618552189657,33.62124795,3585,1006.0175095999202,33823.564132300424
31, NE,281387,504595,35.8,277856,508126,35.35,YES,Republican,0.31767992124725,30.75352915,3531,1121.7278019240396,34497.08865483638
32, NV,531329,660048,44.6,523376,668004,43.93,YES,Democrat,0.456686911499278,33.42231442,7953,3632.031007153758,121390.88230428216
33, NH,169755,378270,30.98,167295,380734,30.53,YES,Democrat,0.210173485317074,32.22608682,2460,517.026773880002,16661.749703321453
34, NJ,1268437,2229507,36.26,1256088,2241850,35.91,YES,Democrat,0.226280848004276,35.11538334,12349,2794.3421920048045,98124.3972553846
35, NM,442228,391774,53.02,438934,395069,52.63,YES,Democrat,0.384374123755167,39.7029752,3294,1266.12836364952,50269.06302199347
36, NY,3448259,4204186,45.06,3424638,4227811,44.75,YES,Democrat,0.453001645178044,33.39394907,23621,10700.351860750578,357327.0050689845
37, NC,1753491,2426154,41.95,1731221,2448419,41.42,YES,Republican,0.490833428857062,31.58749598,22270,10930.86046064677,345278.5108586208
38, ND,109296,213207,33.89,108084,214418,33.51,YES,Republican,0.144158981115502,34.91900364,1212,174.72068511198842,6101.072239408817
39, OH,2004934,2828008,41.48,1983630,2849315,41.04,YES,Democrat + Republican,0.543492703500464,31.83051081,21304,11578.568555373884,368551.7515661545
40, OK,725560,822408,46.87,715569,832397,46.23,YES,Republican,0.449122057445283,55.47480866,9991,4487.1784759358225,248925.36737581016
41, OR,745083,957500,43.76,737679,964908,43.33,YES,Democrat,0.277441573623341,32.7726764,7404,2054.177411107217,67320.89156240658
