state, stusps,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Num Eligible,Num Ineligible,Percentage Eligible,Medicaid expansion (1),Party,ACP Participation Sep 23 (2),Avg claim $ Jan-Sep 2023 (3),Total dif,Weighed dif,Saving in $
01, AL,911822,1055721,46.34,794198,1173343,40.37,NO,Republican,0.420261849352176,32.31269263,117624,49432.87976820035,1597309.4497656035
02, AK,106704,164595,39.33,96561,174737,35.59,YES,Republican,0.197649572649572,66.94490927,10143,2004.7596153846089,134208.45056008274
04, AZ,1174568,1643126,41.69,1037710,1779983,36.83,YES,Democrat + Independent,0.395275539602645,36.72991326,136858,54096.61979893879,1986964.1528742202
05, AR,600752,582813,50.76,526354,657212,44.47,YES,Republican,0.327144978293871,33.2862096,74398,24338.932095107415,810150.7951579125
06, CA,6013704,7415330,44.78,5603698,7825336,41.73,YES,Democrat,0.427501420089848,33.00164891,410006,175278.1472453582,5784467.876986595
08, CO,824852,1488185,35.66,736002,1577032,31.82,YES,Democrat,0.270830403514812,33.38255308,88850,24063.281352291047,803293.7670218301
09, CT,568632,859687,39.81,525796,902521,36.81,YES,Democrat,0.299947945244024,33.12441214,42836,12848.570182473013,425601.33413395105
10, DE,150742,244926,38.1,136207,259457,34.42,YES,Democrat,0.307684653248596,36.83371311,14535,4472.196434968343,164727.6004571887
12, FL,3685918,4879423,43.03,3221183,5344154,37.61,NO,Republican,0.416985402279703,33.25919813,464735,193787.71092845776,6445223.872928743
13, GA,1665435,2335679,41.62,1463683,2537431,36.58,NO,Democrat,0.395790889467316,33.15203674,201752,79851.60353180993,2647243.2940344764
15, HI,207027,283055,42.24,193837,296244,39.55,YES,Democrat,0.253479014814492,32.1864799,13190,3343.388205403149,107611.89727110554
16, ID,287136,406735,41.38,246723,447150,35.56,YES,Republican,0.163692466287752,34.74310399,40413,6615.303640086921,229836.18229296544
17, IL,2000692,2990960,40.08,1795289,3196368,35.97,YES,Democrat,0.31331309366959,34.39314234,205403,64355.44937901479,2213386.13084712
18, IN,1099146,1581549,41.0,954489,1726207,35.61,YES,Republican,0.353259712540463,32.91961402,144657,51101.49023696576,1682241.334447711
19, IA,497487,802975,38.25,435075,865388,33.46,YES,Republican,0.2266109466177,34.44123704,62412,14143.242400303892,487110.7640230449
20, KS,449522,709501,38.78,377663,781359,32.58,NO,Republican,0.270756492451982,31.44574061,71859,19456.290791106978,611817.4734498818
21, KY,873763,911924,48.93,786661,999026,44.05,YES,Republican,0.485875460508169,32.22560462,87102,42320.72436118253,1363810.9304954703
