state, stusps,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Num Eligible,Num Ineligible,Percentage Eligible,Medicaid expansion (1),Party,ACP Participation Sep 23 (2),Avg claim $ Jan-Sep 2023 (3),Total dif,Weighed dif,Saving in $
01, AL,911822,1055721,46.34,853117,1114429,43.36,NO,Republican,0.420261849352176,32.31269263,58705,24671.47186621949,797201.6871428429
02, AK,106704,164595,39.33,101435,169864,37.39,YES,Republican,0.197649572649572,66.94490927,5269,1041.415598290595,69717.47273992664
04, AZ,1174568,1643126,41.69,1105593,1712100,39.24,YES,Democrat + Independent,0.395275539602645,36.72991326,68975,27264.13034409244,1001409.1426478492
05, AR,600752,582813,50.76,562743,620824,47.55,YES,Republican,0.327144978293871,33.2862096,38009,12434.453479971744,413895.82479578885
06, CA,6013704,7415330,44.78,5798459,7630570,43.18,YES,Democrat,0.427501420089848,33.00164891,215245,92017.54316723933,3036730.6531660017
08, CO,824852,1488185,35.66,775306,1537728,33.52,YES,Democrat,0.270830403514812,33.38255308,49546,13418.563172544877,447945.89736481255
09, CT,568632,859687,39.81,545344,882973,38.18,YES,Democrat,0.299947945244024,33.12441214,23288,6985.187748842832,231380.23786794874
10, DE,150742,244926,38.1,143637,252030,36.3,YES,Democrat,0.307684653248596,36.83371311,7105,2186.0994613312746,80522.1603886017
12, FL,3685918,4879423,43.03,3446597,5118735,40.24,NO,Republican,0.416985402279703,33.25919813,239321,99793.36345898079,3319047.2473413446
13, GA,1665435,2335679,41.62,1564377,2436741,39.1,NO,Democrat,0.395790889467316,33.15203674,101058,39997.83570778802,1326009.7189050724
15, HI,207027,283055,42.24,200347,289733,40.88,YES,Democrat,0.253479014814492,32.1864799,6680,1693.2398189608064,54499.429398861634
16, ID,287136,406735,41.38,264566,429308,38.13,YES,Republican,0.163692466287752,34.74310399,22570,3694.5389641145625,128359.75142533913
