state, stusps,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Num Eligible,Num Ineligible,Percentage Eligible,Medicaid expansion (1),Party,ACP Participation July 23 (2),Avg claim $ Jan-Jul 2023 (3),Total dif,Weighed dif,Saving in $
01, AL,911822,1055721,46.34,728443,1239099,37.02,NO,Republican,0.40805113278688165,32.24541303,183379,74828.00867932558,2412860.046077278
02, AK,106704,164595,39.33,94306,176993,34.76,YES,Republican,0.1815114709851552,66.23260186,12398,2250.379217273954,149048.47073172423
04, AZ,1174568,1643126,41.69,976336,1841358,34.65,YES,Democrat + Independent,0.36969592224545533,37.08461108,198232,73285.5620585611,2717766.566720943
05, AR,600752,582813,50.76,494037,689534,41.74,YES,Republican,0.31460902335739205,33.21717515,106715,33573.50192758409,1115216.8939274235
06, CA,6013704,7415330,44.78,5411783,8017247,40.3,YES,Democrat,0.3887507599309843,32.83650483,601921,233997.246168418,7683651.704015957
08, CO,824852,1488185,35.66,699118,1613927,30.23,YES,Democrat,0.25822450572951267,32.80043456,125734,32467.600003394546,1064951.3892315985
09, CT,568632,859687,39.81,508659,919659,35.61,YES,Democrat,0.2870837378128561,32.81121389,59973,17217.27300785042,564919.6272631037
10, DE,150742,244926,38.1,128738,266929,32.54,YES,Democrat,0.2923869923445357,36.42325724,22004,6433.683379549163,234335.7047340317
12, FL,3685918,4879423,43.03,3007376,5557967,35.11,NO,Republican,0.3835587226845524,33.13608085,678542,260260.70280782154,8624019.690317797
13, GA,1665435,2335679,41.62,1368375,2632740,34.2,NO,Democrat,0.38856695097677185,33.01602169,297060,115427.69845715984,3810963.395888369
15, HI,207027,283055,42.24,186021,304061,37.96,YES,Democrat,0.23226439063503795,31.85994969,21006,4878.9457896796075,155442.96739942962
16, ID,287136,406735,41.38,231968,461901,33.43,YES,Republican,0.15385392287975036,34.7319828,55168,8487.813217430068,294798.58267739374
17, IL,2000692,2990960,40.08,1705456,3286200,34.17,YES,Democrat,0.29696075157995333,33.96886151,295236,87673.5044534591,2978169.130875921
18, IN,1099146,1581549,41.0,898300,1782393,33.51,YES,Republican,0.33797511886500975,32.70169966,200846,67880.95072356175,2219822.4631971763
19, IA,497487,802975,38.25,411177,889286,31.62,YES,Republican,0.21367794535334592,34.03591974,86310,18442.543463447288,627708.9291233534
20, KS,449522,709501,38.78,344251,814771,29.7,NO,Republican,0.2563878964767019,31.41999824,105271,26990.210249998887,848032.358552195
21, KY,873763,911924,48.93,746258,1039431,41.79,YES,Republican,0.4671323917355164,32.12541146,127505,59561.71560823702,1913444.6211781185
22, LA,948326,835601,53.16,832231,951697,46.65,YES,Republican,0.5090443581637538,34.00828118,116095,59097.504761021,2009804.558949191
23, ME,236145,357485,39.78,191495,402133,32.26,YES,Republican + Independent,0.3737322407842639,31.14303188,44650,16687.144551017383,519688.27473850263
24, MD,857197,1498443,36.39,768103,1587533,32.61,YES,Democrat,0.28296995906425243,34.49530866,89094,25210.925532870508,869658.6578606431
25, MA,1116919,1642044,40.48,1017674,1741298,36.89,YES,Democrat,0.29063163935791225,33.70589164,99245,28843.737048076,972203.8754351031
26, MI,1729801,2321999,42.69,1463916,2587886,36.13,YES,Democrat,0.41776655233752324,34.12741787,265885,111077.85976826237,3790800.5364167513
27, MN,802896,1478112,35.2,680491,1600516,29.83,YES,Democrat,0.2720950160419282,32.99918093,122405,33305.790438612225,1099063.8047004289
28, MS,576706,552902,51.05,472419,657189,41.82,YES,Republican,0.38471768977607307,33.90314332,104287,40121.053713677335,1360229.834204221
29, MO,965580,1503128,39.11,753878,1714836,30.54,NO,Republican,0.3541850494003604,32.08781078,211702,74981.6833281551,2405998.066599721
30, MT,182814,266128,40.72,148318,300623,33.04,YES,Democrat + Republican,0.2679280580261906,33.27425979,34496,9242.44628967147,307535.5589376501
31, NE,281387,504595,35.8,219298,566683,27.9,YES,Republican,0.303176763674228,30.68420641,62089,18823.942079769145,577597.7242255212
32, NV,531329,660048,44.6,442535,748843,37.14,YES,Democrat,0.4275185431248812,33.55411726,88794,37961.0815182307,1273750.5805791316
33, NH,169755,378270,30.98,140482,407553,25.63,YES,Democrat,0.20620305734735353,31.75315651,29273,6036.18209772908,191667.83487205158
34, NJ,1268437,2229507,36.26,1095507,2402443,31.32,YES,Democrat,0.21821895766206756,34.8152776,172930,37736.60434850134,1313810.3560744415
35, NM,442228,391774,53.02,388779,445222,46.62,YES,Democrat,0.3799171468111472,39.69763157,53449,20306.191579909006,806107.7119290639
36, NY,3448259,4204186,45.06,3109115,4543334,40.63,YES,Democrat,0.42345282068429313,33.14454837,339144,143611.48341815392,4759937.758640456
37, NC,1753491,2426154,41.95,1433492,2746147,34.3,YES,Republican,0.46559862582699313,31.56738848,319999,148991.09466601198,4703259.765382457
38, ND,109296,213207,33.89,73774,248728,22.88,YES,Republican,0.13254830917874397,34.49025478,35522,4708.381038647343,162393.2616242679
39, OH,2004934,2828008,41.48,1660974,3171961,34.37,YES,Democrat + Republican,0.5080820615541459,31.67799277,343960,174759.90589216404,5536043.035337852
40, OK,725560,822408,46.87,586143,961823,37.87,YES,Republican,0.4167939246926512,55.28536162,139417,58108.15859887535,3212530.5612111366
41, OR,745083,957500,43.76,655833,1046745,38.52,YES,Democrat,0.25488972369521246,32.17613133,89250,22748.90783979771,731971.8462673976
42, PA,2115720,3113235,40.46,1771953,3456996,33.89,YES,Democrat,0.3129445295218649,33.76320311,343767,107580.00208014293,3632245.4608060885
44, RI,190041,250140,43.17,170260,269922,38.68,YES,Democrat,0.37410348293263035,32.9041516,19781,7400.1409958903605,243495.3611901514
45, SC,890673,1159173,43.45,721264,1328589,35.19,NO,Republican,0.41158764215374216,32.02236811,169409,69726.6508696233,2232812.4812245294
46, SD,121432,235454,34.03,90719,266167,25.42,YES,Republican,0.1714128071677976,41.81758561,30713,5264.601546544568,220152.92587516588
47, TN,1200938,1569465,43.35,962271,1808131,34.73,NO,Republican,0.3287471959418388,32.06883965,238667,78461.10701385085,2516156.659588673
48, TX,4536368,6259834,42.02,3693863,7102336,34.21,NO,Republican,0.3349503391259263,32.3474582,842505,282197.33546528855,9128366.513114799
49, UT,361325,740176,32.8,273480,828017,24.83,YES,Republican,0.16740330727184669,35.30417821,87845,14705.543527295373,519167.1293625479
50, VT,116455,153701,43.11,102422,167735,37.91,YES,Democrat + Independent,0.1877463397879009,31.79123151,14033,2634.644386243613,83758.58962959256
51, VA,1142640,2188816,34.3,953184,2378276,28.61,YES,Democrat,0.3433951200728138,33.83298936,189456,65058.265868515016,2201115.61690952
53, WA,1139413,1882850,37.7,1007428,2014840,33.33,YES,Democrat,0.26063683668696075,33.08364313,131985,34400.15289012851,1138082.3818344497
54, WV,360464,361725,49.91,308375,413812,42.7,YES,Democrat + Republican,0.3081472768431799,34.13141038,52089,16051.083503484397,547846.1181010741
55, WI,892049,1557930,36.41,735554,1714427,30.02,NO,Democrat + Republican,0.42885648658313613,32.00530486,156495,67113.89586782789,2148000.6975921257
56, WY,84623,158136,34.86,64922,177837,26.74,NO,Republican,0.22768041785330229,31.47968644,19701,4485.531912127908,141203.13811040018
72,PR,934092,231895,80.11,826683,339302,70.9,YES,,0.6503417222286456,32.68862782,107409,69852.5540428566,2283384.141383376
