state, stusps,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Num Eligible,Num Ineligible,Percentage Eligible,Medicaid expansion (1),Party,ACP Participation Sep 23 (2),Avg claim $ Jan-Sep 2023 (3),Total dif,Weighed dif,Saving in $
01, AL,911822,1055721,46.34,850841,1116703,43.24,NO,Republican,0.420261849352176,32.31269263,60981,25627.987835345044,828109.2936488835
02, AK,106704,164595,39.33,100818,170481,37.16,YES,Republican,0.197649572649572,66.94490927,5886,1163.365384615381,77881.39012093532
04, AZ,1174568,1643126,41.69,1102069,1715625,39.11,YES,Democrat + Independent,0.395275539602645,36.72991326,72499,28657.08134565216,1052572.1121105677
05, AR,600752,582813,50.76,561181,622384,47.41,YES,Republican,0.327144978293871,33.2862096,39571,12945.45393606677,430905.0930830635
06, CA,6013704,7415330,44.78,5788410,7640620,43.1,YES,Democrat,0.427501420089848,33.00164891,225294,96313.50493772222,3178504.47524626
08, CO,824852,1488185,35.66,773805,1539228,33.45,YES,Democrat,0.270830403514812,33.38255308,51047,13825.079608220609,461516.4538566501
09, CT,568632,859687,39.81,544122,884195,38.1,YES,Democrat,0.299947945244024,33.12441214,24510,7351.724137931029,243521.54028441358
10, DE,150742,244926,38.1,143261,252406,36.21,YES,Democrat,0.307684653248596,36.83371311,7481,2301.788890952747,84783.43164913855
12, FL,3685918,4879423,43.03,3438088,5127244,40.14,NO,Republican,0.416985402279703,33.25919813,247830,103341.49224697879,3437055.1656921264
13, GA,1665435,2335679,41.62,1560244,2440875,39.0,NO,Democrat,0.395790889467316,33.15203674,105191,41633.639453956435,1380239.9447974772
15, HI,207027,283055,42.24,200013,290066,40.81,YES,Democrat,0.253479014814492,32.1864799,7014,1777.9018099088466,57224.40086880472
16, ID,287136,406735,41.38,262721,431152,37.86,YES,Republican,0.163692466287752,34.74310399,24415,3996.5515644154652,138852.6066038837
17, IL,2000692,2990960,40.08,1894568,3097092,37.95,YES,Democrat,0.31331309366959,34.39314234,106124,33250.038752591565,1143573.3156283977
18, IN,1099146,1581549,41.0,1017681,1663012,37.96,YES,Republican,0.353259712540463,32.91961402,81465,28778.30248210882,947370.6098618301
19, IA,497487,802975,38.25,464273,836185,35.7,YES,Republican,0.2266109466177,34.44123704,33214,7526.655980960288,259227.34275878698
20, KS,449522,709501,38.78,411565,747457,35.51,NO,Republican,0.270756492451982,31.44574061,37957,10277.104183999882,323171.152392006
21, KY,873763,911924,48.93,827659,958028,46.35,YES,Republican,0.485875460508169,32.22560462,46104,22400.802231268623,721879.3958756764
22, LA,948326,835601,53.16,905599,878332,50.76,YES,Republican,0.535368639054502,33.8759307,42727,22874.695840881708,774901.611089287
23, ME,236145,357485,39.78,218981,374647,36.89,YES,Republican + Independent,0.393156746913972,31.15714349,17164,6748.142404031416,210252.8411733604
24, MD,857197,1498443,36.39,821685,1533954,34.88,YES,Democrat,0.299273095916107,34.9034815,35512,10627.786182172793,370946.7383954237
25, MA,1116919,1642044,40.48,1078848,1680126,39.1,YES,Democrat,0.30350186539937,34.08828678,38071,11554.619517619416,393877.1837503959
26, MI,1729801,2321999,42.69,1627138,2424660,40.16,YES,Democrat,0.453852784222,34.57002623,102663,46593.88838658318,1610751.9436818731
27, MN,802896,1478112,35.2,752285,1528726,32.98,YES,Democrat,0.28654396086168,33.18209217,50611,14502.276403170486,481215.87228481914
28, MS,576706,552902,51.05,540393,589216,47.84,YES,Republican,0.387259712921315,34.00269539,36313,14062.561955311712,478165.0105694669
29, MO,965580,1503128,39.11,889761,1578948,36.04,NO,Republican,0.375754468816669,32.36481477,75819,28489.328071211028,922051.8259465063
30, MT,182814,266128,40.72,169519,279426,37.76,YES,Democrat + Republican,0.280618552189657,33.62124795,13295,3730.8236513614897,125434.947040149
31, NE,281387,504595,35.8,260503,525479,33.14,YES,Republican,0.31767992124725,30.75352915,20884,6634.427475327569,204032.05875604728
32, NV,531329,660048,44.6,495613,695769,41.6,YES,Democrat,0.456686911499278,33.42231442,35716,16311.029731108212,545152.3641870667
33, NH,169755,378270,30.98,158482,389548,28.92,YES,Democrat,0.210173485317074,32.22608682,11273,2369.2856999793753,76352.80666891982
34, NJ,1268437,2229507,36.26,1204168,2293781,34.42,YES,Democrat,0.226280848004276,35.11538334,64269,14542.843820386814,510677.53560663306
35, NM,442228,391774,53.02,423359,410645,50.76,YES,Democrat,0.384374123755167,39.7029752,18869,7252.755341136246,287955.9654407999
36, NY,3448259,4204186,45.06,3317150,4335298,43.35,YES,Democrat,0.453001645178044,33.39394907,131109,59392.592697648164,1983353.2156805166
37, NC,1753491,2426154,41.95,1634871,2544756,39.12,YES,Republican,0.490833428857062,31.58749598,118620,58222.66133102469,1839108.0807386439
38, ND,109296,213207,33.89,98128,224376,30.43,YES,Republican,0.144158981115502,34.91900364,11168,1609.9675010979263,56218.46103112019
39, OH,2004934,2828008,41.48,1874303,2958638,38.78,YES,Democrat + Republican,0.543492703500464,31.83051081,130631,70996.99535096911,2259870.627996542
40, OK,725560,822408,46.87,672847,875112,43.47,YES,Republican,0.449122057445283,55.47480866,52713,23674.571014113204,1313342.2971155122
41, OR,745083,957500,43.76,708986,993589,41.64,YES,Democrat,0.277441573623341,32.7726764,36097,10014.808483081739,328212.0776240127
42, PA,2115720,3113235,40.46,1986274,3242674,37.99,YES,Democrat,0.333723271510407,34.17820462,129446,43199.14260393614,1476469.135325889
44, RI,190041,250140,43.17,182545,257638,41.47,YES,Democrat,0.406975336900984,32.82142666,7496,3050.687125409776,100127.90374924318
45, SC,890673,1159173,43.45,828800,1221051,40.43,NO,Republican,0.441472908688149,32.06944213,61873,27315.25327926184,875984.9343055803
46, SD,121432,235454,34.03,108234,248652,30.33,YES,Republican,0.18172310428882,41.67870231,13198,2398.381530403846,99961.42983150412
47, TN,1200938,1569465,43.35,1109700,1660706,40.06,NO,Republican,0.345189343663036,32.23022643,91238,31494.38533712808,1015071.17068931
48, TX,4536368,6259834,42.02,4235105,6561098,39.23,NO,Republican,0.3591437026273,32.38563847,301263,108196.70928460828,3504019.5105350167
49, UT,361325,740176,32.8,326233,775268,29.62,YES,Republican,0.182580779077008,35.78005958,35092,6407.124699370365,229247.30347996127
50, VT,116455,153701,43.11,109955,160203,40.7,YES,Democrat + Independent,0.206938302348546,33.22340012,6500,1345.098965265549,44688.76112401531
51, VA,1142640,2188816,34.3,1069099,2262353,32.09,YES,Democrat,0.371625358818175,34.04288065,73541,27329.70051284741,930381.7327591082
53, WA,1139413,1882850,37.7,1088822,1933445,36.03,YES,Democrat,0.279066501786446,33.5620539,50591,14118.253391878088,473837.58131207025
54, WV,360464,361725,49.91,341169,381019,47.24,YES,Democrat + Republican,0.324190487815704,34.52164518,19295,6255.2554624040085,215941.709583368
55, WI,892049,1557930,36.41,829643,1620333,33.86,NO,Democrat + Republican,0.460510577333756,32.23422865,62406,28738.623089090375,926367.3477399085
56, WY,84623,158136,34.86,77687,165072,32.0,NO,Republican,0.244437091570849,31.65394221,6936,1695.4156671354087,53666.58954943282
72,PR,934092,231895,80.11,899220,266768,77.12,YES,,0.680682416721265,32.68482107,34872,23736.75723590395,775831.6630375484
