state, stusps,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Num Eligible,Num Ineligible,Percentage Eligible,Medicaid expansion (1),Party,ACP Participation July 23 (2),Avg claim $ Jan-Jul 2023 (3),Total dif,Weighed dif,Saving in $
01, AL,911822,1055721,46.34,749924,1217615,38.11,NO,Republican,0.40805113278688165,32.24541303,161898,66062.66229593057,2130217.8315936895
02, AK,106704,164595,39.33,94922,176377,34.99,YES,Republican,0.1815114709851552,66.23260186,11782,2138.5681511470984,141642.9329054021
04, AZ,1174568,1643126,41.69,995412,1822283,35.33,YES,Democrat + Independent,0.36969592224545533,37.08461108,179156,66233.2426458068,2456234.044087015
05, AR,600752,582813,50.76,503200,680368,42.52,YES,Republican,0.31460902335739205,33.21717515,97552,30690.73944656031,1019459.667679408
06, CA,6013704,7415330,44.78,5473447,7955580,40.76,YES,Democrat,0.3887507599309843,32.83650483,540257,210025.31930803377,6896497.411880543
08, CO,824852,1488185,35.66,710191,1602846,30.7,YES,Democrat,0.25822450572951267,32.80043456,114661,29608.280051451653,971164.4522617933
09, CT,568632,859687,39.81,514096,914222,35.99,YES,Democrat,0.2870837378128561,32.81121389,54536,15656.398725361922,513705.44732497336
10, DE,150742,244926,38.1,131301,264366,33.18,YES,Democrat,0.2923869923445357,36.42325724,19441,5684.295518170118,207040.5578864893
12, FL,3685918,4879423,43.03,3078448,5486892,35.94,NO,Republican,0.3835587226845524,33.13608085,607470,233000.41726918504,7720720.664715451
13, GA,1665435,2335679,41.62,1404073,2597041,35.09,NO,Democrat,0.38856695097677185,33.01602169,261362,101556.63544119104,3352996.0784897865
15, HI,207027,283055,42.24,189383,300700,38.64,YES,Democrat,0.23226439063503795,31.85994969,17644,4098.072908364609,130564.39668644844
16, ID,287136,406735,41.38,236791,457079,34.13,YES,Republican,0.15385392287975036,34.7319828,50345,7745.775747381032,269026.15003069513
17, IL,2000692,2990960,40.08,1734233,3257426,34.74,YES,Democrat,0.29696075157995333,33.96886151,266459,79127.86490524278,2687883.4845481813
18, IN,1099146,1581549,41.0,914625,1766067,34.12,YES,Republican,0.33797511886500975,32.70169966,184521,62363.506908090465,2039392.6726527098
19, IA,497487,802975,38.25,418875,881586,32.21,YES,Republican,0.21367794535334592,34.03591974,78612,16797.65064011723,571723.4890075896
20, KS,449522,709501,38.78,354000,805023,30.54,NO,Republican,0.2563878964767019,31.41999824,95522,24490.68464724752,769497.2685129121
21, KY,873763,911924,48.93,759632,1026054,42.54,YES,Republican,0.4671323917355164,32.12541146,114131,53314.28700116622,1712743.4066089946
22, LA,948326,835601,53.16,843560,940363,47.29,YES,Republican,0.5090443581637538,34.00828118,104766,53330.54122738383,1813680.0415424514
23, ME,236145,357485,39.78,194978,398650,32.85,YES,Republican + Independent,0.3737322407842639,31.14303188,41167,15385.435156365793,479149.0975623726
24, MD,857197,1498443,36.39,776513,1579124,32.96,YES,Democrat,0.28296995906425243,34.49530866,80684,22831.14817714014,787567.5034326455
25, MA,1116919,1642044,40.48,1025736,1733232,37.18,YES,Democrat,0.29063163935791225,33.70589164,91183,26500.664771572512,893228.5351785884
26, MI,1729801,2321999,42.69,1487926,2563871,36.72,YES,Democrat,0.41776655233752324,34.12741787,241875,101047.28484663843,3448482.9145901487
27, MN,802896,1478112,35.2,692001,1589001,30.34,YES,Democrat,0.2720950160419282,32.99918093,110895,30173.97680396963,995716.519931817
28, MS,576706,552902,51.05,486786,642822,43.09,YES,Republican,0.38471768977607307,33.90314332,89920,34593.81466466449,1172839.056561638
29, MO,965580,1503128,39.11,774944,1693766,31.39,NO,Republican,0.3541850494003604,32.08781078,190636,67520.4210774871,2166582.49532033
30, MT,182814,266128,40.72,150487,298457,33.52,YES,Democrat + Republican,0.2679280580261906,33.27425979,32327,8661.310331812663,288198.69010254566
31, NE,281387,504595,35.8,226290,559691,28.79,YES,Republican,0.303176763674228,30.68420641,55097,16704.13014815894,512552.9773656128
32, NV,531329,660048,44.6,450076,741301,37.78,YES,Democrat,0.4275185431248812,33.55411726,81253,34737.16418452597,1165574.8803274566
33, NH,169755,378270,30.98,142721,405314,26.04,YES,Democrat,0.20620305734735353,31.75315651,27034,5574.4934523283555,177007.7630557525
34, NJ,1268437,2229507,36.26,1111949,2385996,31.79,YES,Democrat,0.21821895766206756,34.8152776,156488,34148.648246621626,1188894.6683708853
35, NM,442228,391774,53.02,394599,439402,47.31,YES,Democrat,0.3799171468111472,39.69763157,47629,18095.07378546813,718331.572367479
36, NY,3448259,4204186,45.06,3140731,4511713,41.04,YES,Democrat,0.42345282068429313,33.14454837,307528,130223.5990393993,4316202.3772768555
37, NC,1753491,2426154,41.95,1466618,2713017,35.09,YES,Republican,0.46559862582699313,31.56738848,286873,133567.674586867,4216382.672053855
38, ND,109296,213207,33.89,77606,244897,24.06,YES,Republican,0.13254830917874397,34.49025478,31690,4200.455917874397,144874.7947996467
39, OH,2004934,2828008,41.48,1693040,3139903,35.03,YES,Democrat + Republican,0.5080820615541459,31.67799277,311894,158467.7465063688,5019940.128106943
40, OK,725560,822408,46.87,599726,948236,38.74,YES,Republican,0.4167939246926512,55.28536162,125834,52446.84671977507,2899542.886731476
41, OR,745083,957500,43.76,666183,1036399,39.13,YES,Democrat,0.25488972369521246,32.17613133,78900,20110.799199552264,647087.7161960525
42, PA,2115720,3113235,40.46,1808686,3420263,34.59,YES,Democrat,0.3129445295218649,33.76320311,307034,96084.61067721627,3244124.2260401277
44, RI,190041,250140,43.17,172762,267422,39.25,YES,Democrat,0.37410348293263035,32.9041516,17279,6464.13408159292,212696.8477834602
45, SC,890673,1159173,43.45,738745,1311111,36.04,NO,Republican,0.41158764215374216,32.02236811,151928,62531.687297133736,2002412.7091682276
46, SD,121432,235454,34.03,93450,263436,26.18,YES,Republican,0.1714128071677976,41.81758561,27982,4796.473170169313,200576.92741962333
47, TN,1200938,1569465,43.35,988799,1781607,35.69,NO,Republican,0.3287471959418388,32.06883965,212139,69740.10139990575,2236484.128968318
48, TX,4536368,6259834,42.02,3779647,7016548,35.01,NO,Republican,0.3349503391259263,32.3474582,756721,253463.9555737101,8198914.708127243
49, UT,361325,740176,32.8,282135,819362,25.61,YES,Republican,0.16740330727184669,35.30417821,79190,13256.667902857538,468015.76611326955
50, VT,116455,153701,43.11,103830,166328,38.43,YES,Democrat + Independent,0.1877463397879009,31.79123151,12625,2370.297539822249,75354.67783607256
51, VA,1142640,2188816,34.3,970931,2360527,29.14,YES,Democrat,0.3433951200728138,33.83298936,171709,58964.03267258278,1994929.4900341856
53, WA,1139413,1882850,37.7,1019416,2002847,33.73,YES,Democrat,0.26063683668696075,33.08364313,119997,31275.63849192523,1034712.0625297456
