state, stusps,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Num Eligible,Num Ineligible,Percentage Eligible,Medicaid expansion (1),Party,ACP Participation Sep 23 (2),Avg claim $ Jan-Sep 2023 (3),Total dif,Weighed dif,Saving in $
01, AL,911822,1055721,46.34,827324,1140218,42.05,NO,Republican,0.420261849352176,32.31269263,84498,35511.28574656016,1147465.2612246987
02, AK,106704,164595,39.33,98809,172490,36.42,YES,Republican,0.197649572649572,66.94490927,7895,1560.443376068371,104463.74023186958
04, AZ,1174568,1643126,41.69,1077248,1740442,38.23,YES,Democrat + Independent,0.395275539602645,36.72991326,97320,38468.21551412941,1412934.2191009596
05, AR,600752,582813,50.76,545869,637698,46.12,YES,Republican,0.327144978293871,33.2862096,54883,17954.697843702525,597643.8357301502
06, CA,6013704,7415330,44.78,5714901,7714124,42.56,YES,Democrat,0.427501420089848,33.00164891,298803,127738.70682710684,4215587.9549256
08, CO,824852,1488185,35.66,759303,1553735,32.83,YES,Democrat,0.270830403514812,33.38255308,65549,17752.662119992412,592629.1855319521
09, CT,568632,859687,39.81,537660,890661,37.64,YES,Democrat,0.299947945244024,33.12441214,30972,9289.987760097913,307725.38334103866
10, DE,150742,244926,38.1,140672,254996,35.55,YES,Democrat,0.307684653248596,36.83371311,10070,3098.384458213362,114125.00423831375
12, FL,3685918,4879423,43.03,3352961,5212374,39.15,NO,Republican,0.416985402279703,33.25919813,332957,138838.20858684307,4617647.487404081
13, GA,1665435,2335679,41.62,1518555,2482557,37.95,NO,Democrat,0.395790889467316,33.15203674,146880,58133.76584495937,1927252.7411266502
15, HI,207027,283055,42.24,197698,292384,40.34,YES,Democrat,0.253479014814492,32.1864799,9329,2364.7057292043955,76111.55342245213
16, ID,287136,406735,41.38,256254,437621,36.93,YES,Republican,0.163692466287752,34.74310399,30882,5055.150743898357,175631.6279803865
17, IL,2000692,2990960,40.08,1857489,3134169,37.21,YES,Democrat,0.31331309366959,34.39314234,143203,44867.374952766295,1543130.0131726419
18, IN,1099146,1581549,41.0,993110,1687582,37.05,YES,Republican,0.353259712540463,32.91961402,106036,37458.24687894054,1233111.0291205922
19, IA,497487,802975,38.25,452479,847982,34.79,YES,Republican,0.2266109466177,34.44123704,45008,10199.305485369441,351276.69786498114
20, KS,449522,709501,38.78,398627,760395,34.39,NO,Republican,0.270756492451982,31.44574061,50895,13780.151683343625,433327.0754008785
21, KY,873763,911924,48.93,811459,974229,45.44,YES,Republican,0.485875460508169,32.22560462,62304,30271.984691500962,975533.0097310026
