state, stusps,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Num Eligible,Num Ineligible,Percentage Eligible,Medicaid expansion (1),Party,ACP Participation Sep 23 (2),Avg claim $ Jan-Sep 2023 (3),Total dif,Weighed dif,Saving in $
01, AL,911822,1055721,46.34,730168,1237376,37.11,NO,Republican,0.420261849352176,32.31269263,181654,76342.24598222018,2466823.529107333
02, AK,106704,164595,39.33,94306,176993,34.76,YES,Republican,0.197649572649572,66.94490927,12398,2450.4594017093937,164045.78231725382
04, AZ,1174568,1643126,41.69,977725,1839970,34.7,YES,Democrat + Independent,0.395275539602645,36.72991326,196843,77807.22304200345,2857852.5533342594
05, AR,600752,582813,50.76,494974,688588,41.82,YES,Republican,0.327144978293871,33.2862096,105778,34604.741513969086,1151860.6791877963
06, CA,6013704,7415330,44.78,5416487,8012544,40.33,YES,Democrat,0.427501420089848,33.00164891,597217,255311.11560179875,8425687.799910985
08, CO,824852,1488185,35.66,700642,1612402,30.29,YES,Democrat,0.270830403514812,33.38255308,124210,33639.8444205748,1122983.8919727802
09, CT,568632,859687,39.81,509082,919235,35.64,YES,Democrat,0.299947945244024,33.12441214,59550,17861.90013928163,591664.9418170882
10, DE,150742,244926,38.1,128785,266883,32.55,YES,Democrat,0.307684653248596,36.83371311,21957,6755.831931379423,248842.37517980684
12, FL,3685918,4879423,43.03,3014572,5550770,35.19,NO,Republican,0.416985402279703,33.25919813,671346,279941.48187886947,9310629.210615125
13, GA,1665435,2335679,41.62,1374029,2627089,34.34,NO,Democrat,0.395790889467316,33.15203674,291406,115335.83993611268,3823618.003000767
15, HI,207027,283055,42.24,186473,303609,38.05,YES,Democrat,0.253479014814492,32.1864799,20554,5210.007670497068,167691.80716529972
16, ID,287136,406735,41.38,232598,461272,33.52,YES,Republican,0.163692466287752,34.74310399,54538,8927.45972640142,310167.66164090147
17, IL,2000692,2990960,40.08,1707794,3283859,34.21,YES,Democrat,0.31331309366959,34.39314234,292898,91768.77850963557,3156216.661649829
18, IN,1099146,1581549,41.0,899350,1781343,33.55,YES,Republican,0.353259712540463,32.91961402,199796,70579.87752673434,2323462.3257589666
19, IA,497487,802975,38.25,411748,888715,31.66,YES,Republican,0.2266109466177,34.44123704,85739,19429.39595205498,669172.431528742
20, KS,449522,709501,38.78,344634,814388,29.73,NO,Republican,0.270756492451982,31.44574061,104888,28399.10698030349,893030.951658264
