state, stusps,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Num Eligible,Num Ineligible,Percentage Eligible,Medicaid expansion (1),Party,ACP Participation Sep 23 (2),Avg claim $ Jan-Sep 2023 (3),Total dif,Weighed dif,Saving in $
01, AL,911822,1055721,46.34,754155,1213385,38.33,NO,Republican,0.420261849352176,32.31269263,157667,66261.42500180953,2141085.059309269
02, AK,106704,164595,39.33,95023,176276,35.03,YES,Republican,0.197649572649572,66.94490927,11681,2308.7446581196505,154558.70166541717
04, AZ,1174568,1643126,41.69,1001062,1816637,35.53,YES,Democrat + Independent,0.395275539602645,36.72991326,173506,68582.67777429652,2519035.8057884406
05, AR,600752,582813,50.76,507821,675748,42.91,YES,Republican,0.327144978293871,33.2862096,92931,30401.909977827727,1011964.347762305
06, CA,6013704,7415330,44.78,5488506,7940524,40.87,YES,Democrat,0.427501420089848,33.00164891,525198,224522.89082834797,7409625.615375399
08, CO,824852,1488185,35.66,713082,1599952,30.83,YES,Democrat,0.270830403514812,33.38255308,111770,30270.71420085054,1010513.723579403
09, CT,568632,859687,39.81,516519,911799,36.16,YES,Democrat,0.299947945244024,33.12441214,52113,15631.187270501823,517773.88938562403
10, DE,150742,244926,38.1,131935,263733,33.34,YES,Democrat,0.307684653248596,36.83371311,18807,5786.625273646345,213142.8952045647
12, FL,3685918,4879423,43.03,3096119,5469216,36.15,NO,Republican,0.416985402279703,33.25919813,589799,245937.57327916654,8179686.477303194
13, GA,1665435,2335679,41.62,1410198,2590913,35.25,NO,Democrat,0.395790889467316,33.15203674,255237,101020.47925496934,3349034.639753151
15, HI,207027,283055,42.24,189627,300457,38.69,YES,Democrat,0.253479014814492,32.1864799,17400,4410.534857772161,141959.59154793303
16, ID,287136,406735,41.38,238864,455010,34.42,YES,Republican,0.163692466287752,34.74310399,48272,7901.762732642364,274531.7643245002
17, IL,2000692,2990960,40.08,1743633,3248027,34.93,YES,Democrat,0.31331309366959,34.39314234,257059,80539.95054561114,2770021.9831717643
18, IN,1099146,1581549,41.0,920200,1760492,34.33,YES,Republican,0.353259712540463,32.91961402,178946,63214.412520265694,2080994.060668202
19, IA,497487,802975,38.25,420845,879617,32.36,YES,Republican,0.2266109466177,34.44123704,76642,17367.916170673765,598172.5177250241
20, KS,449522,709501,38.78,356116,802907,30.73,NO,Republican,0.270756492451982,31.44574061,93406,25290.280933969832,795271.6142036439
21, KY,873763,911924,48.93,764650,1021036,42.82,YES,Republican,0.485875460508169,32.22560462,109113,53015.329122427844,1708451.0350985313
22, LA,948326,835601,53.16,847810,936117,47.52,YES,Republican,0.535368639054502,33.8759307,100516,53813.11412320233,1822969.3247887932
23, ME,236145,357485,39.78,195721,397907,32.97,YES,Republican + Independent,0.393156746913972,31.15714349,40424,15892.968337250404,495179.49496573757
24, MD,857197,1498443,36.39,778331,1577310,33.04,YES,Democrat,0.299273095916107,34.9034815,78866,23602.471982519695,823808.4441961445
25, MA,1116919,1642044,40.48,1028944,1730031,37.29,YES,Democrat,0.30350186539937,34.08828678,87975,26700.57660850958,910176.9126222342
26, MI,1729801,2321999,42.69,1495636,2556164,36.91,YES,Democrat,0.453852784222,34.57002623,234165,106276.43721734463,3673979.2222345527
27, MN,802896,1478112,35.2,695184,1585821,30.48,YES,Democrat,0.28654396086168,33.18209217,107712,30864.223112333275,1024139.496068887
28, MS,576706,552902,51.05,490538,639071,43.43,YES,Republican,0.387259712921315,34.00269539,86168,33369.39494300387,1134649.371595567
29, MO,965580,1503128,39.11,782057,1686655,31.68,NO,Republican,0.375754468816669,32.36481477,183523,68959.58738064155,2231864.2721900935
30, MT,182814,266128,40.72,151175,297769,33.67,YES,Democrat + Republican,0.280618552189657,33.62124795,31639,8878.490372728556,298505.92624319467
31, NE,281387,504595,35.8,227308,558673,28.92,YES,Republican,0.31767992124725,30.75352915,54079,17179.81246113003,528339.8633148955
32, NV,531329,660048,44.6,452435,738941,37.98,YES,Democrat,0.456686911499278,33.42231442,78894,36029.857195824035,1204201.2157065305
33, NH,169755,378270,30.98,143828,404205,26.24,YES,Democrat,0.210173485317074,32.22608682,25927,5449.167953815778,175605.359576429
34, NJ,1268437,2229507,36.26,1116558,2381395,31.92,YES,Democrat,0.226280848004276,35.11538334,151879,34367.30891404144,1206821.2268807641
35, NM,442228,391774,53.02,395746,438256,47.45,YES,Democrat,0.384374123755167,39.7029752,46482,17866.478020387673,709352.3337547968
36, NY,3448259,4204186,45.06,3148656,4503788,41.15,YES,Democrat,0.453001645178044,33.39394907,299603,135720.6519002775,4532248.537305065
37, NC,1753491,2426154,41.95,1476904,2702741,35.34,YES,Republican,0.490833428857062,31.58749598,276587,135758.1455872882,4288259.877990721
38, ND,109296,213207,33.89,78283,244222,24.27,YES,Republican,0.144158981115502,34.91900364,31013,4470.802481335063,156115.9681194601
39, OH,2004934,2828008,41.48,1703631,3129303,35.25,YES,Democrat + Republican,0.543492703500464,31.83051081,301303,163755.9820428003,5212436.55661552
40, OK,725560,822408,46.87,602701,945260,38.94,YES,Republican,0.449122057445283,55.47480866,122859,55178.68685567002,3061027.0954283513
41, OR,745083,957500,43.76,668866,1033718,39.29,YES,Democrat,0.277441573623341,32.7726764,76217,21145.76441685018,693003.2944640657
42, PA,2115720,3113235,40.46,1818045,3410906,34.77,YES,Democrat,0.333723271510407,34.17820462,297675,99341.0748468604,3395299.58328673
44, RI,190041,250140,43.17,173059,267126,39.32,YES,Democrat,0.406975336900984,32.82142666,16982,6911.25517125251,226837.25473181
45, SC,890673,1159173,43.45,742528,1307326,36.22,NO,Republican,0.441472908688149,32.06944213,148145,65402.00405760583,2097405.784311415
46, SD,121432,235454,34.03,94172,262714,26.39,YES,Republican,0.18172310428882,41.67870231,27260,4953.771822913233,206466.78111886667
47, TN,1200938,1569465,43.35,994520,1775881,35.9,NO,Republican,0.345189343663036,32.23022643,206418,71253.29394023656,2296509.797577171
48, TX,4536368,6259834,42.02,3799854,6996344,35.2,NO,Republican,0.3591437026273,32.38563847,736514,264514.3649968432,8566466.594909389
49, UT,361325,740176,32.8,283990,817510,25.78,YES,Republican,0.182580779077008,35.78005958,77335,14119.884549920414,505210.3104588739
50, VT,116455,153701,43.11,103990,166165,38.49,YES,Democrat + Independent,0.206938302348546,33.22340012,12465,2579.4859387746255,85699.2934478232
51, VA,1142640,2188816,34.3,975890,2355564,29.29,YES,Democrat,0.371625358818175,34.04288065,166750,61968.52858293068,2109587.222604823
53, WA,1139413,1882850,37.7,1023647,1998615,33.87,YES,Democrat,0.279066501786446,33.5620539,115766,32306.412645809705,1084269.562534307
54, WV,360464,361725,49.91,315540,406648,43.69,YES,Democrat + Republican,0.324190487815704,34.52164518,44924,14563.933474632686,502770.9438363941
55, WI,892049,1557930,36.41,757582,1692391,30.92,NO,Democrat + Republican,0.460510577333756,32.23422865,134467,61923.475802338166,1996055.4778153105
56, WY,84623,158136,34.86,66791,175968,27.51,NO,Republican,0.244437091570849,31.65394221,17832,4358.802216891379,137973.2734782996
72,PR,934092,231895,80.11,845527,320460,72.52,YES,,0.680682416721265,32.68482107,88565,60284.63823691883,1970392.614043372
