state, stusps,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Num Eligible,Num Ineligible,Percentage Eligible,Medicaid expansion (1),Party,ACP Participation Sep 23 (2),Avg claim $ Jan-Sep 2023 (3),Total dif,Weighed dif,Saving in $
01, AL,911822,1055721,46.34,813229,1154311,41.33,NO,Republican,0.420261849352176,32.31269263,98593,41434.876513179086,1338872.428932362
02, AK,106704,164595,39.33,97919,173380,36.09,YES,Republican,0.197649572649572,66.94490927,8785,1736.3514957264902,116239.89334223868
04, AZ,1174568,1643126,41.69,1059249,1758443,37.59,YES,Democrat + Independent,0.395275539602645,36.72991326,115319,45582.77995143742,1674251.5537659633
05, AR,600752,582813,50.76,536711,646852,45.35,YES,Republican,0.327144978293871,33.2862096,64041,20950.691554917794,697369.1103619436
06, CA,6013704,7415330,44.78,5664884,7764138,42.18,YES,Democrat,0.427501420089848,33.00164891,348820,149121.04535574076,4921240.383922342
08, CO,824852,1488185,35.66,747488,1565552,32.32,YES,Democrat,0.270830403514812,33.38255308,77364,20952.523337519917,699448.7224746974
09, CT,568632,859687,39.81,532159,896163,37.26,YES,Democrat,0.299947945244024,33.12441214,36473,10940.001406885289,362381.1154138481
10, DE,150742,244926,38.1,138635,257034,35.04,YES,Democrat,0.307684653248596,36.83371311,12107,3725.138096880752,137210.667955637
12, FL,3685918,4879423,43.03,3292520,5272802,38.44,NO,Republican,0.416985402279703,33.25919813,393398,164041.2232860306,5455879.546757662
13, GA,1665435,2335679,41.62,1496465,2504649,37.4,NO,Democrat,0.395790889467316,33.15203674,168970,66876.78659329239,2217101.6861939686
15, HI,207027,283055,42.24,196188,293894,40.03,YES,Democrat,0.253479014814492,32.1864799,10839,2747.4590415742787,88431.03521770379
16, ID,287136,406735,41.38,250921,442952,36.16,YES,Republican,0.163692466287752,34.74310399,36215,5928.122666610939,205961.38227153994
17, IL,2000692,2990960,40.08,1830389,3161277,36.67,YES,Democrat,0.31331309366959,34.39314234,170303,53358.15979121218,1835154.784699625
18, IN,1099146,1581549,41.0,977568,1703127,36.47,YES,Republican,0.353259712540463,32.91961402,121578,42948.60933124441,1413851.6418803362
19, IA,497487,802975,38.25,444578,855885,34.19,YES,Republican,0.2266109466177,34.44123704,52909,11989.75857459589,412942.1171200295
20, KS,449522,709501,38.78,389573,769449,33.61,NO,Republican,0.270756492451982,31.44574061,59949,16231.58096600387,510414.084747171
21, KY,873763,911924,48.93,800435,985252,44.83,YES,Republican,0.485875460508169,32.22560462,73328,35628.275768143016,1148142.7281965036
22, LA,948326,835601,53.16,881684,902237,49.42,YES,Republican,0.535368639054502,33.8759307,66642,35678.036843870126,1208626.703634991
23, ME,236145,357485,39.78,209436,384190,35.28,YES,Republican + Independent,0.393156746913972,31.15714349,26709,10500.82355332528,327175.6662141274
24, MD,857197,1498443,36.39,803976,1551666,34.13,YES,Democrat,0.299273095916107,34.9034815,53221,15927.613437751132,555929.1609636979
25, MA,1116919,1642044,40.48,1056540,1702430,38.29,YES,Democrat,0.30350186539937,34.08828678,60379,18325.139130948563,624672.5979791746
26, MI,1729801,2321999,42.69,1564984,2486816,38.62,YES,Democrat,0.453852784222,34.57002623,164817,74802.65433711738,2585929.722507771
27, MN,802896,1478112,35.2,729182,1551827,31.97,YES,Democrat,0.28654396086168,33.18209217,73714,21122.30153095788,700882.1562427764
28, MS,576706,552902,51.05,523230,606379,46.32,YES,Republican,0.387259712921315,34.00269539,53476,20709.100408180242,704165.2329802774
29, MO,965580,1503128,39.11,845335,1623377,34.24,NO,Republican,0.375754468816669,32.36481477,120245,45182.59610286036,1462326.3536967996
30, MT,182814,266128,40.72,161253,287688,35.92,YES,Democrat + Republican,0.280618552189657,33.62124795,21561,6050.416603761194,203422.55683585198
31, NE,281387,504595,35.8,245499,540481,31.23,YES,Republican,0.31767992124725,30.75352915,35888,11400.897013721307,350617.81864762615
32, NV,531329,660048,44.6,477456,713924,40.08,YES,Democrat,0.456686911499278,33.42231442,53873,24603.093983200604,822292.3428113408
33, NH,169755,378270,30.98,151869,396162,27.71,YES,Democrat,0.210173485317074,32.22608682,17886,3759.1629583811855,121143.11186732013
34, NJ,1268437,2229507,36.26,1163211,2334730,33.25,YES,Democrat,0.226280848004276,35.11538334,105226,23810.62851209795,836119.3477686533
35, NM,442228,391774,53.02,410793,423210,49.26,YES,Democrat,0.384374123755167,39.7029752,31435,12082.800580243675,479723.1317839602
