state, stusps,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Num Eligible,Num Ineligible,Percentage Eligible,Medicaid expansion (1),Party,ACP Participation July 23 (2),Avg claim $ Jan-Jul 2023 (3),Total dif,Weighed dif,Saving in $
01, AL,911822,1055721,46.34,776418,1191123,39.46,NO,Republican,0.40805113278688165,32.24541303,135404,55251.755583874925,1781615.679434656
02, AK,106704,164595,39.33,95601,175698,35.24,YES,Republican,0.1815114709851552,66.23260186,11103,2015.321862348178,133480.0105286606
04, AZ,1174568,1643126,41.69,1019979,1797709,36.2,YES,Democrat + Independent,0.36969592224545533,37.08461108,154589,57150.9229240027,2119419.749499697
05, AR,600752,582813,50.76,519945,663619,43.93,YES,Republican,0.31460902335739205,33.21717515,80807,25422.61135044078,844467.3339979695
06, CA,6013704,7415330,44.78,5553800,7875230,41.36,YES,Democrat,0.3887507599309843,32.83650483,459904,178788.0294952994,5870773.994068582
08, CO,824852,1488185,35.66,727041,1585997,31.43,YES,Democrat,0.25822450572951267,32.80043456,97811,25257.197129909364,828447.0416286119
09, CT,568632,859687,39.81,521793,906527,36.53,YES,Democrat,0.2870837378128561,32.81121389,46839,13446.715195416367,441203.04839471955
10, DE,150742,244926,38.1,134307,261362,33.94,YES,Democrat,0.2923869923445357,36.42325724,16435,4805.380219182444,175027.59985928974
12, FL,3685918,4879423,43.03,3165789,5399543,36.96,NO,Republican,0.3835587226845524,33.13608085,520129,199500.01487119353,6610648.622348071
13, GA,1665435,2335679,41.62,1438138,2562976,35.94,NO,Democrat,0.38856695097677185,33.01602169,227297,88320.10225616732,2915978.4117526384
15, HI,207027,283055,42.24,192020,298063,39.18,YES,Democrat,0.23226439063503795,31.85994969,15007,3485.5917102600147,111050.77652876513
16, ID,287136,406735,41.38,243142,450730,35.04,YES,Republican,0.15385392287975036,34.7319828,43994,6768.649483171737,235088.61742874965
17, IL,2000692,2990960,40.08,1771773,3219889,35.49,YES,Democrat,0.29696075157995333,33.96886151,228919,67979.95829093133,2309201.788640223
18, IN,1099146,1581549,41.0,938302,1742392,35.0,YES,Republican,0.33797511886500975,32.70169966,160844,54361.270018723626,1777705.9252884628
19, IA,497487,802975,38.25,428735,871726,32.97,YES,Republican,0.21367794535334592,34.03591974,68752,14690.786098933238,500014.4165807994
20, KS,449522,709501,38.78,368341,790679,31.78,NO,Republican,0.2563878964767019,31.41999824,81181,20813.825823875137,653970.3707538234
21, KY,873763,911924,48.93,778375,1007313,43.59,YES,Republican,0.4671323917355164,32.12541146,95388,44558.82458286744,1431470.5738985795
22, LA,948326,835601,53.16,859644,924283,48.19,YES,Republican,0.5090443581637538,34.00828118,88682,45143.07177067802,1535238.2781061383
23, ME,236145,357485,39.78,199827,393801,33.66,YES,Republican + Independent,0.3737322407842639,31.14303188,36318,13573.207520802896,422710.83453422034
24, MD,857197,1498443,36.39,786127,1569515,33.37,YES,Democrat,0.28296995906425243,34.49530866,71070,20110.67499069642,693723.9411650157
25, MA,1116919,1642044,40.48,1038590,1720382,37.64,YES,Democrat,0.29063163935791225,33.70589164,78329,22764.88567926591,767310.7699023245
26, MI,1729801,2321999,42.69,1518869,2532925,37.49,YES,Democrat,0.41776655233752324,34.12741787,210932,88120.33441765845,3007319.4755155733
27, MN,802896,1478112,35.2,705915,1575104,30.95,YES,Democrat,0.2720950160419282,32.99918093,96981,26388.046750762238,870783.9291177017
28, MS,576706,552902,51.05,500412,629198,44.3,YES,Republican,0.38471768977607307,33.90314332,76294,29351.65142377572,995113.2448989502
29, MO,965580,1503128,39.11,804875,1663836,32.6,NO,Republican,0.3541850494003604,32.08781078,160705,56919.30836388491,1826415.9965088104
30, MT,182814,266128,40.72,154401,294541,34.39,YES,Democrat + Republican,0.2679280580261906,33.27425979,28413,7612.639912698153,253304.9581428413
31, NE,281387,504595,35.8,233539,552441,29.71,YES,Republican,0.303176763674228,30.68420641,47848,14506.401788284462,445117.4267381136
32, NV,531329,660048,44.6,461932,729447,38.77,YES,Democrat,0.4275185431248812,33.55411726,69397,29668.50433723738,995500.4734604816
33, NH,169755,378270,30.98,146034,402001,26.65,YES,Democrat,0.20620305734735353,31.75315651,23721,4891.342723336573,155315.57103815582
34, NJ,1268437,2229507,36.26,1133839,2364105,32.41,YES,Democrat,0.21821895766206756,34.8152776,134598,29371.83526339897,1022588.5983167044
35, NM,442228,391774,53.02,400557,433446,48.03,YES,Democrat,0.3799171468111472,39.69763157,41671,15831.527424767315,628474.1428987638
36, NY,3448259,4204186,45.06,3180910,4471543,41.57,YES,Democrat,0.42345282068429313,33.14454837,267349,113209.68815712509,3752283.985076449
