state, stusps,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Num Eligible,Num Ineligible,Percentage Eligible,Medicaid expansion (1),Party,ACP Participation Sep 23 (2),Avg claim $ Jan-Sep 2023 (3),Total dif,Weighed dif,Saving in $
01, AL,911822,1055721,46.34,823382,1144163,41.85,NO,Republican,0.420261849352176,32.31269263,88440,37167.95795670644,1200996.8011398183
02, AK,106704,164595,39.33,98392,172907,36.27,YES,Republican,0.197649572649572,66.94490927,8312,1642.8632478632426,109981.33107122229
04, AZ,1174568,1643126,41.69,1073413,1744273,38.1,YES,Democrat + Independent,0.395275539602645,36.72991326,101155,39984.097208505555,1468612.422247817
05, AR,600752,582813,50.76,543428,640140,45.91,YES,Republican,0.327144978293871,33.2862096,57324,18753.258735717864,624224.9009601359
06, CA,6013704,7415330,44.78,5703291,7725747,42.47,YES,Democrat,0.427501420089848,33.00164891,310413,132701.99831434997,4379384.758025589
08, CO,824852,1488185,35.66,757057,1555980,32.73,YES,Democrat,0.270830403514812,33.38255308,67795,18360.94720628668,612935.2947129428
09, CT,568632,859687,39.81,536479,891843,37.56,YES,Democrat,0.299947945244024,33.12441214,32153,9644.226283431104,319459.3261837923
10, DE,150742,244926,38.1,139816,255850,35.34,YES,Democrat,0.307684653248596,36.83371311,10926,3361.76252139416,123826.19625698273
12, FL,3685918,4879423,43.03,3333941,5231391,38.92,NO,Republican,0.416985402279703,33.25919813,351977,146769.27093820303,4881428.261529346
13, GA,1665435,2335679,41.62,1512371,2488737,37.8,NO,Democrat,0.395790889467316,33.15203674,153064,60581.33670542526,2008394.7002165688
15, HI,207027,283055,42.24,197256,292826,40.25,YES,Democrat,0.253479014814492,32.1864799,9771,2476.743453752401,79717.65339165824
16, ID,287136,406735,41.38,254512,439360,36.68,YES,Republican,0.163692466287752,34.74310399,32624,5340.303020171621,185538.7031679337
17, IL,2000692,2990960,40.08,1849795,3141866,37.06,YES,Democrat,0.31331309366959,34.39314234,150897,47278.00589546012,1626039.1863139188
18, IN,1099146,1581549,41.0,987680,1693012,36.84,YES,Republican,0.353259712540463,32.91961402,111466,39376.44711803525,1296257.4406046616
19, IA,497487,802975,38.25,450450,850011,34.64,YES,Republican,0.2266109466177,34.44123704,47037,10659.099096056756,367112.55860014044
20, KS,449522,709501,38.78,395939,763083,34.16,NO,Republican,0.270756492451982,31.44574061,53583,14507.945135054553,456213.0795010369
21, KY,873763,911924,48.93,807878,977811,45.24,YES,Republican,0.485875460508169,32.22560462,65885,32011.904715580713,1031602.9844974176
22, LA,948326,835601,53.16,889818,894109,49.88,YES,Republican,0.535368639054502,33.8759307,58508,31323.348333800805,1061107.5774477965
23, ME,236145,357485,39.78,211655,381972,35.65,YES,Republican + Independent,0.393156746913972,31.15714349,24490,9628.408731923175,299993.7124408993
24, MD,857197,1498443,36.39,809546,1546099,34.37,YES,Democrat,0.299273095916107,34.9034815,47651,14260.662293498415,497746.76253886946
25, MA,1116919,1642044,40.48,1062644,1696322,38.52,YES,Democrat,0.30350186539937,34.08828678,54275,16472.563744550807,561521.4769260786
26, MI,1729801,2321999,42.69,1582229,2469572,39.05,YES,Democrat,0.453852784222,34.57002623,147572,66975.96307320899,2315360.800220346
27, MN,802896,1478112,35.2,737754,1543252,32.34,YES,Democrat,0.28654396086168,33.18209217,65142,18666.04669845156,619378.4819975437
28, MS,576706,552902,51.05,527723,601887,46.72,YES,Republican,0.387259712921315,34.00269539,48983,18969.14251802477,645001.9748498938
29, MO,965580,1503128,39.11,859805,1608907,34.83,NO,Republican,0.375754468816669,32.36481477,105775,39745.42893908316,1286353.4455676242
30, MT,182814,266128,40.72,163038,285903,36.32,YES,Democrat + Republican,0.280618552189657,33.62124795,19776,5549.512488102657,186581.53536412082
31, NE,281387,504595,35.8,250516,535466,31.87,YES,Republican,0.31767992124725,30.75352915,30871,9807.096848823854,301602.8388171775
32, NV,531329,660048,44.6,483680,707699,40.6,YES,Democrat,0.456686911499278,33.42231442,47649,21760.674646029096,727292.1100109066
33, NH,169755,378270,30.98,154925,393101,28.27,YES,Democrat,0.210173485317074,32.22608682,14830,3116.872787252207,100444.61304888502
34, NJ,1268437,2229507,36.26,1176820,2321114,33.64,YES,Democrat,0.226280848004276,35.11538334,91617,20731.172451607756,727983.067725854
35, NM,442228,391774,53.02,414381,419624,49.69,YES,Democrat,0.384374123755167,39.7029752,27847,10703.666224210136,424967.39464889263
36, NY,3448259,4204186,45.06,3267241,4385210,42.7,YES,Democrat,0.453001645178044,33.39394907,181018,82001.45180683916,2738352.3053036463
37, NC,1753491,2426154,41.95,1587205,2592430,37.97,YES,Republican,0.490833428857062,31.58749598,166286,81618.72755092541,2578131.2284075716
38, ND,109296,213207,33.89,93149,229354,28.88,YES,Republican,0.144158981115502,34.91900364,16147,2327.7350680720106,81282.18931496219
39, OH,2004934,2828008,41.48,1827796,3005148,37.82,YES,Democrat + Republican,0.543492703500464,31.83051081,177138,96273.21051266519,3064425.4679367947
40, OK,725560,822408,46.87,652212,895752,42.13,YES,Republican,0.449122057445283,55.47480866,73348,32942.20466949662,1827462.5008788835
41, OR,745083,957500,43.76,696322,1006262,40.9,YES,Democrat,0.277441573623341,32.7726764,48761,13528.32857144773,443359.5345049307
42, PA,2115720,3113235,40.46,1939770,3289185,37.1,YES,Democrat,0.333723271510407,34.17820462,175950,58718.60962225611,2006896.6546713703
44, RI,190041,250140,43.17,179297,260886,40.73,YES,Democrat,0.406975336900984,32.82142666,10744,4372.543019664172,143513.10003760256
45, SC,890673,1159173,43.45,804568,1245290,39.25,NO,Republican,0.441472908688149,32.06944213,86105,38013.02480259307,1219056.4990930131
46, SD,121432,235454,34.03,104757,252129,29.35,YES,Republican,0.18172310428882,41.67870231,16675,3030.2327640160734,126296.16930143439
47, TN,1200938,1569465,43.35,1077955,1692455,38.91,NO,Republican,0.345189343663036,32.23022643,122983,42452.42105171116,1368251.1429983494
48, TX,4536368,6259834,42.02,4105443,6690764,38.03,NO,Republican,0.3591437026273,32.38563847,430925,154764.00005466925,5012130.953941579
49, UT,361325,740176,32.8,311472,790034,28.28,YES,Republican,0.182580779077008,35.78005958,49853,9102.19957932608,325677.24325733806
50, VT,116455,153701,43.11,107927,162229,39.95,YES,Democrat + Independent,0.206938302348546,33.22340012,8528,1764.7698424284001,58631.65459470809
51, VA,1142640,2188816,34.3,1045066,2286394,31.37,YES,Democrat,0.371625358818175,34.04288065,97574,36260.97276132461,1234427.9679666746
53, WA,1139413,1882850,37.7,1070260,1952000,35.41,YES,Democrat,0.279066501786446,33.5620539,69153,19298.285798038098,647690.1081313592
54, WV,360464,361725,49.91,334913,387276,46.37,YES,Democrat + Republican,0.324190487815704,34.52164518,25551,8283.391154179053,285956.29031171993
55, WI,892049,1557930,36.41,806931,1643049,32.94,NO,Democrat + Republican,0.460510577333756,32.23422865,85118,39197.73932149464,1263508.8918521542
56, WY,84623,158136,34.86,75579,167180,31.13,NO,Republican,0.244437091570849,31.65394221,9044,2210.6890561667583,69977.02362818201
72,PR,934092,231895,80.11,886026,279962,75.99,YES,,0.680682416721265,32.68482107,48066,32717.68104212432,1069371.5506871645
