state, stusps,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Num Eligible,Num Ineligible,Percentage Eligible,Medicaid expansion (1),Party,ACP Participation July 23 (2),Avg claim $ Jan-Jul 2023 (3),Total dif,Weighed dif,Saving in $
01, AL,911822,1055721,46.34,883097,1084445,44.88,NO,Republican,0.40805113278688165,32.24541303,28725,11721.268789303176,377957.153346729
02, AK,106704,164595,39.33,104306,166992,38.45,YES,Republican,0.1815114709851552,66.23260186,2398,435.2645074224021,28828.700823896976
04, AZ,1174568,1643126,41.69,1140729,1676965,40.48,YES,Democrat + Independent,0.36969592224545533,37.08461108,33839,12510.140312863963,463933.68805878964
05, AR,600752,582813,50.76,580121,603449,49.01,YES,Republican,0.31460902335739205,33.21717515,20631,6490.698760886356,215602.67758625007
06, CA,6013704,7415330,44.78,5905231,7523796,43.97,YES,Democrat,0.3887507599309843,32.83650483,108473,42168.96118199366,1384681.2975286175
08, CO,824852,1488185,35.66,800941,1512085,34.63,YES,Democrat,0.25822450572951267,32.80043456,23911,6174.406156498378,202523.20508308616
09, CT,568632,859687,39.81,559154,869166,39.15,YES,Democrat,0.2870837378128561,32.81121389,9478,2720.9796669902503,89278.64584395807
10, DE,150742,244926,38.1,147125,248542,37.18,YES,Democrat,0.2923869923445357,36.42325724,3617,1057.5637513101856,38519.916561670274
12, FL,3685918,4879423,43.03,3577104,4988231,41.76,NO,Republican,0.3835587226845524,33.13608085,108814,41736.55885019688,1382985.9884609068
13, GA,1665435,2335679,41.62,1620013,2381101,40.49,NO,Democrat,0.38856695097677185,33.01602169,45422,17649.488047266932,582715.8801859608
15, HI,207027,283055,42.24,203463,286618,41.52,YES,Democrat,0.23226439063503795,31.85994969,3564,827.7902882232753,26373.35693666415
16, ID,287136,406735,41.38,275923,417952,39.77,YES,Republican,0.15385392287975036,34.7319828,11213,1725.1640372506408,59918.36766896781
17, IL,2000692,2990960,40.08,1952046,3039617,39.11,YES,Democrat,0.29696075157995333,33.96886151,48646,14445.95272135841,490712.5673718315
18, IN,1099146,1581549,41.0,1058926,1621766,39.5,YES,Republican,0.33797511886500975,32.70169966,40220,13593.359280750692,444525.9525695828
19, IA,497487,802975,38.25,482201,818260,37.08,YES,Republican,0.21367794535334592,34.03591974,15286,3266.2810726712455,111170.8804377196
20, KS,449522,709501,38.78,431464,727559,37.23,NO,Republican,0.2563878964767019,31.41999824,18058,4629.852634576283,145469.9616298462
21, KY,873763,911924,48.93,852435,933252,47.74,YES,Republican,0.4671323917355164,32.12541146,21328,9962.999650935093,320065.46316212625
22, LA,948326,835601,53.16,927051,856873,51.97,YES,Republican,0.5090443581637538,34.00828118,21275,10829.918719933863,368306.9209840564
23, ME,236145,357485,39.78,227653,365974,38.35,YES,Republican + Independent,0.3737322407842639,31.14303188,8492,3173.7341887399693,98839.7050185748
24, MD,857197,1498443,36.39,841828,1513811,35.74,YES,Democrat,0.28296995906425243,34.49530866,15369,4348.9653008584955,150018.90040474356
25, MA,1116919,1642044,40.48,1099798,1659175,39.86,YES,Democrat,0.29063163935791225,33.70589164,17121,4975.904297446816,167717.29106075267
26, MI,1729801,2321999,42.69,1678072,2373729,41.42,YES,Democrat,0.41776655233752324,34.12741787,51729,21610.64598586774,737515.5460003465
27, MN,802896,1478112,35.2,779600,1501406,34.18,YES,Democrat,0.2720950160419282,32.99918093,23296,6338.725493712759,209172.74943263092
28, MS,576706,552902,51.05,559975,569634,49.57,YES,Republican,0.38471768977607307,33.90314332,16731,6436.711667643479,218224.75817763305
29, MO,965580,1503128,39.11,934935,1533767,37.87,NO,Republican,0.3541850494003604,32.08781078,30645,10854.000838874044,348281.1251237516
30, MT,182814,266128,40.72,176050,272892,39.21,YES,Democrat + Republican,0.2679280580261906,33.27425979,6764,1812.2653844891531,60301.78921191632
31, NE,281387,504595,35.8,271780,514202,34.58,YES,Republican,0.303176763674228,30.68420641,9607,2912.619168618309,89371.40776360678
