state, stusps,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Num Eligible,Num Ineligible,Percentage Eligible,Medicaid expansion (1),Party,ACP Participation July 23 (2),Avg claim $ Jan-Jul 2023 (3),Total dif,Weighed dif,Saving in $
01, AL,911822,1055721,46.34,758606,1208939,38.56,NO,Republican,0.40805113278688165,32.24541303,153216,62519.96236107486,2015982.0089529129
02, AK,106704,164595,39.33,95181,176118,35.08,YES,Republican,0.1815114709851552,66.23260186,11523,2091.5566801619434,138529.24086478938
04, AZ,1174568,1643126,41.69,1005505,1812189,35.69,YES,Democrat + Independent,0.36969592224545533,37.08461108,169063,62501.90170258342,2317858.716400696
05, AR,600752,582813,50.76,509302,674263,43.03,YES,Republican,0.31460902335739205,33.21717515,91450,28770.995186033502,955691.1863342818
06, CA,6013704,7415330,44.78,5501117,7927917,40.96,YES,Democrat,0.3887507599309843,32.83650483,512587,199268.58578074345,6543283.879456652
08, CO,824852,1488185,35.66,714937,1598105,30.91,YES,Democrat,0.25822450572951267,32.80043456,109915,28382.746547259383,930966.4207564474
09, CT,568632,859687,39.81,517721,910600,36.25,YES,Democrat,0.2870837378128561,32.81121389,50911,14615.720175790319,479559.5208442445
10, DE,150742,244926,38.1,132642,263028,33.52,YES,Democrat,0.2923869923445357,36.42325724,18100,5292.204561436096,192759.3281078883
12, FL,3685918,4879423,43.03,3109414,5455922,36.3,NO,Republican,0.3835587226845524,33.13608085,576504,221123.1378625352,7327154.174018662
13, GA,1665435,2335679,41.62,1416406,2584703,35.4,NO,Democrat,0.38856695097677185,33.01602169,249029,96764.43923479451,3194776.824596663
15, HI,207027,283055,42.24,190209,299874,38.81,YES,Democrat,0.23226439063503795,31.85994969,16818,3906.2225217000682,124452.05301930911
16, ID,287136,406735,41.38,239753,454123,34.55,YES,Republican,0.15385392287975036,34.7319828,47383,7290.060427811211,253198.25338969962
17, IL,2000692,2990960,40.08,1747571,3244089,35.01,YES,Democrat,0.29696075157995333,33.96886151,253121,75167.00240066937,2553337.4946701755
18, IN,1099146,1581549,41.0,923908,1756785,34.47,YES,Republican,0.33797511886500975,32.70169966,175238,59226.08387966658,1936793.6070708241
19, IA,497487,802975,38.25,422201,878263,32.47,YES,Republican,0.21367794535334592,34.03591974,75286,16086.957793872001,547534.4043329948
20, KS,449522,709501,38.78,358796,800226,30.96,NO,Republican,0.2563878964767019,31.41999824,90726,23261.04829574526,730862.0965128711
21, KY,873763,911924,48.93,766916,1018770,42.95,YES,Republican,0.4671323917355164,32.12541146,106847,49911.69465976472,1603433.7276108265
22, LA,948326,835601,53.16,850696,933233,47.69,YES,Republican,0.5090443581637538,34.00828118,97630,49698.00068752729,1690143.5814652613
23, ME,236145,357485,39.78,196283,397345,33.06,YES,Republican + Independent,0.3737322407842639,31.14303188,39862,14897.71458214233,463960.00017079944
24, MD,857197,1498443,36.39,779536,1576104,33.09,YES,Democrat,0.28296995906425243,34.49530866,77661,21975.729990888907,758059.5890645318
25, MA,1116919,1642044,40.48,1030800,1728175,37.36,YES,Democrat,0.29063163935791225,33.70589164,86119,25028.906149864044,843621.598555047
26, MI,1729801,2321999,42.69,1501018,2550782,37.05,YES,Democrat,0.41776655233752324,34.12741787,228783,95577.88514343557,3261826.425420891
27, MN,802896,1478112,35.2,698500,1582508,30.62,YES,Democrat,0.2720950160419282,32.99918093,104396,28405.631294713137,937362.566525109
28, MS,576706,552902,51.05,491917,637691,43.55,YES,Republican,0.38471768977607307,33.90314332,84789,32619.82819842346,1105914.710484928
29, MO,965580,1503128,39.11,785223,1683489,31.81,NO,Republican,0.3541850494003604,32.08781078,180357,63879.7529547008,2049761.425483585
30, MT,182814,266128,40.72,151712,297230,33.79,YES,Democrat + Republican,0.2679280580261906,33.27425979,31102,8333.09846073058,277277.68303799845
31, NE,281387,504595,35.8,228059,557922,29.02,YES,Republican,0.303176763674228,30.68420641,53328,16167.810453219232,496096.4331443346
32, NV,531329,660048,44.6,454107,737271,38.12,YES,Democrat,0.4275185431248812,33.55411726,77222,33013.836937189575,1107750.1557929781
