state, stusps,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Num Eligible,Num Ineligible,Percentage Eligible,Medicaid expansion (1),Party,ACP Participation Sep 23 (2),Avg claim $ Jan-Sep 2023 (3),Total dif,Weighed dif,Saving in $
01, AL,911822,1055721,46.34,819465,1148079,41.65,NO,Republican,0.420261849352176,32.31269263,92357,38814.12362061891,1254188.8462558817
02, AK,106704,164595,39.33,98293,173006,36.23,YES,Republican,0.197649572649572,66.94490927,8411,1662.4305555555502,111291.262709342
04, AZ,1174568,1643126,41.69,1068444,1749241,37.92,YES,Democrat + Independent,0.395275539602645,36.72991326,106124,41948.2213647911,1540754.5321400557
05, AR,600752,582813,50.76,540575,642991,45.67,YES,Republican,0.327144978293871,33.2862096,60177,19686.603358790275,655292.405712757
06, CA,6013704,7415330,44.78,5688536,7740488,42.36,YES,Democrat,0.427501420089848,33.00164891,325168,139009.78176777568,4587552.012955852
08, CO,824852,1488185,35.66,752636,1560407,32.54,YES,Democrat,0.270830403514812,33.38255308,72216,19558.288420225665,652905.6013421327
09, CT,568632,859687,39.81,535188,893132,37.47,YES,Democrat,0.299947945244024,33.12441214,33444,10031.459080741139,332286.184956015
10, DE,150742,244926,38.1,139757,255909,35.32,YES,Democrat,0.307684653248596,36.83371311,10985,3379.9159159358273,124494.85318350313
12, FL,3685918,4879423,43.03,3316504,5248826,38.72,NO,Republican,0.416985402279703,33.25919813,369414,154040.2453977542,5123255.041677727
13, GA,1665435,2335679,41.62,1506665,2494444,37.66,NO,Democrat,0.395790889467316,33.15203674,158770,62839.71952072576,2083264.6902823956
15, HI,207027,283055,42.24,196717,293364,40.14,YES,Democrat,0.253479014814492,32.1864799,10310,2613.3686427374123,84115.13729075801
16, ID,287136,406735,41.38,252794,441079,36.43,YES,Republican,0.163692466287752,34.74310399,34342,5621.526677253979,195309.28593039417
17, IL,2000692,2990960,40.08,1842688,3148970,36.92,YES,Democrat,0.31331309366959,34.39314234,158004,49504.7220521699,1702622.952042416
18, IN,1099146,1581549,41.0,983275,1697419,36.68,YES,Republican,0.353259712540463,32.91961402,115871,40932.55615177599,1347483.9493684422
19, IA,497487,802975,38.25,448203,852258,34.46,YES,Republican,0.2266109466177,34.44123704,49284,11168.293893106727,384649.8573048732
20, KS,449522,709501,38.78,393416,765606,33.94,NO,Republican,0.270756492451982,31.44574061,56106,15191.063765510904,477694.25076022575
21, KY,873763,911924,48.93,804315,981374,45.04,YES,Republican,0.485875460508169,32.22560462,69448,33743.07898137132,1087391.1219151046
22, LA,948326,835601,53.16,887411,896514,49.74,YES,Republican,0.535368639054502,33.8759307,60915,32611.980648004992,1104761.196421558
23, ME,236145,357485,39.78,210927,382700,35.53,YES,Republican + Independent,0.393156746913972,31.15714349,25218,9914.626843676546,308911.45121823595
24, MD,857197,1498443,36.39,806842,1548803,34.25,YES,Democrat,0.299273095916107,34.9034815,50355,15069.896744855569,525991.8622409765
25, MA,1116919,1642044,40.48,1060908,1698067,38.45,YES,Democrat,0.30350186539937,34.08828678,56011,16999.442982884113,579481.8875008122
26, MI,1729801,2321999,42.69,1574944,2476858,38.87,YES,Democrat,0.453852784222,34.57002623,154857,70282.28060626626,2429660.284062845
27, MN,802896,1478112,35.2,734698,1546306,32.21,YES,Democrat,0.28654396086168,33.18209217,68198,19541.725042844853,648435.3215324751
28, MS,576706,552902,51.05,525287,604322,46.5,YES,Republican,0.387259712921315,34.00269539,51419,19912.507178701097,677078.9160485617
29, MO,965580,1503128,39.11,853408,1615306,34.57,NO,Republican,0.375754468816669,32.36481477,112172,42149.130276103395,1364148.7941026855
30, MT,182814,266128,40.72,161807,287135,36.04,YES,Democrat + Republican,0.280618552189657,33.62124795,21007,5894.9539258481245,198195.7075947657
31, NE,281387,504595,35.8,248945,537037,31.67,YES,Republican,0.31767992124725,30.75352915,32442,10306.172005103284,316951.16118385777
32, NV,531329,660048,44.6,480694,710683,40.35,YES,Democrat,0.456686911499278,33.42231442,50635,23124.34176376594,772869.0211841227
33, NH,169755,378270,30.98,153818,394212,28.07,YES,Democrat,0.210173485317074,32.22608682,15937,3349.5348354982084,107942.40041537969
34, NJ,1268437,2229507,36.26,1172265,2325675,33.51,YES,Democrat,0.226280848004276,35.11538334,96172,21761.88171426723,764176.8185962301
35, NM,442228,391774,53.02,412590,421413,49.47,YES,Democrat,0.384374123755167,39.7029752,29638,11392.08027985564,452299.4808275175
36, NY,3448259,4204186,45.06,3259213,4393237,42.59,YES,Democrat,0.453001645178044,33.39394907,189046,85638.1490143285,2859795.9866335564
37, NC,1753491,2426154,41.95,1579116,2600519,37.78,YES,Republican,0.490833428857062,31.58749598,174375,85589.07915695019,2703544.6938020657
38, ND,109296,213207,33.89,91261,231242,28.3,YES,Republican,0.144158981115502,34.91900364,18035,2599.9072244180784,90786.16983311718
39, OH,2004934,2828008,41.48,1819248,3013692,37.64,YES,Democrat + Republican,0.543492703500464,31.83051081,185686,100918.98614218715,3212302.879333128
40, OK,725560,822408,46.87,650022,897943,41.99,YES,Republican,0.449122057445283,55.47480866,75538,33925.78197530179,1882026.2637207436
41, OR,745083,957500,43.76,694141,1008443,40.77,YES,Democrat,0.277441573623341,32.7726764,50942,14133.428643520236,463190.28335657966
42, PA,2115720,3113235,40.46,1928392,3300557,36.88,YES,Democrat,0.333723271510407,34.17820462,187328,62515.71300550152,2136674.8310672264
44, RI,190041,250140,43.17,179180,261003,40.71,YES,Democrat,0.406975336900984,32.82142666,10861,4420.159134081587,145075.9288447879
45, SC,890673,1159173,43.45,798921,1250930,38.97,NO,Republican,0.441472908688149,32.06944213,91752,40506.022317955045,1299005.5386421478
46, SD,121432,235454,34.03,104235,252651,29.21,YES,Republican,0.18172310428882,41.67870231,17197,3125.0922244548374,130249.78851434887
47, TN,1200938,1569465,43.35,1071897,1698511,38.69,NO,Republican,0.345189343663036,32.23022643,129041,44543.57809562183,1435649.6080242798
48, TX,4536368,6259834,42.02,4084421,6711782,37.83,NO,Republican,0.3591437026273,32.38563847,451947,162313.91897130036,5256639.898453408
49, UT,361325,740176,32.8,310646,790859,28.2,YES,Republican,0.182580779077008,35.78005958,50679,9253.011302843688,331073.2957101606
50, VT,116455,153701,43.11,107737,162417,39.88,YES,Democrat + Independent,0.206938302348546,33.22340012,8718,1804.088119874624,59937.94145833316
51, VA,1142640,2188816,34.3,1040820,2290638,31.24,YES,Democrat,0.371625358818175,34.04288065,101820,37838.89403486658,1288144.95355696
53, WA,1139413,1882850,37.7,1066826,1955433,35.3,YES,Democrat,0.279066501786446,33.5620539,72587,20256.600165172757,679853.106574277
54, WV,360464,361725,49.91,333402,388786,46.17,YES,Democrat + Republican,0.324190487815704,34.52164518,27062,8773.24298126858,302866.7812772793
55, WI,892049,1557930,36.41,802699,1647280,32.76,NO,Democrat + Republican,0.460510577333756,32.23422865,89350,41146.6200847711,1326329.559987194
56, WY,84623,158136,34.86,75283,167476,31.01,NO,Republican,0.244437091570849,31.65394221,9340,2283.0424352717296,72267.29330906899
72,PR,934092,231895,80.11,883315,282673,75.76,YES,,0.680682416721265,32.68482107,50777,34563.01107385567,1129685.832589401
