state, stusps,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Num Eligible,Num Ineligible,Percentage Eligible,Medicaid expansion (1),Party,ACP Participation Sep 23 (2),Avg claim $ Jan-Sep 2023 (3),Total dif,Weighed dif,Saving in $
01, AL,911822,1055721,46.34,907995,1059552,46.15,NO,Republican,0.420261849352176,32.31269263,3827,1608.3420974707774,51969.863839462734
02, AK,106704,164595,39.33,106107,165192,39.11,YES,Republican,0.197649572649572,66.94490927,597,117.99679487179449,7899.284726843083
04, AZ,1174568,1643126,41.69,1172113,1645579,41.6,YES,Democrat + Independent,0.395275539602645,36.72991326,2455,970.4014497244934,35642.76107575889
05, AR,600752,582813,50.76,598628,584939,50.58,YES,Republican,0.327144978293871,33.2862096,2124,694.855933896182,23129.12025747206
06, CA,6013704,7415330,44.78,6003896,7425134,44.71,YES,Democrat,0.427501420089848,33.00164891,9808,4192.933928241229,138373.7334026442
08, CO,824852,1488185,35.66,823381,1489654,35.6,YES,Democrat,0.270830403514812,33.38255308,1471,398.3915235702885,13299.326182207227
09, CT,568632,859687,39.81,567077,861242,39.7,YES,Democrat,0.299947945244024,33.12441214,1555,466.41905485445733,15449.85700294831
10, DE,150742,244926,38.1,150675,244994,38.08,YES,Democrat,0.307684653248596,36.83371311,67,20.61487176765593,759.3222724892771
12, FL,3685918,4879423,43.03,3677518,4887825,42.93,NO,Republican,0.416985402279703,33.25919813,8400,3502.677379149505,116496.24093860252
13, GA,1665435,2335679,41.62,1661605,2339512,41.53,NO,Democrat,0.395790889467316,33.15203674,3830,1515.8791066598203,50254.479837384744
15, HI,207027,283055,42.24,206613,283468,42.16,YES,Democrat,0.253479014814492,32.1864799,414,104.94031213319968,3377.6592471749577
16, ID,287136,406735,41.38,285394,408475,41.13,YES,Republican,0.163692466287752,34.74310399,1742,285.15227627326396,9907.07518754722
17, IL,2000692,2990960,40.08,1997250,2994404,40.01,YES,Democrat,0.31331309366959,34.39314234,3442,1078.4236684107286,37090.378730475146
18, IN,1099146,1581549,41.0,1095047,1585649,40.85,YES,Republican,0.353259712540463,32.91961402,4099,1448.011561703358,47667.981707771956
19, IA,497487,802975,38.25,495896,804564,38.13,YES,Republican,0.2266109466177,34.44123704,1591,360.5380160687607,12417.375273355516
20, KS,449522,709501,38.78,447537,711486,38.61,NO,Republican,0.270756492451982,31.44574061,1985,537.4516375171843,16900.56478378512
21, KY,873763,911924,48.93,872539,913150,48.86,YES,Republican,0.485875460508169,32.22560462,1224,594.7115636619989,19164.939713513533
22, LA,948326,835601,53.16,946718,837209,53.07,YES,Republican,0.535368639054502,33.8759307,1608,860.8727715996393,29162.86635222631
23, ME,236145,357485,39.78,235635,357995,39.69,YES,Republican + Independent,0.393156746913972,31.15714349,510,200.50994092612572,6247.317000606722
24, MD,857197,1498443,36.39,855001,1500641,36.3,YES,Democrat,0.299273095916107,34.9034815,2196,657.203718631771,22938.697834995226
25, MA,1116919,1642044,40.48,1115800,1643168,40.44,YES,Democrat,0.30350186539937,34.08828678,1119,339.61858738189505,11577.015802492528
26, MI,1729801,2321999,42.69,1726342,2325456,42.61,YES,Democrat,0.453852784222,34.57002623,3459,1569.876780623898,54270.68148403611
27, MN,802896,1478112,35.2,801711,1479298,35.15,YES,Democrat,0.28654396086168,33.18209217,1185,339.5545936210908,11267.131822281928
28, MS,576706,552902,51.05,574958,554652,50.9,YES,Republican,0.387259712921315,34.00269539,1748,676.9299781864586,23017.443848633495
29, MO,965580,1503128,39.11,963613,1505095,39.03,NO,Republican,0.375754468816669,32.36481477,1967,739.1090401623879,23921.127179688177
30, MT,182814,266128,40.72,182000,266942,40.54,YES,Democrat + Republican,0.280618552189657,33.62124795,814,228.42350148238077,7679.883180946315
31, NE,281387,504595,35.8,280373,505609,35.67,YES,Republican,0.31767992124725,30.75352915,1014,322.1274401447115,9906.555620505265
32, NV,531329,660048,44.6,530104,661274,44.5,YES,Democrat,0.456686911499278,33.42231442,1225,559.4414665866155,18697.82859584379
33, NH,169755,378270,30.98,169081,378944,30.85,YES,Democrat,0.210173485317074,32.22608682,674,141.65692910370788,4565.048495950675
34, NJ,1268437,2229507,36.26,1266565,2231381,36.21,YES,Democrat,0.226280848004276,35.11538334,1872,423.59774746400467,14874.797284159038
