Data Month,cd118,Net New Enrollments Alternative Verification Process,Net New Enrollments Verified by School,Net New Enrollments Lifeline,Net New Enrollments National Verifier Application,Net New Enrollments Total,Total Alternative Verification Process,Total Verified by School,Total Lifeline,Total National Verifier Application,Total Subscribers,CD_Democrat
2022-01-01,0101,204,0,845,1005,2052,3832,18,8405,10575,22827,0.0
2022-02-01,0101,-49,1,545,839,1336,3783,19,8948,11412,24164,0.0
2022-03-01,0101,-1573,0,546,1584,557,2211,19,9493,12997,24722,0.0
2022-04-01,0101,-177,-3,199,1386,1405,2034,17,9693,14384,26128,0.0
2022-05-01,0101,-121,0,80,853,812,1913,16,9774,15238,26940,0.0
2022-06-01,0101,-126,-1,-86,1476,1264,1787,15,9688,16714,28204,0.0
2022-07-01,0101,-101,-4,137,1279,1312,1686,11,9825,17991,29516,0.0
2022-08-01,0101,-156,0,-408,-35,-599,1530,11,9416,17957,28916,0.0
2022-09-01,0101,-59,-1,178,610,728,1471,10,9596,18569,29645,0.0
2022-10-01,0101,-59,0,506,854,1298,1412,10,10101,19422,30944,0.0
2022-11-01,0101,-68,0,303,862,1097,1344,11,10404,20286,32040,0.0
2022-12-01,0101,-662,0,486,1695,1520,682,11,10890,21982,33561,0.0
2023-01-01,0101,-27,-1,242,1472,1684,655,10,11129,23450,35247,0.0
2023-02-01,0101,-10,-1,-115,1116,990,645,9,11015,24568,36237,0.0
2023-03-01,0101,-21,0,-280,1291,991,624,9,10734,25857,37229,0.0
2023-04-01,0101,-22,0,-339,1354,993,602,9,10397,27211,38220,0.0
2023-05-01,0101,-10,0,-70,1345,1265,592,9,10326,28558,39485,0.0
2023-06-01,0101,-22,0,108,1215,1298,570,9,10432,29777,40787,0.0
2023-07-01,0101,13,-2,-2,1623,1632,583,6,10431,31395,42416,0.0
2023-08-01,0101,-22,0,-54,1530,1455,561,6,10377,32927,43871,0.0
2022-01-01,0102,767,-1,584,994,2342,13096,54,9567,12999,35717,0.0
2022-02-01,0102,727,-4,543,957,2220,13822,50,10113,13960,37939,0.0
2022-03-01,0102,676,-1,424,1324,2422,14496,49,10537,15282,40362,0.0
2022-04-01,0102,663,-4,310,826,1793,15158,45,10843,16108,42154,0.0
2022-05-01,0102,883,1,-51,82,915,16041,45,10797,16190,43069,0.0
2022-06-01,0102,673,0,-194,621,1103,16716,45,10601,16809,44170,0.0
2022-07-01,0102,889,-11,211,892,1977,17604,34,10810,17703,46152,0.0
2022-08-01,0102,685,-1,-478,570,776,18287,33,10334,18272,46929,0.0
2022-09-01,0102,726,0,896,15,1638,19014,33,11232,18287,48565,0.0
2022-10-01,0102,357,-1,1254,132,1743,19371,32,12485,18423,50311,0.0
2022-11-01,0102,66,0,238,432,738,19438,32,12724,18849,51046,0.0
2022-12-01,0102,226,0,173,1635,2037,19661,32,12897,20483,53080,0.0
2023-01-01,0102,-557,-1,562,1240,1246,19104,32,13463,21729,54327,0.0
2023-02-01,0102,665,0,177,1227,2069,19772,32,13641,22955,56400,0.0
2023-03-01,0102,550,0,-392,1857,2014,20322,32,13248,24814,58412,0.0
2023-04-01,0102,519,1,-556,1734,1699,20841,33,12692,26547,60113,0.0
2023-05-01,0102,616,-1,-466,1398,1543,21456,32,12223,27943,61653,0.0
2023-06-01,0102,802,0,-360,1456,1900,22258,32,11865,29403,63564,0.0
2023-07-01,0102,466,0,-344,1202,1328,22725,32,11517,30601,64878,0.0
2023-08-01,0102,547,0,-112,1590,2022,23273,32,11408,32190,66903,0.0
2022-01-01,0103,503,-3,581,788,1875,10122,85,7452,9062,26720,0.0
2022-02-01,0103,695,0,523,672,1892,10814,85,7974,9736,28610,0.0
2022-03-01,0103,650,-1,566,868,2085,11467,84,8541,10607,30696,0.0
2022-04-01,0103,450,-2,242,377,1067,11918,82,8781,10984,31765,0.0
2022-05-01,0103,723,0,155,161,1037,12640,82,8936,11144,32801,0.0
2022-06-01,0103,574,0,312,1086,1974,13215,82,9250,12233,34775,0.0
2022-07-01,0103,704,-8,348,1099,2147,13920,74,9598,13333,36921,0.0
2022-08-01,0103,639,-2,-1,616,1254,14560,72,9596,13950,38174,0.0
2022-09-01,0103,619,-2,286,247,1151,15182,70,9883,14193,39330,0.0
2022-10-01,0103,431,-1,410,609,1448,15610,69,10293,14801,40776,0.0
2022-11-01,0103,177,0,326,880,1381,15786,69,10618,15683,42159,0.0
2022-12-01,0103,336,-1,87,1707,2130,16122,68,10707,17392,44287,0.0
2023-01-01,0103,-259,-3,456,1479,1672,15862,65,11160,18868,45960,0.0
2023-02-01,0103,755,-1,-47,1155,1860,16614,64,11114,20026,47820,0.0
2023-03-01,0103,602,0,-358,1185,1424,17219,64,10754,21211,49250,0.0
2023-04-01,0103,480,0,-221,1275,1534,17700,64,10530,22490,50783,0.0
2023-05-01,0103,554,0,-131,1179,1603,18253,64,10399,23668,52388,0.0
2023-06-01,0103,659,-2,-182,1153,1620,18911,62,10212,24828,54012,0.0
2023-07-01,0103,545,-1,49,832,1427,19457,61,10263,25656,55435,0.0
2023-08-01,0103,622,-1,-6,1340,1952,20077,60,10258,26998,57392,0.0
2022-01-01,0104,821,1,444,672,1933,10228,65,5483,8161,23940,0.0
2022-02-01,0104,789,-1,301,737,1829,11019,64,5786,8902,25766,0.0
2022-03-01,0104,748,0,592,1307,2641,11765,64,6376,10205,28408,0.0
2022-04-01,0104,494,-1,193,1026,1703,12260,63,6565,11227,30121,0.0
2022-05-01,0104,698,-1,-18,670,1352,12958,62,6551,11901,31473,0.0
2022-06-01,0104,746,-1,-48,1014,1704,13705,61,6499,12911,33176,0.0
2022-07-01,0104,853,-14,138,917,1892,14558,47,6639,13827,35069,0.0
2022-08-01,0104,696,0,-59,700,1335,15256,47,6576,14531,36411,0.0
2022-09-01,0104,757,0,685,394,1835,16009,47,7261,14924,38241,0.0
2022-10-01,0104,431,0,474,321,1226,16442,47,7736,15241,39467,0.0
2022-11-01,0104,455,0,80,309,845,16896,47,7822,15552,40315,0.0
2022-12-01,0104,154,-3,135,729,1016,17052,45,7953,16284,41329,0.0
2023-01-01,0104,-23,-3,485,805,1261,17028,42,8439,17089,42595,0.0
2023-02-01,0104,677,-1,8,967,1646,17704,41,8447,18051,44239,0.0
2023-03-01,0104,645,-1,-167,1202,1684,18350,39,8278,19255,45919,0.0
2023-04-01,0104,544,-1,-245,1081,1380,18899,38,8033,20331,47302,0.0
2023-05-01,0104,704,0,-200,1044,1550,19601,38,7835,21383,48849,0.0
2023-06-01,0104,571,0,-7,1193,1759,20176,38,7831,22574,50613,0.0
2023-07-01,0104,492,-3,-129,953,1311,20664,35,7702,23524,51924,0.0
2023-08-01,0104,695,-1,-76,1079,1700,21363,34,7625,24603,53621,0.0
2022-01-01,0105,449,-1,338,391,1176,6257,87,4931,5392,16666,0.0
2022-02-01,0105,344,-4,239,265,841,6603,83,5168,5654,17509,0.0
2022-03-01,0105,-142,-1,327,646,834,6461,82,5495,6301,18343,0.0
2022-04-01,0105,230,-1,107,627,968,6689,81,5604,6932,19305,0.0
2022-05-01,0105,324,-1,-88,438,669,7013,80,5512,7368,19976,0.0
2022-06-01,0105,330,-3,-75,841,1095,7341,77,5440,8209,21069,0.0
2022-07-01,0105,417,-5,2,988,1403,7759,72,5443,9200,22471,0.0
2022-08-01,0105,247,-5,-341,910,813,8006,67,5100,10108,23281,0.0
2022-09-01,0105,307,0,259,1066,1632,8314,67,5360,11171,24914,0.0
2022-10-01,0105,241,0,224,587,1052,8555,67,5583,11762,25966,0.0
2022-11-01,0105,123,0,-196,388,317,8680,67,5383,12150,26282,0.0
2022-12-01,0105,59,1,127,561,748,8738,68,5511,12711,27033,0.0
2023-01-01,0105,-29,-5,78,574,617,8708,63,5589,13282,27648,0.0
2023-02-01,0105,407,-3,-64,587,930,9116,60,5525,13872,28576,0.0
2023-03-01,0105,362,-2,-140,747,968,9480,59,5388,14618,29543,0.0
2023-04-01,0105,339,-2,-133,657,865,9819,57,5255,15277,30405,0.0
2023-05-01,0105,465,-3,-116,741,1088,10285,54,5139,16016,31494,0.0
2023-06-01,0105,398,-2,-76,881,1202,10682,52,5062,16898,32696,0.0
2023-07-01,0105,255,-1,-49,742,946,10939,51,5012,17638,33642,0.0
2023-08-01,0105,325,-1,-17,713,1022,11263,50,4996,18351,34662,0.0
2022-01-01,0106,569,-1,149,454,1174,8321,22,3018,4853,16211,0.0
2022-02-01,0106,690,0,315,269,1274,9009,22,3332,5120,17484,0.0
2022-03-01,0106,751,0,187,420,1360,9760,22,3527,5538,18846,0.0
2022-04-01,0106,547,-1,351,365,1266,10306,21,3879,5908,20111,0.0
2022-05-01,0106,660,-1,200,209,1070,10967,20,4077,6119,21178,0.0
2022-06-01,0106,672,-1,43,561,1275,11635,19,4121,6682,22459,0.0
2022-07-01,0106,805,-8,-27,614,1382,12439,11,4094,7293,23840,0.0
2022-08-01,0106,720,0,-114,296,898,13155,11,3980,7590,24733,0.0
2022-09-01,0106,605,0,172,461,1236,13760,11,4152,8052,25967,0.0
2022-10-01,0106,447,0,334,617,1400,14206,11,4484,8669,27366,0.0
2022-11-01,0106,182,0,194,504,874,14387,11,4672,9170,28239,0.0
2022-12-01,0106,337,0,124,815,1274,14722,10,4798,9980,29516,0.0
2023-01-01,0106,-488,0,438,630,577,14239,10,5238,10612,30093,0.0
2023-02-01,0106,558,0,188,475,1227,14796,10,5427,11087,31319,0.0
2023-03-01,0106,568,0,-139,677,1105,15360,10,5292,11759,32423,0.0
2023-04-01,0106,555,0,-122,723,1154,15909,10,5169,12486,33577,0.0
2023-05-01,0106,470,0,-145,551,872,16381,10,5023,13036,34450,0.0
2023-06-01,0106,587,0,21,634,1243,16971,10,5046,13666,35696,0.0
2023-07-01,0106,399,0,16,493,909,17369,10,5060,14161,36600,0.0
2023-08-01,0106,565,0,90,668,1321,17929,10,5150,14827,37920,0.0
2022-01-01,0107,1204,-4,432,1206,2839,20186,302,11082,13775,45351,1.0
2022-02-01,0107,1184,1,403,562,2152,21372,303,11486,14335,47504,1.0
2022-03-01,0107,556,5,758,1156,2475,21928,308,12240,15495,49976,1.0
2022-04-01,0107,922,-9,605,540,2060,22852,298,12846,16042,52036,1.0
2022-05-01,0107,1315,-5,309,180,1802,24166,295,13153,16220,53837,1.0
2022-06-01,0107,595,-4,271,1038,1900,24763,291,13422,17257,55737,1.0
2022-07-01,0107,1079,-22,265,1864,3189,25842,269,13687,19123,58924,1.0
2022-08-01,0107,437,-8,110,1146,1687,26283,261,13802,20265,60613,1.0
2022-09-01,0107,721,-6,1772,899,3387,27003,255,15570,21168,64000,1.0
2022-10-01,0107,294,4,1678,1608,3585,27299,259,17252,22774,67584,1.0
2022-11-01,0107,-168,2,955,1754,2543,27131,260,18209,24530,70129,1.0
2022-12-01,0107,329,-14,332,2312,2956,27464,246,18539,26844,73085,1.0
2023-01-01,0107,-319,-4,1213,1354,2250,27143,241,19749,28198,75329,1.0
2023-02-01,0107,765,-6,852,820,2428,27909,235,20599,29017,77760,1.0
2023-03-01,0107,852,-11,-707,1691,1824,28759,224,19893,30712,79586,1.0
2023-04-01,0107,592,-5,-711,2006,1876,29351,219,19182,32717,81466,1.0
2023-05-01,0107,873,-10,-250,1313,1930,30225,209,18937,34027,83398,1.0
2023-06-01,0107,1041,-4,194,1009,2245,31264,205,19143,35068,85677,1.0
2023-07-01,0107,539,-6,-174,1179,1534,31802,200,18961,36213,87175,1.0
2023-08-01,0107,634,-2,52,1585,2272,32439,198,19008,37799,89444,1.0
2022-01-01,0200,6,-1,82,152,239,15,38,2869,4040,6962,0.0
2022-02-01,0200,0,-1,100,137,236,15,37,2969,4177,7198,0.0
2022-03-01,0200,2,-1,187,422,610,17,36,3156,4599,7808,0.0
2022-04-01,0200,-1,0,140,341,480,16,36,3296,4940,8288,0.0
2022-05-01,0200,0,0,160,358,518,16,36,3456,5298,8806,0.0
2022-06-01,0200,1,-1,214,391,605,17,35,3670,5689,9411,0.0
2022-07-01,0200,-1,-15,200,406,590,16,20,3869,6095,10000,0.0
2022-08-01,0200,-5,0,272,663,930,11,20,4141,6758,10930,0.0
2022-09-01,0200,0,-1,218,424,641,11,19,4359,7179,11568,0.0
2022-10-01,0200,1,0,-11,134,124,12,19,4346,7311,11688,0.0
2022-11-01,0200,2,-1,230,467,698,14,18,4576,7778,12386,0.0
2022-12-01,0200,4,0,72,343,419,18,18,4648,8120,12804,0.0
2023-01-01,0200,2,0,99,609,710,20,18,4746,8723,13507,0.0
2023-02-01,0200,0,-2,160,473,631,19,16,4906,9200,14141,0.0
2023-03-01,0200,-10,0,289,576,855,9,16,5194,9774,14993,0.0
2023-04-01,0200,0,0,229,596,825,9,16,5423,10370,15818,0.0
2023-05-01,0200,2,0,206,772,980,11,16,5626,11141,16794,0.0
2023-06-01,0200,1,-2,225,1239,1463,14,16,5990,12852,18872,0.0
2023-07-01,0200,-1,-1,62,1084,1144,11,13,5898,13446,19368,0.0
2023-08-01,0200,-5,0,103,1007,1105,6,13,6001,14453,20473,0.0
2022-01-01,0401,67,1,279,245,595,4070,2,7673,2822,14566,1.0
2022-02-01,0401,675,0,230,-98,810,4746,2,7904,2722,15373,1.0
2022-03-01,0401,492,0,398,463,1354,5236,2,8303,3185,16726,1.0
2022-04-01,0401,642,0,-374,269,535,5879,2,7928,3454,17264,1.0
2022-05-01,0401,677,0,-46,219,851,6556,2,7883,3674,18112,1.0
2022-06-01,0401,772,0,-44,186,915,7328,2,7840,3857,19027,1.0
2022-07-01,0401,665,-1,-307,154,513,7996,1,7532,4014,19539,1.0
2022-08-01,0401,726,0,24,244,998,8722,1,7556,4258,20536,1.0
2022-09-01,0401,829,0,-140,339,1029,9549,1,7418,4599,21566,1.0
2022-10-01,0401,694,0,130,255,1080,10245,1,7549,4853,22649,1.0
2022-11-01,0401,552,0,234,204,986,10796,1,7780,5054,23636,1.0
2022-12-01,0401,568,0,213,233,1015,11364,1,7993,5291,24648,1.0
2023-01-01,0401,-314,0,492,128,304,11049,1,8486,5417,24953,1.0
2023-02-01,0401,605,-1,163,256,1025,11655,0,8646,5671,25976,1.0
2023-03-01,0401,610,0,188,538,1333,12266,0,8836,6206,27312,1.0
2023-04-01,0401,612,0,216,464,1292,12881,0,9052,6674,28602,1.0
2023-05-01,0401,1281,0,106,385,1777,14159,0,9158,7060,30376,1.0
2023-06-01,0401,1200,0,117,335,1651,15359,0,9274,7392,32029,1.0
2023-07-01,0401,1114,0,144,154,1413,16475,0,9417,7548,33442,1.0
2023-08-01,0401,1185,0,618,357,2163,17657,0,10039,7911,35605,1.0
2022-01-01,0402,12,2,937,309,1258,857,4,32907,4482,38251,1.0
2022-02-01,0402,188,1,783,-130,843,1045,5,33692,4354,39093,1.0
2022-03-01,0402,135,6,744,894,1779,1180,11,34434,5247,40872,1.0
2022-04-01,0402,192,2,-188,814,819,1372,13,34244,6063,41692,1.0
2022-05-01,0402,203,8,5,445,665,1575,21,34248,6510,42355,1.0
2022-06-01,0402,238,4,165,681,1089,1813,25,34412,7190,43442,1.0
2022-07-01,0402,183,1,-1875,456,-1235,1997,26,32540,7648,42207,1.0
2022-08-01,0402,188,0,-153,675,709,2184,26,32386,8321,42918,1.0
2022-09-01,0402,219,2,-301,511,436,2404,28,32083,8833,43349,1.0
2022-10-01,0402,166,6,45,937,1154,2567,34,32128,9773,44504,1.0
2022-11-01,0402,168,2,277,488,936,2736,36,32095,10252,45118,1.0
2022-12-01,0402,131,0,213,554,897,2865,36,32624,10816,46347,1.0
2023-01-01,0402,50,-1,506,762,1316,2917,35,33130,11575,47660,1.0
2023-02-01,0402,145,1,67,579,790,3059,36,33201,12157,48454,1.0
2023-03-01,0402,134,1,499,794,1430,3194,37,33696,12952,49881,1.0
2023-04-01,0402,142,1,-340,966,772,3338,38,33357,13918,50653,1.0
2023-05-01,0402,207,-1,-287,956,875,3544,37,33072,14873,51529,1.0
2023-06-01,0402,223,1,-571,805,458,3769,38,32586,15845,52240,1.0
2023-07-01,0402,195,0,-634,1022,580,3962,38,31863,16701,52567,1.0
2023-08-01,0402,212,-2,-106,1168,1271,4173,36,31756,17871,53839,1.0
2022-01-01,0403,149,0,1085,1087,2319,8431,2,23440,10666,42541,1.0
2022-02-01,0403,1550,0,380,-779,1150,9982,2,23818,9892,43691,1.0
2022-03-01,0403,1242,0,872,1820,3928,11224,2,24688,11707,47620,1.0
2022-04-01,0403,1254,-1,-1088,1716,1883,12475,1,23599,13425,49502,1.0
2022-05-01,0403,1278,0,136,1099,2511,13756,1,23732,14524,52014,1.0
2022-06-01,0403,1464,0,-53,635,2044,15221,1,23679,15162,54060,1.0
2022-07-01,0403,1370,0,-1174,173,368,16592,1,22503,15331,54430,1.0
2022-08-01,0403,1309,0,-111,596,1796,17902,1,22396,15928,56224,1.0
2022-09-01,0403,1331,0,-748,1353,1935,19235,1,21646,17280,58162,1.0
2022-10-01,0403,1204,0,1205,330,2740,20437,1,22854,17608,60901,1.0
2022-11-01,0403,1014,0,1206,83,2303,21452,1,24060,17693,63204,1.0
2022-12-01,0403,887,0,229,305,1422,22338,1,24288,17996,64625,1.0
2023-01-01,0403,-250,0,2595,-305,2040,22088,1,26882,17694,66667,1.0
2023-02-01,0403,1112,0,1501,139,2756,23202,1,28387,17836,69426,1.0
2023-03-01,0403,1051,0,538,1061,2655,24256,1,28924,18897,72075,1.0
2023-04-01,0403,922,0,-399,1057,1581,25177,1,28527,19955,73662,1.0
2023-05-01,0403,1656,0,-725,854,1782,26830,1,27802,20805,75443,1.0
2023-06-01,0403,1599,-1,-305,475,1769,28432,0,27499,21282,77211,1.0
2023-07-01,0403,1475,0,-570,549,1456,29903,0,26930,21832,78666,1.0
2023-08-01,0403,1407,0,706,391,2505,31315,0,27634,22220,81170,1.0
2022-01-01,0404,103,2,336,318,757,5956,4,8544,3868,18374,0.0
2022-02-01,0404,914,0,291,-209,995,6871,3,8835,3658,19371,0.0
2022-03-01,0404,649,0,484,688,1824,7520,3,9323,4348,21194,0.0
2022-04-01,0404,848,0,-470,579,958,8368,3,8853,4926,22152,0.0
2022-05-01,0404,926,0,-43,485,1369,9296,3,8808,5411,23520,0.0
2022-06-01,0404,1074,0,-139,495,1430,10369,3,8670,5908,24949,0.0
2022-07-01,0404,936,-2,-131,213,1016,11303,1,8539,6121,25964,0.0
2022-08-01,0404,1046,0,17,19,1085,12352,1,8558,6141,27051,0.0
2022-09-01,0404,1006,0,-49,647,1603,13357,1,8508,6785,28654,0.0
2022-10-01,0404,920,0,116,693,1729,14277,1,8623,7480,30380,0.0
2022-11-01,0404,711,0,-72,277,916,14987,1,8554,7758,31298,0.0
2022-12-01,0404,575,0,-29,284,830,15564,1,8525,8041,32128,0.0
2023-01-01,0404,-565,0,523,166,123,14998,1,9046,8204,32249,0.0
2023-02-01,0404,748,0,388,328,1465,15749,1,9434,8534,33714,0.0
2023-03-01,0404,913,0,611,459,1980,16658,1,10045,8993,35695,0.0
2023-04-01,0404,842,0,79,397,1318,17501,1,10124,9387,37011,0.0
2023-05-01,0404,1689,0,-129,468,2027,19187,1,9993,9857,39040,0.0
2023-06-01,0404,1590,0,102,357,2050,20778,1,10095,10215,41089,0.0
2023-07-01,0404,1477,0,42,438,1954,22254,1,10137,10652,43045,0.0
2023-08-01,0404,1454,0,437,515,2405,23707,1,10576,11166,45451,0.0
2022-01-01,0405,60,1,27,125,213,1951,3,3623,1608,7180,0.0
2022-02-01,0405,379,-1,141,-83,437,2328,3,3764,1527,7619,0.0
2022-03-01,0405,213,-1,203,335,749,2542,2,3965,1860,8366,0.0
2022-04-01,0405,331,0,-208,179,302,2873,2,3758,2037,8666,0.0
2022-05-01,0405,420,0,-10,116,529,3293,2,3749,2155,9196,0.0
2022-06-01,0405,506,0,38,224,767,3797,2,3787,2379,9964,0.0
2022-07-01,0405,426,0,-64,122,483,4222,2,3722,2500,10446,0.0
2022-08-01,0405,417,0,32,177,624,4638,2,3754,2676,11070,0.0
2022-09-01,0405,411,0,29,299,737,5049,2,3783,2974,11808,0.0
2022-10-01,0405,395,0,14,262,671,5444,2,3797,3236,12479,0.0
2022-11-01,0405,313,0,84,173,568,5757,2,3880,3406,13046,0.0
2022-12-01,0405,350,0,-67,277,560,6107,2,3813,3683,13605,0.0
2023-01-01,0405,-179,0,432,251,503,5929,2,4245,3935,14110,0.0
2023-02-01,0405,390,0,185,169,742,6318,2,4430,4100,14850,0.0
2023-03-01,0405,415,-1,232,257,905,6736,1,4663,4358,15752,0.0
2023-04-01,0405,448,0,22,285,755,7184,1,4682,4644,16508,0.0
2023-05-01,0405,809,0,-123,405,1091,7995,1,4561,5048,17596,0.0
2023-06-01,0405,736,0,-30,264,969,8729,1,4534,5313,18573,0.0
2023-07-01,0405,735,0,-23,240,954,9465,1,4506,5552,19519,0.0
2023-08-01,0405,628,0,132,348,1109,10093,1,4637,5898,20628,0.0
2022-01-01,0406,134,0,319,288,744,4138,4,9169,6138,19446,0.0
2022-02-01,0406,710,0,264,-742,232,4846,4,9433,5396,19679,0.0
2022-03-01,0406,488,-1,316,677,1482,5337,3,9749,6074,21162,0.0
2022-04-01,0406,609,0,-454,345,499,5944,3,9295,6421,21662,0.0
2022-05-01,0406,647,0,163,543,1354,6593,3,9459,6965,23015,0.0
2022-06-01,0406,721,0,215,471,1406,7317,3,9673,7434,24423,0.0
2022-07-01,0406,709,0,-22,277,963,8025,3,9652,7709,25389,0.0
2022-08-01,0406,699,0,117,295,1113,8721,3,9770,8004,26501,0.0
2022-09-01,0406,839,0,253,472,1563,9561,3,10022,8477,28063,0.0
2022-10-01,0406,741,0,316,558,1619,10307,3,10341,9031,29685,0.0
2022-11-01,0406,589,0,57,324,967,10893,3,10399,9361,30654,0.0
2022-12-01,0406,320,0,-274,710,756,11215,3,10121,10068,31408,0.0
2023-01-01,0406,-179,0,303,404,532,11036,3,10429,10472,31936,0.0
2023-02-01,0406,599,-1,232,394,1221,11635,2,10658,10867,33162,0.0
2023-03-01,0406,612,-1,249,618,1478,12246,1,10908,11481,34638,0.0
2023-04-01,0406,574,0,-74,873,1376,12819,1,10837,12356,36012,0.0
2023-05-01,0406,1196,0,-49,862,2007,14013,1,10788,13216,38024,0.0
2023-06-01,0406,1251,0,67,622,1939,15268,1,10859,13845,39969,0.0
2023-07-01,0406,1106,0,-89,652,1672,16372,1,10765,14490,41630,0.0
2023-08-01,0406,1181,0,-11,780,1950,17556,1,10754,15272,43582,0.0
2022-01-01,0407,362,0,483,513,1355,9120,8,17907,14060,41101,1.0
2022-02-01,0407,1417,0,145,-1723,-163,10539,8,18054,12333,40935,1.0
2022-03-01,0407,1031,0,508,2169,3708,11567,8,18563,14503,44643,1.0
2022-04-01,0407,1043,0,-599,907,1350,12611,8,17965,15407,45992,1.0
2022-05-01,0407,1226,0,644,887,2753,13836,8,18608,16290,48749,1.0
2022-06-01,0407,1323,0,813,723,2859,15156,8,19422,17016,51608,1.0
2022-07-01,0407,1365,0,-137,174,1401,16522,8,19283,17190,53006,1.0
2022-08-01,0407,1486,0,-308,750,1923,18011,8,18972,17941,54931,1.0
2022-09-01,0407,1442,0,348,991,2781,19450,8,19321,18935,57715,1.0
2022-10-01,0407,1140,0,784,1172,3094,20588,8,20102,20111,60806,1.0
2022-11-01,0407,968,0,357,1372,2699,21559,8,20458,21480,63502,1.0
2022-12-01,0407,796,0,-572,1753,1977,22355,8,19887,23237,65482,1.0
2023-01-01,0407,71,0,1003,522,1592,22420,8,20887,23759,67078,1.0
2023-02-01,0407,938,0,957,923,2822,23360,8,21846,24683,69897,1.0
2023-03-01,0407,1011,0,220,1970,3203,24372,8,22068,26655,73100,1.0
2023-04-01,0407,857,0,174,1883,2911,25229,8,22238,28537,76013,1.0
2023-05-01,0407,1499,0,157,783,2441,26730,8,22396,29322,78450,1.0
2023-06-01,0407,1455,0,197,911,2564,28852,8,23704,34946,87513,1.0
2023-07-01,0407,1379,0,173,1032,2584,29544,8,22725,31252,83531,1.0
2023-08-01,0407,1609,0,523,980,3109,31151,8,23249,32232,86640,1.0
2022-01-01,0408,115,0,384,501,999,4865,0,9746,4177,18786,0.0
2022-02-01,0408,887,0,355,-75,1166,5750,0,10099,4102,19954,0.0
2022-03-01,0408,561,0,689,660,1911,6312,0,10789,4762,21866,0.0
2022-04-01,0408,712,0,-487,302,529,7026,0,10305,5064,22395,0.0
2022-05-01,0408,842,0,152,92,1083,7863,0,10456,5155,23478,0.0
2022-06-01,0408,840,0,77,23,942,8705,0,10533,5180,24417,0.0
2022-07-01,0408,789,0,-612,-56,121,9494,0,9921,5122,24539,0.0
2022-08-01,0408,912,0,-77,195,1025,10403,0,9842,5319,25565,0.0
2022-09-01,0408,905,0,-190,395,1108,11309,0,9650,5712,26672,0.0
2022-10-01,0408,843,0,147,396,1385,12151,0,9797,6109,28057,0.0
2022-11-01,0408,685,0,66,282,1034,12837,0,9862,6391,29089,0.0
2022-12-01,0408,575,0,-82,141,633,13412,0,9780,6531,29724,0.0
2023-01-01,0408,-418,0,575,278,438,12997,0,10357,6810,30159,0.0
2023-02-01,0408,683,0,482,235,1397,13679,0,10836,7044,31557,0.0
2023-03-01,0408,769,0,462,720,1950,14444,0,11299,7765,33510,0.0
2023-04-01,0408,693,0,425,747,1867,15138,0,11723,8509,35375,0.0
2023-05-01,0408,1416,0,-56,782,2142,16554,0,11669,9293,37516,0.0
2023-06-01,0408,1376,0,192,541,2109,18102,0,11974,9917,39992,0.0
2023-07-01,0408,1370,0,-64,204,1507,19293,0,11804,10027,41123,0.0
2023-08-01,0408,1334,0,458,338,2130,20630,0,12263,10364,43255,0.0
2022-01-01,0409,263,0,245,303,813,3882,10,8847,4796,17536,1.0
2022-02-01,0409,528,-1,417,-370,576,4409,9,9266,4428,18112,1.0
2022-03-01,0409,350,3,632,678,1661,4760,12,9894,5107,19773,1.0
2022-04-01,0409,349,0,-333,459,479,5110,12,9563,5568,20250,1.0
2022-05-01,0409,543,2,161,175,882,5654,14,9724,5743,21129,1.0
2022-06-01,0409,677,0,121,331,1128,6330,14,9846,6070,22259,1.0
2022-07-01,0409,700,-1,-434,323,586,7027,13,9411,6397,22846,1.0
2022-08-01,0409,567,0,-68,582,1084,7595,13,9345,6975,23928,1.0
2022-09-01,0409,635,0,-80,731,1288,8232,13,9265,7706,25215,1.0
2022-10-01,0409,681,0,24,943,1649,8913,13,9289,8648,26861,1.0
2022-11-01,0409,639,0,-49,881,1472,9552,13,9239,9527,28335,1.0
2022-12-01,0409,587,0,-144,989,1432,10138,13,9096,10516,29767,1.0
2023-01-01,0409,-46,0,503,712,1168,10094,13,9597,11228,30935,1.0
2023-02-01,0409,473,-2,235,655,1358,10566,11,9833,11881,32291,1.0
2023-03-01,0409,432,0,335,1088,1854,10999,11,10167,12972,34147,1.0
2023-04-01,0409,435,0,431,943,1805,11432,11,10596,13913,35952,1.0
2023-05-01,0409,653,-1,201,984,1837,12088,10,10797,14899,37790,1.0
2023-06-01,0409,644,0,-9,1078,1713,12918,10,10917,16072,39918,1.0
2023-07-01,0409,654,0,-144,706,1217,13377,10,10655,16668,40707,1.0
2023-08-01,0409,699,0,126,872,1698,14074,10,10778,17539,42403,1.0
2022-01-01,0501,24,3,922,514,1463,973,31,18190,6837,26035,0.0
2022-02-01,0501,16,2,919,546,1481,988,33,19111,7387,27521,0.0
2022-03-01,0501,25,1,1666,711,2402,1013,34,20779,8099,29923,0.0
2022-04-01,0501,-51,0,-886,796,-140,962,34,19894,8902,29788,0.0
2022-05-01,0501,-3,0,295,947,1242,959,34,20190,9849,31030,0.0
2022-06-01,0501,13,-1,573,1337,1918,971,33,20762,11182,32943,0.0
2022-07-01,0501,16,-6,197,1101,1307,986,27,20960,12284,34257,0.0
2022-08-01,0501,-15,0,354,1480,1817,971,27,21313,13761,36073,0.0
